numerator,1
denominator,900
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",15081251003198912200193168936269706086223859618105*x+33722702428889507569695631555300249216530380012583
"(1, 1)",-15081251003198912200193168936269706086223859618105*x+33722702428889507569695631555300249216530380012583
"(2, -4)",-6420549308879284949229763983284499022092546709112265955752663810*x-14356784707543375223495653699747547839098111477529867078294433292
"(2, -2)",(-949647469279062726645129972886825924594771117539779328456925*x-2123476295968617484310223329661765095132833407495488619172355)/2
"(2, 0)",14818590447110986652891518251904534148370725014095413435
"(2, 2)",(949647469279062726645129972886825924594771117539779328456925*x-2123476295968617484310223329661765095132833407495488619172355)/2
"(2, 4)",6420549308879284949229763983284499022092546709112265955752663810*x-14356784707543375223495653699747547839098111477529867078294433292
"(3, -5)",(-2821348344024055191912831379958778294362653601843784944339654156228725*x-6308726685444249964641179037942727796080929817842500211326292298337505)/2
"(3, -3)",(-6309986303220552363182078251060017071416976356803872565693729906975*x-14109558311093688962412820972046313432630364008672325364929797075585)/2
"(3, -1)",-927970200261122133295288238537993746497783234268082573278180145*x-2075002558450408975166409343882369837352434398839544998715626139
"(3, 1)",927970200261122133295288238537993746497783234268082573278180145*x-2075002558450408975166409343882369837352434398839544998715626139
"(3, 3)",(6309986303220552363182078251060017071416976356803872565693729906975*x-14109558311093688962412820972046313432630364008672325364929797075585)/2
"(3, 5)",(2821348344024055191912831379958778294362653601843784944339654156228725*x-6308726685444249964641179037942727796080929817842500211326292298337505)/2
"(4, -8)",202146970475637178742267095494725590133547855385598577583158634675033209925*x+452014367429167727060261487118881643146460209332438125663329308702069188510
"(4, -6)",-179961605180399243541841329680296710238253400336801298491062826565286535*x-402406382523351012577345022257899002223853800852216188306846395965449389
"(4, -4)",-313077295314443534757936767596302102607675674275418698635780524109241620*x-700062114534868851267961078443749913904490065452523074757913848006060652
"(4, -2)",-247210359679620253093198869473221747021448945495808166158303465798575*x-552778890054126249529400578708962038592859583384787555088980317539535
"(4, 0)",-5379734668794712543899686932993706771178556678666043009984686753900
"(4, 2)",247210359679620253093198869473221747021448945495808166158303465798575*x-552778890054126249529400578708962038592859583384787555088980317539535
"(4, 4)",313077295314443534757936767596302102607675674275418698635780524109241620*x-700062114534868851267961078443749913904490065452523074757913848006060652
"(4, 6)",179961605180399243541841329680296710238253400336801298491062826565286535*x-402406382523351012577345022257899002223853800852216188306846395965449389
"(4, 8)",-202146970475637178742267095494725590133547855385598577583158634675033209925*x+452014367429167727060261487118881643146460209332438125663329308702069188510
"(5, -11)",2733423999044003515389415401201319641853685047583522893959914104255323892140525*x+6112121873191712025277450396843236849954980469673636208676831276473791134534333
"(5, -9)",395065085292806025986255149786992030805159565621032986994894096240328217366300*x+883392386251466682220850807641561812279907400522494560207496273537270670173486
"(5, -7)",-26553248434015705629849239488488610884745588745099525283937298574219735448750*x-59374868521898956847475978563221263317395752313358191776971880789911911732660
"(5, -5)",-1063339151248700621885488694276263514581407206266308500611381192913210707875*x-2377698625329013805071264844765065716677132868367968986156682715511072953725
"(5, -3)",-17415362445751517402522206295776318373861124400872134558433508567246811250*x-38941934771448728158203578139299145182812042302290181656989794456223749290
"(5, -1)",-303078300915630325338711166362909427095820634674579650862743457206182350*x-679620514004987492412930982082212003941979380950486631139296413803230574
"(5, 1)",303078300915630325338711166362909427095820634674579650862743457206182350*x-679620514004987492412930982082212003941979380950486631139296413803230574
"(5, 3)",17415362445751517402522206295776318373861124400872134558433508567246811250*x-38941934771448728158203578139299145182812042302290181656989794456223749290
"(5, 5)",1063339151248700621885488694276263514581407206266308500611381192913210707875*x-2377698625329013805071264844765065716677132868367968986156682715511072953725
"(5, 7)",26553248434015705629849239488488610884745588745099525283937298574219735448750*x-59374868521898956847475978563221263317395752313358191776971880789911911732660
