numerator,1
denominator,180
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(672453650873198530070114421284812870785751155596282503110645317477120989465*x+1503652075070375662805045330620731808053297562000428546540159001387305658439)/2
"(1, 1)",(672453650873198530070114421284812870785751155596282503110645317477120989465*x-1503652075070375662805045330620731808053297562000428546540159001387305658439)/2
"(2, -4)",143142031866304367192767341950770132600811655528468462211595625451650671397697599164064865*x+320075313690497653464848961998656376954217675031614238937314750647419355982107583132827718
"(2, -2)",198402630260701683235936471843558332002654614216341321454098352252462114428368940803000*x+443641768177683701635212987788619049181126267027679670542043652458312130736435709673800
"(2, 0)",-8405683934378947077842545616131495576403246226434957108829437523674109299194050*x
"(2, 2)",198402630260701683235936471843558332002654614216341321454098352252462114428368940803000*x-443641768177683701635212987788619049181126267027679670542043652458312130736435709673800
"(2, 4)",143142031866304367192767341950770132600811655528468462211595625451650671397697599164064865*x-320075313690497653464848961998656376954217675031614238937314750647419355982107583132827718
"(3, -5)",-1789278229110008721983395526503758508542987248417585511884816418684807597316940822828398209075*x-4000947750950422536336201809599332989277018521766928299440477262003776990890874176421181616875
"(3, -3)",130080613085347539092459112307374561348612730513212322400766463171969486665255412990587228375*x+290869093413684383756161845313517936597547515717664873921501541085438364607346430712930478025
"(3, -1)",135188186764853849213228698433513119980134018418819308320706298857352593787055024231245870*x+302309326336037053689250244551511458956548544938503846857984646388877361923806604220252614
"(3, 1)",135188186764853849213228698433513119980134018418819308320706298857352593787055024231245870*x-302309326336037053689250244551511458956548544938503846857984646388877361923806604220252614
"(3, 3)",130080613085347539092459112307374561348612730513212322400766463171969486665255412990587228375*x-290869093413684383756161845313517936597547515717664873921501541085438364607346430712930478025
"(3, 5)",-1789278229110008721983395526503758508542987248417585511884816418684807597316940822828398209075*x+4000947750950422536336201809599332989277018521766928299440477262003776990890874176421181616875
"(4, -8)",84466061225954066066057264886184772466981303983194809420167180191386247352492953781608635110470966000*x+188871854692892515500251274804427221042081393257656332542940017218306486062506595654405155095967351200
"(4, -6)",-1842140153142429926025105542379413990246093680240842741311501192149925145112260911408091363370108440*x-4119150606508346145433422563713137394950209032625276130340288265440824856357896831579097002302196636
"(4, -4)",-14245000604919354069749943819569565181265134756272538629166783912173948544672426055626773577177920*x-31852789692125151192312651531677629285087708031770159916329200199755847342247122423718162465725632
"(4, -2)",-60737164399564029954208038782744757400622231858061009386727335398372056236621051339081295041000*x-135812386892982297592910487586257627389194230939873558994301799966898311442988271331490637860300
"(4, 0)",-187628767214803436124479416736764465428990398936742471521602194799231941310112644545486780000*x
"(4, 2)",-60737164399564029954208038782744757400622231858061009386727335398372056236621051339081295041000*x+135812386892982297592910487586257627389194230939873558994301799966898311442988271331490637860300
"(4, 4)",-14245000604919354069749943819569565181265134756272538629166783912173948544672426055626773577177920*x+31852789692125151192312651531677629285087708031770159916329200199755847342247122423718162465725632
"(4, 6)",-1842140153142429926025105542379413990246093680240842741311501192149925145112260911408091363370108440*x+4119150606508346145433422563713137394950209032625276130340288265440824856357896831579097002302196636
"(4, 8)",84466061225954066066057264886184772466981303983194809420167180191386247352492953781608635110470966000*x-188871854692892515500251274804427221042081393257656332542940017218306486062506595654405155095967351200
"(5, -11)",(121879872376083090312481549677942919510091816575488143729832958107393709075571448912936507189348328597325*x+272531679721920603352170316540820172052651226652444542831791541340723395484357678881285310522117186076189)/2
"(5, -9)",57555583465565653085539651255655292690315911630190455850094987148192661533136165442865591800834327320450*x+128698197113667726642574369402756690259073913396918665889562445308963322721279695024734087095706502308886
"(5, -7)",-3947314509947770653357093338423304379357910577007574193624243181045646984854144874805653049567548601250*x-8826463572814485021069848369748752232552857496967075744905865149406536315698891428453974467690445779050
"(5, -5)",(-1171835374543053118918438614040303822284879424597344654659798558629771979940502104525823419490718453125*x-2620303555917181023427297251230142232760291505185822002572546994441441693641274792446711668497171446875)/2
"(5, -3)",-2987979272199132584112099488282520971639363019630494926973840106323504468493856761418724729222195625*x-6681324917147539619559158815173341874510380106994259609115381736031547893593796928370160352494359425
"(5, -1)",-6419512477748370539345289016509955684869985111914125071477113115532136897289901412146948072834800*x-14495172110297147162925368221519030744534058508689304665450592386538617385112985919535462392995536
"(5, 1)",-6419512477748370539345289016509955684869985111914125071477113115532136897289901412146948072834800*x+14495172110297147162925368221519030744534058508689304665450592386538617385112985919535462392995536
"(5, 3)",-2987979272199132584112099488282520971639363019630494926973840106323504468493856761418724729222195625*x+6681324917147539619559158815173341874510380106994259609115381736031547893593796928370160352494359425
"(5, 5)",(-1171835374543053118918438614040303822284879424597344654659798558629771979940502104525823419490718453125*x+2620303555917181023427297251230142232760291505185822002572546994441441693641274792446711668497171446875)/2
