numerator,1
denominator,180
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-145073527246534883521052856779002835895489474155*x-324394268658918367452712649200396392152060543413)/2
"(1, 1)",(-145073527246534883521052856779002835895489474155*x+324394268658918367452712649200396392152060543413)/2
"(2, -4)",-30881116390869951732513120787111441816213570021370758656325955*x-69052275471068178026377509164490141731629891766576484481993106
"(2, -2)",1826429364899140229143939634885186784210596369538834968300*x+4084020216016226693077857449273315745793526307087277132180
"(2, 0)",13614420064391088692834396870254377447941101078987950*x
"(2, 2)",1826429364899140229143939634885186784210596369538834968300*x-4084020216016226693077857449273315745793526307087277132180
"(2, 4)",-30881116390869951732513120787111441816213570021370758656325955*x+69052275471068178026377509164490141731629891766576484481993106
"(3, -5)",2898037282075523651494477300206897338509746117990583006067280983925*x+6480208364049603706003901644922644700752973898289787985359049808125
"(3, -3)",2464180347885395012104642985937369724465506058666003398932173275*x+5510074766690797515261557940183938769343577435883383931012458565
"(3, -1)",983920373491420620358061345158482513163698708276090540359010*x+2200720137413132993141524080596647295813308752839163479010042
"(3, 1)",983920373491420620358061345158482513163698708276090540359010*x-2200720137413132993141524080596647295813308752839163479010042
"(3, 3)",2464180347885395012104642985937369724465506058666003398932173275*x-5510074766690797515261557940183938769343577435883383931012458565
"(3, 5)",2898037282075523651494477300206897338509746117990583006067280983925*x-6480208364049603706003901644922644700752973898289787985359049808125
"(4, -8)",777566781033790782813590858768190861627904146066927828888515136163432600*x+1738692179437250389797969193220652966868826013697455195606841923949970320
"(4, -6)",-57812474116575776502313621404175101031372640316150497062334927428332720*x-129272622072110537618119183601676404691700750441448813659560847231977708
"(4, -4)",860083689324813232915989865996008936243892784901775422499171983839040*x+1923205595669083552754552396207801972443786253456818727218298074785984
"(4, -2)",1815061683538566272088513503415698311083811304756867748144260148400*x+4058600760174013664687058668672141169327045457358364726850839340420
"(4, 0)",-6861330844710851994592024354392113387316416247882687587155374000*x
"(4, 2)",1815061683538566272088513503415698311083811304756867748144260148400*x-4058600760174013664687058668672141169327045457358364726850839340420
"(4, 4)",860083689324813232915989865996008936243892784901775422499171983839040*x-1923205595669083552754552396207801972443786253456818727218298074785984
"(4, 6)",-57812474116575776502313621404175101031372640316150497062334927428332720*x+129272622072110537618119183601676404691700750441448813659560847231977708
"(4, 8)",777566781033790782813590858768190861627904146066927828888515136163432600*x-1738692179437250389797969193220652966868826013697455195606841923949970320
"(5, -11)",(-26294069432139957480762464149265698779443821900977770764507488710519731920775*x-58795326655364238483725502461970386511131880972440131957917454030468621532663)/2
"(5, -9)",418942775841719648133327443569766868094534536068097456233322490144937800950*x+936784525464541808553390882659035487912966059004481293502473926709164759458
"(5, -7)",52126934739343187992553496615987599761029968103233264306544916132284958250*x+116559369535866649571337862011193954080596860297018822174247930866607139170
"(5, -5)",(-11776550611469114444426177020154550087492189326083874478720402544248765625*x-26333167707711530680441218505099358154454907496082349395574892982167134375)/2
"(5, -3)",27357984281471664676193864837161218632034672728376858213131385762042375*x+61174311973040642030655434525419226575611979305699990429033709882577295
"(5, -1)",787874637172424758160130669390899377715938064717787197681172073700000*x+1759548574615592774249922660035105498829740708025946417234127289006752
"(5, 1)",787874637172424758160130669390899377715938064717787197681172073700000*x-1759548574615592774249922660035105498829740708025946417234127289006752
"(5, 3)",27357984281471664676193864837161218632034672728376858213131385762042375*x-61174311973040642030655434525419226575611979305699990429033709882577295
"(5, 5)",(-11776550611469114444426177020154550087492189326083874478720402544248765625*x+26333167707711530680441218505099358154454907496082349395574892982167134375)/2
"(5, 7)",52126934739343187992553496615987599761029968103233264306544916132284958250*x-116559369535866649571337862011193954080596860297018822174247930866607139170
"(5, 9)",418942775841719648133327443569766868094534536068097456233322490144937800950*x-936784525464541808553390882659035487912966059004481293502473926709164759458
"(5, 11)",(-26294069432139957480762464149265698779443821900977770764507488710519731920775*x+58795326655364238483725502461970386511131880972440131957917454030468621532663)/2
"(6, -12)",1049076858823819332874087598890908154858182730093835066752672337134095586664550*x+2345807169952010099854696862014868787063551301952996178338944772818426214377060
"(6, -10)",-1460539082721195081021779295991837944526854038949873870726491666849667552501000*x-3265864672759780724589680200395930236813395585563672383882233337146715353725000
"(6, -8)",57850828789370585943821147518941593003462439311684614575269828050150047373650*x+129358385727734493372076012900211844881248571556332125070673391668993486412920
"(6, -6)",-4650231087721244208861785271943610650700239898918967998289097164076092483000*x-10398232823227440812705454150483639122862407735139706121025713224661836201800
"(6, -4)",146329962986924580537296400650333824378111511765036313302562623338074790470*x+327203744458793156236573160458206434766857296674877197371506181952443237868
"(6, -2)",-6960067322016920025873367041410905640191602196690262222979691158117877200*x-15564160079629980662894999056738901467083293942004416826843210963090468240
