numerator,(9227465*x-20633239)/2
"(7, 15)",20336352742447789200416444830564500*x-45473467146527529588715494270401400
"(8, -16)",-6359450350531460622696835103903435419773560021832960*x-14220163283323211789470204129182919963379831984066304
"(8, -14)",19835669029661803536084498699958720250765486592296660*x+44353904329511085029511432749793296538015089965410732
"(8, -12)",6313230025329363468233782921261025864954040134823000*x+14116811494229175846831861098471824062747235210966440
"(8, -10)",-586381481849685560115834517603237834482287027055000*x-1311188854162956031287941701434244009674980971681800
"(8, -8)",113796789488283991769378011849170341722782691724800*x+254457356917036513547925843159510045054105560471040
"(8, -6)",-2222287072715166545032847122000724528909001091920*x-4969184960110130534976023342049631621085102650128
"(8, -4)",-154810226323710278890415889765333139090538247000*x-346166189671943546468122304406069444629776959400
"(8, -2)",7863761526781979307529300969409799860134914500*x+17583905332732038774158362848679571918737671420
"(8, 0)",961603697622308431242770116549797819231936000*x+2150211235298624442742090361418854886568665600
"(8, 2)",208389101830547853265425025250571360780900*x+465972197380625066010134555440680075091420
"(8, 4)",15385135987478705518792769104961521369000*x+34402211537302715826781328938002207840600
"(8, 6)",108781137565157693492250157131231346560*x+243265362537740373088084193024895643872
"(8, 8)",-1195391573107079908159544071436968960
"(8, 10)",-1377322097661391939128235822729761000*x+3079926446175306725116993529647768200
"(8, 12)",14829168356989107036931145059304899800*x-33159028501033485089608710185335993560
"(8, 14)",46592073210777101485770825512742756180*x-104183042911944485636391623177394733268
"(8, 16)",-14937735443618450150442757371212363520*x+33401791881838831650182500484400765696
"(9, -19)",-984975051261309431543148523939998330834818567162499660*x-2202471170761627860802208220823298002752815398068746088
"(9, -17)",150284180623054395787131018157691488687441518753207975*x+336045643816006327357385155005542308716698139126440595
"(9, -15)",-709331735062429109156864397824280030647940325672050000*x-1586113978197462519338545803576336891792959687526060000
"(9, -13)",139024119286360452444992471660268209300222937360199350*x+310867381236341522963161856290045693505756047302083190
"(9, -11)",-46313675989748376302424825462347097123123784696078800*x-103560527800977222600106996492008089705956461816778128
"(9, -9)",(-11910439386516737301351216211866922375378712084899785*x-26632552110142316739159918216389483778729607457003493)/2
"(9, -7)",-1061050127184835669484177158034302965931759896970200*x-2372580211920090121481548993916881372654107130992090
"(9, -5)",107493511913297989180667837453675365193764363875000*x+240362799778317783750462618068762841564112795935000
"(9, -3)",344537476273760861229057400137261819901399285200*x+770409217744350227357716618853566088457891578880
"(9, -1)",-105301757118013146167046216650244227457569862375*x-235461887066049824694317546786023320276033635523
"(9, 1)",8135832957156264396027247772109657375759952740*x+18192275545785647439114990244642512149399352102
"(9, 3)",43882166968652288146466374464625705142105400*x+98123508338283165400834256312741190367013880
"(9, 5)",2312863443610243642207196179368025757700000*x+5171718753408693616897872255642169302810000
"(9, 7)",20401113962139167638744416933852226103775*x+45629423560182765715391138882747448466035
"(9, 9)",62557295942477401515062406550190833191
"(9, 11)",-108781137565157693492250157131231346560*x+243265362537740373088084193024895643872
"(9, 13)",326554242115706280387520153058540714700*x-730197501075327952875672314469004405560
"(9, 15)",-1666151823834893253396181327739327025000*x+3725628738930058151053509389911840815000
"(9, 17)",353003043937680797749516622932550235300*x-789338802508999299656938296097487940030
"(9, 19)",-2313611385153178901908589585425777902150*x+5173392330719955714104336408506371663162
"(10, -22)",4865313481091145360636979206209308919935287696748553200*x+10879171675565938706822468979689882155221264062889013620
"(10, -20)",(305744834248260435505146673867679095845525664628321450625*x+683666233148516145676743503238521500509634188271489665875)/2
"(10, -18)",-203327637432707175037081460114837443124261860783417254600*x-454654419003964064702638895334796048051417225386962623560
"(10, -16)",-102409372830058832673232564928294920341781441031269914530*x-228994319181131568122805625946947597408541337011780833038
"(10, -14)",-6549922585679377904818188399423983907386413660505634000*x-14646072148940279542845591177911333040464480959806034400
"(10, -12)",-8686438551118098060320671644247965723246264185214759525*x-19423467082674849104169124834670480493012749146383415215
"(10, -10)",-2357946446425010808988689633910956394546820708374831250*x-5272528541510390140466318682815092231169913680521346250
"(10, -8)",-133124575847911349112902662901291483204768010911566350*x-297675601071756481433856630727721602969018713557058610
"(10, -6)",-713437444340208481213669840666300605720712436526000*x-1595294623238428762059529802730739170546122793282600
"(10, -4)",(-676444391925754806364953749252011308669146917902665*x-1512575643344497621483208515175100899666474540712459)/2
"(10, -2)",-16612562954326337970211773191303819222938241811600*x-37146820046368423658944688302565768909333398870160
"(10, 0)",-3813166067716901210241092953038422183745855337500*x-8526498536910517353389443202575955703991307302500
"(10, 2)",-197955459548304828313574291619144534636135757600*x-442641864067044901662406080690946754001026420160
"(10, 4)",(13178832893920999655155653296492760687570485085*x+29468766222023418755473295651572090564598268791)/2
"(10, 6)",10190133118791012161702632507286892428926500*x+22785837847775019928649110446767649084654900
"(10, 8)",208171400386270404392481137731512158945650*x+466883824781546963510753238279220046541390
"(10, 10)",24769321916453892276700873906232533497500
"(10, 12)",-20401113962139167638744416933852226103775*x+45629423560182765715391138882747448466035
"(10, 14)",-15385135987478705518792769104961521369000*x+34402211537302715826781328938002207840600
"(10, 16)",-240549738414789656387302096164841320757530*x+537885567065347190034418201787772963141962
"(10, 18)",-477597007435072985633128132836564058347600*x+1067939374475295673339698593983824612601440
"(10, 20)",(718165123637109868067520910904280148766875*x-1605866035522118673930726196342164413115375)/2
"(10, 22)",11428152061087520466407025665667933912450*x-25554124865796024958393658527770597742630
"(11, -23)",-818480150232061940885850521736841767308876945953796348350*x-1830177254153130770496734456807182418555799386430670962270
"(11, -21)",-4216111308258047990567118771423635024863575928180001106360*x-9427511485970565755017906180474290330920696142473436930108
"(11, -19)",3445502409589936314973289862435302067561882800235816223350*x+7704377604482420898647189688804541625233970518479111571462
"(11, -17)",-88717607268369639790375418738020195731878896345889036200*x-198378600653203942537090228181573290065459514923079936080
"(11, -15)",-984656522202135856864755103140339258243734819212533225000*x-2201758918132506694837452758162207496481081529320151565000
"(11, -13)",-88758049696118182172100854117840726062861069854317031300*x-198469032670824807073980278178716036663838783725674622360
"(11, -11)",-71719841481364811125533588551984384695250281294003935720*x-160370440887840934212944363678039180592535954704588125256
"(11, -9)",-16284822636741444487783026557802116298127719067885043100*x-36413970417281234209549038861560862183473080911579846168
"(11, -7)",-2390727631659364267677808510160994103370160739223056350*x-5345829500077416848356445098994350995913331129149631390
"(11, -5)",-29598440721974561471705395469621023929292312697925000*x-66184125482333072818985880049393754265507324235440000
"(11, -3)",-10221859044621301691609364303296874771024031858025250*x-22856771680194286596775261533285161985675145068889650
"(11, -1)",548525295304039177132904988456721822585673144933640*x+1226539847677977011995231910608429489595634616517152
"(11, 1)",72497447529283272064885021952830471578556611547100*x+162109220870695809669587143876500051560994838742652
"(11, 3)",-3478186544794140741061742433891388757794828951500*x-7777461552477439261751053962562912538028092858400
"(11, 5)",82522244137582665154734847607322571885612312500*x+184525347858388600420153516011495089709187372500
"(11, 7)",-1437753935990686294269304487537408218443516700*x-3214890422117377350624109726241572434561017640
"(11, 9)",-13607959940028250212181413133463453812028310*x-30257257652927839354082505410049004686252918
"(11, 11)",753389392766882954318858024773274323965744
"(11, 13)",-208171400386270404392481137731512158945650*x+466883824781546963510753238279220046541390
"(11, 15)",-2312863443610243642207196179368025757700000*x+5171718753408693616897872255642169302810000
"(11, 17)",-208389101830547853265425025250571360780900*x+465972197380625066010134555440680075091420
"(11, 19)",8093152808481816458777190267307851785308340*x-18096839832058680682290019693472286325650288
"(11, 21)",-9903238778858241307511326868940228128552850*x+22144315106939034713017922641044330177779142
"(11, 23)",-1922530922660301297906414956118024240180300*x+4298909831913824527593712154072667777421480
"(12, -26)",-668732763072336272867115412566125014137050110719155709390*x-1495331917011005018968481560295395359127695767835587872338
"(12, -24)",301091190519581806678706200310111399662043261427741100677000*x+673260369428125144047318122559433857605536138728390924139800
"(12, -22)",-703714516384409982319155858344217543301575583162546090188450*x-1573553495388930248005493343126574205964590394112716684749310
"(12, -20)",-409384072639272007175716678227879206017352009346033912192000*x-915410615327123949217267133259797269908033876653508108134400
"(12, -18)",-18681979149988845747488875494430671710012772328574987079000*x-41774175333608798570847940224326970261064435733506672566120
"(12, -16)",-4338251707294917785988584017677851431041638314635315985500*x-9700625721015956459832318319061257215540944668981761170100
"(12, -14)",5777039469205708975140526257372800614490590485039668049030*x+12917852961843268267351354923208817626169867971011398213082
"(12, -12)",-3890389322272101151030190636136600478590627063924522355200*x-8699174983539754762615314177107992121350033681665150312960
"(12, -10)",-724370084911507412062635133435380587338956378075025266000*x-1619740750729425307737211579097445361443634674953548114800
"(12, -8)",-210564475911079562076590449996902633336685781335634973000*x-470836481783790863748802882745249604604919909264983575960
"(12, -6)",-27229060001803997544655211870999297033070280620623349000*x-60886029127454284771988460061214814662314633200889039800
"(12, -4)",978470555278632415884283829873224793080908947781934080*x+2187926675584987759447446420403763376211923279045706752
"(12, -2)",-156393506726118010735878309152694318169208640910477350*x-349706512279170456017212055775675367471092662155983930
"(12, 0)",-4997721500397179632887586040465895357198126648900000*x-11175245007500283370492526702187056819403738458940000
"(12, 2)",-53237568914634617749576257707232142577596841181750*x-119042823048309850081255739180367397975923901053930
"(12, 4)",-15843504787784558517270988786441812617057037603840*x-35427153717608109952507647639144639696269407669248
"(12, 6)",-997701566712657103102678815296566610708826177000*x-2230928238396723910291333713104113607059849939800
"(12, 8)",13297285069595312679637904819664351297236857800*x+29735845230766202020376416815877227000239414040
"(12, 10)",-244593732757092354111945228449091771282510000*x-539318983747307601833705253292451754183814800
"(12, 12)",40867045835494613014971908145647430076247040
"(12, 14)",13607959940028250212181413133463453812028310*x-30257257652927839354082505410049004686252918
"(12, 16)",-10190133118791012161702632507286892428926500*x+22785837847775019928649110446767649084654900
"(12, 18)",-43882166968652288146466374464625705142105400*x+98123508338283165400834256312741190367013880
"(12, 20)",-961603697622308431242770116549797819231936000*x+2150211235298624442742090361418854886568665600
"(12, 22)",-1652957518994662128578038454016292746176591250*x+3696125376391464356247041762619351683708160690
"(12, 24)",707234163406868255895671640545400808846599000*x-1581423665387951676685467415567507226380510200
"(12, 26)",-1570788754789118626298309744241367598468670*x+3512390434000717583198878008269648800093662
"(13, -29)",(14691098406862188148944207245954912110548093601382197697835*x+32850294701882715584685996144014778849530357174411090230127)/2
"(13, -27)",5225006025113649305729426311498779099220424256712912322974500*x+11683468655000093173177506838123542592332693729722059566817470
"(13, -25)",5698590144401757535146318413991785275095139518500517222357000*x+12742434938792672485089998151309707934768118656161632917868200
"(13, -23)",-3347843532692494073323881775026935401706356176300245783202600*x-7486005717133456288451619081470057277565648101603707894696080
"(13, -21)",-3463672652828912439598813472593838608897312259923365962989395*x-7745007503532477469541972868103157166010710661372559465035023
"(13, -19)",-2805315899229910339048042070203292249862466689332513005601560*x-6272877049039029451334484458628527194310176839886506247234917
"(13, -17)",612093385551501524907401370155689529043855043956690067197750*x+1368682418671145011450956329740322788777829315946501925641110
"(13, -15)",103406654687280900060757320460210543064806148552066533464000*x+231224309206607350382441175026981055384727693216660096135200
"(13, -13)",124628341169704271872209810896196544383552291210045600752725*x+278677442778494405690735612406500028562379357508076906512705
"(13, -11)",716963317393212089186107125700745888833321581521772454380*x+1603178715064979548534789591547141992246117697909026363382
"(13, -9)",-11102340668917775609857357134222967532516094993581323833840*x-24825588445060632759623319373180931051950716978974042828208
"(13, -7)",-1713406662891376227645572755362460630028274379826342252000*x-3831293771326183607969235876512776861348551905502876481200
"(13, -5)",-270553719533928913302943755977144867333652776615841219000*x-604976508443277769381388999020873138211149737805521463800
"(13, -3)",-22496048213632702245755074595622224481907021142313316800*x-50302693030795433332660101067092969865416969553294560240
"(13, -1)",-2289297293841470130335823560525285555981482823011570370*x-5119024369735837317879005995699949607149979671757699138
"(13, 1)",-52800246832934388013414623813081910433308167799199940*x-118064941147185225124919451362661067001681228440288888
"(13, 3)",-10104741337958311698078087958180950474288814331487000*x-22594888526490648607140870297839094922832057281245240
"(13, 5)",193449733904843349230159835722548865272049286438000*x+432566758082538487325128833458707610667656210011200
"(13, 7)",-2643003770598041471531376321935875396475806617000*x-5909918097166472854682710247722880147204857856200
"(13, 9)",34572054768052243214213671732294879865538338880*x+77422090408394780126113775296199722660962237792
"(13, 11)",3711023481284272506825095012743962074364387085*x+8290569345930002161529210425581362524582534257
"(13, 13)",-1309172863966578959366935384067519497152351670
"(13, 15)",244593732757092354111945228449091771282510000*x-539318983747307601833705253292451754183814800
"(13, 17)",1437753935990686294269304487537408218443516700*x-3214890422117377350624109726241572434561017640
"(13, 19)",(-13178832893920999655155653296492760687570485085*x+29468766222023418755473295651572090564598268791)/2
"(13, 21)",-8135832957156264396027247772109657375759952740*x+18192275545785647439114990244642512149399352102
"(13, 23)",-7863761526781979307529300969409799860134914500*x+17583905332732038774158362848679571918737671420
"(13, 25)",13385438565704201461556336128782705301075452000*x-29930750541561879619599682147489443185638006800
"(13, 27)",12273035151212003439215366681447504123364387525*x-27443340888354450140686711492423255613450915655
"(13, 29)",17253986530418641093565069517700449541152140*x-38581086764881824443063017068086222816082249
"(14, -30)",9733175967100628556697248032099141876490720500086128337125000*x+21764043099404262113896733675229447388951824096521223684405000
"(14, -28)",-118302741233754396635413534372859660927219232913857817810890750*x-264532971323242168924995889848199134027094679385052455847209050
"(14, -26)",65907443050932175864494812849093964305459626293226828582750000*x+147373522885080479403059437256249122814343920706607351139565600
"(14, -24)",44830175145578277736364891861622954658280406305264158636649865*x+100243319068734559619076233487086321205210423065798989925830227
"(14, -22)",84275686991875656607448845772230820755638712907789407101973200*x+188446164964328734922108904613848879844733386414573438929509840
"(14, -20)",-35132240548129714853191912782923586859696106238464799699862500*x-78558078067492514463087503720143794312015831093691385358877500
"(14, -18)",-5661271072351019338659810814122370218964573318250000840282400*x-12658986956830009397025274073252357459646281087329170763590960
"(14, -16)",-1579179110485810582454186770602112689681427743151887132792075*x-3531151839693923404518937300860044976337705732508997401243993
"(14, -14)",2846926925846694092511183332526713178832640699440636267915000*x+6365922133167711015547353882269077876521053552876601671967000
"(14, -12)",757845574491523734424151326763763497898843356138780462137800*x+1694594221010427690081451769537769864032936006538167593964760
"(14, -10)",160626331679285753605214170411390816960940067924462878400000*x+359171396611310893414241154760750878535759814854314527160000
"(14, -8)",-23042322176329757085660698216058285588104627016681946982575*x-51524198745724232416507840948730382927535712097552355471605
"(14, -6)",-10428399156325254736991087403296429170772528758585054875000*x-23318609410044725562076391527934387277191796455011566622200
"(14, -4)",-2091166994487706757701480922224218284376606488668591880610*x-4675991551978440318811606074357382619159295892658119311158
"(14, -2)",-283982160212305790074000001688344428627473826175553150800*x-635003414631951843348257402712893428671918028805888242560
"(14, 0)",-9448332940359101321622799548735708902185632400588725000*x-21127114728693317546504819139184600495718355549166635000
"(14, 2)",-1219085792072722929340308029231474124348638894352281400*x-2725958701475799591870618226418300185261121411046797560
"(14, 4)",41213439150579580227519943532903726267181305780901650*x+92156051549214038800929193404588057099746705646054342
"(14, 6)",-4799626493599802972747987573501166438643569120414000*x-10732290996751790346181915390967077383414200206447200
"(14, 8)",274982846189961826219303405652532303993634748964975*x+614880578777869396051952051920377370915035234574645
"(14, 10)",1299075138369146713862895209856544711493418300000*x+2903132999343106860198404810994177591943059660000
"(14, 12)",334189642271965036764804935410816334067497333400*x+739309880765768527889642520981426622455931394760
"(14, 14)",-29905874073531399131807551556886924922155658000
"(14, 16)",-3711023481284272506825095012743962074364387085*x+8290569345930002161529210425581362524582534257
"(14, 18)",-13297285069595312679637904819664351297236857800*x+29735845230766202020376416815877227000239414040
"(14, 20)",-82522244137582665154734847607322571885612312500*x+184525347858388600420153516011495089709187372500
"(14, 22)",197955459548304828313574291619144534636135757600*x-442641864067044901662406080690946754001026420160
"(14, 24)",105301757118013146167046216650244227457569862375*x-235461887066049824694317546786023320276033635523
"(14, 26)",154810226323710278890415889765333139090538247000*x-346166189671943546468122304406069444629776959400
"(14, 28)",-277881727727773163703908465748228245660481570250*x+621362432904388969217008836257964270688553628450
"(14, 30)",22862291488852324731044031394688752247900850000*x-51121637890488673535524234828965482271026220000
"(15, -33)",-85797076979130139993475659521174471781883907375783089361963600*x-191848096396117298411131866950000433932439190171909014112147260
"(15, -31)",-2050998363883952096243677274920893496879268287245251350197304230*x-4586171763385366476233781065745667131746341490063940996625655358
"(15, -29)",946095501349741403466814482530035815427801222831495875287172720*x+2115533854224765812916852859559961381355600538640453875489089872
"(15, -27)",-146680129831623163887723753223878055618248200456207261131174200*x-327986741252004176258567027125353030195646368933393460184496120
"(15, -25)",1623381293470192659238133471349043667164261322250217674813675000*x+3629990925600886253162662726356425192994359624829458507483010000
"(15, -23)",1480770276380937386929255116630162715812736146687569076999509250*x+3311102997048927271038722614103527818527386637809376172540872850
"(15, -21)",424752011130755171262362005838494622532389044877539409683422000*x+949774370468115876979144428627947674530409559191437704245435200
"(15, -19)",-14729482288093195397360490749541421811868100483378857252796080*x-32936123669555526100671982543701419409710146533356679751172208
"(15, -17)",-141516895179359812819800901131316471015737504788955042485270400*x-316441397585760834885531960047284443377626496160166270009080240
"(15, -15)",-28387482324080998357461840190213444044120238092307822325756250*x-63476340186718827553883245786569143593953454131770178488411250
"(15, -13)",8353515771628475576730703564127241685790965719722865476022600*x+18679029116477880489905572558643327266992759662149718712095760
"(15, -11)",4780975279920249051030251406151719390214680461262067355022870*x+10690585724647762200564489328757456647404954994467483948080502
"(15, -9)",1063932255456196399926046950424764400072491994267165656858000*x+2379024846654726675051718671349516897263411254161696635775800
"(15, -7)",3983210019693561364025505356181489269334652340616226630050*x+8906728372693079245388822433718083805975795216287302999730
"(15, -5)",-53388574017618155185764163371061164433063448170668054877500*x-119380480725173249822039642399079686520077461421719080861000
"(15, -3)",-11730152840983102118515514044000920224334082435770408313200*x-26229419138900497286364312303624507915641533266223959214320
"(15, -1)",-1777978283887077421779331234999987582166050775390773019280*x-3975680305289922463621858531690206108050591127829049396268
"(15, 1)",-158983884410118481582990256166844369276504722346292271630*x-355498772867975301787783544663552213108106559517673382518
"(15, 3)",-8205653422276977044545159205734842982283894102402455200*x-18348398851891887075472121882657963015245718667183064320
"(15, 5)",-252095337849243015187791657385794574992476502293598750*x-563702311680856544652508058919432951713054735771454750
"(15, 7)",25671915043108584580338552892302958856916908286756300*x+57404147107148147522808440573690782822091848336968480
"(15, 9)",-1914681897770396759840192678391814811363970840199500*x-4281370054902680383723715223013886168269923270536700
"(15, 11)",6832500863241635539190190307147161036126710998620*x+15227714077218277182582301786032351209835600961752
"(15, 13)",-3569198017058274172192987788539706414734007693900*x-8068719866547124370011785165098596797115670041740
"(15, 15)",298199600397569374122862315954851578776015807500
"(15, 17)",-334189642271965036764804935410816334067497333400*x+739309880765768527889642520981426622455931394760
"(15, 19)",-34572054768052243214213671732294879865538338880*x+77422090408394780126113775296199722660962237792
"(15, 21)",997701566712657103102678815296566610708826177000*x-2230928238396723910291333713104113607059849939800
"(15, 23)",3478186544794140741061742433891388757794828951500*x-7777461552477439261751053962562912538028092858400
"(15, 25)",3813166067716901210241092953038422183745855337500*x-8526498536910517353389443202575955703991307302500
"(15, 27)",-344537476273760861229057400137261819901399285200*x+770409217744350227357716618853566088457891578880
"(15, 29)",2222287072715166545032847122000724528909001091920*x-4969184960110130534976023342049631621085102650128
"(15, 31)",-4817597318364534341077855293472068154754217627480*x+10772475092083794753768047690306865306912784400892
"(15, 33)",-201529057875718476214732796231898888419602951350*x+450632672851595877184332308241725333070343871490
