numerator,1
denominator,424800
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(585320455629653523459512951423979047063388645343326513595493576000496925041120688880712706265663906605905846507894504938375096295287290031589422975429722667993212131130157205734491303725767357565282847836819488949552141951100872692082683*x+1308816327409054748234260405400389861010337261092362173228351468218365409053110256961275166961182751191381327529837982293380358306465515489970854132678675430417580814228844313340213367962133606572364223782717460436718446346721499422883631)/2
"(1, 1)",(-585320455629653523459512951423979047063388645343326513595493576000496925041120688880712706265663906605905846507894504938375096295287290031589422975429722667993212131130157205734491303725767357565282847836819488949552141951100872692082683*x+1308816327409054748234260405400389861010337261092362173228351468218365409053110256961275166961182751191381327529837982293380358306465515489970854132678675430417580814228844313340213367962133606572364223782717460436718446346721499422883631)/2
"(2, -4)",511599339752229677928239234708273967108747631733640958804664895473689642705181209071667374036795312882229008477782470771323894485990633894828371707829488139187518346521666010268380155500988992317908174166812869431126258316055921770538370892106047157126307578532*x+1143970900929995975862260021547009419449015452637868340269443649796116595845909710789154238033748449538732833532709789148344186126720442567213765946938426721835464651089582649950249652261645510531475523005850058415547219942265095254857692780281732648242998395493
"(2, -2)",49558754296126514326819182080215362652106786589107737707725812442165328442028850846641205259987669682795111920726324703440636397285524896601676730596717612379720440206307110904017373935811994033283656314956918032765878062754939821231091157835218476858210*x+110816743486348628590910113990301035205844160400767022021967006274830382577970819077571543795092327825129177622920494050465735464612170218198933632837799296220824395107996315818487094902329790690005908575014231185415268708156768437431836146602605909026970
"(2, 0)",432592976386116132335137162773085786359544942867842366576182560217305956940354850861343252709693473252941019412031931628668191117951726846269958829592434757907000830541140677951057641380022817293366971714781425069960886113911706336324724648686590
"(2, 2)",-49558754296126514326819182080215362652106786589107737707725812442165328442028850846641205259987669682795111920726324703440636397285524896601676730596717612379720440206307110904017373935811994033283656314956918032765878062754939821231091157835218476858210*x+110816743486348628590910113990301035205844160400767022021967006274830382577970819077571543795092327825129177622920494050465735464612170218198933632837799296220824395107996315818487094902329790690005908575014231185415268708156768437431836146602605909026970
"(2, 4)",-511599339752229677928239234708273967108747631733640958804664895473689642705181209071667374036795312882229008477782470771323894485990633894828371707829488139187518346521666010268380155500988992317908174166812869431126258316055921770538370892106047157126307578532*x+1143970900929995975862260021547009419449015452637868340269443649796116595845909710789154238033748449538732833532709789148344186126720442567213765946938426721835464651089582649950249652261645510531475523005850058415547219942265095254857692780281732648242998395493
"(3, -5)",169094987941283368220728497218049365843359335584077698477010943269632578739891657706229931220926640891924485490014217647759739079073661987740130236512907235417520320815195180260787922229513035758772980936417164832464437689411100297468314711988727357846829785300276904915*x+378107887691216828648557357273513560506487718296274583520038297230644399580784898171361040981868504621391977904790468699137159080586190485327499933492084117817044624487874360813857059888312369151063182529411999686634165152149043193539420506899267117857176648655526097065
"(3, -3)",-201360605771683340492802946152709168677234945935885615280508987230548487822028855796376151782912176793338882737982979236282850466922259572291352093165355304329219469273810671821757431302935356048434252413268492508468631767518800102893258747869151224578899526063005*x-450256002496020447087741501955627986626336407222720367995632145817121583806888984731597637960094863003900214286634375564489064444488682742563745329248228405366071015450404151168686189484272323470217506625808393947197611124431672132329477759182839304005384374955785
"(3, -1)",4271851345943451241766138946723709984840822638183308398044269705196767293978104835464215751102918544734929757369294675620002474189973741073691699642777130572637685985544182254149722331568708659438831203547149879339352852935673220142373266305951773284986765054*x+9552150399696611417896964573085715094161048869118968370005775552400055644611082758156532897877126608613018522794832537462640572195268575682264856047325723134302468210217611358645455562474563037097271074898481834881158789935958164995460147389388718704221197226
"(3, 1)",-4271851345943451241766138946723709984840822638183308398044269705196767293978104835464215751102918544734929757369294675620002474189973741073691699642777130572637685985544182254149722331568708659438831203547149879339352852935673220142373266305951773284986765054*x+9552150399696611417896964573085715094161048869118968370005775552400055644611082758156532897877126608613018522794832537462640572195268575682264856047325723134302468210217611358645455562474563037097271074898481834881158789935958164995460147389388718704221197226
"(3, 3)",201360605771683340492802946152709168677234945935885615280508987230548487822028855796376151782912176793338882737982979236282850466922259572291352093165355304329219469273810671821757431302935356048434252413268492508468631767518800102893258747869151224578899526063005*x-450256002496020447087741501955627986626336407222720367995632145817121583806888984731597637960094863003900214286634375564489064444488682742563745329248228405366071015450404151168686189484272323470217506625808393947197611124431672132329477759182839304005384374955785
"(3, 5)",-169094987941283368220728497218049365843359335584077698477010943269632578739891657706229931220926640891924485490014217647759739079073661987740130236512907235417520320815195180260787922229513035758772980936417164832464437689411100297468314711988727357846829785300276904915*x+378107887691216828648557357273513560506487718296274583520038297230644399580784898171361040981868504621391977904790468699137159080586190485327499933492084117817044624487874360813857059888312369151063182529411999686634165152149043193539420506899267117857176648655526097065
"(4, -8)",86633657624580049524917936673125769766594137984999955521406909148153553958237742210084251917276391584360041369627365090499439817908679824149557031301857483715323189867341278406075235542614643087699035825026718033858429375157375685773000117692562333833647508489032298689342837680*x+193718747588003946258748218353272851097251347875508907432676498824401144509495001842647856901957014001694243735277290130327120661652732895841383950510206750702847325503203703932942007628113959686186905346790972276532955041714839214529538184785865251339902611841408462280427365820
"(4, -6)",156508467310129128156020890826658068581414054087647730928923211179673413141060140673771397046120010720901696730960462585026665895607450900611582520558562787084836758101753199997148308406526226602127196657390311277959879192895873878265310234967614392160334788174008281004478792*x+349963571959752390567001892159140438389858791641356374131239044697397308290388661275637741892708412335071364049365681842332956802333756370188235333374015857474886578502678531805917820105808205082418911539221596992918891261389351359149047303188484281787959488780110217094035396
"(4, -4)",128446583024268754623329075989740280286160295530766662749109167510320078423895520181919468591164464370889203163300764795380928188485507053756154505159506475688585016273742943433451586947248410421573778536257891059923901260886066012986351640220456955699111473549924676065344*x+287215291119835454789392173664005217735803065030412115436219637986710676650488417973262289488302080153684865511847432854608999279304520460090068635809442119931221832362581499209041972472659524104706540238386174431585511493335802130209746742626535178602728632631569520742208
"(4, -2)",1591206612022721137961214100915208606961537940880200674876709685165174329200543474012483957685227099782841430257225616142591058957573088755911388207604791090747509964158366507292676881534540513434431138138740469122093369998369106596795000897101275685073028741252824680*x+3558046150808391535136015724477603621648005773261183689614537869191091492983581526291531527351894506906141712752583860332496528045253326483198990691191287228720655056493981625356296488826772156822991642283985697784790640176652166830336901749140200607364466551176084380
"(4, 0)",859135273186280509057592123750017371560690270408163167096878213448590485528603212123109409835013141223886367609935789596281992234235676383181346623690702684447688416009446992569958187220745649132737777905323925014816042384199883464473255611237252782026102946554600
"(4, 2)",-1591206612022721137961214100915208606961537940880200674876709685165174329200543474012483957685227099782841430257225616142591058957573088755911388207604791090747509964158366507292676881534540513434431138138740469122093369998369106596795000897101275685073028741252824680*x+3558046150808391535136015724477603621648005773261183689614537869191091492983581526291531527351894506906141712752583860332496528045253326483198990691191287228720655056493981625356296488826772156822991642283985697784790640176652166830336901749140200607364466551176084380
"(4, 4)",-128446583024268754623329075989740280286160295530766662749109167510320078423895520181919468591164464370889203163300764795380928188485507053756154505159506475688585016273742943433451586947248410421573778536257891059923901260886066012986351640220456955699111473549924676065344*x+287215291119835454789392173664005217735803065030412115436219637986710676650488417973262289488302080153684865511847432854608999279304520460090068635809442119931221832362581499209041972472659524104706540238386174431585511493335802130209746742626535178602728632631569520742208
"(4, 6)",-156508467310129128156020890826658068581414054087647730928923211179673413141060140673771397046120010720901696730960462585026665895607450900611582520558562787084836758101753199997148308406526226602127196657390311277959879192895873878265310234967614392160334788174008281004478792*x+349963571959752390567001892159140438389858791641356374131239044697397308290388661275637741892708412335071364049365681842332956802333756370188235333374015857474886578502678531805917820105808205082418911539221596992918891261389351359149047303188484281787959488780110217094035396
"(4, 8)",-86633657624580049524917936673125769766594137984999955521406909148153553958237742210084251917276391584360041369627365090499439817908679824149557031301857483715323189867341278406075235542614643087699035825026718033858429375157375685773000117692562333833647508489032298689342837680*x+193718747588003946258748218353272851097251347875508907432676498824401144509495001842647856901957014001694243735277290130327120661652732895841383950510206750702847325503203703932942007628113959686186905346790972276532955041714839214529538184785865251339902611841408462280427365820
"(5, -11)",(1788653595940769395057147913847902687323710478837457107778516347278404679551752887554219633885350322478715288112919370422752857405969217743840276284142961642622886471921925027105873186229084117005165422351974376589120164399675954519155599682248375128899835606237565974102267710639901565*x+3999551028723002270725364459009840298490435329987865971355790516441617653130117965658869958469361467047493792646421442468094746661581149560869476608998611472377296224289068958672581290497084264090475673631147024549793907115314220618163364610183464457056878295978662955664909311561028471)/2
