numerator,1
denominator,272
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",21102697790625502821544865998237607305277059*x+47187066768471729192870213604535418919348738
"(1, 1)",21102697790625502821544865998237607305277059*x-47187066768471729192870213604535418919348738
"(2, -4)",1310757151782421476452958583044114010388432216236103543603*x+2930942093379504053969009834923105534461351719651714941222
"(2, -2)",208510517814085153007495773609240645891066029863359600*x+466243691855960245891015509086776613096400769197047200
"(2, 0)",-4417987373973142256441401976755969860531616839750*x
"(2, 2)",208510517814085153007495773609240645891066029863359600*x-466243691855960245891015509086776613096400769197047200
"(2, 4)",1310757151782421476452958583044114010388432216236103543603*x-2930942093379504053969009834923105534461351719651714941222
"(3, -5)",-137207777990649536415877582404038510950388845340317235420757750*x-306805918628791867516363248753535201462318146337907056352745000
"(3, -3)",-133928438511892680924182953534840577135276948562541085496750*x-299473092632983168291054133762104688038181066188152043408500
"(3, -1)",235790590182229502080944790448935289223470491113180900384*x+527272250824430389605726457769286441817002594320758973196
"(3, 1)",235790590182229502080944790448935289223470491113180900384*x-527272250824430389605726457769286441817002594320758973196
"(3, 3)",-133928438511892680924182953534840577135276948562541085496750*x+299473092632983168291054133762104688038181066188152043408500
"(3, 5)",-137207777990649536415877582404038510950388845340317235420757750*x+306805918628791867516363248753535201462318146337907056352745000
"(4, -8)",12951266002021775463464520041861643993592162326262646855863264953200*x+28959911175202618673802262310308611505560253585812183904541970776800
"(4, -6)",-395317183281302161295376810563175097265961705184631070015160009968*x-883956094490735000750989573434519455162200237842352270168466741484
"(4, -4)",-26823693142416383849223357574952093056780679336742295429371537024*x-59979601274036050479508108155439356425287697666505332487685402368
"(4, -2)",-149233731729017682289378084563545150225338483997086079503344400*x-333697013404021989622221797843205654881016507554664447346559900
"(4, 0)",535966484708563366773218670124439678420556486800969570580000*x
"(4, 2)",-149233731729017682289378084563545150225338483997086079503344400*x+333697013404021989622221797843205654881016507554664447346559900
"(4, 4)",-26823693142416383849223357574952093056780679336742295429371537024*x+59979601274036050479508108155439356425287697666505332487685402368
"(4, 6)",-395317183281302161295376810563175097265961705184631070015160009968*x+883956094490735000750989573434519455162200237842352270168466741484
"(4, 8)",12951266002021775463464520041861643993592162326262646855863264953200*x-28959911175202618673802262310308611505560253585812183904541970776800
"(5, -11)",81415387169692676456881157680973300840050688241413221429928505731118995*x+182050340125897030393229813824323399800918842061118685151305216502662058
"(5, -9)",14646115284876538560056217125601196225949412191889870391272363926130480*x+32749709383282637784549601762553208752104048232766558809118355330494444
"(5, -7)",3398930002982834003915404366454794852366335370675503536128869845896000*x+7600238537433179791179495469154015209771629327514652025584337068551100
"(5, -5)",-132671617437029485847477950744549488028792898737216240582637791009375*x-296662755274034802391435183303118968243735981543365953715571801206250
"(5, -3)",-294033104319759673458023232880816500009523165944885672014144453250*x-657478173269409638885189052986693092810185278313017105502864838800
"(5, -1)",-41252645891022575495039758966284835402189345283999076083994044000*x-91841084782697042169379990115721174071374002079328287603056868864
"(5, 1)",-41252645891022575495039758966284835402189345283999076083994044000*x+91841084782697042169379990115721174071374002079328287603056868864
"(5, 3)",-294033104319759673458023232880816500009523165944885672014144453250*x+657478173269409638885189052986693092810185278313017105502864838800
"(5, 5)",-132671617437029485847477950744549488028792898737216240582637791009375*x+296662755274034802391435183303118968243735981543365953715571801206250
"(5, 7)",3398930002982834003915404366454794852366335370675503536128869845896000*x-7600238537433179791179495469154015209771629327514652025584337068551100
"(5, 9)",14646115284876538560056217125601196225949412191889870391272363926130480*x-32749709383282637784549601762553208752104048232766558809118355330494444
"(5, 11)",81415387169692676456881157680973300840050688241413221429928505731118995*x-182050340125897030393229813824323399800918842061118685151305216502662058
"(6, -12)",-8318730635686757241911611647024672647959594528725675505672609913884644750*x-18601247187905627130530973754924112863554700308589848590355145260503161500
"(6, -10)",16645310232787568284087258545486669804149560286693572821844561403351220000*x+37220045187085851431629768128390780325382048003120954827877726016567600000
"(6, -8)",2282997281016247468859090096746778206155920003728391894769395207391307950*x+5104937112799519499826365657994606027052459378509273394221096362401594200
"(6, -6)",215884702372997907514055711568363439085355128863110907901895914476932000*x+482732869808317936702818271517821328586215002242944895789734394753624000
