numerator,1762289*x-3940598
denominator,272
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",13888945017644*x+31056625195209
"(1, 1)",1
"(2, -4)",862687519539670318898535192*x+1929027937031380914713107361
"(2, -2)",268925475685052938064000*x+601335644513245194204000
"(2, 0)",-1325889309823627500*x-2964778627406006250
"(2, 2)",19362556000
"(2, 4)",-13888945017644*x+31056625195209
"(3, -5)",-82355294691054809266405824922500*x-184152037236226095083783242106250
"(3, -3)",-319726253708044526680673283000*x-714929637482531760675561644250
"(3, -1)",6855876378022557373653636*x+15330205626593482721918088
"(3, 1)",-10813165227609369885252*x-24178972500377915727528
"(3, 3)",-23020197236138250
"(3, 5)",1325889309823627500*x-2964778627406006250
"(4, -8)",16703835407587960771210745973070752000*x+37350911456334586718463765211374716000
"(4, -6)",-671640839288606159479901203486661700*x-1501834573114334865342017131231944792
"(4, -4)",1107791555669639703335668404596736*x+2477097223377556937049443641476096
"(4, -2)",-19955675566115105808162624988500*x-44622247102764975426475422499000
"(4, 0)",-25672606011261337591890000000*x-57405692200751930751975000000
"(4, 2)",-661640376014235692259500*x-1479474294229186621821000
"(4, 4)",79760669673783174144
"(4, 6)",10813165227609369885252*x-24178972500377915727528
"(4, 8)",-268925475685052938064000*x+601335644513245194204000
"(5, -11)",53584325909856163438963447564333367572612*x+119818195262941649720721589720038574471689
"(5, -9)",425840766113867144730737283374735374596*x+952208900621195885179525517169731808312
"(5, -7)",-41096654299458103550069067038194459500*x-91894912661397318177218384292688679000
"(5, -5)",-222493444185762877783437021335937500*x-497510465747421141249542119705078125
"(5, -3)",176544419422780189811259504079195500*x+394765322877570688532958362293937250
"(5, -1)",872549339282219331773534208645504*x+1951079636357569749120099528978208
"(5, 1)",-3243498168972775741799628688384*x-7252682390656402487672799357408
"(5, 3)",-358659073615833967695520500*x-801973358205276785680374750
"(5, 5)",-16019463242392814453125
"(5, 7)",661640376014235692259500*x-1479474294229186621821000
"(5, 9)",-6855876378022557373653636*x+15330205626593482721918088
"(5, 11)",-862687519539670318898535192*x+1929027937031380914713107361
"(6, -12)",-19859236852958081217035657812914851802294000*x-44406603584483265090436414216122541288658250
"(6, -10)",-1594609005352051443490101703788101910000000*x-3565654133500512994721077717143823575000000
"(6, -8)",-22277304299876234616720643436870643373500*x-49813566769971620442637822010560343082750
"(6, -6)",-6190717492092219798348030559791348000000*x-13842865141815220237859160168242703000000
"(6, -4)",49612482552864644293998675369770821800*x+110936883520727648314528441831371397062
"(6, -2)",132747290298538936410581451653616000*x+296831964936431398438171406312928000
"(6, 0)",30522233425427121620076706501875000*x+68249788764373499571287605364062500
"(6, 2)",-209370517256839170527905424112000*x-468166709061027414437541641568000
"(6, 4)",285896950260267197979167005728*x+639288587426141694627899879958
"(6, 6)",-445729858115772089367000000
"(6, 8)",358659073615833967695520500*x-801973358205276785680374750
"(6, 10)",25672606011261337591890000000*x-57405692200751930751975000000
"(6, 12)",319726253708044526680673283000*x-714929637482531760675561644250
"(7, -15)",-5115355040122149574358818127713213169768977500*x-11438281598759290574155719050211740001731906250
"(7, -13)",-1239511873148054039011046186354197583452452500*x-2771632807277145079274341238295464064592761000
"(7, -11)",-201464213909395781639066726858921387052859008*x-450487677334967625049091420867881535049494752
"(7, -9)",17758038469855409926236787917840489813136104*x+39708181165653046611937475823594827462045382
"(7, -7)",-443385224402235658715386765725647702915000*x-991439501982397490357284005042305931596250
"(7, -5)",64117282322196606401311992825004662645000*x+143370601804977184938438830421572623200000
"(7, -3)",-185208540051511092999625883974317172500*x-414138885568671205294408227042910143000
"(7, -1)",-6013220460360872678483271095172725108*x-13445969713059535943420145215730604122
"(7, 1)",-625765921847108841036528769073520996*x-1399255139253389079702016170641023738
"(7, 3)",3153555753086816868121051863460500*x+7051565021402703778587502353063000
"(7, 5)",-655519209537304856951527005000*x-1461169087411368238761293100000
"(7, 7)",-31923607145033372531061066250
"(7, 9)",-285896950260267197979167005728*x+639288587426141694627899879958
"(7, 11)",3243498168972775741799628688384*x-7252682390656402487672799357408
"(7, 13)",19955675566115105808162624988500*x-44622247102764975426475422499000
"(7, 15)",82355294691054809266405824922500*x-184152037236226095083783242106250
