numerator,1
denominator,272
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-31056464871998062355614526897748088933239679*x-69444366594619736332922632703383113526865578
"(1, 1)",-31056464871998062355614526897748088933239679*x+69444366594619736332922632703383113526865578
"(2, -4)",-1929017978835605492540741523523508232770665128695385756143*x-4313415330495664499285749555126732513694715162753832097182
"(2, -2)",-367721717607055371495272638303188629673861885043789360*x-822250757372330635215636236708206490374485000178623520
"(2, 0)",6091289772594238309390094483098488656393512384830*x
"(2, 2)",-367721717607055371495272638303188629673861885043789360*x+822250757372330635215636236708206490374485000178623520
"(2, 4)",-1929017978835605492540741523523508232770665128695385756143*x+4313415330495664499285749555126732513694715162753832097182
"(3, -5)",189174903422869121553710809213889554219540038694442157880279470*x+423007943690492999718323732757185827957815628615649184339702600
"(3, -3)",210517978547202816648700841598420548218660575999862307868870*x+470732510517372760585940920587402415534204337917279975454340
"(3, -1)",-334347128050978633678340349507473015361016178226339321504*x-747676562542410660248151292136854530381562436078074689276
"(3, 1)",-334347128050978633678340349507473015361016178226339321504*x+747676562542410660248151292136854530381562436078074689276
"(3, 3)",210517978547202816648700841598420548218660575999862307868870*x-470732510517372760585940920587402415534204337917279975454340
"(3, 5)",189174903422869121553710809213889554219540038694442157880279470*x-423007943690492999718323732757185827957815628615649184339702600
"(4, -8)",-22840391119721241876522480174155388780505996962576285038161110563120*x-51072667176379234270355571749969490687634250202860946638378016054880
"(4, -6)",745227158814268234478378848421021242392101089490121318367026111408*x+1666378585787735345265108487570786138713879989688749541614175795804
"(4, -4)",41355538328061634300085798391870092711220148717599349523793750144*x+92473794947640835299800144568459829005145407816921379827464510208
"(4, -2)",206805858920667974189656508462723043616441451076926156947235920*x+462432348961826762908447163095327364457528329021058215397910220
"(4, 0)",-749248746467330594376965032024338979341838762793879888023200*x
"(4, 2)",206805858920667974189656508462723043616441451076926156947235920*x-462432348961826762908447163095327364457528329021058215397910220
"(4, 4)",41355538328061634300085798391870092711220148717599349523793750144*x-92473794947640835299800144568459829005145407816921379827464510208
"(4, 6)",745227158814268234478378848421021242392101089490121318367026111408*x-1666378585787735345265108487570786138713879989688749541614175795804
"(4, 8)",-22840391119721241876522480174155388780505996962576285038161110563120*x+51072667176379234270355571749969490687634250202860946638378016054880
"(5, -11)",-119817576727034014120595638591711306998145490671181680634996221958598095*x-267920246460944819461716925967674921525097184781660133218932367690736498
"(5, -9)",-20768132109106399925962628296323751866623629944523875253497640249060080*x-46438955161657989401996103290594640046570341145245627112860656861961564
"(5, -7)",-5420438320436683418452668899862645353214330150200430150387515651214400*x-12120468552341211670679495011779183336273192714050139813115411003273580
"(5, -5)",224098492786872137173436096871576786615817877046522239329596274772875*x+501099463526676254576501320986479369833619057177211821249368532163250
"(5, -3)",861215814605577019559174311083666612677790841024329747939333988650*x+1925737304171177356119365660776616252791528831691290379841091411920
"(5, -1)",63705596792275060988303795170791665602874097364175592605227167200*x+141863083684571401461570498751307200032989208995970381101241961984
"(5, 1)",63705596792275060988303795170791665602874097364175592605227167200*x-141863083684571401461570498751307200032989208995970381101241961984
"(5, 3)",861215814605577019559174311083666612677790841024329747939333988650*x-1925737304171177356119365660776616252791528831691290379841091411920
"(5, 5)",224098492786872137173436096871576786615817877046522239329596274772875*x-501099463526676254576501320986479369833619057177211821249368532163250
"(5, 7)",-5420438320436683418452668899862645353214330150200430150387515651214400*x+12120468552341211670679495011779183336273192714050139813115411003273580
"(5, 9)",-20768132109106399925962628296323751866623629944523875253497640249060080*x+46438955161657989401996103290594640046570341145245627112860656861961564
"(5, 11)",-119817576727034014120595638591711306998145490671181680634996221958598095*x+267920246460944819461716925967674921525097184781660133218932367690736498
"(6, -12)",13075955913186842981668199616948931590973274196108253594374332178740618790*x+29238726292676119645146850700877941361492981262589013840715814741907968460
"(6, -10)",-23269137497016059569733649635425853490741421084894483023609012761120848800*x-52031373221117219023942788019482268852361858634098236160478001341406704000
"(6, -8)",-2769667455520776510068699532432584385801182226627388350621298686431538630*x-6193164705613331469149541793373502429060818067148324703440959167700788280
"(6, -6)",-347895256229243283795377127943540364590522726842841295148270044469549600*x-777917441978270093972949680568884713928694258632634444168171418363627200
