numerator,-1762289*x+3940598
"(6, 10)",-319344384197177538494598006600*x+714075751297675587736594801200
"(6, 12)",1108260679561666940135171504880*x-2478146216289999110156183076180
"(7, -15)",11553084486292172880693006753108018495553173300*x+25833482261147535832258973184109147722438405720
"(7, -13)",-16636543091155859494585641811740827669977239700*x-37200441262428982152581281216257808934904785760
"(7, -11)",-1248627320024680612152412138000173220897433112*x-2792015566138570235690101082145640030470659968
"(7, -9)",141424355539580696473520568708593203784332344*x+316234472660601387111786246802166558796643572
"(7, -7)",912398861401810469429390867119132536407600*x+2040185876687857270458484959470728889996100
"(7, -5)",723858614150774454634769957065232009026080*x+1618597067339922884768010819304915836549840
"(7, -3)",46543094140445761490498799909644075459700*x+104073522381208866667456958050644141261120
"(7, -1)",170548533314028619837308545356029778508*x+381358113953056122870850203377388756432
"(7, 1)",-8909801137457641775519731858925718036*x-19922921009372514218507213726394358528
"(7, 3)",-38553277170684093808175707898623980*x-86207751860129631494907671887240080
"(7, 5)",253625062122411780804491086673760*x+567070762093722325421037223061040
"(7, 7)",-65692452539968502777870212900
"(7, 9)",2276916349971085680995213355528*x-5091172710947931074859295658868
"(7, 11)",-20102430836946564793255935885016*x+44950401863922327620529312552672
"(7, 13)",-267842094667168190021716244647860*x+598913130911721982156513737089840
"(7, 15)",186000320602678167889083276196020*x-415909360704343035419830293669480
"(8, -16)",-4940299907849017527027477312449638202380633394208*x-11046846423186350034212003139121762489504866545964
"(8, -14)",-412521797811809733081253657734353035333813569752*x-922426782107630560650439752222706053564603996768
"(8, -12)",201439283378630084538937370539184608334492748600*x+450431930973460376451007697326057000218537318720
"(8, -10)",-15752753130280532273307683857509659164987005600*x-35224226832079870947449891152345958248881664560
"(8, -8)",296134364581499086721909919642375970602252320*x+662176569677938018644119656104468044129090520
"(8, -6)",-115564952223138902710506704542814107341602736*x-258411088987454031161026661699939570674978128
"(8, -4)",-11310844494998993116221852920662091748665400*x-25291817173747028690643986518840318899037600
"(8, -2)",-339897175409271775328822702647140397808600*x-760033189575301602349151927215232237310240
"(8, 0)",2746167724645070208554954986852026508560*x+6140617709922103794378355940075164717920
"(8, 2)",146365831027821902691876287001082877160*x+327283947785930184652073846623419948160
"(8, 4)",-973032628071870833809480453604654200*x-2175766286316460787524138020030729600
"(8, 6)",12031501944155946015730011345598608*x+26911576861487672152645946012018832
"(8, 8)",-21321588083565813427547931648280
"(8, 10)",-253625062122411780804491086673760*x+567070762093722325421037223061040
"(8, 12)",3243096797878701554852047109961720*x-7251784892745869423362886168520480
"(8, 14)",-6641445991296055063192817458743576*x+14850724705431454281572778281563072
"(8, 16)",-79536972816530316380858258932960656*x+177850077942314696206194074234056716
"(9, -19)",-507247312571959513350808517574394397816212422592428*x-1134239472314985156298955760348002651677987053237168
"(9, -17)",-96402401353257379989498788976125561018031825289260*x-215562322620101218938898657100720338525745080233690
"(9, -15)",73327558421838343133347030363697283138445095519600*x+163965405255317734713291666798639944955440973170400
"(9, -13)",2394669404816981296600573815533349361744052483340*x+5354643572809732517970297752372020291288356292320
"(9, -11)",-747431257782382378797728765485825121989258940880*x-1671307100909575713412468765961053727273693373648
"(9, -9)",-201235145505017762646808968465411498988649417844*x-449975464811280964149525012686984000303387466159
"(9, -7)",13778946062757705526308780411263653689326793720*x+30810660054629312906919042048537832408462207830
"(9, -5)",-968166599824418516020509968647415299145124000*x-2164886330752235757319114202071906281813697200
"(9, -3)",193018697547843671212994378396590320634830480*x+431602928645450414564272652078304550249117440
"(9, -1)",-2690403316066079198574068267390674206622140*x-6015924701614607632045478056518157366951998
"(9, 1)",34216989392106300804258845046566609725452*x+76511514266332602804578595606612377386782
"(9, 3)",3971567806496692214076358149438395058960*x+8880695578679044623860576327002778600640
"(9, 5)",587804541778740115425316454362480800*x+1314440620613857686218209037177434800
"(9, 7)",74130662921416904653909842530334960*x+164769121402156734811617663863691930
"(9, 9)",14488871922912511097058892714234551
"(9, 11)",-12031501944155946015730011345598608*x+26911576861487672152645946012018832
"(9, 13)",38553277170684093808175707898623980*x-86207751860129631494907671887240080
"(9, 15)",1180546146932145042910164242667058800*x-2639781435115646123763870394881501600
"(9, 17)",-1552042450641563120508485177697928980*x+3470472423599897224213320283069874010
"(9, 19)",-8166491197669005452770073162268685260*x+18260829455641568294788727849970329952
"(10, -22)",10340140599559876035578960735961372323893164687318680*x+23121257277521314828330028198562403687329634529458710
"(10, -20)",-8818477441507154791643032859335889646482810660032200*x-19718715017258423609257100434425424018675282093999475
"(10, -18)",4246840724624887810444395128159768098426225107488760*x+9496224549875714206610745877841135217751535196997920
"(10, -16)",553416708979908157030552600221117837242994013957556*x+1237477381163292935305938393029242908267351279028272
"(10, -14)",60438207954630088655687262757236106561480134790200*x+135143941424821403728812344260259151671876288010400
"(10, -12)",-4590717481582886003921901827306237201538987619560*x-10265156354315971961031857993712145693815838134570
"(10, -10)",410313501691217766439069057934929336893676769000*x+917488881867537850110706336790829248836957302750
"(10, -8)",-184156183165166210807464691389208065486703215740*x-411785744034214028744993254078974003323114519080
"(10, -6)",61927773711886540079815172571956758146249697800*x+138474711715002779752622717819899493737678136100
"(10, -4)",-11958789209650917080125361337390711336110157296*x-26740665601370434660490561430840356277934955517
"(10, -2)",-247680086070848507993713069981346012221994640*x-553829509127415983598501922107492623573598080
"(10, 0)",23654962949167061555124130280578494955029000*x+52894105159574748767085896544430031659278000
"(10, 2)",-1019009892675796937724428470950775187156240*x-2278575389750014126169084478898039859542080
"(10, 4)",5932857542725016250865073877330224547084*x+13266273627384842667975799343453179864933
"(10, 6)",-850093188192630701883905593825275508200*x-1900870614789931949833267878820430028900
"(10, 8)",-6312279182314637929414288522366742140*x-14101426153008404873845092162037495080
"(10, 10)",-29542452732728852365878127301344750
"(10, 12)",-74130662921416904653909842530334960*x+164769121402156734811617663863691930
"(10, 14)",973032628071870833809480453604654200*x-2175766286316460787524138020030729600
"(10, 16)",8909801137457641775519731858925718036*x-19922921009372514218507213726394358528
"(10, 18)",68372540447183448255871725032542050360*x-152885648234256059488711003717108558080
"(10, 20)",-141974174368236754366335293888823992900*x+317463904936785641898421410986377831275
"(10, 22)",166472379638258544223162311103072724880*x-372243557247297954863969527636601370790
"(11, -23)",182081443581941973542903128067713902825727559576973460*x+407146485290515051921029782610302631524615502272511840
"(11, -21)",144091822015541009599937892138034416083364334801958952*x+322199109028550455876862629710497855322188005462979532
"(11, -19)",-10593323753452814360307268162119519820454323991254380*x-23687392020383715434311092401407968370429561114310048
"(11, -17)",-9091257511572610991005628164055789940794285132861480*x-20328669796831939178952415082926354218856257083420640
"(11, -15)",-36511418850727627485129716153020207445190174098400*x-81642014505194221911556943502199966061557926049200
"(11, -13)",391892021202166931959300902996574534487247029598780*x+876297199247834113864339078024607606999487868662520
"(11, -11)",-178017424300020251273888996989796315427771251059776*x-398059061914268198771486819404837211640207913999536
"(11, -9)",-9680998436447129627858214469344395205803474744220*x-21647370593964959483911286620448837752262676156048
"(11, -7)",2661560871275639926149826674295752390771912309060*x+5951431034425898278876773449072105065567763499280
"(11, -5)",-104868769974705663287765769058284405290154709800*x-234493698380230764435975389737288861576145716800
"(11, -3)",23201618495051682469774064645101319117304731700*x+51880396142951929541813058102064424538616330800
"(11, -1)",1029962326525287306059129869125309581220225672*x+2303065776374387794337352319560409759662023632
"(11, 1)",-147362359062155064699360786785461928951757560*x-329512252187785038468239293075968797462395248
"(11, 3)",6287030234553668364110730165560099329790100*x+14058226979387939868446808552343600611436800
"(11, 5)",683283414901909293525434359742055281871000*x+1527868171169382902388498587218375732255200
"(11, 7)",-15462261742722669664013225830326342002780*x-34574859974230550235736889559462525676320
"(11, 9)",142416203457881612845427182788612868932*x+319149341099805158750943483186310885632
"(11, 11)",12817202751819776514399103759841984304
"(11, 13)",6312279182314637929414288522366742140*x-14101426153008404873845092162037495080
"(11, 15)",-587804541778740115425316454362480800*x+1314440620613857686218209037177434800
"(11, 17)",-146365831027821902691876287001082877160*x+327283947785930184652073846623419948160
"(11, 19)",-170548533314028619837308545356029778508*x+381358113953056122870850203377388756432
"(11, 21)",2319824209968724566696649445550054198360*x-5187284629339813412746334567265252716748
"(11, 23)",2931442847338593938824066679928913248180*x-6554905478804634513522992038175665133360
"(12, -26)",-7516001209784183176248360790466484715750283342724849612*x-16806289624048091044360125486766100813482263228810175968
"(12, -24)",3480941594985149274893185285002205105403634573122462400*x+7783622032093334827129114234993908516346888926739264200
"(12, -22)",-2890942860290304423062831170255944426978807385723778580*x-6464344754676798098473016454354253223908738510996708080
"(12, -20)",-170573403494960971684280433450486496634622053392469520*x-381413725368232939196249258392277072683550174005608480
"(12, -18)",-246686985414433529994960262447873609486796221494214800*x-551608868551172503565173601065876478430277845953784960
"(12, -16)",52802112981171313178121072308951020046538209610125400*x+118069113981523129365257125441430034306393838344944100
"(12, -14)",-8855614303468561540318311699700142526361011537437796*x-19801755565075155270806859489627528597862684670518128
"(12, -12)",-4903464251290855643822488835364531627102913615538880*x-10964479391126464127587077969881860458490859675137680
"(12, -10)",-458122502377894459635775548593023930623309632112960*x-1024393057339281060258935364874479025227774746604960
"(12, -8)",30786577317217181743143129680378698143708257360400*x+68840879675850724980899928746298225638550135531720
"(12, -6)",1481776934098616890868308292503499938058233837200*x+3313353952135733433443709871000235488711612516800
"(12, -4)",-1944085184114235134268013497774887382963106427376*x-4347106625729624025746951250273314904069259043328
"(12, -2)",126054770757996865900782664167240976503653022660*x+281867036303033577954512616217700806119599895360
"(12, 0)",16474463372285639890356075608562231667504932000*x+36838019993259929546548478048123272053849624000
"(12, 2)",1474459541925285648258134807445334709646704100*x+3296991765809063944657766368839159002185734960
"(12, 4)",-163890594877651145226933993080017993061162352*x-366470510879333221892349694674911604034095168
"(12, 6)",3576151980222919581421653782666751879555600*x+7996518818961423607936594750077191325772800
"(12, 8)",-264021717135064276709861128605565655344080*x-590372723674833607128268723390697677041480
"(12, 10)",-3299357704231802268127361722538840894400*x-7344603421878784671226055105510997694560
"(12, 12)",353047999330523430227042689883111381520
"(12, 14)",-142416203457881612845427182788612868932*x+319149341099805158750943483186310885632
"(12, 16)",850093188192630701883905593825275508200*x-1900870614789931949833267878820430028900
"(12, 18)",-3971567806496692214076358149438395058960*x+8880695578679044623860576327002778600640
"(12, 20)",-2746167724645070208554954986852026508560*x+6140617709922103794378355940075164717920
"(12, 22)",-46543094140445761490498799909644075459700*x+104073522381208866667456958050644141261120
"(12, 24)",56041852150795545908222317180406185096800*x-125313390994171635552263206803466392289800
"(12, 26)",-121004796280048663082101191762254163129516*x+270574950085702489916408025388110707766672
"(13, -29)",3328296652240658696799419976075873295011776691065496624*x+7442297563695090582682763281413839664090276032624768641
"(13, -27)",10294624929954904566311842042267243264150237334576033100*x+23019481146243177623209455484304176454578390203303575910
"(13, -25)",-44961211348008023813859932440217516770352109568857427680*x-100536324924880894959035227918310405358291401491338494160
"(13, -23)",21112118363191925674245895743347697928152570782720871960*x+47208131809118739732439614143122536231552957682769332160
"(13, -21)",-2125328429720865656233554533684357305187264748998141076*x-4752378843368739993282918967688336911205410058725702878
"(13, -19)",-368509078040748201410577524766683320279388206333598408*x-824011348824887994532548662824957421477496960822456477
"(13, -17)",960413996788785442218494894016907560380915398953671100*x+2147550983361988979950748440591761598885858021734002480
"(13, -15)",204475708708126733941897852881640944243636674677746240*x+457221584418817081803362056417989438760249392661331040
"(13, -13)",-57152814183352960652269052474184464972595886570656760*x-127797577619391349452307751814723191782647634704425610
"(13, -11)",-7475760499642746388415636440169235009898935668552796*x-16716308660708973210012747636384085748213311834483378
"(13, -9)",2563583893150673261913786325410694721710235227103808*x+5732347851108462932632748677773947611126042853483232
"(13, -7)",252345074514130272172359020629434342744003704324000*x+564260740400845003791501290107903293254780012228400
"(13, -5)",24465530397463010228804186395197952115934810890160*x+54706589074314739215868310198690253488046495815040
"(13, -3)",-1894383013932062417634138703521034977702626944320*x-4235969194573023258020884424671757714452775830320
"(13, -1)",933886861335772493609713276845128717549677987484*x+2088234505240717163483823486827843192469265812672
"(13, 1)",-136320803472129209855453088512398309065280020612*x-304822583311137510727964379936986595048070049968
"(13, 3)",7235698489592961625648237238231454365976403200*x+16179513687558811832917800325193105326033026480
"(13, 5)",119745232743072553775514210500220704096677680*x+267758478633532769729296699622100381171771840
"(13, 7)",16283636914676734774886373388652043625826400*x+36411300893370181789354092392313138369544400
"(13, 9)",349455538933284275911129906541798609110464*x+781221762874267888423525951065350289706272
"(13, 11)",-20256815356959719384726265396532188032932*x-44757363565073527537394039441703911927118
"(13, 13)",4114985991430461263938333252328129535290
"(13, 15)",3299357704231802268127361722538840894400*x-7344603421878784671226055105510997694560
"(13, 17)",15462261742722669664013225830326342002780*x-34574859974230550235736889559462525676320
"(13, 19)",-5932857542725016250865073877330224547084*x+13266273627384842667975799343453179864933
"(13, 21)",-34216989392106300804258845046566609725452*x+76511514266332602804578595606612377386782
"(13, 23)",339897175409271775328822702647140397808600*x-760033189575301602349151927215232237310240
"(13, 25)",-723858614150774454634769957065232009026080*x+1618597067339922884768010819304915836549840
"(13, 27)",165739594454439005825627772955137102061860*x-370604999763372788021766343515896359733190
"(13, 29)",53584325909856163438963447564333367572612*x-119818195262941649720721589720038574471689
"(14, -30)",1232048477300856378861451380704132854615409566364830413000*x+2754944146819821477879850857777746715880866926725792969200
"(14, -28)",-56672058934182942811057152130771382575936847299182376800*x-126722576201707340209025350661013579593224787321627156900
"(14, -26)",702553316244953495223710867745346173053034212426843483000*x+1570956972941623307161285809271518827355770970144492446400
"(14, -24)",167109694822023309849706646464695183741449926322612379972*x+373668637321288741144606406049355085363941546051787768382
"(14, -22)",63294016613837068334740297047785438595310725186942913680*x+141529723717540740946820317603193800310224519066273387520
"(14, -20)",-42440953942290931679947971592627016156732035077666787800*x-94900858044900209833159779421279228138835256459464956800
"(14, -18)",16399277811495679162968049673999893428426552796382385840*x+36669899968408320728916143611022924639020474735045006920
"(14, -16)",1250740883879660881718432790447042776909918400772692780*x+2796741638593092625870929542083105684006433312096038702
"(14, -14)",-616012411624900185945113978544882410524789902798964000*x-1377445627376858497803506636165752131787106441698479000
"(14, -12)",91551711161245562622554981374078007669807859643595520*x+204715849612971287940662568472240676290017111580633680
"(14, -10)",26127044632819344430504044613438520340288662436628800*x+58421847850155087012290468828668256348796272751962400
"(14, -8)",15085129381789917257483025681242547146978748507509620*x+33731374747061633154950801107801568322893369157578910
"(14, -6)",951840752639978301589089216396472052545474050717000*x+2128380626657553891167338334334128237584842966163200
"(14, -4)",92349217434256681227218298414804986735430186416952*x+206499127851906655380973338952630111677846010347532
"(14, -2)",13391895167627203213636753834950084986275930381880*x+29945187942365366145157755146027563111270960991520
"(14, 0)",5748247794992755788929271896059389541916852526000*x+12853472821116663314781577241342276045585295732000
"(14, 2)",17431997664388366538170691275638460466782034040*x+38979131760225739972406387180686706317095825920
"(14, 4)",-4797262806030581082489770477762254673045071640*x-10727005746864884147066262839406444809527868748
"(14, 6)",-3018256617641235583330179468926221027568647800*x-6749027039116650953911452892477963202498368800
"(14, 8)",63120685576292901756144798170050068673122540*x+141141057610055251876648597445373426427234210
"(14, 10)",-18919353346735979417465321789440711753166400*x-42306841313251168137849897803135298435405600
"(14, 12)",550908325626121674113955956026090337213760*x+1225276768905815776596577690478716076735280
"(14, 14)",44352714395682385749795536261068783031000
"(14, 16)",20256815356959719384726265396532188032932*x-44757363565073527537394039441703911927118
"(14, 18)",264021717135064276709861128605565655344080*x-590372723674833607128268723390697677041480
"(14, 20)",-683283414901909293525434359742055281871000*x+1527868171169382902388498587218375732255200
"(14, 22)",1019009892675796937724428470950775187156240*x-2278575389750014126169084478898039859542080
"(14, 24)",2690403316066079198574068267390674206622140*x-6015924701614607632045478056518157366951998
"(14, 26)",11310844494998993116221852920662091748665400*x-25291817173747028690643986518840318899037600
"(14, 28)",-912398861401810469429390867119132536407600*x+2040185876687857270458484959470728889996100
"(14, 30)",19835517696412814188009052679892919942752200*x-44353565938079088945867252324169505689702800
"(15, -33)",-4275731624775677351350534932402588172302920931029922348240*x-9560826566544038544512847511210660632665368969458980445780
"(15, -31)",-8784326406933474736285917817861063859057636720034251724264*x-19642350982449729455227829442502862201235953825937694434228
"(15, -29)",7178114813792519965836836715876499082978220031957202582256*x+16050752673938319641316440321082617258122439866833598758672
"(15, -27)",-11989018690821574766232985695080160743935025964030851281680*x-26808260776192575167214463838735995008729076056242711290560
"(15, -25)",-1469286636637650655863770556317039773518069299107557093000*x-3285424797953819906153211902435227306940477763883657482000
"(15, -23)",-390507883147758793136023223365584824828626469845686530100*x-873202172467933213015436368414935310169275105654548913200
"(15, -21)",-222126421899998429406793463087396560200494868954104403600*x-496689778967194481312682209467331424251429741337177547200
"(15, -19)",-21703255806188401476730056313853477614844747184462030144*x-48529955315704266601401126491223797592741154753396784928
"(15, -17)",-34127155060619983186335291568485934070066907734678156160*x-76310638594222238636298825668882020790887020818415180720
"(15, -15)",-906414528690706163256845367565686913571705823378942000*x-2026804501945852431290358222960285911811355754552674500
"(15, -13)",-716637440799882718168427485142258404642336839919175160*x-1602450032850019020424957420648117795319012392698839520
"(15, -11)",-41770033961909016851286820225192574124247702467764964*x-93400635361303422961535059093329387802467496116229728
"(15, -9)",80862531523068766991424697011484004389954478764419600*x+180814117318301366719110040747295643931798412252560200
"(15, -7)",-575322231186558563246985718750722984601442446514580*x-1286459617899994440356272473436638947934098092581360
"(15, -5)",-1737547763147338566866353225224975551803421884215900*x-3885274912550152969022537893526408685302992897915200
"(15, -3)",-893328972824770844424576075783296032903622216520480*x-1997544309506250096404054424611760206501325544162560
"(15, -1)",-62473020844503683422431806168090151515527771442064*x-139693921368070945396176924047806449791087574293028
"(15, 1)",-8467880152460505246452384464252303322673147685344*x-18934755646218474750137161688090110222908351183228
"(15, 3)",2259750794642542042793678558386249713355657828320*x+5052956389094211013493085955225982080700992429440
"(15, 5)",-30058939983728748218393668128859973778585834300*x-67213833010100970062464455130925305943898421200
"(15, 7)",13644222273744003470772954008267797176540868620*x+30509408545631369008461474558710464842698456640
"(15, 9)",1126847174377440498334786619880792200413527600*x+2519701060082775150076186389639344472073030200
"(15, 11)",-57667646743899986235868640456025084713536644*x-128945770791513356442853894311075620036150928
"(15, 13)",1062404769269411975684240452876667460682440*x+2427206970923771908293726589843467131244480
"(15, 15)",65261582326032020768772314464595273230500
"(15, 17)",-550908325626121674113955956026090337213760*x+1225276768905815776596577690478716076735280
"(15, 19)",-349455538933284275911129906541798609110464*x+781221762874267888423525951065350289706272
"(15, 21)",-3576151980222919581421653782666751879555600*x+7996518818961423607936594750077191325772800
"(15, 23)",-6287030234553668364110730165560099329790100*x+14058226979387939868446808552343600611436800
"(15, 25)",-23654962949167061555124130280578494955029000*x+52894105159574748767085896544430031659278000
"(15, 27)",-193018697547843671212994378396590320634830480*x+431602928645450414564272652078304550249117440
"(15, 29)",115564952223138902710506704542814107341602736*x-258411088987454031161026661699939570674978128
"(15, 31)",-141424355539580696473520568708593203784332344*x+316234472660601387111786246802166558796643572
"(15, 33)",-68837673087468627062457824909181048592239840*x+153925716436487676700417410965699622778535220
