numerator,1
denominator,4080
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",130116634949809231014539*x+290949640751289008850098
"(1, 1)",-130116634949809231014539*x+290949640751289008850098
"(2, -4)",-8081967126595984485513485086753272763*x-18071827886987269821435853144746411062
"(2, -2)",-25113651712082478890185638879108730*x-56155832391468591218414089968068860
"(2, 0)",-196358174749663774574583953820
"(2, 2)",25113651712082478890185638879108730*x-56155832391468591218414089968068860
"(2, 4)",8081967126595984485513485086753272763*x-18071827886987269821435853144746411062
"(3, -5)",2727207892863012568841862571082479181200080*x+6098222237215659657754504155735016541248380
"(3, -3)",15541993263721987932442562070536440934340*x+34752953443525062122391557349578734289880
"(3, -1)",24805181553971269676515206333766216224*x+55472000580170009572474396812066840036
"(3, 1)",-24805181553971269676515206333766216224*x+55472000580170009572474396812066840036
"(3, 3)",-15541993263721987932442562070536440934340*x+34752953443525062122391557349578734289880
"(3, 5)",-2727207892863012568841862571082479181200080*x+6098222237215659657754504155735016541248380
"(4, -8)",1559890537010303592401928294977406897937493040410*x+3488021278213690399941934888611163709638476252340
"(4, -6)",-82339655899662751508407939450806790056042724368*x-184117067835587515372189497885250488720281306244
"(4, -4)",-208268358188103460162310451532675362672817476*x-465702206470859273881117251874554893549116632
"(4, -2)",296454907997441130130166518948935358241360*x+662876250025870017132911028819006052729060
"(4, 0)",-1915454204198793367257740285127578388600
"(4, 2)",-296454907997441130130166518948935358241360*x+662876250025870017132911028819006052729060
"(4, 4)",208268358188103460162310451532675362672817476*x-465702206470859273881117251874554893549116632
"(4, 6)",82339655899662751508407939450806790056042724368*x-184117067835587515372189497885250488720281306244
"(4, 8)",-1559890537010303592401928294977406897937493040410*x+3488021278213690399941934888611163709638476252340
"(5, -11)",501997247781383474976171548299864905096639764570395*x+1122499970556978937218096414197313289211086805153818
"(5, -9)",-1540812792497495000924671712315969063081762648466000*x-3445362144625676782070937935555534455950868271868804
"(5, -7)",237174845350472736758786678483354141742320886109600*x+530339076756656972431457804902420456810560365705660
"(5, -5)",-11672481297803835278112575527735731625809291605225*x-26100461647983501962084458848375248652860480250950
"(5, -3)",-83165341967233709195297973534702784238671761150*x-185963348212123175478286898791437951547267226760
"(5, -1)",-225140358846245138089871573992080175979073920*x-501842120622250275434274736473695025768716584
"(5, 1)",225140358846245138089871573992080175979073920*x-501842120622250275434274736473695025768716584
"(5, 3)",83165341967233709195297973534702784238671761150*x-185963348212123175478286898791437951547267226760
"(5, 5)",11672481297803835278112575527735731625809291605225*x-26100461647983501962084458848375248652860480250950
"(5, 7)",-237174845350472736758786678483354141742320886109600*x+530339076756656972431457804902420456810560365705660
"(5, 9)",1540812792497495000924671712315969063081762648466000*x-3445362144625676782070937935555534455950868271868804
"(5, 11)",-501997247781383474976171548299864905096639764570395*x+1122499970556978937218096414197313289211086805153818
"(6, -12)",-965363719155738150987335331148175345757519665262219780*x-2158618899044246395341248628305710746496068772720659720
