numerator,4*x-9
"(9, 3)",118584000*x+277668000
"(9, 5)",-59940000*x-149400000
"(9, 7)",13500000*x+55451250
"(9, 9)",37953279
"(9, 11)",-7857216*x+1037232
"(9, 13)",5049000*x-8104500
"(9, 15)",29160000*x-64800000
"(9, 17)",3645000*x-8156250
"(9, 19)",4342680*x-9710532
"(10, -22)",1866294000*x+4173160250
"(10, -20)",-5966982000*x-13342577375
"(10, -18)",-8053938000*x-18009153000
"(10, -16)",-16607950632*x-37136500912
"(10, -14)",-6167250000*x-13790375000
"(10, -12)",-6165990000*x-13787651250
"(10, -10)",-4632750000*x-10359343750
"(10, -8)",10292751000*x+23015516000
"(10, -6)",911250000*x+2039062500
"(10, -4)",-1731484512*x-3873822737
"(10, -2)",-1736892000*x-3876782000
"(10, 0)",-431730000*x-959400000
"(10, 2)",-511308000*x-1119218000
"(10, 4)",146230632*x+351036337
"(10, 6)",-101250000*x-239062500
"(10, 8)",15759000*x-107716000
"(10, 10)",64343750
"(10, 12)",-13500000*x+55451250
"(10, 14)",-20250000*x+40375000
"(10, 16)",-51986088*x+114419312
"(10, 18)",-25002000*x+55953000
"(10, 20)",-18531000*x+41437375
"(10, 22)",5796000*x-12960250
"(11, -23)",-7943337000*x-17761841500
"(11, -21)",41703553296*x+93251980008
"(11, -19)",-42313458600*x-94615767568
"(11, -17)",37634598000*x+84153527000
"(11, -15)",20407140000*x+45631800000
"(11, -13)",5218353000*x+11669036000
"(11, -11)",-6034393728*x-13493574864
"(11, -9)",4352319000*x+9733498092
"(11, -7)",6299559000*x+14089368500
"(11, -5)",-6014250000*x-13446000000
"(11, -3)",-902637000*x-2033334000
"(11, -1)",120856176*x+256369928
"(11, 1)",999209520*x+2232664952
"(11, 3)",1075491000*x+2417454000
"(11, 5)",-182250000*x-324000000
"(11, 7)",-205533000*x-547088500
"(11, 9)",-88503624*x-258352812
"(11, 11)",83811024
"(11, 13)",-15759000*x-107716000
"(11, 15)",59940000*x-149400000
"(11, 17)",116334000*x-262567000
"(11, 19)",-131569704*x+293482448
"(11, 21)",129520080*x-289594728
"(11, 23)",-24669000*x+55161500
"(12, -26)",-10373372136*x-23195565252
"(12, -24)",-52164000000*x-116642250000
"(12, -22)",73850481000*x+165134695500
"(12, -20)",-3157561440*x-7060521600
"(12, -18)",-39084120000*x-87394788000
"(12, -16)",33513750000*x+74939062500
"(12, -14)",32850485928*x+73456107372
"(12, -12)",1967328000*x+4399164000
"(12, -10)",-29230735680*x-65366236800
"(12, -8)",32380020000*x+72398682000
"(12, -6)",-12717000000*x-28426500000
"(12, -4)",303624288*x+679493232
"(12, -2)",7316055000*x+16320757500
"(12, 0)",7290000000*x+16200000000
"(12, 2)",2790315000*x+6137842500
"(12, 4)",-40002336*x-93666672
"(12, 6)",-729000000*x-1453500000
"(12, 8)",478116000*x+619398000
"(12, 10)",220605120*x+899280000
"(12, 12)",-27324000
"(12, 14)",88503624*x-258352812
"(12, 16)",101250000*x-239062500
"(12, 18)",-118584000*x+277668000
"(12, 20)",-9836640*x+21859200
"(12, 22)",229365000*x-512815500
"(12, 24)",-162000000*x+362250000
"(12, 26)",-32215752*x+72036612
"(13, -29)",2403763488*x+5374978561
"(13, -27)",43165305000*x+96520556250
"(13, -25)",62729419680*x+140267246400
"(13, -23)",-56482434000*x-126298567000
"(13, -21)",-58532590008*x-130882848282
"(13, -19)",-48817748016*x-109159877777
"(13, -17)",72481185000*x+162073128500
"(13, -15)",-100265584320*x-224201923200
"(13, -13)",-32728410000*x-73184361250
"(13, -11)",-38392710408*x-85847799622
"(13, -9)",29859333696*x+66765264192
"(13, -7)",-53935740000*x-120612868000
"(13, -5)",21797138880*x+48820579200
"(13, -3)",-4626936000*x-10318878000
"(13, -1)",-18508397688*x-41445976012
"(13, 1)",4258245096*x+9778970252
"(13, 3)",-1977480000*x-4357602000
"(13, 5)",-5742342720*x-13143254400
"(13, 7)",472356000*x+1805348000
"(13, 9)",253703232*x+152595648
"(13, 11)",-184802904*x+119992262
"(13, 13)",454561250
"(13, 15)",-220605120*x+899280000
"(13, 17)",205533000*x-547088500
"(13, 19)",-146230632*x+351036337
"(13, 21)",-181914984*x+406170522
"(13, 23)",-175050000*x+393047000
"(13, 25)",194827680*x-435585600
"(13, 27)",134055000*x-299756250
"(13, 29)",7465176*x-16692641
"(14, -30)",83722410000*x+187209000000
"(14, -28)",-20471472000*x-45775603000
"(14, -26)",-113726250000*x-254299625000
"(14, -24)",-13997303496*x-31298914278
"(14, -22)",162904284000*x+364264978000
"(14, -20)",52670250000*x+117774000000
"(14, -18)",-121573332000*x-271844838000
"(14, -16)",21113824680*x+47210291258
"(14, -14)",-15894000000*x-35540750000
"(14, -12)",34280064000*x+76648878000
"(14, -10)",48706920000*x+108896400000
"(14, -8)",-20935521000*x-46784227750
"(14, -6)",57341250000*x+128203875000
"(14, -4)",10738028304*x+24013693592
"(14, -2)",-32892426000*x-73370612000
"(14, 0)",2860920000*x+6357600000
"(14, 2)",-12996522000*x-28604828000
"(14, 4)",-163381680*x-514478872
"(14, 6)",1262250000*x+2026125000
"(14, 8)",-2154483000*x-4526892250
"(14, 10)",1273320000*x+2170800000
"(14, 12)",371088000*x+353682000
"(14, 14)",220750000
"(14, 16)",184802904*x+119992262
"(14, 18)",-478116000*x+619398000
"(14, 20)",182250000*x-324000000
"(14, 22)",511308000*x-1119218000
"(14, 24)",-44034840*x+95940198
"(14, 26)",-353250000*x+789625000
"(14, 28)",-63576000*x+142163000
"(14, 30)",260010000*x-581400000
