numerator,4*x-9
denominator,2090188800
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",72*x+161
"(1, 1)",1
"(2, -4)",23184*x+51841
"(2, -2)",220032*x+492016
"(2, 0)",-6408*x-14418
"(2, 2)",3056
"(2, 4)",-72*x+161
"(3, -5)",-2069784*x-4628178
"(3, -3)",9437904*x+21104202
"(3, -1)",-5813352*x-12983148
"(3, 1)",1163016*x+2519892
"(3, 3)",131082
"(3, 5)",6408*x-14418
"(4, -8)",70850304*x+158426096
"(4, -6)",368677800*x+824388372
"(4, -4)",585418752*x+1309061376
"(4, -2)",131971752*x+295289324
"(4, 0)",-43470720*x-97809120
"(4, 2)",13379256*x+31750444
"(4, 4)",8130816
"(4, 6)",-1163016*x+2519892
"(4, 8)",-220032*x+492016
"(5, -11)",7465176*x+16692641
"(5, -9)",-1870736328*x-4183093548
"(5, -7)",4440092184*x+9928353644
"(5, -5)",-2470880520*x-5525163385
"(5, -3)",864042696*x+1930535046
"(5, -1)",-701023968*x-1574432608
"(5, 1)",-494288928*x-1115021408
"(5, 3)",-112350744*x-239228154
"(5, 5)",-34317785
"(5, 7)",-13379256*x+31750444
"(5, 9)",5813352*x-12983148
"(5, 11)",-23184*x+51841
"(6, -12)",3039005088*x+6795421962
"(6, -10)",-14041042560*x-31396727520
"(6, -8)",-35312896872*x-78962000634
"(6, -6)",33572033280*x+75070796640
"(6, -4)",-1902502800*x-4259843478
"(6, -2)",-24095889792*x-53830064448
"(6, 0)",-1365506640*x-3072389940
"(6, 2)",3673616256*x+7879948992
"(6, 4)",-405779616*x-933791958
"(6, 6)",466278240
"(6, 8)",112350744*x-239228154
"(6, 10)",43470720*x-97809120
"(6, 12)",-9437904*x+21104202
"(7, -15)",-666464040*x-1490258898
"(7, -13)",42508283400*x+95051411884
"(7, -11)",-159862058784*x-357462460768
"(7, -9)",-132563539152*x-296421166998
"(7, -7)",37556407440*x+83980299970
"(7, -5)",-36499013424*x-81597272616
"(7, -3)",26522706600*x+59336559972
"(7, -1)",-14473449144*x-32512698218
"(7, 1)",-10688959512*x-24102721258
"(7, 3)",2076555384*x+5011779492
