numerator,(514229*x-1149851)/2
"(11, 1)",471786475237823178374478374236011612340*x+1054946629480196045492387781897866470452
"(11, 3)",19168015837010183145564657355907052900*x+42860986478458039381409045213536600800
"(11, 5)",1332317833596582788086414359699136500*x+2979152239830300887324605393536321300
"(11, 7)",-97480882931232312044638409143230860*x-217970094261749711119168885038724080
"(11, 9)",537438967857199920264944322894126*x+1176880592153281562698298781099102
"(11, 11)",130996042236634284722835954554544
"(11, 13)",230164950995862705259261005478030*x-515486734087506275260754985250770
"(11, 15)",-396723677683037317641365109813600*x+887105136773202563267465689153200
"(11, 17)",-1369908367830861736385822940038220*x+3063208231799077150332318464438740
"(11, 19)",-2451108066797292959598175362341564*x+5480844257557399112815178503728432
"(11, 21)",16862121511682983280161367508377610*x-37704849944984664881305240297438158
"(11, 23)",11357400478611198253797109936816260*x-25395919517863285586116530683426240
"(12, -26)",207224059841114163178708317633831137932080511494*x+463367084378215538241729082015513452826193147082
"(12, -24)",126010557319005838343274704608302656316447235200*x+281768172047930706782252005293660697344267427200
"(12, -22)",-51018438826226201837914694449454058996755641710*x-114080697321356367740329184747439054354762347970
"(12, -20)",88906756106151818040545182413511796190610391040*x+198801550312349973663812034455759626457321963520
"(12, -18)",13242594492331798959454278969727424117569117800*x+29611341483318219993029939704858852262478332760
"(12, -16)",-6883490898605390057291370441223679956932724800*x-15391953571782764493152726747502668133826718400
"(12, -14)",-703226371690997298898871947001582147120774118*x-1572461970671603694075633163710987873938457738
"(12, -12)",131602687600214883710305454579053807714467840*x+294272555495749147065736029314205117588602880
"(12, -10)",91156185898388087665021804944941953453555920*x+203831428238403501221930756723929375079961840
"(12, -8)",-19254636084859163944069516910974032354614400*x-43054675167765499775381106097252881550504320
"(12, -6)",-325077025314395173749398278427553139499400*x-726894326526407542992093898331144695894200
"(12, -4)",-673495330756964523098038224323243995496448*x-1505981342101278186171236824968237985824768
"(12, -2)",-201039240300538573608722705015755214536530*x-449537407456915603629359615109447073308510
"(12, 0)",-9038592526330053840330135758655463104000*x-20210907309764985518820305607473990976000
"(12, 2)",-1152283762313586913276360468110660802650*x-2576584821222384753989335349762074025910
"(12, 4)",183137647010725287416851587174082904064*x+409508230233409687723067358412936937472
"(12, 6)",-2939808521446590118879977488081188200*x-6573610595229729814325649212406970200
"(12, 8)",512441356856676757430686270719527040*x+1145918836329240083554439537682564480
"(12, 10)",19813355873072824523346300905137200*x+43995679014348503661503413740967440
"(12, 12)",-445140000443256535580030605393920
"(12, 14)",-537438967857199920264944322894126*x+1176880592153281562698298781099102
"(12, 16)",-5206232749461866936960907264830400*x+11641599072966425990615996863569600
"(12, 18)",10015899207805276035543232332988680*x-22396231539521560268030332458269640
"(12, 20)",67243704371035952828611964486123520*x-150361494032308682310667613021306880
"(12, 22)",-38587267921504570028413324650945750*x+86283754138481230618843356857356230
"(12, 24)",95306780216627323536691315112918400*x-213112439281010827853818087171708800
"(12, 26)",156731771901269714015735477075919102*x-350462896205230537846741620889807758
"(13, -29)",(1366619256256991435939546543402365995473880912459*x+3055853556350837655459279396087381991302033064847)/2
"(13, -27)",10053634266258698965952404835159021013262378955100*x+22480609640275671173191486388395461664992172458390
"(13, -25)",6918710431439167346301378139219607576047981580760*x+15470706841334876312680545468699219916247629043640
"(13, -23)",-631875082743944461947609010439200049024114011080*x-1412915638303764157800661054223651502431525985760
"(13, -21)",-601808378577326953120492554872271619784701591563*x-1345684443927831244957372916945204807204239777143
"(13, -19)",-164611267210409743529822543792504496973982022824*x-368081983344858363820439184540281331797575320237
"(13, -17)",128883943694894806224136959071544837443602785450*x+288193259310040201672701446676112863131679538970
"(13, -15)",-26105217359098660737332233256636733524867695680*x-58373040582352143516935225005624634524092032160
"(13, -13)",2832236585172541996102174422826258750742245205*x+6333073532807676840234077798664493557351721185
"(13, -11)",-2397749659148555929758253120354575622989808428*x-5361531230883121574537223055616354323531831138
"(13, -9)",154462837966964251722976083978535757911914864*x+345389405691667482053140208877795954105329712
"(13, -7)",-3573124066050675028553071026644481828877600*x-7989748303729758363180784429491713202363600
"(13, -5)",28514531541055288807620026718631570058138280*x+63760430872361458420828502626344453012968040
"(13, -3)",3511143376253179321781117853960361143504960*x+7851155268050209407508635552991437419933520
"(13, -1)",313498646623338751993890592251058407751922*x+701004284704238819438993704488418690589442
"(13, 1)",-79368968163906199506022950292091248406676*x-177474408119571327114120747159757049296768
"(13, 3)",6031252175614849340629941582494535491400*x+13486289842242022610071918685088301777320
"(13, 5)",807263389304006927469358430080374081840*x+1805095717781552802414555894230163474240
"(13, 7)",142025864353971931793099802162246325800*x+317579499344572287946714276180794979400
"(13, 9)",6617246576216557086871628400388030272*x+14796090704896837633747244849865955872
"(13, 11)",79633284961756591127007714203122709*x+186175715704103315911187583643027977
"(13, 13)",-9579909177911455923814889288034790
"(13, 15)",-19813355873072824523346300905137200*x+43995679014348503661503413740967440
"(13, 17)",97480882931232312044638409143230860*x-217970094261749711119168885038724080
"(13, 19)",(-249004063085152696295974709126699949*x+556789975047602014335750069611530631)/2
"(13, 21)",-455171535534414254406697634049008796*x+1017794494918900393668060030766875822
"(13, 23)",-477912175905893943343514131975743100*x+1068644112600411359923282827822266340
"(13, 25)",5232894993094391881085329874401347360*x-11701108923677352823485878362255149360
"(13, 27)",7603962174113418134220631502936425245*x-17002976319654694602448827374996734335
"(13, 29)",516814161714094749113231797780140916*x-1155631597327285091018995770169646409
"(14, -30)",65996415507044115218774750577708167408159749776000*x+147572471345071892437359828602886820022896450396800
"(14, -28)",59225204422826332763738436563661220743631932604350*x+132431583070760877463597047291880108652683951917850
"(14, -26)",12723823744955189954837533375405743235753687520000*x+28451334827445751564619274181577447864515417574400
"(14, -24)",16022090126581180262423929876037647768139728235721*x+35826482664663729235875032994815799537179186770947
"(14, -22)",-2680442475890672891100438741549752210625694122240*x-5993651585869385736039352575791443202117921777920
"(14, -20)",-1761533482446158496615265692350937230329915916100*x-3938908611391542925354218513008541955776339620700
"(14, -18)",-677547346803780534030049211592037171301405483520*x-1515041925427878137442454376208751512237132645120
"(14, -16)",-107685480462413079717328322403279226575049016355*x-240792054503681133289851515503471599197400442193
"(14, -14)",37583716683683129055658119027842254236450992000*x+84039745351808437647781853239103405388943344000
"(14, -12)",-4816320307492354931237291850375491433572759160*x-10769619608965595298345297397218998635693653480
"(14, -10)",9478912239196603046934932664760619978637465600*x+21195492119598350950737967611588972419087385600
"(14, -8)",-1048521042361148617885340816282804454627164735*x-2344564326558464908131463682844995927050685685
"(14, -6)",-246001562438580742154911506202332279091920000*x-550076216183825481315246155675911302746140800
"(14, -4)",-100343992514889601930830621028574655779522694*x-224375988397023109103963523404761557667928738
"(14, -2)",10671599403081987231474104979987920730786560*x+23862421693937800767750449357524255178849280
"(14, 0)",-1173801244468527106661985984068235013437000*x-2624699374701505286793221008085588518803000
"(14, 2)",-88275579269301533188595712166012935822720*x-197390196035425633599533876066989058216320
"(14, 4)",-35187279803367497713450063170886640606090*x-78681149244226247369887758192503066350158
"(14, 6)",2437991459225313338548308677212700601600*x+5451515463480607780207223029081507891200
"(14, 8)",384316315557388357429971018499286485455*x+859360953022482235724612392568363339365
"(14, 10)",3298903977478444110655214631507187200*x+7344511562906237010454266764835417600
"(14, 12)",-1005856343351440881231045564225650280*x-2232872178784792349120683049811245880
"(14, 14)",-127125182367526504742947546158496000
"(14, 16)",-79633284961756591127007714203122709*x+186175715704103315911187583643027977
"(14, 18)",-512441356856676757430686270719527040*x+1145918836329240083554439537682564480
"(14, 20)",-1332317833596582788086414359699136500*x+2979152239830300887324605393536321300
"(14, 22)",-2027324910812904388484401580240811520*x+4533236315000747454792980559809556480
"(14, 24)",12118141962020418529738513598948493975*x-27096989188071870183381522163504698723
"(14, 26)",9623532337100813571459690438910531200*x-21518872489424840467503147501237001600
"(14, 28)",44794370101240550882935400583460471450*x-100163256555658008436910220502542577650
"(14, 30)",49915705490387343635817461042555270400*x-111614910621365575723236588595507315200
"(15, -33)",46729414218902425801697697286891718721303250438320*x+104490146742211062168638539836563173123835979933180
"(15, -31)",812097088571732745525654999709039476918204082970238*x+1815904294376062017024247304975724034616553707820822
"(15, -29)",463407955469548057788272793756433855408953050358768*x+1036211689744104932060623534577213440011715290643152
"(15, -27)",-21531102147777860005603910976255539988025471227960*x-48145008032923017473912749665329285650524021534840
"(15, -25)",-138684011817111212419025786757361782177098202489000*x-310106877815444802900708533668042734467976493482000
"(15, -23)",-25343132512620784816766762548833504668967460420950*x-56668967061005121777920171127594763103312652778950
"(15, -21)",3886889037428358973068496719796067711617342105200*x+8691348108688535023331535742989414015029115244800
"(15, -19)",-8748886550729486100758551676187143894803309814352*x-19563105054864793212680185255436632775170589155728
"(15, -17)",1325084009138950063138864473496091536017584407680*x+2962977920332644914231149500217947115931709927120
"(15, -15)",-298994553638130616248233076956382463714400487750*x-668572146837067114326748324273061921906449776750
"(15, -13)",133758271836946884970413029122414349361611416680*x+299092588380308901005841032768559006671672267520
"(15, -11)",-61361605046163103396304880778727583557124915822*x-137208720091714820180673285812895772925815313118
"(15, -9)",-981796380499353317868116275528068358423993200*x-2195363446859802938342934875391251125348699800
"(15, -7)",859725536636802394868989330590406603832268090*x+1922404741912376105163488321202449793542427210
"(15, -5)",638843384382251675091829041300395087554389300*x+1428497234454743266799285312404992872841538800
"(15, -3)",-77874962334109889288231540540717959320074160*x-174133709524306365394117315581249160143720240
"(15, -1)",70467343071488328602657900640140097247456368*x+157569769301647127632794691894727994332527212
"(15, 1)",-118941665104494686895888805768968650414322*x-265961648769017273649515193757266138595338
"(15, 3)",284815381355635482789124797792199025238240*x+636866554012135600694993649932706966677760
"(15, 5)",-303873609582027532043383964029299651088650*x-679482049754503201224724857659802193251450
"(15, 7)",-7500208627886907305611770710303442102660*x-16770979245367390531164432709831969019040
"(15, 9)",30728668984761314027455280854090152300*x+68714713588836801087237057595528772700
"(15, 11)",16073634709719289633134184328682328428*x+36149292645782938196655312554611165632
"(15, 13)",1739661777937168112517158174191657980*x+3437570828958682223756146444061581020
"(15, 15)",1011335240685399445070244493337884500
"(15, 17)",1005856343351440881231045564225650280*x-2232872178784792349120683049811245880
"(15, 19)",-6617246576216557086871628400388030272*x+14796090704896837633747244849865955872
"(15, 21)",2939808521446590118879977488081188200*x-6573610595229729814325649212406970200
"(15, 23)",-19168015837010183145564657355907052900*x+42860986478458039381409045213536600800
"(15, 25)",-104892216295515084495619303985707294500*x+234546125947028105031751130930518345500
"(15, 27)",-16284826159645191057904022548857455760*x+36413978294733523607346769202854484160
"(15, 29)",350493808631948728591440062957258493648*x-783727981793839925319398595008841679248
"(15, 31)",614221223854513311149812822420489926888*x-1373440409761807160980651809386267302428
"(15, 33)",35343308571661590935583398795044266870*x-79030040515986314633057999840358789570
