numerator,(13*x-29)/2
denominator,-8
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(377*x+843)/2
"(1, 1)",1
"(2, -4)",(317811*x+710647)/2
"(2, -2)",-173420*x-387780
"(2, 0)",-39585*x-88725
"(2, 2)",-920
"(2, 4)",(-377*x+843)/2
"(3, -5)",-33409740*x-74706450
"(3, -3)",8329815*x+18626085
"(3, -1)",1015404*x+2269128
"(3, 1)",-262158*x-580818
"(3, 3)",44190
"(3, 5)",39585*x-88725
"(4, -8)",-146193060*x-326897620
"(4, -6)",-219983790*x-491898702
"(4, -4)",-38110176*x-85217184
"(4, -2)",-9170070*x-20521270
"(4, 0)",36418200*x+81627000
"(4, 2)",-3074890*x-6924330
"(4, 4)",-202176
"(4, 6)",262158*x-580818
"(4, 8)",173420*x-387780
"(5, -11)",133957148*x+299537289
"(5, -9)",855723414*x+1913455722
"(5, -7)",-2601302340*x-5816688920
"(5, -5)",(10367075875*x+23181551625)/2
"(5, -3)",523822260*x+1171210530
"(5, -1)",160620096*x+358304128
"(5, 1)",-161042336*x-359250528
"(5, 3)",-17897685*x-37241655
"(5, 5)",27498875
"(5, 7)",3074890*x-6924330
"(5, 9)",-1015404*x+2269128
"(5, 11)",(-317811*x+710647)/2
"(6, -12)",7022034045*x+15701745465
"(6, -10)",30736960800*x+68729934000
"(6, -8)",-14563926195*x-32565925695
"(6, -6)",-7663429800*x-17135998200
"(6, -4)",-6081526815*x-13598673123
"(6, -2)",-934171680*x-2087597760
"(6, 0)",-1749261150*x-3920757750
"(6, 2)",241185360*x+534352560
"(6, 4)",13668837*x-1698207
"(6, 6)",-40654800
"(6, 8)",17897685*x-37241655
"(6, 10)",-36418200*x+81627000
"(6, 12)",-8329815*x+18626085
"(7, -15)",-28164371235*x-62977448625
"(7, -13)",-7733443900*x-17292506280
"(7, -11)",-135598069152*x-303206499232
"(7, -9)",5441302776*x+12167084622
"(7, -7)",-19938106825*x-44583087675
"(7, -5)",46251649080*x+103420699200
"(7, -3)",3007927650*x+6735790110
"(7, -1)",-5134807132*x-11506698882
"(7, 1)",-4691533119*x-10517856853
"(7, 3)",1854931260*x+4163721240
"(7, 5)",-268288020*x-354545100
"(7, 7)",-105772450
"(7, 9)",-13668837*x-1698207
"(7, 11)",161042336*x-359250528
"(7, 13)",9170070*x-20521270
"(7, 15)",33409740*x-74706450
"(8, -16)",-32126878368*x-71837883936
"(8, -14)",135241698592*x+302409630432
"(8, -12)",202385086800*x+452546805840
"(8, -10)",-179915151780*x-402302218500
"(8, -8)",216905411840*x+485016610560
"(8, -6)",-132519706956*x-296318672172
"(8, -4)",8436464400*x+18879568400
"(8, -2)",-13003491800*x-29044568280
"(8, 0)",8003136960*x+17938065600
"(8, 2)",6070672920*x+13505491480
"(8, 4)",2828898800*x+6370383600
"(8, 6)",986777532*x+1503485532
"(8, 8)",1150691840
"(8, 10)",268288020*x-354545100
"(8, 12)",-241185360*x+534352560
"(8, 14)",-160620096*x+358304128
"(8, 16)",38110176*x-85217184
"(9, -19)",-185446072812*x-414670024968
"(9, -17)",441564267495*x+987367718445
"(9, -15)",-1476376410600*x-3301278025500
"(9, -13)",1566714979830*x+3503281215210
"(9, -11)",699333752520*x+1563756975648
"(9, -9)",(-578328669477*x-1293185857743)/2
"(9, -7)",-265655393640*x-594013626990
"(9, -5)",546919218300*x+1222958782500
"(9, -3)",44870702760*x+100272766320
"(9, -1)",34591719435*x+77612988873
"(9, 1)",49638660708*x+111179242482
"(9, 3)",-11584762020*x-25666347420
"(9, 5)",1279987800*x+5763576000
"(9, 7)",2179731645*x+3464729415
"(9, 9)",-1534028301
"(9, 11)",-986777532*x+1503485532
"(9, 13)",-1854931260*x+4163721240
"(9, 15)",1749261150*x-3920757750
"(9, 17)",-523822260*x+1171210530
"(9, 19)",219983790*x-491898702
"(10, -22)",-123240576160*x-275574305880
"(10, -20)",(8739444962625*x+19541993022125)/2
"(10, -18)",-787265540880*x-1760379264240
"(10, -16)",-3960097226449*x-8855046628197
"(10, -14)",2393198152800*x+5351353806400
"(10, -12)",1571858383095*x+3514780523835
"(10, -10)",-4768854902500*x-10663513747500
"(10, -8)",1648460236995*x+3686010749135
"(10, -6)",-481916479200*x-1077513687600
"(10, -4)",(-585066265693*x-1308693798009)/2
"(10, -2)",-147770488320*x-329639797760
"(10, 0)",-701970701250*x-1573382606250
"(10, 2)",148158949120*x+330510485760
"(10, 4)",(-83349935097*x-189480445141)/2
"(10, 6)",16465870200*x+34262322600
"(10, 8)",-12963681445*x-20242607385
"(10, 10)",-25298965000
"(10, 12)",-2179731645*x+3464729415
