numerator,(-13*x+29)/2
denominator,-3564000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-377*x-843)/2
"(1, 1)",1
"(2, -4)",(317811*x+710647)/2
"(2, -2)",-154570*x-345630
"(2, 0)",20280*x+45240
"(2, 2)",820
"(2, 4)",(377*x-843)/2
"(3, -5)",-17075760*x-38182560
"(3, -3)",-65756340*x-147036060
"(3, -1)",55184016*x+123375252
"(3, 1)",3827742*x+8266362
"(3, 3)",348840
"(3, 5)",-20280*x+45240
"(4, -8)",130302510*x+291365270
"(4, -6)",-3171602490*x-7091918418
"(4, -4)",-6822933936*x-15256587024
"(4, -2)",-2873215770*x-6426566770
"(4, 0)",683740200*x+1525266600
"(4, 2)",347389090*x+792030330
"(4, 4)",36195936
"(4, 6)",-3827742*x+8266362
"(4, 8)",154570*x-345630
"(5, -11)",-133957148*x-299537289
"(5, -9)",-46516297746*x-104013603798
"(5, -7)",-295722218640*x-661255001420
"(5, -5)",(-417842794525*x-934327521975)/2
"(5, -3)",-23618639460*x-52832575230
"(5, -1)",-45028555836*x-100646767988
"(5, 1)",-7620519136*x-16801168488
"(5, 3)",3683898465*x+8362768395
"(5, 5)",1108336325
"(5, 7)",-347389090*x+792030330
"(5, 9)",-55184016*x+123375252
"(5, 11)",(-317811*x+710647)/2
"(6, -12)",55432594620*x+123951049740
"(6, -10)",-575709248400*x-1287325010400
"(6, -8)",-3129145045455*x-6996981181755
"(6, -6)",-4058585130600*x-9075297785400
"(6, -4)",-569321340060*x-1273072696428
"(6, -2)",1123404255120*x+2512515944640
"(6, 0)",145166369400*x+323832670200
"(6, 2)",-94362031560*x-216960215160
"(6, 4)",5258441388*x+14778537852
"(6, 6)",21530955600
"(6, 8)",-3683898465*x+8362768395
"(6, 10)",-683740200*x+1525266600
"(6, 12)",65756340*x-147036060
"(7, -15)",14394845400*x+32187852840
"(7, -13)",2422468283200*x+5416803756780
"(7, -11)",6379069075812*x+14264031803372
"(7, -9)",-5002187430144*x-11185234712808
"(7, -7)",1673349297100*x+3741733308900
"(7, -5)",-2527253548560*x-5650882258320
"(7, -3)",1317599915550*x+2949000736890
"(7, -1)",4775325314032*x+10665374244912
"(7, 1)",2376574698576*x+5288864244752
"(7, 3)",-518274499440*x-1165890193260
"(7, 5)",-46065024720*x-89597635920
"(7, 7)",-8877184600
"(7, 9)",-5258441388*x+14778537852
"(7, 11)",7620519136*x-16801168488
"(7, 13)",2873215770*x-6426566770
"(7, 15)",17075760*x-38182560
"(8, -16)",5751733308048*x+12861266665296
"(8, -14)",37951452050612*x+84862026582372
"(8, -12)",80670596860200*x+180384945435240
"(8, -10)",36305562290400*x+81181689338880
"(8, -8)",-3734119975040*x-8349769599360
"(8, -6)",82402116719256*x+184259126270232
"(8, -4)",58579282126200*x+130982321046200
"(8, -2)",4244588492300*x+9488085473820
"(8, 0)",1027582246080*x+2292298856640
"(8, 2)",589937689380*x+1296626777620
"(8, 4)",999898984600*x+1925082970200
"(8, 6)",-353104772328*x-1226715004008
"(8, 8)",19809655040
"(8, 10)",46065024720*x-89597635920
"(8, 12)",94362031560*x-216960215160
"(8, 14)",45028555836*x-100646767988
"(8, 16)",6822933936*x-15256587024
"(9, -19)",2673657071328*x+5978478960012
"(9, -17)",19914196963245*x+44529498150495
"(9, -15)",-122230083034800*x-273314773648800
"(9, -13)",438223002943470*x+979896432181290
"(9, -11)",380069439791760*x+849861622108512
"(9, -9)",(-745524747776367*x-1667048706566253)/2
"(9, -7)",-450308202753240*x-1006912321034490
"(9, -5)",50437854168000*x+112791966050400
"(9, -3)",242428138075440*x+542187308173680
"(9, -1)",-53083483026405*x-118468316195223
"(9, 1)",-43410492830172*x-96787476100218
"(9, 3)",-18847391940720*x-43430259103920
"(9, 5)",-1730068688400*x-4136136903600
"(9, 7)",-1934945489295*x-1937778891165
"(9, 9)",1977519224871
"(9, 11)",353104772328*x-1226715004008
"(9, 13)",518274499440*x-1165890193260
"(9, 15)",-145166369400*x+323832670200
"(9, 17)",23618639460*x-52832575230
"(9, 19)",3171602490*x-7091918418
"(10, -22)",-109844861360*x-245620576980
"(10, -20)",(352241475784575*x+787635884352275)/2
"(10, -18)",-947124149097720*x-2117833981116360
"(10, -16)",-1998677145585536*x-4469177932570848
"(10, -14)",-784335561891600*x-1753827264924800
"(10, -12)",1180850844722445*x+2640459926286585
"(10, -10)",-73810660459250*x-165046118745750
"(10, -8)",-1187432695431720*x-2655195324232360
"(10, -6)",-1334477099888400*x-2983889172874200
"(10, -4)",(-612615031818023*x-1369710463573179)/2
"(10, -2)",115387171110480*x+259159594273840
"(10, 0)",43870682622000*x+97865368926000
"(10, 2)",-215890897551520*x-483360214796160
"(10, 4)",(-26813527752453*x-56707092391729)/2
"(10, 6)",-18988516173900*x-35380278341700
"(10, 8)",1437493329880*x+9513719543640
"(10, 10)",391568490500
"(10, 12)",1934945489295*x-1937778891165
"(10, 14)",-999898984600*x+1925082970200
