numerator,(-13*x+29)/2
denominator,-237600
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-377*x-843)/2
"(1, 1)",1
"(2, -4)",(317811*x+710647)/2
"(2, -2)",241280*x+539520
"(2, 0)",30030*x+66990
"(2, 2)",-1280
"(2, 4)",(377*x-843)/2
"(3, -5)",-25285260*x-56539560
"(3, -3)",-36406890*x-81408510
"(3, -1)",1962636*x+4376832
"(3, 1)",2218242*x+4949742
"(3, 3)",193140
"(3, 5)",-30030*x+66990
"(4, -8)",-203399040*x-454814080
"(4, -6)",-1868015370*x-4177009338
"(4, -4)",481787904*x+1077313536
"(4, -2)",-202290270*x-452445070
"(4, 0)",-38438400*x-85747200
"(4, 2)",20546890*x+47017530
"(4, 4)",-2555904
"(4, 6)",-2218242*x+4949742
"(4, 8)",-241280*x+539520
"(5, -11)",-133957148*x-299537289
"(5, -9)",-1652283906*x-3694619118
"(5, -7)",-17523318540*x-39183332720
"(5, -5)",(-10361364325*x-23168780175)/2
"(5, -3)",7541440140*x+16863830970
"(5, -1)",2473977324*x+5533473652
"(5, 1)",-278341336*x-635516448
"(5, 3)",-115118835*x-297421905
"(5, 5)",27483725
"(5, 7)",-20546890*x+47017530
"(5, 9)",-1962636*x+4376832
"(5, 11)",(-317811*x+710647)/2
"(6, -12)",30691008270*x+68627180790
"(6, -10)",32365132800*x+72370636800
"(6, -8)",104586618045*x+233862834945
"(6, -6)",46600819200*x+104202892800
"(6, -4)",31444328370*x+70307739642
"(6, -2)",-2512174080*x-5602344960
"(6, 0)",5799994200*x+12938448600
"(6, 2)",-2839349760*x-6335669760
"(6, 4)",775485438*x+1567229622
"(6, 6)",-247219200
"(6, 8)",115118835*x-297421905
"(6, 10)",38438400*x-85747200
"(6, 12)",36406890*x-81408510
"(7, -15)",21315444150*x+47662782090
"(7, -13)",170551244500*x+381364176480
"(7, -11)",237115723572*x+530206892012
"(7, -9)",-622289895864*x-1391482310988
"(7, -7)",-300636067550*x-672244575450
"(7, -5)",297240783840*x+664652252880
"(7, -3)",-112248795750*x-250982537610
"(7, -1)",-37817757068*x-84314564208
"(7, 1)",-46889250954*x-104647222918
"(7, 3)",-2659069140*x-5350391760
"(7, 5)",40720680*x-1485819720
"(7, 7)",1594886300
"(7, 9)",-775485438*x+1567229622
"(7, 11)",278341336*x-635516448
"(7, 13)",202290270*x-452445070
"(7, 15)",25285260*x-56539560
"(8, -16)",-406147203072*x-908172754944
"(8, -14)",-2085841225468*x-4664082772188
"(8, -12)",2391059673600*x+5346571952640
"(8, -10)",262913250600*x+587893771080
"(8, -8)",-1628690186240*x-3641872220160
"(8, -6)",-876738988944*x-1960441028208
"(8, -4)",258931545600*x+579129689600
"(8, -2)",75493148900*x+168604447620
"(8, 0)",-76753797120*x-171220008960
"(8, 2)",38423884980*x+85518166420
"(8, 4)",-26300019200*x-60182438400
"(8, 6)",-2350022688*x-603690048
"(8, 8)",8640266240
"(8, 10)",-40720680*x-1485819720
"(8, 12)",2839349760*x-6335669760
"(8, 14)",-2473977324*x+5533473652
"(8, 16)",-481787904*x+1077313536
"(9, -19)",1574734738668*x+3521213922192
"(9, -17)",-6357549156855*x-14215912085805
"(9, -15)",-4883595116400*x-10920050618400
"(9, -13)",2129346489270*x+4761362791290
"(9, -11)",1104330137040*x+2469351738672
"(9, -9)",(-2232593996607*x-4992245992413)/2
"(9, -7)",-134371331640*x-300669757290
"(9, -5)",2788372587000*x+6234819868200
"(9, -3)",379063517040*x+845341332480
"(9, -1)",-560179954425*x-1248394515123
"(9, 1)",-793484689452*x-1771318921218
"(9, 3)",428431259880*x+955993169880
"(9, 5)",35500264800*x+64588801200
"(9, 7)",38732962905*x+87322627035
"(9, 9)",5921999991
"(9, 11)",2350022688*x-603690048
"(9, 13)",2659069140*x-5350391760
"(9, 15)",-5799994200*x+12938448600
"(9, 17)",-7541440140*x+16863830970
"(9, 19)",1868015370*x-4177009338
"(10, -22)",171465149440*x+383407729920
"(10, -20)",(8734630125975*x+19531226720075)/2
"(10, -18)",2114923399680*x+4729112471040
"(10, -16)",39489820797154*x+88301923484082
"(10, -14)",22429847731200*x+50154665881600
"(10, -12)",-32786259060555*x-73312304833215
"(10, -10)",6631273168000*x+14828019312000
"(10, -8)",21926242984230*x+49028791549190
"(10, -6)",-9653043379200*x-21585703641600
"(10, -4)",(30783465700897*x+68828595713901)/2
"(10, -2)",-3166690974720*x-7082846274560
"(10, 0)",2291644855500*x+5112130831500
"(10, 2)",356276910080*x+813461053440
"(10, 4)",(1040500857747*x+2163329686151)/2
"(10, 6)",147352108800*x+380700038400
"(10, 8)",-15789169370*x-151625346810
"(10, 10)",-35179168000
"(10, 12)",-38732962905*x+87322627035
"(10, 14)",26300019200*x-60182438400
"(10, 16)",46889250954*x-104647222918
"(10, 18)",2512174080*x-5602344960
"(10, 20)",(10361364325*x-23168780175)/2
"(10, 22)",203399040*x-454814080
"(11, -23)",14772136982330*x+33031502465430
"(11, -21)",-26506793330472*x-59270991747828
"(11, -19)",31833479957370*x+71181824850262
"(11, -17)",-32315841889240*x-72260418739680
"(11, -15)",-27138350639400*x-60683179279800
"(11, -13)",35236512763140*x+78791375811640
"(11, -11)",19423414409256*x+43432197206904
"(11, -9)",-38415121382820*x-85898944693968
"(11, -7)",-7820094825270*x-17488227593690
"(11, -5)",-16643390563800*x-37209386491200
"(11, -3)",-5069015064750*x-11324957546850
"(11, -1)",-1040153160072*x-2306026507568
"(11, 1)",-3738560293780*x-8354180427948
"(11, 3)",-1835352210900*x-4077092529600
"(11, 5)",-1219769050500*x-2639200340700
"(11, 7)",360932559260*x+848557923360
"(11, 9)",-22588045662*x+153285199662
"(11, 11)",-103041986256
"(11, 13)",15789169370*x-151625346810
"(11, 15)",-35500264800*x+64588801200
"(11, 17)",-38423884980*x+85518166420
"(11, 19)",37817757068*x-84314564208
"(11, 21)",-31444328370*x+70307739642
"(11, 23)",17523318540*x-39183332720
"(12, -26)",1392873370122*x+3114559539642
"(12, -24)",-39284490585600*x-87842791411200
"(12, -22)",94623075748110*x+211583629596990
"(12, -20)",64626697175040*x+144509687562240
"(12, -18)",-360788488561800*x-806747583541320
"(12, -16)",-133870871097600*x-299344428729600
"(12, -14)",-19373398889754*x-43320478621098
"(12, -12)",93052515778560*x+208072336343040
"(12, -10)",-37730645032080*x-84366198451920
"(12, -8)",-40248740313600*x-89993906741760
"(12, -6)",-39070342747800*x-87385240819800
"(12, -4)",-5016309202944*x-11186762416128
"(12, -2)",-11569495662270*x-25955061730830
"(12, 0)",-7423992576000*x-16561214208000
"(12, 2)",15986714614650*x+35808857855370
"(12, 4)",-5669613600768*x-12651065376768
"(12, 6)",3968426334600*x+9080965744200
"(12, 8)",-992621360640*x-2006053916160
"(12, 10)",-438472834800*x-780295251120
"(12, 12)",-493647298560
"(12, 14)",22588045662*x+153285199662
"(12, 16)",-147352108800*x+380700038400
"(12, 18)",-428431259880*x+955993169880
"(12, 20)",76753797120*x-171220008960
"(12, 22)",112248795750*x-250982537610
"(12, 24)",-46600819200*x+104202892800
"(12, 26)",1652283906*x-3694619118
"(13, -29)",(225851433717*x+505019158607)/2
"(13, -27)",-88166403893100*x-197146072436730
"(13, -25)",-250573940056440*x-560300363358120
"(13, -23)",-63602300637720*x-142219067510080
"(13, -21)",668347413253611*x+1494470245101897
"(13, -19)",-423179378689912*x-946257760569597
"(13, -17)",-312086242281450*x-697846101798790
"(13, -15)",331901954704320*x+742155095146080
"(13, -13)",508114908519595*x+1136182673427105
"(13, -11)",-306049469300484*x-684339909839698
"(13, -9)",-103105492686768*x-230550359933328
"(13, -7)",113630708245600*x+254086923409200
"(13, -5)",99013675040280*x+221427850893480
"(13, -3)",205998064184640*x+460614514814160
"(13, -1)",-67781012460434*x-151323012576318
"(13, 1)",-45308881436988*x-100954443041008
"(13, 3)",2348011356600*x+4157499854760
"(13, 5)",-4885863942960*x-11450426137920
"(13, 7)",-41537113800*x-695695499800
"(13, 9)",-222320040384*x+49854618912
"(13, 11)",-1778305370933*x-2352818273463
"(13, 13)",-2695569806470
"(13, 15)",438472834800*x-780295251120
"(13, 17)",-360932559260*x+848557923360
"(13, 19)",(-1040500857747*x+2163329686151)/2
"(13, 21)",793484689452*x-1771318921218
"(13, 23)",-75493148900*x+168604447620
"(13, 25)",-297240783840*x+664652252880
"(13, 27)",-104586618045*x+233862834945
"(13, 29)",133957148*x-299537289
"(14, -30)",-27283768512000*x-61008361075200
"(14, -28)",253436204944650*x+566700582218050
"(14, -26)",-218305592960000*x-488146145894400
"(14, -24)",471438216890823*x+1054167895169907
"(14, -22)",-303508126172160*x-678664821775360
"(14, -20)",1011621919007700*x+2262055273701300
"(14, -18)",796531066705920*x+1781097358064640
"(14, -16)",1193061958396035*x+2667765714369007
"(14, -14)",384814166464000*x+860473056576000
"(14, -12)",182208582661560*x+407418159875160
"(14, -10)",-380468203315200*x-850754883686400
"(14, -8)",-487887208874065*x-1091011556432805
"(14, -6)",143678458560000*x+321257648140800
"(14, -4)",80036201341278*x+178940497632022
"(14, -2)",48406729047040*x+107922642186240
"(14, 0)",47894435589000*x+106841433237000
"(14, 2)",60018241221120*x+133948445335040
"(14, 4)",4975061712530*x+10700012257242
"(14, 6)",3403608499200*x+6848501452800
"(14, 8)",11219847165345*x+27676672621045
"(14, 10)",-52122470400*x+1901849241600
"(14, 12)",2594455379880*x+4834771140360
"(14, 14)",-2041454464000
"(14, 16)",1778305370933*x-2352818273463
"(14, 18)",992621360640*x-2006053916160
"(14, 20)",1219769050500*x-2639200340700
"(14, 22)",-356276910080*x+813461053440
"(14, 24)",560179954425*x-1248394515123
"(14, 26)",-258931545600*x+579129689600
"(14, 28)",300636067550*x-672244575450
"(14, 30)",-32365132800*x+72370636800
