numerator,1
denominator,959040
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",19859126175339766981554971448*x+44406356101805206367103837893
"(1, 1)",19859126175339766981554971448*x-44406356101805206367103837893
"(2, -4)",-22134526351884019886737124082657846189179304*x-49494305572573098692333018857786508820109253
"(2, -2)",-964057855717070311280109440000640120000*x-2155698899626057346532368067764474045000
"(2, 0)",-24276665753680430146229515361927880*x
"(2, 2)",-964057855717070311280109440000640120000*x+2155698899626057346532368067764474045000
"(2, 4)",-22134526351884019886737124082657846189179304*x+49494305572573098692333018857786508820109253
"(3, -5)",13529107301004542854708358913252957961073326036680*x+30252003599934866639593720477083542684792088700800
"(3, -3)",-16522218540735199124549598310963925402587224000*x-36944803796191349681457038829242226934257009000
"(3, -1)",-1329977635017738810620276426446864107527112*x-2973748952383634938134314646200598491114604
"(3, 1)",-1329977635017738810620276426446864107527112*x+2973748952383634938134314646200598491114604
"(3, 3)",-16522218540735199124549598310963925402587224000*x+36944803796191349681457038829242226934257009000
"(3, 5)",13529107301004542854708358913252957961073326036680*x-30252003599934866639593720477083542684792088700800
"(4, -8)",1074516764922322157718025774376646687661067001062760000*x+2402692529329473877077915651380731817539288536832445000
"(4, -6)",42729489268333567772644430656772309415482266289754504*x+95546042647841609519708900813371967195333385838464276
"(4, -4)",-136528018295500515874039523330819312111523120908928*x-305285929742074671354050190212861828434400933150448
"(4, -2)",3376806414724898993608343029088050105508540859000*x+7550769358041769706197218315536038542184658124500
"(4, 0)",-6671087352122412629519040634079948124024240000*x
"(4, 2)",3376806414724898993608343029088050105508540859000*x-7550769358041769706197218315536038542184658124500
"(4, 4)",-136528018295500515874039523330819312111523120908928*x+305285929742074671354050190212861828434400933150448
"(4, 6)",42729489268333567772644430656772309415482266289754504*x-95546042647841609519708900813371967195333385838464276
"(4, 8)",1074516764922322157718025774376646687661067001062760000*x-2402692529329473877077915651380731817539288536832445000
"(5, -11)",24670635177827273728855161246037682522218471274249880201240*x+55165217305719396488054180316532054571259591949721581599173
"(5, -9)",1482319825126649578109203026809121033882960738434324925960*x+3314567893378789266291896692461249750993803618048914563564
