numerator,1
denominator,38361600
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",6561826622818126081634507422397537264361844955541655314958079820658202408904*x+14672690385189228890713564638518562568131598228965775584974440856530610466139
"(1, 1)",-6561826622818126081634507422397537264361844955541655314958079820658202408904*x+14672690385189228890713564638518562568131598228965775584974440856530610466139
"(2, -4)",7313661387559868011589656279415632673854618913436884445404789539711610138322274256225832792*x+16353844026999299635590337547956926814515024411871108193146734977358298705437229514643299419
"(2, -2)",1104836011726632811754640401006315969821433827050577871875342611426755871389542635922560*x+2470488426210510196335731709218171308592862241990193567808594327119592834214197545462960
"(2, 0)",5635914519284181317447011691592818809398635582436027443610215853447865582264784130
"(2, 2)",-1104836011726632811754640401006315969821433827050577871875342611426755871389542635922560*x+2470488426210510196335731709218171308592862241990193567808594327119592834214197545462960
"(2, 4)",-7313661387559868011589656279415632673854618913436884445404789539711610138322274256225832792*x+16353844026999299635590337547956926814515024411871108193146734977358298705437229514643299419
"(3, -5)",1404622101372896885208306829771032401168831320809820473464309823452684805517358098486054291640160*x+3140830501368398114352115571743841728348578764883964445944873563358109783924630045955641480892930
"(3, -3)",4105210916269196370877547522821341568315067999856975391798396319533570690200475770966823968720*x+9179530670752136905755705660375048349598241891711667824191281509999922705055950465728793992270
"(3, -1)",-190454788567585112330077064466980388473090899045828861391132374759251280667482381789233456*x-425833099205503727879902398464107045536017309788606201451564055473139543168688406435668572
"(3, 1)",190454788567585112330077064466980388473090899045828861391132374759251280667482381789233456*x-425833099205503727879902398464107045536017309788606201451564055473139543168688406435668572
"(3, 3)",-4105210916269196370877547522821341568315067999856975391798396319533570690200475770966823968720*x+9179530670752136905755705660375048349598241891711667824191281509999922705055950465728793992270
"(3, 5)",-1404622101372896885208306829771032401168831320809820473464309823452684805517358098486054291640160*x+3140830501368398114352115571743841728348578764883964445944873563358109783924630045955641480892930
"(4, -8)",1231424867345916768467489283717812213786836121653089211448032829252391131998795046709008065003868138880*x+2753549712569130928278998852204590180938039466938878755921781583200978522121590843755671882297414442160
"(4, -6)",9160256848474957015941270974680071050795527680078285432969253186743548657536622251642772780373718512*x+20482957004547994659127106506834325705555774809335266797000433994095044060627356475537321442591509668
"(4, -4)",656820752766620595683888053035849474302211463981203567845661320598771573854049465594440211890025984*x+1468695852218749348569583992864521265749868653374369459737689752035477652951602765348042973540628544
"(4, -2)",854196190399411436368520540283295921209356927490581298242332856557839086364250717676635790908080*x+1910041921923415152678135756680083053997146856858646263259662454301035328782188470958343842714940
"(4, 0)",8058838597789420516782555309937235022963763852509250438609743499387214157994221746754823207200
"(4, 2)",-854196190399411436368520540283295921209356927490581298242332856557839086364250717676635790908080*x+1910041921923415152678135756680083053997146856858646263259662454301035328782188470958343842714940
"(4, 4)",-656820752766620595683888053035849474302211463981203567845661320598771573854049465594440211890025984*x+1468695852218749348569583992864521265749868653374369459737689752035477652951602765348042973540628544
"(4, 6)",-9160256848474957015941270974680071050795527680078285432969253186743548657536622251642772780373718512*x+20482957004547994659127106506834325705555774809335266797000433994095044060627356475537321442591509668
"(4, 8)",-1231424867345916768467489283717812213786836121653089211448032829252391131998795046709008065003868138880*x+2753549712569130928278998852204590180938039466938878755921781583200978522121590843755671882297414442160
"(5, -11)",8151639164905539512106354298417299406318084362579442825790788372621570801948803368554054081458503831756520*x+18227619300778404396394492229656804596633171607006636021937001710990595231028923727182995583925927390591579
"(5, -9)",-212267376946812435534033847864523578934982885843421125372408138040307669275332489703982498949074357009520*x-474644284258644367204848997545817324195521286662156989926226199630588787785497715240974471179160315772252
"(5, -7)",292609696139959135090631080570361876565527159128160939655884402423239761514145611087770016989928602733200*x+654295171444506443264951311822792704439889864603612802037761049846400252446367908872248189121098909396540
"(5, -5)",1971884259589258165059657884072376345212275595002484313318044047603597373474831323252869273824298156600*x+4409267248203430703530581548464469738894379087705080864851629500608393059180156209929290214708897178725
"(5, -3)",87011182874305658883623076957041333743318379761349311857471477797777611781996264614003547497787143200*x+194562919085117400574076208111961900681374886670045576658967892504020090622011099564851009093447507210
"(5, -1)",344390253822916535162126894656373331590785582717782706442187062716864800883255887835057133329392960*x+772885246398164673399919632931779184361275085527065959141048144239096980797389494559728205647314528
"(5, 1)",-344390253822916535162126894656373331590785582717782706442187062716864800883255887835057133329392960*x+772885246398164673399919632931779184361275085527065959141048144239096980797389494559728205647314528
"(5, 3)",-87011182874305658883623076957041333743318379761349311857471477797777611781996264614003547497787143200*x+194562919085117400574076208111961900681374886670045576658967892504020090622011099564851009093447507210
"(5, 5)",-1971884259589258165059657884072376345212275595002484313318044047603597373474831323252869273824298156600*x+4409267248203430703530581548464469738894379087705080864851629500608393059180156209929290214708897178725
"(5, 7)",-292609696139959135090631080570361876565527159128160939655884402423239761514145611087770016989928602733200*x+654295171444506443264951311822792704439889864603612802037761049846400252446367908872248189121098909396540
"(5, 9)",212267376946812435534033847864523578934982885843421125372408138040307669275332489703982498949074357009520*x-474644284258644367204848997545817324195521286662156989926226199630588787785497715240974471179160315772252
"(5, 11)",-8151639164905539512106354298417299406318084362579442825790788372621570801948803368554054081458503831756520*x+18227619300778404396394492229656804596633171607006636021937001710990595231028923727182995583925927390591579
"(6, -12)",4575573890005149777972351107655360518392657600191488726073755140683929229237360992827460433462475848965320560*x+10231294254124660468996049904320344186873961519995533399224145510334679697185665207398514473064445958557102670
"(6, -10)",2008480215077799525401337275167929833741309107585629577870614744302245223706703506953999625581678475827750400*x+4491098292377357799313293613313520221774307985096251115022195720013570036978385124955966228431459944445479200
"(6, -8)",-155641166626236105079601214948225602834197808422738636098066419603238592660397798784206205447212206880028480*x-348024228673635534026250344197335948178547174449891228725094074602524245703472776438681997594425553187635190
"(6, -6)",21378399684418798953531106451557850968492546779395246697814344212531499999420897367996857117578660895724800*x+47803554944520571863606489964689258089634912099078581701630387895773124529392642271503903590757321139256800
"(6, -4)",365823096854865323805821254768133138219806060288006226675048455194225607366748282370075176131724453373072*x+818005312831512069998139868080296499998925767052052775784463228889925931456846028472051589015007082363438
"(6, -2)",4585699993858312492352957145786412397493596912627484700706898417947545873256714371014008896100100092160*x+10254392298681195068363022191273109249968756625364347649467543011893495924861142758297669603728958201920
"(6, 0)",507149427803481019741185220198198892288132583078277796021260987731326470771110004023463942280534298900
"(6, 2)",-4585699993858312492352957145786412397493596912627484700706898417947545873256714371014008896100100092160*x+10254392298681195068363022191273109249968756625364347649467543011893495924861142758297669603728958201920
