numerator,1
denominator,426240
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",30468581141615934722955542618147676299527194450200618122647961888344993708401114726555106355752*x+68129818610621498838035611201254899476210062119686300269338110338433422617443780579345692199807
"(1, 1)",30468581141615934722955542618147676299527194450200618122647961888344993708401114726555106355752*x-68129818610621498838035611201254899476210062119686300269338110338433422617443780579345692199807
"(2, -4)",-33959581415070799660919049702493853569036274327490862963411366332753888560773407556089143918768296727141746296*x-75935932531536809195184396726208502367771030910434061004933933872363438475690701335153411016210211125971832447
"(2, -2)",-100032021598219324025686752513541343666146007076967714509774410113557915333828320807815048065586196621520*x-223678400220345965751304957601052311221677713923862133578921008561940336487176098042120720496954771697070
"(2, 0)",-8506730304341808758986800333691973853349931601617189697250200731589621510838634929410880455742461360*x
"(2, 2)",-100032021598219324025686752513541343666146007076967714509774410113557915333828320807815048065586196621520*x+223678400220345965751304957601052311221677713923862133578921008561940336487176098042120720496954771697070
"(2, 4)",-33959581415070799660919049702493853569036274327490862963411366332753888560773407556089143918768296727141746296*x+75935932531536809195184396726208502367771030910434061004933933872363438475690701335153411016210211125971832447
"(3, -5)",4740703201826615532746313241601458771882262139933536306785244674521781822762785841153297955440872632371565021334960*x+10600534620435217513071747647616682035781847228984041377266437267947454360274536306088941831949665602356136263097600
"(3, -3)",-10093302924251152657783850296258616259759113644837377392192560377613607187723404358181053211948806252267579759360*x-22569311456123028466118102050532864112101527218041723890955365721361208563560510328082249402955581107218121161760
"(3, -1)",3664979492556370113606870459330396076545979253383078277239155306052632223718729902320613237314676970701038192*x+8194986904748699158804530268007430427569947980068299480278676086143457972592596201146746712552820644362126484
"(3, 1)",3664979492556370113606870459330396076545979253383078277239155306052632223718729902320613237314676970701038192*x-8194986904748699158804530268007430427569947980068299480278676086143457972592596201146746712552820644362126484
"(3, 3)",-10093302924251152657783850296258616259759113644837377392192560377613607187723404358181053211948806252267579759360*x+22569311456123028466118102050532864112101527218041723890955365721361208563560510328082249402955581107218121161760
"(3, 5)",4740703201826615532746313241601458771882262139933536306785244674521781822762785841153297955440872632371565021334960*x-10600534620435217513071747647616682035781847228984041377266437267947454360274536306088941831949665602356136263097600
"(4, -8)",111493395960566995295727261611460838902644712487333196402974599821286394562518370595569390918503444609980193243025934960*x+249306812410128263462644943046268007938889291734406950584828393647054555486171148741003464782157648093574869469492503470
"(4, -6)",-38973309208274883573088286495956313966199051551353358439158454483522948813876993392343229355293517725103629765784578224*x-87146968697821148948450598378940532019331109868435658969202468808829980053289410330874468346314265514781980783959116396
