numerator,31622993*x-70711162
denominator,800
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-4472197161895732*x-10000136862780489
"(1, 1)",1
"(2, -4)",89445167392591584128727643945896*x+200005474548682401366360398158241
"(2, -2)",962540231962630835520752920*x+2152305389746858362294928590
"(2, 0)",990239279628564319180*x+2214242343239892296120
"(2, 2)",-215227593310
"(2, 4)",4472197161895732*x-10000136862780489
"(3, -5)",-19805056646373604172736460671580638860*x-44285452959525392717387126987385101480
"(3, -3)",-38369811040248884005598546810214960*x-85797505769818423845989749093419420
"(3, -1)",-9715954689468175335605423707508*x-21725535151958700073132000753208
"(3, 1)",-49648923437445962784703156*x-111018367813639176641220568
"(3, 3)",8579633153736942780
"(3, 5)",-990239279628564319180*x+2214242343239892296120
"(4, -8)",-19251068111117574575786444038941787931555760*x-43046696935937371677633204089691566972967710
"(4, -6)",992992058918623169672849748846807883339060*x+2220397744859517718299355856206946432548712
"(4, -4)",2098255838026866078098105745585217718128*x+4691842688013860751178978998250473757356
"(4, -2)",-4290059661052984814125403474040669780*x-9592865029644181058708111777479170440
"(4, 0)",3558073979811961634994580677554200*x+7956095287832759812136905049202800
"(4, 2)",384771022860170870134460639660*x+860374163846740998240520650360
"(4, 4)",-469177847502910765878604
"(4, 6)",49648923437445962784703156*x-111018367813639176641220568
"(4, 8)",-962540231962630835520752920*x+2152305389746858362294928590
"(5, -11)",-1788927831280452990819479756573619994430918950556*x-4000164237584367536518892726318493987818875939209
"(5, -9)",194321753294511318218141041884744151045105719668*x+434516649873471018616404039138505254554974337992
"(5, -7)",-7695525783157557542875678096950283868255857260*x-17207718773742604862032392406717878806918481640
"(5, -5)",152790175467437995090607939684291550172320700*x+341649218639312062466366837497285011443278275
"(5, -3)",1364399335887315242871370495160449385147660*x+3050889663499605224952648593101310435537890
"(5, -1)",1673978672578722573659579299569638897928*x+3743130104770886851073447228309847625712
"(5, 1)",77427278015137654380422678634665608*x+173132656954248478092335999345883312
"(5, 3)",-185148974957490414105768083279740*x-414005999054145675934971993292610
"(5, 5)",-34164454279710545196541314475
"(5, 7)",-384771022860170870134460639660*x+860374163846740998240520650360
"(5, 9)",9715954689468175335605423707508*x-21725535151958700073132000753208
"(5, 11)",-89445167392591584128727643945896*x+200005474548682401366360398158241
"(6, -12)",767406723603029292095482107118217487682426767830880*x+1715973600366765833659603425184726054064514002449980
"(6, -10)",-71162453532035354396063127244794318408147322453400*x-159124083543301060643390811925043341894026737541200
"(6, -8)",3703031543556178910167908695858116475102987133380*x+8280230254217589372456756746407119637215116234690
"(6, -6)",8094004901637548103618184280457614986068957600*x+18098745170278056427821493453640827287186160200
"(6, -4)",-527786924035527040398075322497754165130411560*x-1180167439778956091884169211779326376595753508
"(6, -2)",69815116229062070176804900550510629149571480*x+156111345745231567612596593233339690017838480
"(6, 0)",191134023041161319731172930767729087400400*x+427388668333047752552858154746189769933600
"(6, 2)",-99825149550228389274157745398122513640*x-223215820274004156399062272521292799920
"(6, 4)",-62736880913006148071881136238824984*x-140283812402662027143811419881604188
"(6, 6)",-1809849746920942551465743521800
"(6, 8)",185148974957490414105768083279740*x-414005999054145675934971993292610
"(6, 10)",-3558073979811961634994580677554200*x+7956095287832759812136905049202800
"(6, 12)",38369811040248884005598546810214960*x-85797505769818423845989749093419420
"(7, -15)",396106554077712813136900767440922469605714288562085900*x+885721181250962365266192742294848833067688692565751320
"(7, -13)",85802367520047047099314882042960628143266051812484500*x+191859926405245246766221403455267811673637158554439960
"(7, -11)",-1548566754126188802056696022396382607959097604546696*x-3462700529922361105249037101183443103378941976224848
"(7, -9)",1254754263161120848499279665298261890659563831462792*x+2805715827485926373009720760245283674135079449929372
"(7, -7)",-78963350655861252917999659427506051696173214317200*x-176567419797658364056780865439992457058759541586900
"(7, -5)",4711032400012257467673990725646959578054056551040*x+10534188690631388783920830298881169880196926743440
"(7, -3)",-134469656207235331250522759645508252233136884500*x-300683292190404748564341439321450697643946571720
"(7, -1)",-342756370666397370159805501814587875314952076*x-766426544531179413449900394833512726287286368
"(7, 1)",7338316513390396325043306195518647698136212*x+16408974564350248545755146915464790621375792
"(7, 3)",135055677878496259856326399224653378540*x+301993706551549920982696239596820401080
"(7, 5)",23257572042338973016737624020349660480*x+52004458673816683699507299057740064240
"(7, 7)",17656500327992976999746781547042100
"(7, 9)",62736880913006148071881136238824984*x-140283812402662027143811419881604188
"(7, 11)",-77427278015137654380422678634665608*x+173132656954248478092335999345883312
"(7, 13)",4290059661052984814125403474040669780*x-9592865029644181058708111777479170440
"(7, 15)",19805056646373604172736460671580638860*x-44285452959525392717387126987385101480
"(8, -16)",-41965691106793660829383977594458883841226798851880009184*x-93838138037549012145050336007510183360682283627788175564
"(8, -14)",-33480031662325668291736500313647818479900889552847187976*x-74863626685805479072559549866435250384616485717922549648
"(8, -12)",1996530315769443250722459068326352738133504709606311400*x+4464377505199595448449394519782238451552768204295683280
"(8, -10)",-465153096006333723561841045327385971698924545780198400*x-1040113942614648153068595885208916951479777196683970160
"(8, -8)",11063934586255588333117349379188635602874413211340640*x+24739709833478505916934150506495582684781206687724280
"(8, -6)",-1399205432198595376060591834781029853972441947235568*x-3128718460883032282961964428406370523728869037785648
"(8, -4)",-21509617830936178839387063272346988674039526108200*x-48096967640014874799099766488887089665688939683600
"(8, -2)",132365146875825828522299500815380360998203388600*x+295977466266090467064903484186612150748441892240
