numerator,1
denominator,80
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-1869661656397955236080105474173985684962277854671174360394494*x-4180690558630682085253871547244232004068956827415604428337996
"(1, 1)",-1869661656397955236080105474173985684962277854671174360394494*x+4180690558630682085253871547244232004068956827415604428337996
"(2, -4)",-37393744902144839438920261244821141302062873360522340819171550362041172060638*x-83614955534482082497421298466377541115485972348930272235168845174559720658084
"(2, -2)",-923215850848237996208024199080737123704320272071023433232864403455350595*x-2064373400401966833576473448959061333431349488591994233219014359480921230
"(2, 0)",460632264814124102329158305922101855251925195190240959715319492440*x
"(2, 2)",-923215850848237996208024199080737123704320272071023433232864403455350595*x+2064373400401966833576473448959061333431349488591994233219014359480921230
"(2, 4)",-37393744902144839438920261244821141302062873360522340819171550362041172060638*x+83614955534482082497421298466377541115485972348930272235168845174559720658084
"(3, -5)",4606385691553786429676986938987866100254200795792193567580259458863624318615003160*x+10300191536896645314823101368459475159453544683613419669414560588129257612211330400
"(3, -3)",-1335338874184315022514079971663624776388084710254734598500551503542657823041960*x-2985908495674167129468951789517898608471109386026351125637521231982957819194640
"(3, -1)",4817942506768444910569506711396205709279890409665417762595121340789460876976*x+10773138548661433424045163429788304138331523827463593950698123166054242429448
"(3, 1)",4817942506768444910569506711396205709279890409665417762595121340789460876976*x-10773138548661433424045163429788304138331523827463593950698123166054242429448
"(3, 3)",-1335338874184315022514079971663624776388084710254734598500551503542657823041960*x+2985908495674167129468951789517898608471109386026351125637521231982957819194640
"(3, 5)",4606385691553786429676986938987866100254200795792193567580259458863624318615003160*x-10300191536896645314823101368459475159453544683613419669414560588129257612211330400
"(4, -8)",-18464569724741436216467288029437424639983306075931219778812136247420520290298788585731315*x-41288033079806431825685084651708939486614088535745634512762623397280942971530929460684170
"(4, -6)",484822658993730092722167327976996233671378423066442115849617598809732346783142779805328*x+1084096422542180273668043814059893781054572135268840986743094208364045845425445263892088
"(4, -4)",3362260783999398229436304310328453118511108471846350703759643619163076965818873188304*x+7518243671104390912782470741113389288371413482344942609396971659732101883856686325536
"(4, -2)",-4111914153095821282857223326990314816721843663050328420750736897149801108699444560*x-9194518984063424328650439039729422442212678735513416599609672382174359891928683320
"(4, 0)",-8862591621879475526350170213750332300788505596339973867851637091667744629094650*x
"(4, 2)",-4111914153095821282857223326990314816721843663050328420750736897149801108699444560*x+9194518984063424328650439039729422442212678735513416599609672382174359891928683320
"(4, 4)",3362260783999398229436304310328453118511108471846350703759643619163076965818873188304*x-7518243671104390912782470741113389288371413482344942609396971659732101883856686325536
"(4, 6)",484822658993730092722167327976996233671378423066442115849617598809732346783142779805328*x-1084096422542180273668043814059893781054572135268840986743094208364045845425445263892088
"(4, 8)",-18464569724741436216467288029437424639983306075931219778812136247420520290298788585731315*x+41288033079806431825685084651708939486614088535745634512762623397280942971530929460684170
"(5, -11)",-747885133666697196602296051083696805359101250620569971827736662695818546633724759582422189470*x-1672321998240251476582280265647707755982674192954184491566955437109276298992723881413802308156
"(5, -9)",96359684106725329425442506387862174851717530139268088838496930273404501381865157296664437200*x+215466803953043936728791927001293969154477579196679761900886233266331572569761202908650772232
"(5, -7)",-2593437462189138328496805873776776083214282892896982623324332700315287807448019973617599600*x-5799102460849453855458700502428836315480685651910030768476198021207569223729884257217346120
"(5, -5)",81221007457453028070416657784554584256671058411319237870647739356731711670747254911529750*x+181615693875882310547827642250757235572740277684476521965770518387922100051930562142061500
"(5, -3)",561130665031913111447172463783988787373065858739780632240713001743683846116010996238100*x+1254726309549593149143141728186571452363902002930724752387456368656307828984892779184480
"(5, -1)",-732883800963764104290657828512349649817105928978472147954004286857839209068252234080*x-1642956460684106112065926713374515767923132430624621302952697201017866344669462837072
"(5, 1)",-732883800963764104290657828512349649817105928978472147954004286857839209068252234080*x+1642956460684106112065926713374515767923132430624621302952697201017866344669462837072
"(5, 3)",561130665031913111447172463783988787373065858739780632240713001743683846116010996238100*x-1254726309549593149143141728186571452363902002930724752387456368656307828984892779184480
"(5, 5)",81221007457453028070416657784554584256671058411319237870647739356731711670747254911529750*x-181615693875882310547827642250757235572740277684476521965770518387922100051930562142061500
"(5, 7)",-2593437462189138328496805873776776083214282892896982623324332700315287807448019973617599600*x+5799102460849453855458700502428836315480685651910030768476198021207569223729884257217346120
"(5, 9)",96359684106725329425442506387862174851717530139268088838496930273404501381865157296664437200*x-215466803953043936728791927001293969154477579196679761900886233266331572569761202908650772232
"(5, 11)",-747885133666697196602296051083696805359101250620569971827736662695818546633724759582422189470*x+1672321998240251476582280265647707755982674192954184491566955437109276298992723881413802308156
"(6, -12)",-26707143000068730947534431588197620193717556269765865043743574885176507555654661718097609594920*x-59718987232961352962771348281308921062150752718425227047975966198267391942218426747287989952560
"(6, -10)",-88627129177726464204650279448584635305824189586962784904401662691578742503850593489805754283850*x-198176285492051414258807791469848449721479827209170664087205390215786334404519119811984295169000
"(6, -8)",7698568846775592163113015313032874368047558379097218103954974629699020230018679115139325791540*x+17214523270852386727864144148907345705119402906160991331577907660630082000973061581947553335280
"(6, -6)",-53610334937647729893280738312221670351067870474946665278489116107046623763290461492583695650*x-119876353217112261556520503871189963331584618260168181736213868316708135579673988343128922100
"(6, -4)",1769355240425633264479635076430361436230535113787788672464088839722168908334473058964192952*x+3956398594171139750821775543950863526288624277923829869487340613124980256415965492960932272
"(6, -2)",103224055158445785382785456464415248160243985932997299568328635963427111692102961852492880*x+230815487570656061763244884225261063048066611782259185342940262400530525074768793523105740
"(6, 0)",549279746364614912900526162646039024338368705869442426197804513892646591114356624053800*x
"(6, 2)",103224055158445785382785456464415248160243985932997299568328635963427111692102961852492880*x-230815487570656061763244884225261063048066611782259185342940262400530525074768793523105740
"(6, 4)",1769355240425633264479635076430361436230535113787788672464088839722168908334473058964192952*x-3956398594171139750821775543950863526288624277923829869487340613124980256415965492960932272
"(6, 6)",-53610334937647729893280738312221670351067870474946665278489116107046623763290461492583695650*x+119876353217112261556520503871189963331584618260168181736213868316708135579673988343128922100
"(6, 8)",7698568846775592163113015313032874368047558379097218103954974629699020230018679115139325791540*x-17214523270852386727864144148907345705119402906160991331577907660630082000973061581947553335280
"(6, 10)",-88627129177726464204650279448584635305824189586962784904401662691578742503850593489805754283850*x+198176285492051414258807791469848449721479827209170664087205390215786334404519119811984295169000
"(6, 12)",-26707143000068730947534431588197620193717556269765865043743574885176507555654661718097609594920*x+59718987232961352962771348281308921062150752718425227047975966198267391942218426747287989952560
"(7, -15)",92128974716583230186206662116754072605527029022042771465505466145091650683385884093788262923198040*x+206006650163639524178686033618030418518384574549786846061114311202490979294874085223196827705131200
"(7, -13)",-82239406004487212999462175768070282409112370058635330383589731750936401071098863633798209392780080*x-183892902255237783053928927747752767200877216799228446403873789694473864516411716372180393128833080
"(7, -11)",18686906437299858125654033231673220593341655927307585515791730823600666052612733608139463683311584*x+41785193082980894396542955108054239801169832468657393227443056850265393317180373719495943222755408
"(7, -9)",-1046225087252739298839482561700336362079424848882256621581875249748418776343042372998860960949576*x-2339430414862773770398503660516832278752655300103393425562745837015223980173943117534576765636688
"(7, -7)",-35402016503302100436743162086038265994656149341606113433749818687062123652429379235135551761800*x-79161315441952896707873808360205176181369742907968996710850857686098122642944187119008820341200
"(7, -5)",6383459491709385764482219571380889375474334683499292710772591682268518386544318651786533080480*x+14273849355171758516109203862934798294165848755915219168689484001666244665734622295655211496800
"(7, -3)",-184222310265182358565107861073895948261826361660903952656672710993586320895837819523448201840*x-411933666122050846346720628548916167574347835602977846668738484036472692373647668466905443640
"(7, -1)",2901121622160131779293873401458416079646448654051432537558918006384218216212126241436589144*x+6379560264262696695820579423730770728996446655452681069401418673838302810087235992487862048
"(7, 1)",2901121622160131779293873401458416079646448654051432537558918006384218216212126241436589144*x-6379560264262696695820579423730770728996446655452681069401418673838302810087235992487862048
"(7, 3)",-184222310265182358565107861073895948261826361660903952656672710993586320895837819523448201840*x+411933666122050846346720628548916167574347835602977846668738484036472692373647668466905443640
"(7, 5)",6383459491709385764482219571380889375474334683499292710772591682268518386544318651786533080480*x-14273849355171758516109203862934798294165848755915219168689484001666244665734622295655211496800
"(7, 7)",-35402016503302100436743162086038265994656149341606113433749818687062123652429379235135551761800*x+79161315441952896707873808360205176181369742907968996710850857686098122642944187119008820341200
"(7, 9)",-1046225087252739298839482561700336362079424848882256621581875249748418776343042372998860960949576*x+2339430414862773770398503660516832278752655300103393425562745837015223980173943117534576765636688
"(7, 11)",18686906437299858125654033231673220593341655927307585515791730823600666052612733608139463683311584*x-41785193082980894396542955108054239801169832468657393227443056850265393317180373719495943222755408
"(7, 13)",-82239406004487212999462175768070282409112370058635330383589731750936401071098863633798209392780080*x+183892902255237783053928927747752767200877216799228446403873789694473864516411716372180393128833080
"(7, 15)",92128974716583230186206662116754072605527029022042771465505466145091650683385884093788262923198040*x-206006650163639524178686033618030418518384574549786846061114311202490979294874085223196827705131200
"(8, -16)",67246136016707215791832069079520896709147158535156476314750209270454168328167177964197642536955213008*x+150366931357554268121424486313933194683790277121655614221267573940786501611426739964888497379812859744
"(8, -14)",-14676563534742132439165308023489540407166557304672260626711061526418746426288096546375603013453041824*x-32817793739778004533269165036706398993805462645906324374959590499836208285969871642735567513392221008
"(8, -12)",2310680592543983830495119618875248321508986036944734742172064981365983076966686250125182990184716640*x+5166838879217841559222060212059581319345957194568040056223233272857826087941410245864488011006033940
"(8, -10)",-417330843726402815659932296757912443828220970024763489549075738501601083564103855470674418040902880*x-933180135679578341189439258983094461451097078549383208276984078292415428267310276683038574903378400
"(8, -8)",35631943580657426691140726638830703942922024654233776415561090045349092513293486427912578471159040*x+79675448016787258728494671145013800467337106221840499094836455205023352067291128083572850239439360
"(8, -6)",-2431986484311443527586429188087073384648927570532261278188085059436380562404962537518804680363104*x-5438087099284374320577728712631555163430259598960562791487110789097589243839767742843868836571872
"(8, -4)",90206707270222685265939180596999453422722610470115646246454911154445256109665452362302052541600*x+201708324008798608095160820569958050330054072852512123302638782961148049170844839605474904457700
"(8, -2)",-732248005658278345120067259677482639939345706502868843534183457130046395627642162937113179680*x-1640584213804482571979697230800660882319688527401517997255884492164483997612795127290780160080
"(8, 0)",-143831361018499633154685817983268242209785258226632334268284092777203360456391210858116827040*x
"(8, 2)",-732248005658278345120067259677482639939345706502868843534183457130046395627642162937113179680*x+1640584213804482571979697230800660882319688527401517997255884492164483997612795127290780160080
"(8, 4)",90206707270222685265939180596999453422722610470115646246454911154445256109665452362302052541600*x-201708324008798608095160820569958050330054072852512123302638782961148049170844839605474904457700
"(8, 6)",-2431986484311443527586429188087073384648927570532261278188085059436380562404962537518804680363104*x+5438087099284374320577728712631555163430259598960562791487110789097589243839767742843868836571872
"(8, 8)",35631943580657426691140726638830703942922024654233776415561090045349092513293486427912578471159040*x-79675448016787258728494671145013800467337106221840499094836455205023352067291128083572850239439360
"(8, 10)",-417330843726402815659932296757912443828220970024763489549075738501601083564103855470674418040902880*x+933180135679578341189439258983094461451097078549383208276984078292415428267310276683038574903378400
"(8, 12)",2310680592543983830495119618875248321508986036944734742172064981365983076966686250125182990184716640*x-5166838879217841559222060212059581319345957194568040056223233272857826087941410245864488011006033940
"(8, 14)",-14676563534742132439165308023489540407166557304672260626711061526418746426288096546375603013453041824*x+32817793739778004533269165036706398993805462645906324374959590499836208285969871642735567513392221008
"(8, 16)",67246136016707215791832069079520896709147158535156476314750209270454168328167177964197642536955213008*x-150366931357554268121424486313933194683790277121655614221267573940786501611426739964888497379812859744
"(9, -19)",9696585888228909758809961649928928653267064641990691992479273768757077501329147081702554742946972413808*x+21682225195745020074581153282825769596901786385688141395448128438135792687241184018819817461089698171512
"(9, -17)",11222766888745761200792560543282821621147880961163205551474726679598235280774146076479733775430831070260*x+25094869658869341571778482163685142425850830553013847184343038071343385186964504727726931035216904556720
"(9, -15)",5492872639599502882891842947026881069734080408579076018482714672628544533784877178866534338326726308200*x+12282436613893191650513323125770270366302621285546100663703103873833454881980208183934967794193791908000
"(9, -13)",256690905255396689602971274948757137821972364228108299235730150414370309376417386720383614863196644720*x+573978313357025013661603626445956591423020609167562893568155981182716703184144941934342992615628405560
"(9, -11)",14582793963094745234077586022848823855112959325974624626090563663709375067067608783405050264021372448*x+32608118603353409803050713752436841708584050394063662138357436518132025431385052688998684439068444768
