numerator,31622993*x-70711162
"(8, 0)",1077349337716415028825209249460181098962578708800*x+2409026354648281810722155266026757120620459139200
"(8, 2)",-52565294864358883893400414605756648102891536640*x-117539572573773395686735704731552215640620271480
"(8, 4)",-541740536425741127270841038896274908972133600*x-1211368687110975658811030461461107992766241600
"(8, 6)",-406892609357227383878350997514052611258576*x-909866498250235343933963939473987968076128
"(8, 8)",-2575877672805065248355225599867119379360
"(8, 10)",-8192881960258334783958402290761696138800*x+18319339985885862429227038102985001836400
"(8, 12)",129600659671536391262691001185387708925920*x-289795884953721921444284195684403139680960
"(8, 14)",-11840641834029272798133956662800141321888*x+26476480038117236483401783588109734575832
"(8, 16)",-250549179985669725632345636265102400488768*x+560244998154787290985469436350630925029136
"(9, -19)",-699557056099236796589147045781582340250120966891345618580384*x-1564257131577527343681787366346628788853611323884691758522828
"(9, -17)",2648177884932102995057843021193473422350290448232813852478940*x+5921505767219798347662335439555007175007938992509263821590270
"(9, -15)",1334772285110008745564725478685478840768675465470242839074000*x+2984641563988709913297733694007022099830103609005580215132000
"(9, -13)",-165025625909651380540474550281558283621111608648016795664960*x-369008517563431054733514622002500113288658712180490430636460
"(9, -11)",8138084153204861404356347284315180384164119943830481009360*x+18197309373179883115287041315564175757761168218699119054752
"(9, -9)",4953921334163544917704857531454337357652593144241306974868*x+11077304858376137710917458959040261481355022778776768336961
"(9, -7)",-347399452728554000925452898253123923898787932655631262680*x-776808791647271541996550673224002113322655465058850340890
"(9, -5)",-14581733993945980066799655649975538985632763467555010000*x-32605748440282718301204625495932262126234933106597406000
"(9, -3)",878645672707157750828627924496992871136806435621925680*x+1964711452309236399328844734388343089332640178473874480
"(9, -1)",19222221309088022545518453242977056011376936227208780*x+42982193525665814577866863932301465430274806188946202
"(9, 1)",-613585334932626299164455777109224045036283367916444*x-1372018518906333046497286607455277191207983781617978
"(9, 3)",-268666553555588261414772077155408346574503661840*x-600756677227351632292525768898103458511513031920
"(9, 5)",25981767748086840043683025172144795911471302000*x+58097002120864025356891717682741382103724934000
"(9, 7)",-53430469251172491922138819096099551901769040*x-119396481499316810540563846025503837423513590
"(9, 9)",-1107715325337672171987118204222654126037049
"(9, 11)",406892609357227383878350997514052611258576*x-909866498250235343933963939473987968076128
"(9, 13)",-8251168370884694526250787471389082351376720*x+18450173356843312576175803673564939910275340
"(9, 15)",66737700864770061058087311959691501410562000*x-149230035795672341331774108988554094998708000
"(9, 17)",132407082086464070879267055334722929549674020*x-296071236247728349412605721097808391878821630
"(9, 19)",-34977374094894556710580284177945478715557680*x+78211786150624408632216476669293643116897452
"(10, -22)",8329529288981873239198106161916782617137304503144897916266080*x+18625393710738958598215716981415183191723858827277628375494120
"(10, -20)",94762320026163563407421202192545244725982303005326017623325000*x+211894989284091377456448799917857010500881010814531417573653125
"(10, -18)",58051326873901594245736737428625009231543644241195175365166560*x+129806713074104326976596369850310664146723788464441795425330240
"(10, -16)",49746518660178290473555314506921619483598920131859237030921328*x+111236597368120417897105004755462928391979307294252814734843232
"(10, -14)",10834959112880594432143044711540514977774117856314103502181600*x+24227705109831826360071963709065739805826577843504674209118400
"(10, -12)",1068276610855890379411786558645492584420218058224568961258440*x+2388739120646860682245762432765478506837188298432649407031910
"(10, -10)",-847916313902870183182667702895624582900573747426503337500000*x-1895998517117867742108788283194133425250537165753150346875000
"(10, -8)",11823515424291203069054530082943208600217573397173279090160*x+26438184221732398289912636961889561324055071258624280608640
"(10, -6)",-3254119826655106338665916005860304672628104264480309829600*x-7276433139330649867663600765636986138721018978351737512400
"(10, -4)",161722893321116608821188913255418233001072986200526468752*x+361623382983963462623252206827136730587460058922435830123
"(10, -2)",-759488515031204899690978350274601757164799108333867840*x-1698267947740144970437935851719345204141013719003141760
"(10, 0)",1365070959729741253941189008525592175468059966559500000*x+3052391460066579087739056023396410626453176463123000000
"(10, 2)",18603186087039780891249525693261500748617955278394560*x+41597988688699439327175068543611868319002028488826240
"(10, 4)",80906751712556760997400436699505720758867503044692*x+180912996631812599559647709100134096202627257962173
"(10, 6)",2870022745310392990907976836664445569588062402400*x+6417566683117959829466824260434049238098679227600
"(10, 8)",18685411425375687652047586881852008712541563760*x+41779206352452642035531935697090087473099160640
"(10, 10)",189597256831012476269248102476942304371875000
"(10, 12)",53430469251172491922138819096099551901769040*x-119396481499316810540563846025503837423513590
"(10, 14)",541740536425741127270841038896274908972133600*x-1211368687110975658811030461461107992766241600
"(10, 16)",2487291891240476625655848185957827284542483568*x-5561753748697833962323803631793233345888439968
"(10, 18)",2902526618908728993820016186543535947656712160*x-6490246826382544486507328885290295389788077760
"(10, 20)",4738051155022660618440055878991925099719962500*x-10594604463502063266572734842442894130959378125
"(10, 22)",416470764514411279771739261584181778137417280*x-931256940095530814665128104193784753828371880
"(11, -23)",-12275823940616826998962156885238057670818192977699904933004651040*x-27449576811038566800181641182708193088486072596335913267487756620
"(11, -21)",-44214912687754861996276477994184761324389359608389514236177611744*x-98867550389037804724899249117864421556006704955435060249891276928
"(11, -19)",-10242748377044571388104992553641456390551822261335755900029687440*x-22903481647497308084390675206859060367111091251975089983587791648
"(11, -17)",1051320285750867998911160420879239682472364928474774681513940320*x+2350823625063444378763548712282143569947120078458900975515256120
"(11, -15)",-519642481417422839997717786732642029634245336435728765608366000*x-1161955912446028740416214926852283256529281790922409449428046000
"(11, -13)",-373701519666813977528569642340346817177123474209687174075867120*x-835622001269970613829555980781670959230983045029489029218114560
"(11, -11)",-45990781411854505155279529244023903746271091109922507406142528*x-102838513575240425840353398512091664736498301002916548685448656
"(11, -9)",2678299925772884632905071208743038271166899536879072134218640*x+5988860698160811009349172592901567181885327984989102616021052
"(11, -7)",158091786188784604670838616344195754967143194762379860156960*x+353503980602484776879143493257359653235827692483342464356260
"(11, -5)",41176401532695083788354203856987308341322990241224550188000*x+92073232895932736585719197321081094731987676560644369256000
"(11, -3)",326837602688023249757329585938950871830647726796963156400*x+730831097213487976420100776989268344427880921069432299200
"(11, -1)",-376110311800750074764055655157244445720586114455760883984*x-841008224225118504765160554410966056977727357774319716328
"(11, 1)",-2443414683203828401226413937791302424369252281833876080*x-5463641328864789834834239360587008314641976783970657048
"(11, 3)",72835074931118179608913043939192018056238890348465200*x+162864178692197980104288534288345256616988655872115200
"(11, 5)",-2715856126962741613674288626042333567046370733460000*x-6072838926205186980979369982149115665052503258104000
"(11, 7)",66250910366763098914652851175810616919672944071120*x+148141503801413561514347620722984559613324297462460
"(11, 9)",837849255750267993233295996438762827384711164896*x+1872889012881798805686146782223975426150375367972
"(11, 11)",10283710611801235048802801512106606505273620304
"(11, 13)",-18685411425375687652047586881852008712541563760*x+41779206352452642035531935697090087473099160640
"(11, 15)",-25981767748086840043683025172144795911471302000*x+58097002120864025356891717682741382103724934000
"(11, 17)",52565294864358883893400414605756648102891536640*x-117539572573773395686735704731552215640620271480
"(11, 19)",-512130409693044213206082813537346116512883911824*x+1145158409418464067333842343199834887231341525472
"(11, 21)",-2210715377922393874886846296356133156520667191520*x+4943309863938610502394346368469143935796240874752
"(11, 23)",-613782796628825056406817345333362670204532812720*x+1372460056681981581354797008867587905680489780780
"(12, -26)",168436051368863052992205412310239814100465519144967256585289515664*x+376634460722424290672328599278822468828577272769879635803663660972
"(12, -24)",229599495965932869403796243470956971096746517081188736302291795200*x+513400080579514634590064745517265848669388137491183156549790759200
"(12, -22)",-1274688532061162555882284196891988196660615348034632366905340544880*x-2850290207828179591054952344647478479384655357161264544216769628660
"(12, -20)",-21547281652380135201632091523230709876457311720209796796326497600*x-48181186505055975510785983724382439525482448801946422067449276800
"(12, -18)",5373404612893498930279961844135550230435218877396315504833605200*x+12015297985040806529644473514229512589996018894920893681146543280
"(12, -16)",-57401243758913666180206045324418108257307803515221733490683376800*x-128353083037966507445003085220765546575084916465442717334003080400
"(12, -14)",-16754536155837132221931736479821166631268206571827352585326809648*x-37464281775929837527778776988016577597461356985533572511490217668
"(12, -12)",-3316632903793657150582323141110085921494845770510216223464372480*x-7416216629295137522221907685200234582173408490455021991921520960
"(12, -10)",-27938721223007312228742029879235074212275535015201327249504800*x-62472879859060411509637913862631157092439387701956064938333600
"(12, -8)",22821179719179310559804017240352558606733323129204064201806400*x+51029709178824499547263524756476413845516149194375059372932640
"(12, -6)",-5821558127945102831822803156542513019053006610741548568280400*x-13017399709051668025605009550303340232079808682642618932893200
"(12, -4)",-266645785909310757384773064269966623527388837458136359645888*x-596238103207074427118822961914887632264821985831864993283968
"(12, -2)",31120205480845362889305383128607259520687267276576222554960*x+69586894928931760915147293742683734281191769195316729386620
"(12, 0)",-92677218874791272980194272259473186122258757387318160000*x-207232561369659836432583720877138811577613504184545440000
"(12, 2)",-89285289205380564865657048124445280589507663731537730400*x-199647976053966083374285093165792828039008613137876503580
"(12, 4)",3200769458096626365775453728778395036796605851967745344*x+7157138088668844178286078359998789879983924060134150272
"(12, 6)",-78139861577435556876115035125509024555594409909293200*x-174726040937847697033275677015684348392933083415489200
"(12, 8)",1857207526890568248009112986733476384957849735837120*x+4152837175550501069301407837473471745914317748163040
"(12, 10)",38629880447058281406839902361418185520676680348000*x+86385285844797238931713954267889475002187085562400
"(12, 12)",741611513028142183643454820991682760870641272640
"(12, 14)",-837849255750267993233295996438762827384711164896*x+1872889012881798805686146782223975426150375367972
"(12, 16)",-2870022745310392990907976836664445569588062402400*x+6417566683117959829466824260434049238098679227600
"(12, 18)",268666553555588261414772077155408346574503661840*x-600756677227351632292525768898103458511513031920
"(12, 20)",-1077349337716415028825209249460181098962578708800*x+2409026354648281810722155266026757120620459139200
"(12, 22)",-63733554327912551308971083637114326583975813967200*x+142512559924888387006982818526785859202062490953940
"(12, 24)",11479817682319892561370621680412246582275824118400*x-25669652706971365420840677163592972485962766816800
"(12, 26)",8421687306889029674525687933877723156676297308192*x-18831465303451003290172682991872848431705208645068
"(13, -29)",35779046300883226215320553151452608672467118220061480264501057872*x+80004379698887287645053391492182486684494481943893751009752428161
"(13, -27)",18228735148999683426719745946232373584050943486602767037374226676100*x+40760690937003049699667434985129242290816038554437174148530945515070
"(13, -25)",-44812823450245809053099634186633787688447485367674446707898856436400*x-100204519498446293829529036004413014128248384805661592566333738051600
"(13, -23)",22688302009358179023690026191543469871939527521177215470968417604160*x+50732585586969958011203161161017508691478990197140589771920888880520
"(13, -21)",12271874652642557512663998256917293714461816178386138476737158131012*x+27440745934665377788464395852825546499521953224424225432066351116282
"(13, -19)",-1618157180335411753988502805274260776304161869119905896240178760024*x-3618309453509366628105253077670879617640739978996663188643964715317
"(13, -17)",-1325036183811081234933428795732228220105724140014185393761268598400*x-2962870979648483999218364185316862548152657774552978832947860242140
"(13, -15)",-772636121648084519550534737097563059427481180596361620415509848800*x-1727666889876913830229638696347493877570486347428070518759685693600
"(13, -13)",-77985293693359287271588760375422036791321693616686055182628167560*x-174380417943637006082927613120450480999055777063373518549986413370
"(13, -11)",-37186548048442344181747698410388725599320137921092014057411108948*x-83151649284879224115254445073438466826649142150299906635538327018
"(13, -9)",-1486675488714989747974102969582045129394632594288392169878098976*x-3324307453249438546492016889057475133315750991637029158247493728
"(13, -7)",52478915716318855911252944115166905306866884875169552586170000*x+117346422927171031378171268529863461022035540832406077783607600
"(13, -5)",-39336577443470553807304232829888403768877090390949738302929200*x-87959261165785049209226235310549553762120756158205329489473600
"(13, -3)",5287727359562776839825528734423829072832926508891699736659680*x+11823717822467841664656888434396179438081776199982002417211760
"(13, -1)",-173399996020232905698654734122690145727270502109875042759808*x-387734178399433778863036236146577604578368041768843779621468
"(13, 1)",13328531449896434825265490553373201516027912365569188988464*x+29803502362212299339054799883178100569808921994534314240572
"(13, 3)",-873883566676243884528902329697589740107317044097347224800*x-1954063059509233634923449324053894801397934982073666921840
"(13, 5)",43445619529626639308197585341509958477403704229458296400*x+97147358601633409652946173978417735106521675950069718400
"(13, 7)",927813968321337992298103368562502454415403677234366800*x+2074655091905866500584858010325137137870355824820083600
"(13, 9)",-32374354355320917554588887784364015944955790643710368*x-72390924639968304437278640416381583659089252771579168
"(13, 11)",-188135554736081982699305044642196071794367553228396*x-412368838248125603875262329357574857324309509097878
"(13, 13)",17437803135741422870869897272950753516036000468330
"(13, 15)",-38629880447058281406839902361418185520676680348000*x+86385285844797238931713954267889475002187085562400
"(13, 17)",-66250910366763098914652851175810616919672944071120*x+148141503801413561514347620722984559613324297462460
"(13, 19)",-80906751712556760997400436699505720758867503044692*x+180912996631812599559647709100134096202627257962173
"(13, 21)",613585334932626299164455777109224045036283367916444*x-1372018518906333046497286607455277191207983781617978
"(13, 23)",1134399574759910233133218108675921250555990927293600*x-2536594562810013954767990835591721249446233860948680
"(13, 25)",-2240610506893893816053925603444928380425777953628400*x+5010157404515007743928215461057161690893287908008400
"(13, 27)",911424283443820439764606193837187090859598027931660*x-2038006654124418629818028996551210246965838769443230
"(13, 29)",1788927831280452990819479756573619994430918950556*x-4000164237584367536518892726318493987818875939209
"(14, -30)",-60626450053103726265682445265999095381284470397324477971691457580000*x-135564863553235666828472952107530397268648735031954515544364228184000
"(14, -28)",724315582650364898547028004096442033933275238603161951518855464134400*x+1619618879968583202163122759688450559214263861777656052200964688642400
"(14, -26)",-1922696998767447828885263926037237559625864749976966262586333471476000*x-4299281189378842709489326382143880223390195991219592371892429218497600
"(14, -24)",-384449687795071524908455252542321204149989998732418648690455994903284*x-859655635838351168020055043677288728921849029769115618317421330887578
"(14, -22)",-372068813908344030402265404551361470379356245786415146666207557347520*x-831971160206776459028192695797784044204302767927425882886429763320960
"(14, -20)",54317865979673122221020364168810813720530338978126545541039474068000*x+121458440723272311273605765017527324760500433534096471129480296456000
"(14, -18)",-37144636081803796465685403419736237152493632686319097440718234096960*x-83057931278404728064498867529709068986604044109115132444912378785760
"(14, -16)",3725576044183457351069805360197568140741072707868396149912648022340*x+8330641290138970615944178793416775926489014049040314223085797731702
"(14, -14)",-7614770107881063923465143360068120010236489064814757673409624240000*x-17027143594255466004393913507214751144938946281985035295744673980000
"(14, -12)",-1478976006543166996332632323204254213275524398843568421259593028480*x-3307090887721695157969337060565920814621952415280780780494269236240
"(14, -10)",-113295864877931186333948426717155465482807212162385034321908288000*x-253337255436685045682718094211910967408715195317129830744639888000
"(14, -8)",-40925527369128943436425511468775546250494285485088732952688335780*x-91512261212400445701237704247802832996758684567157683195916012730
"(14, -6)",-1738330623768214932234008941119527854500855078911030011323084000*x-3887025442115340215133464494389146476618615343734668166102420800
"(14, -4)",-209668641194806813273062408694444911102897026208704831951274144*x-468833334461600760393464629729876348636607764958004705591747728
"(14, -2)",-34633433957591117820248533248278809512621020842633301940492320*x-77442712623423308035221869828517353501244109325149206167976960
"(14, 0)",-27226903963027906366532736295505256310710175709382836910000*x-60881208078188813361364235652670575831900211647728432940000
"(14, 2)",-114226840488741257454318782743901357560474604493467852009760*x-255418980187843008596688327178912630825195245864785244357760
"(14, 4)",12856492644121006522972827631071582731360704272193450520480*x+28747991504527465246316271473349586124572544125727750711952
"(14, 6)",-508056887997729840109288973860245509976079683348120050400*x-1136049737611223717583442061054202645259731526221479668800
"(14, 8)",462184108432647291211900330547798136085467812580071940*x+1033484235676409853445545817901986902065690801295170170
"(14, 10)",-674417886984791923869960226716665617431468389634816000*x-1508018907160941415961723941692650788923604915588848000
"(14, 12)",-15034038262810206902407998352099203605683246809599040*x-33286426969318898158011005644802395813327658528515440
"(14, 14)",1702691055922323872375833376908037894054711257820000
"(14, 16)",188135554736081982699305044642196071794367553228396*x-412368838248125603875262329357574857324309509097878
"(14, 18)",-1857207526890568248009112986733476384957849735837120*x+4152837175550501069301407837473471745914317748163040
"(14, 20)",2715856126962741613674288626042333567046370733460000*x-6072838926205186980979369982149115665052503258104000
"(14, 22)",-18603186087039780891249525693261500748617955278394560*x+41597988688699439327175068543611868319002028488826240
"(14, 24)",-19222221309088022545518453242977056011376936227208780*x+42982193525665814577866863932301465430274806188946202
"(14, 26)",-96133534228093122316557503051164032953159073939520800*x+214961117451318994472597977737493103535543306471166400
"(14, 28)",36215283480078916832471516261190361667617886159484800*x-80979835685881608897816635581680234053479830446229600
"(14, 30)",-3031281015700361086135929277368971889363531445932000*x+6778150410010614670613265194741200867695393859176000
"(15, -33)",-774903226984653710451563446025905860137152888828406971883032393227840*x-1732736291521635080936120302151170576758729009059403322056798302651760
"(15, -31)",2434680488441496376573753499577418847274526128749799987829329003545568*x+5444111075647576907789617314573709757739171301463418569085551577474432
"(15, -29)",-2411816059525782476458553851268262418016402627832568010141526224845872*x-5392984658325328817661888988003504740331970525129229972574458228550368
"(15, -27)",-17573153961922817675512088663416387986199669473721843020595649127776880*x-39294766837929171233403231035937251545640342550209090079873443645009520
"(15, -25)",-27301792849409050514024826281885368563515090447721892374998148631500000*x-61048664718896315988018601311098984620511150195004444822281277417000000
"(15, -23)",-1456721435443781149563995119417684108436901359992886766139974347809200*x-3257328153933366176309480058605316883810137216373045537848016872964800
"(15, -21)",1562818614604598036392990429100616324701759460789858051421716912469200*x+3494568658757926827071283924689720559101170330390621402692143233330800
"(15, -19)",647494462119236846877726629115557676985747908202176430752038276720928*x+1447841632353276129630931533926984401849406363426198468378213986000032
"(15, -17)",299205904450218223492306440595827780354460284480179165504719657232640*x+669044741619994788361982328370018658541579084497489221895317803736560
"(15, -15)",2989060149183148152313741995306722855472628419519535220241585000000*x+6683741682409181755944481903413052082856661590848346224660951250000
"(15, -13)",-21336879238321727016726219502396650891936836583727671693149636093760*x-47710712404591317402277259458584443924537654135901895313611833539640
"(15, -11)",-11834762607148406316800562660141129654342039737443425835286850502032*x-26463333687156475062083597916440614484956979560434127366247023876068
"(15, -9)",-2051875045965053501821895093374781371385167612859253827206840435200*x-4588132084113365202808084137168293551532256824425345301035080568800
"(15, -7)",-278471227346817802589235866604396635992788334236055468378077056880*x-622680594125283011397655046036298812247464800868079520205438831520
"(15, -5)",-34794664990056598190409441577928749523443368045943738131851850000*x-77803236172098597683146971907167389975318100119398743709535662500
"(15, -3)",-838311363060149213999988469015219748196488300735508502672915680*x-1874521194112999763823716213903974814028292627862695953353183520
"(15, -1)",-152825535414161484688805923032330181343597494594855719447719232*x-341728285883866555207346648085087518112033968426667297089687568
"(15, 1)",-4294567189564839797551108337988711967236711864022226447004672*x-9602944169807173095959709888862046262315857601981059199328368
"(15, 3)",-373744295719310981537812089063060294713601776183536945430880*x-835717651430975564859430103614238818044633863683415847047520
"(15, 5)",-102949452413847926918661769217221052316009777501658012200000*x-230201973835963559163068723151364037315212885636001832037500
"(15, 7)",4427337892517626492606194771433792323858234463755547858320*x+9899828549297277575582903089915513949562518966058448032480
"(15, 9)",21397315568018479706445588681331331383441897938023548800*x+47846310953032897802269412034526001763690965784149311200
"(15, 11)",9070053524851225613683448962816473141263096868441688128*x+20283902538279675623793570034235603964256018311433800132
"(15, 13)",-459314895571041565007802305982932430174986664133832160*x-1022288323631920803363223170106421228137069707279077640
"(15, 15)",-668365020811405191867903965154478461276604061250000
"(15, 17)",15034038262810206902407998352099203605683246809599040*x-33286426969318898158011005644802395813327658528515440
"(15, 19)",32374354355320917554588887784364015944955790643710368*x-72390924639968304437278640416381583659089252771579168
"(15, 21)",78139861577435556876115035125509024555594409909293200*x-174726040937847697033275677015684348392933083415489200
"(15, 23)",-72835074931118179608913043939192018056238890348465200*x+162864178692197980104288534288345256616988655872115200
"(15, 25)",-1365070959729741253941189008525592175468059966559500000*x+3052391460066579087739056023396410626453176463123000000
"(15, 27)",-878645672707157750828627924496992871136806435621925680*x+1964711452309236399328844734388343089332640178473874480
"(15, 29)",-120589152559617511676529054024039058144984356267562032*x+269645542472397517176320964303343956192241793091078432
"(15, 31)",121732358359170766881398899510003158322792094012898528*x-272201828352470594525530928222232622386017182192378368
"(15, 33)",-38744631079438830270203314924810594418117311857325440*x+86635628856776278902218057456369459115746550491616240
