numerator,1
denominator,12000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-138225829786862054372018341357*x-309082351649738789694972806738
"(1, 1)",138225829786862054372018341357*x-309082351649738789694972806738
"(2, -4)",2764554431680041007572544322535939677904425789*x+6181731636734869827195784207695820509201076502
"(2, -2)",55241053855972041603261928796786329606550*x+123522751570680349620258714144547394112700
"(2, 0)",-469306399404453421411827555928124580
"(2, 2)",-55241053855972041603261928796786329606550*x+123522751570680349620258714144547394112700
"(2, 4)",-2764554431680041007572544322535939677904425789*x+6181731636734869827195784207695820509201076502
"(3, -5)",2098830747476101441746061679511386587056928266292560*x+4693128224623257988787219271248501112285053985319620
"(3, -3)",229093835243273145138330731224797369884275706100*x+512269388830095771647105533154787253662578387400
"(3, -1)",-123702933114243866723430201226961850571922352*x-276623668010994340372733184905751709667286276
"(3, 1)",123702933114243866723430201226961850571922352*x-276623668010994340372733184905751709667286276
"(3, 3)",-229093835243273145138330731224797369884275706100*x+512269388830095771647105533154787253662578387400
"(3, 5)",-2098830747476101441746061679511386587056928266292560*x+4693128224623257988787219271248501112285053985319620
"(4, -8)",-1104836198007896518681288056789659559499706357722443599350*x-2470488842748074346537242780057100211691547551409448333300
"(4, -6)",69321522136749755036418167817745229486006277191577983904*x+155007635801528924602877105898389474824683944157389260644
"(4, -4)",-196723850095601662608801711743393450179200268470714372*x-439887901609243775635036204984278265038364939532326248
"(4, -2)",502148551267094176290857917979175506320852318150400*x+1122838302679998292687974882613430988368821356410300
"(4, 0)",1155230626926294498926085278303670518528450119800
"(4, 2)",-502148551267094176290857917979175506320852318150400*x+1122838302679998292687974882613430988368821356410300
"(4, 4)",196723850095601662608801711743393450179200268470714372*x-439887901609243775635036204984278265038364939532326248
"(4, 6)",-69321522136749755036418167817745229486006277191577983904*x+155007635801528924602877105898389474824683944157389260644
"(4, 8)",1104836198007896518681288056789659559499706357722443599350*x-2470488842748074346537242780057100211691547551409448333300
"(5, -11)",-55291845362813485986650690289759372251314629675526190976920285*x-123636324832657477246271387125868989273403547363486416471132218
"(5, -9)",2474161844461775404638621609505662034224379450733128635164160*x+5532394071552791379989350930473789247359688296577475631277284
"(5, -7)",-32395422553998530793821878509533242679381071497392723294000*x-72438366990570566416423427445855337201611087339842448172700
"(5, -5)",2431297508876786115973443215005877843338917080708673424975*x+5436546503374391572801123880781349796097693428277269054150
"(5, -3)",42564569740435175677279443920857229085280440743461937250*x+95177271305413157663167253336950884285686441525116060200
"(5, -1)",42074994102548400079290926100419169553430334288284320*x+94267693847717807944159880103373738763256941290954024
"(5, 1)",-42074994102548400079290926100419169553430334288284320*x+94267693847717807944159880103373738763256941290954024
"(5, 3)",-42564569740435175677279443920857229085280440743461937250*x+95177271305413157663167253336950884285686441525116060200
"(5, 5)",-2431297508876786115973443215005877843338917080708673424975*x+5436546503374391572801123880781349796097693428277269054150
"(5, 7)",32395422553998530793821878509533242679381071497392723294000*x-72438366990570566416423427445855337201611087339842448172700
"(5, 9)",-2474161844461775404638621609505662034224379450733128635164160*x+5532394071552791379989350930473789247359688296577475631277284
"(5, 11)",55291845362813485986650690289759372251314629675526190976920285*x-123636324832657477246271387125868989273403547363486416471132218
"(6, -12)",-4581939413704031240121533253215617263955878849533223555280859700*x-10245527997827745320383723062940629482276215936041470626185264600
"(6, -10)",-5166419131074801454265099754585630407347835924402195570508693600*x-11552464377338652172557641472092385755016961538076047573152582200
"(6, -8)",300667935469748169675386691856337308750038807840959422407248850*x+672313942364877070653883606299682525929606386651436575024647200
"(6, -6)",-660239881582722876481000446408204916607366836056456106397400*x-1476341256675379642905844253516512367675634205080319528431600
"(6, -4)",-73329693347485012442388645791379013358088916706631528947076*x-163970179116000194337643474342887858687307403858915074977696
"(6, -2)",2899038006779509124918082439219015911393746147439183280800*x+6482434368889083603129611648730926624479114730540426345400
"(6, 0)",15999132300846427259737131885686494723070510680067187600
"(6, 2)",-2899038006779509124918082439219015911393746147439183280800*x+6482434368889083603129611648730926624479114730540426345400
"(6, 4)",73329693347485012442388645791379013358088916706631528947076*x-163970179116000194337643474342887858687307403858915074977696
"(6, 6)",660239881582722876481000446408204916607366836056456106397400*x-1476341256675379642905844253516512367675634205080319528431600
"(6, 8)",-300667935469748169675386691856337308750038807840959422407248850*x+672313942364877070653883606299682525929606386651436575024647200
"(6, 10)",5166419131074801454265099754585630407347835924402195570508693600*x-11552464377338652172557641472092385755016961538076047573152582200
"(6, 12)",4581939413704031240121533253215617263955878849533223555280859700*x-10245527997827745320383723062940629482276215936041470626185264600
"(7, -15)",-41977189453145779605846023965548778184281046108374912435954267723680*x-93863849121621186462230072226598452127615077136340564800005201663780
"(7, -13)",-10043108508631195955161806325316280378877878634874716307364098385200*x-22457073330705887531082417334005450456617098471213860736401389100700
"(7, -11)",-828013358053403118474218725441292019871688033996076303822113193088*x-1851494154885282313936388351883342208158883785738091113223050626536
"(7, -9)",97536828323445929476107581662365989121344625342191017349091193308*x+218098978440951943009029679402446722422902081094056969693927575184
"(7, -7)",-3119347483413041414807895134478676128311223364698507218710590500*x-6975073018354457606058676094736935661167420229937793209529977000
"(7, -5)",127769282733016031458037978274750685801745140151792417151174480*x+285700801626461663779831142806531097257552194760121102346361440
"(7, -3)",-4077179498769356242320698798656089468595110094665371118033600*x-9116849015295438149904426865008553990628972223550688256020100
"(7, -1)",2102490860599993682108150490804844144694165603436545694712*x+5206148277207487222386750620363520406149010418428110431924
"(7, 1)",-2102490860599993682108150490804844144694165603436545694712*x+5206148277207487222386750620363520406149010418428110431924
"(7, 3)",4077179498769356242320698798656089468595110094665371118033600*x-9116849015295438149904426865008553990628972223550688256020100
"(7, 5)",-127769282733016031458037978274750685801745140151792417151174480*x+285700801626461663779831142806531097257552194760121102346361440
"(7, 7)",3119347483413041414807895134478676128311223364698507218710590500*x-6975073018354457606058676094736935661167420229937793209529977000
"(7, 9)",-97536828323445929476107581662365989121344625342191017349091193308*x+218098978440951943009029679402446722422902081094056969693927575184
"(7, 11)",828013358053403118474218725441292019871688033996076303822113193088*x-1851494154885282313936388351883342208158883785738091113223050626536
"(7, 13)",10043108508631195955161806325316280378877878634874716307364098385200*x-22457073330705887531082417334005450456617098471213860736401389100700
"(7, 15)",41977189453145779605846023965548778184281046108374912435954267723680*x-93863849121621186462230072226598452127615077136340564800005201663780
"(8, -16)",3934530850258258225996212163001713721804829298508951815297371636261444*x+8797878440747511378110061763982741597571271853932555371416138646276792
"(8, -14)",-842339412410385270806763841022251985467625331415679778997687274458048*x-1883528186276851445485545769343671650254253307763531607688513155848936
"(8, -12)",52251476332065310354663701672147560876786030756072926914988630478400*x+116837853003219408249564060046855000154214166135108696850683692827400
"(8, -10)",4258854657515017178352445949673963947779476371012390016801913346640*x+9523088520495163985420458054351569357669736522221826587924922652640
"(8, -8)",612423941315540264631190508414706008612096192259949502796877432600*x+1369421563829889876959432090864221478256132460658497296700835788400
"(8, -6)",-47470777260768147516850662053004018282114294401875651861744459152*x-106147884899825731357483449821240873361627453887508451793803552656
"(8, -4)",-1419721682479229301260045718264589964006646952448113956451513600*x-3174593826558656018632148740039513404185391489173817754767680200
"(8, -2)",9368836092645009427399497328793132812407216672993621466959200*x+21000170396321288758117675165931379157786235335794201426914200
"(8, 0)",-4061066141169798311532965940351426927821117070071361073513680
"(8, 2)",-9368836092645009427399497328793132812407216672993621466959200*x+21000170396321288758117675165931379157786235335794201426914200
"(8, 4)",1419721682479229301260045718264589964006646952448113956451513600*x-3174593826558656018632148740039513404185391489173817754767680200
"(8, 6)",47470777260768147516850662053004018282114294401875651861744459152*x-106147884899825731357483449821240873361627453887508451793803552656
"(8, 8)",-612423941315540264631190508414706008612096192259949502796877432600*x+1369421563829889876959432090864221478256132460658497296700835788400
"(8, 10)",-4258854657515017178352445949673963947779476371012390016801913346640*x+9523088520495163985420458054351569357669736522221826587924922652640
"(8, 12)",-52251476332065310354663701672147560876786030756072926914988630478400*x+116837853003219408249564060046855000154214166135108696850683692827400
"(8, 14)",842339412410385270806763841022251985467625331415679778997687274458048*x-1883528186276851445485545769343671650254253307763531607688513155848936
"(8, 16)",-3934530850258258225996212163001713721804829298508951815297371636261444*x+8797878440747511378110061763982741597571271853932555371416138646276792
"(9, -19)",-1386449417807529831400290304122413226093373550969814973356983007226420464*x-3100195145582644139079099133292850658254347660195868058975141981890263556
"(9, -17)",-851303045518765565898152816038633994386137521165644892365200124477381650*x-1903571479232557525147171550208889188336668489117949861638891377243522800
"(9, -15)",-71551274068639724662091182807668578854787154357502050346452345683323200*x-159993512694196377811454268165734060384073462256819151165604270382736400
"(9, -13)",-6710180159272233736914338938758078292158220500249118599681228630217200*x-15004418977403080389026725495639204682785147387515696371575361291147100
"(9, -11)",-13895483414880037288580611869568376975057645015893114045078759421136*x-31071245495892676104327972410173086484702444521566468477230304767536
"(9, -9)",147817477685506950823125739157076055585179531562136853129586452342213*x+330529928367351788990374108102473045887991521086393438085268988440642
"(9, -7)",-6638290276431240762578731191469124740776736531606294425571529136450*x-14843668312473569002671687303204188401832713873940957940724018260900
"(9, -5)",760225559510296126632162843322294891508674451734691777642298997200*x+1699916038633307257193127262911525241131841312711261309533602791200
"(9, -3)",-4507952818618364688073597752185919419277175005821115779666990400*x-10079843534763921312658643037455190846871692556379290571111785200
"(9, -1)",1134674469286258103749576913910394826160046282455296594247786714*x+2514042391246405031924800035986770010501595682743152309181658824
"(9, 1)",-1134674469286258103749576913910394826160046282455296594247786714*x+2514042391246405031924800035986770010501595682743152309181658824
"(9, 3)",4507952818618364688073597752185919419277175005821115779666990400*x-10079843534763921312658643037455190846871692556379290571111785200
"(9, 5)",-760225559510296126632162843322294891508674451734691777642298997200*x+1699916038633307257193127262911525241131841312711261309533602791200
"(9, 7)",6638290276431240762578731191469124740776736531606294425571529136450*x-14843668312473569002671687303204188401832713873940957940724018260900
"(9, 9)",-147817477685506950823125739157076055585179531562136853129586452342213*x+330529928367351788990374108102473045887991521086393438085268988440642
"(9, 11)",13895483414880037288580611869568376975057645015893114045078759421136*x-31071245495892676104327972410173086484702444521566468477230304767536
"(9, 13)",6710180159272233736914338938758078292158220500249118599681228630217200*x-15004418977403080389026725495639204682785147387515696371575361291147100
"(9, 15)",71551274068639724662091182807668578854787154357502050346452345683323200*x-159993512694196377811454268165734060384073462256819151165604270382736400
"(9, 17)",851303045518765565898152816038633994386137521165644892365200124477381650*x-1903571479232557525147171550208889188336668489117949861638891377243522800
"(9, 19)",1386449417807529831400290304122413226093373550969814973356983007226420464*x-3100195145582644139079099133292850658254347660195868058975141981890263556
"(10, -22)",22097026382066018885786410944623272310024944879899062574087856257896557750*x+49410453090905858037422490758693621221105697579247156920825457502223854700
"(10, -20)",-48626615685810241600385631975842018605115361894174121168317960773797200575*x-108732418189229256032272205413379664470443646233944124240173401325478012850
"(10, -18)",-57981501424918552697153667792672617356032597523858958259814760149866144000*x-129650578623618802513800409533143571500954512126601324018207352589082628600
"(10, -16)",-2257725190990607725825764650391831407085859027787803859066988994708074200*x-5048427001568694631268327689810628636665207826579997000582456161151084916
"(10, -14)",-1630541944517164320661718293861748308202499430303772664150701732677244000*x-3646002628105069927711284661308158843627429374746569814972717179548158200
