numerator,1
denominator,160
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-313945243479524775287640444860301120416082058269584918889363076359688883189017466463779704788808218940677453089673101035486909161129799850913589702584495090642433*x-702002905632939932927219763615316864362683374960556670658675874522324021915879078616938435828436408800574688650478946580504969361120668757872687429079975163724122
"(1, 1)",-313945243479524775287640444860301120416082058269584918889363076359688883189017466463779704788808218940677453089673101035486909161129799850913589702584495090642433*x+702002905632939932927219763615316864362683374960556670658675874522324021915879078616938435828436408800574688650478946580504969361120668757872687429079975163724122
"(2, -4)",-6278990804428382999523337876453326468082224199080750684721081457145652450106929433706327345160309442796589866965993407081204669076390467113219097104997194564354088402436245137041*x-14040250268797951923026596786169711705635522013971258248550191657049667394874139303829911067685526821560093138488767372224209164918936845119741608922088690511961985772665244235438
"(2, -2)",636050441069101831041384292138641860210988372523749202721888090524338893512110846112683831366242876576931382127378938519718347509574331768254358124271406611906678625096544800*x+1422252023349235563163295561102354575904961082894436295800282715647351673576110237302049703344622736278548979361093263912617134789291042903711877447254014346535898140354363200
"(2, 0)",1092782078655256110514971023994512307164346583148666471380374901617943896434296693906861195968625393336230381969607229749886094143026424783912801967647258402999524629810*x
"(2, 2)",636050441069101831041384292138641860210988372523749202721888090524338893512110846112683831366242876576931382127378938519718347509574331768254358124271406611906678625096544800*x-1422252023349235563163295561102354575904961082894436295800282715647351673576110237302049703344622736278548979361093263912617134789291042903711877447254014346535898140354363200
"(2, 4)",-6278990804428382999523337876453326468082224199080750684721081457145652450106929433706327345160309442796589866965993407081204669076390467113219097104997194564354088402436245137041*x+14040250268797951923026596786169711705635522013971258248550191657049667394874139303829911067685526821560093138488767372224209164918936845119741608922088690511961985772665244235438
"(3, -5)",10927970347746314412599069726349128228133301874395121306929474622630421625969408143566841232853928779351243067478210536476615747481139698453273346803546799064001838682738581035015777090*x+24435684553662774760254927639446584224723016237492255639300608509369544858333919098814180426292658609690832967551356768374577767090732378727581084779055324057062409988107140825594854600
"(3, -3)",-15103255689234554910570776277092052850393902744493674047031414717922772445919161900143406246651281056014666399073559941496250689934162341470050845782211676324214737950965324511387550*x-33771906402688900075943655105486474288400374397772430759948433255771250555332510620524383075908428157302635778999386520429989183141087330411390329319649995269363429895401017794466700
"(3, -1)",1343190653829079438697525942957527802546786883926030827749780067642157041294167018633407243064500061084512378628022998391860127726410503487302737417053290571598243022268324260472*x+3003472950042834092692411967704084926570790073611217517815230388628070796577666849690500213688970756002933604177128825688731349842608464416938969575840456262923036023225438222996
"(3, 1)",1343190653829079438697525942957527802546786883926030827749780067642157041294167018633407243064500061084512378628022998391860127726410503487302737417053290571598243022268324260472*x-3003472950042834092692411967704084926570790073611217517815230388628070796577666849690500213688970756002933604177128825688731349842608464416938969575840456262923036023225438222996
"(3, 3)",-15103255689234554910570776277092052850393902744493674047031414717922772445919161900143406246651281056014666399073559941496250689934162341470050845782211676324214737950965324511387550*x+33771906402688900075943655105486474288400374397772430759948433255771250555332510620524383075908428157302635778999386520429989183141087330411390329319649995269363429895401017794466700
