numerator,(-165580141*x+370248451)/2
"(15, -15)",328035732062492244916111376956359375946192130663062782300662109375*x+733510195940639950606631737429431748020910614754000236644701171875
"(15, -13)",67847679502958835851438230701246753547234412318151890780014270800*x+151712023484235100737451268672420310148943732199034029832464880800
"(15, -11)",4414369868346853678202035990521148553490642830862924915818206518*x+9870831103450362014871113551339676376331657351302983313997803318
"(15, -9)",1625672374763433574153295681990695947406729129680509404060005000*x+3635113939114551068374636240548936159382640878534900186430467500
"(15, -7)",650533037550052492401186903716678957586003088266065320270061475*x+1454636093571340622268608521371546938598826809754611204344466975
"(15, -5)",-103275382176945584977614057814669833847004817611474405110312500*x-230930774949920542144725131191613916798682420645590846013125000
"(15, -3)",4278163069750025005093132191654914004438078553135331215562400*x+9566263442790230130748881375387191172877047667515541981562400
"(15, -1)",-6957044228054159645233311677830717597258427591753154810552*x-15556423816401652033022907383206626878796119845518001047642
"(15, 1)",-49229366420459373962509855729987617168932929536002375758983*x-110080209805392654071695304539483690777268387851708202408283
"(15, 3)",2806674338751084452779107785708509933224830036812430265600*x+6275914612151836602558252038441150124554039920373424177600
"(15, 5)",212868794742275418345102767751387975684227007864880781250*x+475989095328808472886878615572995217451808924775248281250
"(15, 7)",10410103701005750620599954454520735568993840993975453900*x+23277699549493568353401375325726120952406937462871466150
"(15, 9)",286845366184111117443569137189195925748987073935888750*x+641405790853363681923181528677183019329953303335563750
"(15, 11)",5532820480395152553390501951823691111948293252075092*x+12371906712980569462916128102215676519341112350434232
"(15, 13)",-291798192483504216324290055086830588892776543489800*x-650267175805878726498615694698072547232514339025800
"(15, 15)",10701623066965930007534989083098893130155582031250
"(15, 17)",18583564473923009275606912772982227967835101595800*x-41215099317587841705834931969012299802906846528200
"(15, 19)",43916592009372077385290075597898634984151577831168*x-98199787853506195350477267212498298534671962955712
"(15, 21)",240783719271617894153272768156623286926490950532500*x-538408765097010407927970638007939697361097088867500
"(15, 23)",-3654438020704751585444668564141653487819330928137500*x+8171571833853578532729808354179712287331256266281750
"(15, 25)",-1227988252789474332785032701469961457652597910156250*x+2745865208808460394320821039694331164435887011718750
"(15, 27)",21580376146794836912144781684522893160887492089895400*x-48255188044248235650985422189797723908015418009475600
"(15, 29)",-25336283375502817386173413560042693531196570017362892*x+56653651924822129606880559598557535803391696121401428
"(15, 31)",-390370492239536836730348083824755148467273298844729128*x+872894957057658483728106535588194456240531940666157862
"(15, 33)",198707348349046429049404889346891117722817038466913425*x-444323138537198423789218655368142344804849688356587075
