numerator,1
denominator,8400
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(3424096163530651031396991638642066919070478275424700830399887713402800069203139045330400437377338067563979630286090569162297130221763109092639*x+7656511783150771899610162309664762395776598241362452092572938058201790422953891770578934010864756553256569587707850303606450486513072105854129)/2
"(1, 1)",(-3424096163530651031396991638642066919070478275424700830399887713402800069203139045330400437377338067563979630286090569162297130221763109092639*x+7656511783150771899610162309664762395776598241362452092572938058201790422953891770578934010864756553256569587707850303606450486513072105854129)/2
"(2, -4)",-234694254517697206594586679654327714638896263197362729230088218943332343708477384064480568153171545824799885432445765508194413616471286687035068965895775350939*x-524792307030208073662885718580915371896620658546781150565390127082114917574780199515137984835190661240632837213385582512669867561771928071377449386603435019558
"(2, -2)",20873657420768040658987477262763449141756268917420968649675366619679721775096539091787001043434309100396045895983517722925902577767154246193099514399427300*x+46674916931880268686902088608173651840002588149834710899671634799450515646924494249555470291977445922556857102282601380586833883630983852894941924800270300
"(2, 0)",-27135118242746577310756966540241045768762776062740687885101427658018622898848009895280213075599388699114749687771242276769462756504271268829957963220
"(2, 2)",-20873657420768040658987477262763449141756268917420968649675366619679721775096539091787001043434309100396045895983517722925902577767154246193099514399427300*x+46674916931880268686902088608173651840002588149834710899671634799450515646924494249555470291977445922556857102282601380586833883630983852894941924800270300
"(2, 4)",234694254517697206594586679654327714638896263197362729230088218943332343708477384064480568153171545824799885432445765508194413616471286687035068965895775350939*x-524792307030208073662885718580915371896620658546781150565390127082114917574780199515137984835190661240632837213385582512669867561771928071377449386603435019558
"(3, -5)",831769940098003269476756597386440070358632934910066186075297928952573960100094857112357610842424098009290094028342080409054972774573174223107868598983859051151841510*x+1859894127700063398362134595428388859972973420124279046730916140349382282758668001828432424088529695133577380462723761557836084488544806076155500259606722902866978830
"(3, -3)",504247532116521033035920175062381772249997522351650321235918773724752567008855262100174227571999074299064056008030437984690702335243706060385407178395822282075850*x+1127531759299049419159929765831614309026324403266068052999491838416837308365997611246076391423378170892259220184807749527664034624333753142274528385655462540099350
"(3, -1)",-102993671025723139014551755309112063356826138856803527056860640927857264777520440114076403544315393658294355714085960630735195582098023455288888457425817593478*x-230300339085260101578465665782619965850301364760818144365968597786739674442090502198344601126586754334900753017887762586695649064565940863256735960489075802926
"(3, 1)",102993671025723139014551755309112063356826138856803527056860640927857264777520440114076403544315393658294355714085960630735195582098023455288888457425817593478*x-230300339085260101578465665782619965850301364760818144365968597786739674442090502198344601126586754334900753017887762586695649064565940863256735960489075802926
"(3, 3)",-504247532116521033035920175062381772249997522351650321235918773724752567008855262100174227571999074299064056008030437984690702335243706060385407178395822282075850*x+1127531759299049419159929765831614309026324403266068052999491838416837308365997611246076391423378170892259220184807749527664034624333753142274528385655462540099350
"(3, 5)",-831769940098003269476756597386440070358632934910066186075297928952573960100094857112357610842424098009290094028342080409054972774573174223107868598983859051151841510*x+1859894127700063398362134595428388859972973420124279046730916140349382282758668001828432424088529695133577380462723761557836084488544806076155500259606722902866978830
"(4, -8)",-2861442689374457145143411924205023863990954039878049541802221348729863842519886331746755582459821036398707276299571222825810124682344968924533894453984407355861922812474600*x-6398380367161101357028733846046695060194149618152663126785283841227578252017723179812696169658893193320833710283038027906444411768946426254565423452423647010883792408901200
"(4, -6)",-15650770864405008069899276092869960491691619812589720643722948366995146211758115082317505747554481871904812533268820824766702751833495202233163055871584637902668109789184*x-34996187553082741722418868420581872815524449176792433219268717877934384743791622980417394101022998246312291463830196627057404334478046539421758628587152451743563216482156
"(4, -4)",254679085745051323310858660763156613826577691913302299590639617041059397418619034700855337216098583892472899059567661141858972578097801227290872717846537340370771646912*x+569479748173432424914685938258098319530332886128267052980539811888947753059571897315312329510234883478457971818518280326057796130830613502801308462594197851214162016832
"(4, -2)",115896729725733386228793940878744802164358717962061743689027633104380211705109782575554174466159907415584790762563509031613060683184372910739657530565232499065826400*x+259152995163355583949738452049292117276016479829237306339816948307470718513799069804291521886076693019066920884723692910063346733353899862743207906591911822764830700
"(4, 0)",-980558788245301744887139324914809555474121687625338820424117086812057415123039741700337505223754052452378039637878585012392926348339182903930444485642461986660000
"(4, 2)",-115896729725733386228793940878744802164358717962061743689027633104380211705109782575554174466159907415584790762563509031613060683184372910739657530565232499065826400*x+259152995163355583949738452049292117276016479829237306339816948307470718513799069804291521886076693019066920884723692910063346733353899862743207906591911822764830700
"(4, 4)",-254679085745051323310858660763156613826577691913302299590639617041059397418619034700855337216098583892472899059567661141858972578097801227290872717846537340370771646912*x+569479748173432424914685938258098319530332886128267052980539811888947753059571897315312329510234883478457971818518280326057796130830613502801308462594197851214162016832
"(4, 6)",15650770864405008069899276092869960491691619812589720643722948366995146211758115082317505747554481871904812533268820824766702751833495202233163055871584637902668109789184*x-34996187553082741722418868420581872815524449176792433219268717877934384743791622980417394101022998246312291463830196627057404334478046539421758628587152451743563216482156
"(4, 8)",2861442689374457145143411924205023863990954039878049541802221348729863842519886331746755582459821036398707276299571222825810124682344968924533894453984407355861922812474600*x-6398380367161101357028733846046695060194149618152663126785283841227578252017723179812696169658893193320833710283038027906444411768946426254565423452423647010883792408901200
"(5, -11)",(64345614694211342881820671508481717091333626637066614056853003416609257134726110471909135133378779621670433266145239768289613244336632842476635721200532790250225164459838086195*x+143881168510265906321487650266608741232500306544073609628265470423163588833139512486848067298606978160836517422980089280529229564012789154160354234922491154716664792868857193619)/2
"(5, -9)",14118760041848006382910181076813798570456892301961565630935713343050980366089674423860299439142483717735547335302905897866684841784450599469528714788854127968335772477143104450*x+31570507211579917769106243205714947133483840332941562566827434960789008013894565605156668909515650349772732453439307757491525979961751367248164621394887804590786435064037535334
"(5, -7)",-892817539399210599815702908246886489337789249502758655202720629884083484003091355254173624825352273165368760646395333154349032000808823174971549481495701471972669135005502250*x-1996400709600731648291972295083044951900645931301296537912115535276128294084949907853778736164740515018213190198363010474527973868911254577254711295111278955607615791378530050
"(5, -5)",(-4280071232106876201783075107599802478785353027398915691576381806617665672250312400681472168962355243237283052444433558136887502806051525551726889834680992960638363909149725*x-9570530223532255478384614955760215204045739518259071260760365653298799065441983472030057124772724442361311164822013821528277620413421019865623869328256482900435857271899475)/2
"(5, -3)",35982830125111374073342737356832004716349876807968454643755374410230693060175250567065599624550919920373795680691667730443609987548083692623417112128043964205650763363375*x+80460054110462116346941428862362095336329237702604463340610517257717472228397070685108528592234296139772300840917131932897646458067091526054553509603533989260753128703175
"(5, -1)",282603534792716162046400308927503475091294964173476543416405821339244962325080985792502871089510681425234793056618173744897464356537495846547896362024259615701586002340*x+632407320009142282387922944551653287688420794576450745397594026618215706585160882956294423618622549870691093697152833174396640301581474018235333956092362912811391598764
"(5, 1)",-282603534792716162046400308927503475091294964173476543416405821339244962325080985792502871089510681425234793056618173744897464356537495846547896362024259615701586002340*x+632407320009142282387922944551653287688420794576450745397594026618215706585160882956294423618622549870691093697152833174396640301581474018235333956092362912811391598764
"(5, 3)",-35982830125111374073342737356832004716349876807968454643755374410230693060175250567065599624550919920373795680691667730443609987548083692623417112128043964205650763363375*x+80460054110462116346941428862362095336329237702604463340610517257717472228397070685108528592234296139772300840917131932897646458067091526054553509603533989260753128703175
