numerator,1
denominator,8400
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-22098687083306663919785124807961790598984859135668723108122278487640116349707599645102197623338874181644491053046236447235117510353110590948379099*x-49414166531770257849206872658657329180922163047527200619609202583293945400970597503762473585145090641260931436661404195618757753148764738220219189)/2
"(1, 1)",(22098687083306663919785124807961790598984859135668723108122278487640116349707599645102197623338874181644491053046236447235117510353110590948379099*x-49414166531770257849206872658657329180922163047527200619609202583293945400970597503762473585145090641260931436661404195618757753148764738220219189)/2
"(2, -4)",1514687276039785553488851549060730645929863088077611051673001323099990853758850847920914287054859370679164222339373754258682572908086734364558312069852889145699399*x+3386943713878948947950404230762711458627106592404323995127628051924812116499895857813835351335062008094520091228043722115789966585676205823931961467850757141231678
"(2, -2)",-131565173717222865203266038915405297296116127919185135740248917303539447146469066071813916202388339274598459484044463364627167782700920847773695352449047795550*x-294188671903279016191265660592320255126980986676392247365291831621659128333370255026572040630029932858207574970924331897262106233271781911103805031728768746050
"(2, 0)",-747050343423302094748657634973658415934017827100269543438645075224354484275464139289937224010710254319005735041714192548620128097118853078905149016425480
"(2, 2)",131565173717222865203266038915405297296116127919185135740248917303539447146469066071813916202388339274598459484044463364627167782700920847773695352449047795550*x-294188671903279016191265660592320255126980986676392247365291831621659128333370255026572040630029932858207574970924331897262106233271781911103805031728768746050
"(2, 4)",-1514687276039785553488851549060730645929863088077611051673001323099990853758850847920914287054859370679164222339373754258682572908086734364558312069852889145699399*x+3386943713878948947950404230762711458627106592404323995127628051924812116499895857813835351335062008094520091228043722115789966585676205823931961467850757141231678
"(3, -5)",22899256006208513101003359408401669733311221688575894404816937317921381257755514010920900192420385555309793130207660764990550107592591751340975290941840073682037877869340*x+51204293064052581537277478009188179992250119480075337630702684860624306939326058454416236546645317307391779334405912402611462898740479505395779558247217611282859642994220
"(3, -3)",10116297045124724958997202014247103410979467621956537117373544957717183786442362838772340079714311180091028532824111781486125137349750646567107892609168767113887303900*x+22620727873479142150686733375284841490453642504351179753081380749480384806609143072510257471996235568857773549516001695795683071050817755540624674238072332729179852900
"(3, -1)",-141175364451391924854195254655282063850806882979929084111164611144728972719014461680762375226930769929342978048627811269167412420469630866760308672552667444353102*x-315702297042356365421553239340822745949512447911406121440075296703618158112313846586780864721006712882429085729200248198031602596148091955907273128101075718431934
"(3, 1)",141175364451391924854195254655282063850806882979929084111164611144728972719014461680762375226930769929342978048627811269167412420469630866760308672552667444353102*x-315702297042356365421553239340822745949512447911406121440075296703618158112313846586780864721006712882429085729200248198031602596148091955907273128101075718431934
"(3, 3)",-10116297045124724958997202014247103410979467621956537117373544957717183786442362838772340079714311180091028532824111781486125137349750646567107892609168767113887303900*x+22620727873479142150686733375284841490453642504351179753081380749480384806609143072510257471996235568857773549516001695795683071050817755540624674238072332729179852900
"(3, 5)",-22899256006208513101003359408401669733311221688575894404816937317921381257755514010920900192420385555309793130207660764990550107592591751340975290941840073682037877869340*x+51204293064052581537277478009188179992250119480075337630702684860624306939326058454416236546645317307391779334405912402611462898740479505395779558247217611282859642994220
"(4, -8)",18035469152371279395895675130400900020517380302287655193021973998631726509247117806761405211005546344485831797399428054802797624734471262397364002453665396577202277257263261100*x+40328535030802693123942882880656032103418310135205035329698512808658450409268479341934379997364631737245024346185659422416879527429927861732843291369530194316266771680622354200
"(4, -6)",753613103128145636890882402886990875510893711559305225866260144433335959366672005608022909765079410205921720651711923172277420834917811411956075531594130383942631156885974444*x+1685130127329093050066363179489343917305660597213134621135942385826892218310803949564822247439103315772184675363221804238794746656964024917449665483819757320655841539257354496
"(4, -4)",8965354808139541017731132165336634643790206144238022141250639055170942521672903026936237348587655623070563537443286961912405396145663405148224164522348841818264831287029408*x+20047142793404598282507291853871321865925096620583323896926457581269634314778281740902450095648405880771148838648817783024862236389647996033023201225374083748706176616910688
"(4, -2)",2414965027531662853224172381738256011356970230987829264385121458358874777851911408999107288258711709434630511806503677420422718802551742093672388315087774598932124305100*x+5400025952609719685863752516902041484646798897103218955165778691464408977629353940559791376799350586119452466034109550397338106229385967257672525057574688102855467378800
"(4, 0)",11532945908344155375697527898919673767089656165011381103989473569244022155162148507048805345873315806838328479106433716861897071726091362759054712124180295043880910000
"(4, 2)",-2414965027531662853224172381738256011356970230987829264385121458358874777851911408999107288258711709434630511806503677420422718802551742093672388315087774598932124305100*x+5400025952609719685863752516902041484646798897103218955165778691464408977629353940559791376799350586119452466034109550397338106229385967257672525057574688102855467378800
"(4, 4)",-8965354808139541017731132165336634643790206144238022141250639055170942521672903026936237348587655623070563537443286961912405396145663405148224164522348841818264831287029408*x+20047142793404598282507291853871321865925096620583323896926457581269634314778281740902450095648405880771148838648817783024862236389647996033023201225374083748706176616910688
"(4, 6)",-753613103128145636890882402886990875510893711559305225866260144433335959366672005608022909765079410205921720651711923172277420834917811411956075531594130383942631156885974444*x+1685130127329093050066363179489343917305660597213134621135942385826892218310803949564822247439103315772184675363221804238794746656964024917449665483819757320655841539257354496
"(4, 8)",-18035469152371279395895675130400900020517380302287655193021973998631726509247117806761405211005546344485831797399428054802797624734471262397364002453665396577202277257263261100*x+40328535030802693123942882880656032103418310135205035329698512808658450409268479341934379997364631737245024346185659422416879527429927861732843291369530194316266771680622354200
"(5, -11)",(-415278525017881543246811087849035451232683971697448211402581091867661707003444004157867208992028569228434386924297269004963122357165314628421842045210764953533169961219436670738495*x-928591011535830199177471329597976222478855914153694891560894761263608028819665775430542605510151862440713140443611515189349947601228757650105041394525836997363485454714579421557279)/2
"(5, -9)",19353625339707629149149484723269749431463542793947526192148285803267219719555896952852147972511540408831711502655544069776817824478542634224283697705025263078467390455839032972550*x+43276021870648718615954286160587116012179329398929453666165344736889476489577485115586999127381898134671344113635015022682244382168300030941801253467023575433202370212168757380906
"(5, -7)",375060539451781965175545426556267303767666684548174082615072221216556010874999135659883258242782886758176233782567645000352006996430888112019688389469961539870899578056806092250*x+838660861891926181062833245004221642254490635256539783124940194364235816648867560811629424567130936982962594884201674578039241865647623767564340117881869755378900232619203607050
"(5, -5)",(449407836215701708864353075500420205146846526579386316624515064605785436583092629277067780954268110165100015781444256255226981824464610317763270589030492020598364994539455826225*x+1004906471399400847140718978619040014011838255414627967135396093764994339105248006639586058332472791089878556771825012646564002345626555991823130047234331455209986397830504190975)/2
"(5, -3)",170779882959165641542298001923837412618736897067802048195875579086640503347142224707771377689344285551226146407317523606786590034429646614171205438720856617026503427514639125*x+381875427808363265008700069841206933682202437470702826858419298456255734616042486198072267574263742714809048225701995297730499079653697404977854251114623377739208483735947325
"(5, -1)",5342752805769939966268075368259084381460083627371141216568218761516086518872042630593808896258265652413101722701215412274849404292539397541934606732888120701180315173775060*x+11964019610136550954831175604984806291095315299582657268378586002824275291014455173614084587228091671044652107850881367434088819006494103148443028858491526130090439077627276
"(5, 1)",-5342752805769939966268075368259084381460083627371141216568218761516086518872042630593808896258265652413101722701215412274849404292539397541934606732888120701180315173775060*x+11964019610136550954831175604984806291095315299582657268378586002824275291014455173614084587228091671044652107850881367434088819006494103148443028858491526130090439077627276
