numerator,1
denominator,9504000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",1284819195158082492639752997394691917364871713093171329146066974486764924507586763535410638674756803002627379381712712358170387721062809815473756340872315151951900655005720724540634875619029597913082667936073388553596952738802680548143841733852*x+2872943059170041110004981195189292388283184484231153229389012027998356056991738091138457951869440213281415413073357029119104360877568359829361741946059630629992017713583816221484858055714559775041795949551348111768951609969601265293485351006263
"(1, 1)",-1284819195158082492639752997394691917364871713093171329146066974486764924507586763535410638674756803002627379381712712358170387721062809815473756340872315151951900655005720724540634875619029597913082667936073388553596952738802680548143841733852*x+2872943059170041110004981195189292388283184484231153229389012027998356056991738091138457951869440213281415413073357029119104360877568359829361741946059630629992017713583816221484858055714559775041795949551348111768951609969601265293485351006263
"(2, -4)",47808725173601390146024255813773582969079890369862574538678551244290288964129000547787136979395989451812828565616214796180632089408882026871823215800285233906996173374835903461067391048145722524646716785512395784173676499676430566508798847788414699749678402069973396*x+106903559405778142508432049773341844969618404061820884434030401971774392246430370307836836192791201763976992823673663360907844047053317204243109542748460687822079212937098435424373702589937827829811041045030661882173716160275981159815891500029652668538940661813375223
"(2, -2)",-62094522090641311222536466312669850064664131071844524360112851453456695753269579755545846766867389007778844873700288103912297978611428895221111286279878362099671730911068256050465943062832233728130792432031089036237529290975688095545493084550330548755279808360*x-138847572425036329762366324652368568389928209700871521061383059788383504219402178518897954964216672125475388138354698890305629779588951358911468871380910664283954456476830830520546967477602958803725978485257255601320703064732790739253112811539213739643899056090
"(2, 0)",-537436999280519433349793953653439467739438535737964404023829833845167136054091670425136148082133410273602188047838570429016246301991969061608044357417529844111045475881988110955532404377531861763158685613963367341035835236888488924319065840739165215910
"(2, 2)",62094522090641311222536466312669850064664131071844524360112851453456695753269579755545846766867389007778844873700288103912297978611428895221111286279878362099671730911068256050465943062832233728130792432031089036237529290975688095545493084550330548755279808360*x-138847572425036329762366324652368568389928209700871521061383059788383504219402178518897954964216672125475388138354698890305629779588951358911468871380910664283954456476830830520546967477602958803725978485257255601320703064732790739253112811539213739643899056090
"(2, 4)",-47808725173601390146024255813773582969079890369862574538678551244290288964129000547787136979395989451812828565616214796180632089408882026871823215800285233906996173374835903461067391048145722524646716785512395784173676499676430566508798847788414699749678402069973396*x+106903559405778142508432049773341844969618404061820884434030401971774392246430370307836836192791201763976992823673663360907844047053317204243109542748460687822079212937098435424373702589937827829811041045030661882173716160275981159815891500029652668538940661813375223
"(3, -5)",-4471752009618683898603800548140871497011721668590639702168609544356417737103130555794730169953401872414192579916309890581016952207575486527602289817734726558658456643516021129888806672465213777390902364216578386383296053655717025948866411432540352080537943488209545061573680*x-9999141472028670625857907693228272087282149692999303931431345502192022442266322688989304689940293959970207183765503105477184541012887546799945516291628317018325978537390775998917422051985574831049964930758390676546509000644233836007418473139031541061718324728762274544529510
"(3, -3)",387255639030894870909311782109506366801755474114186381041499836479625563656462022478325611073040454325968165644096367736640527104755352256725685553973999130492518915524562826574827383111422150227901763307693090597703328972523458605457579993108769526603601687890707212280*x+865929933543201712757898982057030435396116669158973322255103921224968592001505465942033915794151667511289013066720606947954655590200098575809685245776926717902852040830999857322336498640384159642394851121236199782626512758952652041939489387566782303939299701793064195070
"(3, -1)",-259788496837530663762018590519129357676102473191654310274651980969942974331623794841562486909560588343217747691022858862477385135820625651378791431247514393508542915207673770032744569715288924134865230214853865552698912943971153763907378158041547893478124812771368*x-580904115006766344583310201704153170559489570743669374801205345682032537973815330346646252302864889115243983431637365965694496601584246445421548167966325652650061477680644191786739574229265840345558487060421094477823546564381340900699276794695136894491974790910084
"(3, 1)",259788496837530663762018590519129357676102473191654310274651980969942974331623794841562486909560588343217747691022858862477385135820625651378791431247514393508542915207673770032744569715288924134865230214853865552698912943971153763907378158041547893478124812771368*x-580904115006766344583310201704153170559489570743669374801205345682032537973815330346646252302864889115243983431637365965694496601584246445421548167966325652650061477680644191786739574229265840345558487060421094477823546564381340900699276794695136894491974790910084
"(3, 3)",-387255639030894870909311782109506366801755474114186381041499836479625563656462022478325611073040454325968165644096367736640527104755352256725685553973999130492518915524562826574827383111422150227901763307693090597703328972523458605457579993108769526603601687890707212280*x+865929933543201712757898982057030435396116669158973322255103921224968592001505465942033915794151667511289013066720606947954655590200098575809685245776926717902852040830999857322336498640384159642394851121236199782626512758952652041939489387566782303939299701793064195070
"(3, 5)",4471752009618683898603800548140871497011721668590639702168609544356417737103130555794730169953401872414192579916309890581016952207575486527602289817734726558658456643516021129888806672465213777390902364216578386383296053655717025948866411432540352080537943488209545061573680*x-9999141472028670625857907693228272087282149692999303931431345502192022442266322688989304689940293959970207183765503105477184541012887546799945516291628317018325978537390775998917422051985574831049964930758390676546509000644233836007418473139031541061718324728762274544529510
"(4, -8)",-2310566305831328116350846951916660932362287504614088187611630151019972841221890614470450795039554288547651450797817647065516804158049871877649363952798820542803644809056300013509610745406335024789729049401131340615194775039906670005809818208258547108696042982289843260162612831156280*x-5166583326359418396876564364760023255606305563901338314300332597624988969637342249847174954120741783096334957389248193301623383450317227353611515114976460870307830952689492171531927746519499581223069897362077567554969402509559490252782026587616383124868929786293137725694877278668890
