numerator,1
denominator,1900800
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-14493081059000012152123462064020004898253984412*x-32407514451338667398487029206641072011775252903
"(1, 1)",-14493081059000012152123462064020004898253984412*x+32407514451338667398487029206641072011775252903
"(2, -4)",539294347313363714673580233592049199799777080031097539220693981080276*x+1205898820474062344654287282585748418308151817965325558287181871490663
"(2, -2)",-98402964914869586204900333996436317905180250123609308543996360*x-220035718737175200804595662412264434944246058602820417498303090
"(2, 0)",-4561636526636513571720144256945707495538259338444361400*x
"(2, 2)",-98402964914869586204900333996436317905180250123609308543996360*x+220035718737175200804595662412264434944246058602820417498303090
"(2, 4)",539294347313363714673580233592049199799777080031097539220693981080276*x-1205898820474062344654287282585748418308151817965325558287181871490663
"(3, -5)",84870317888188801486704300846525026255142242230469751629414802093907812905400*x+189775800070006555945917420813432765846947014662570296710428132975315263736000
"(3, -3)",4862889892430217351970494021254192462534136842818473170797881321546796320*x+10873752366570605990900481505134221452147580132568879198840404541710347080
"(3, -1)",15612560357844031279787206462162416427410552217063095160595490195768*x+34910745805268664816710961272959152107927318746770275699682117763044
"(3, 1)",15612560357844031279787206462162416427410552217063095160595490195768*x-34910745805268664816710961272959152107927318746770275699682117763044
"(3, 3)",4862889892430217351970494021254192462534136842818473170797881321546796320*x-10873752366570605990900481505134221452147580132568879198840404541710347080
"(3, 5)",84870317888188801486704300846525026255142242230469751629414802093907812905400*x-189775800070006555945917420813432765846947014662570296710428132975315263736000
"(4, -8)",3661620501633073644612467229912863582632175218756603845248222581787610495087608680280*x+8187632349458432379677416622311388581468046893220492989158123105249636634899968155890
"(4, -6)",-3808207933761866208435530693240859277216018364950323768725498468330847651971334936*x-8515411812345549259518947112412058093250520813066041728458537051644395992794003036
"(4, -4)",-29478483261994130590931906158950090008483140465483562042118364335480021389827248*x-65915892447408618776457418844476503952264004789691387529415994087185301903924012
"(4, -2)",-3270995663556149925894191935923062805992111617523838446948972118788846821480*x-7314168657943334689888720662812555313741221234348856068851027587111620731260
"(4, 0)",-83456575776692980407071377135049983478497180592484097214132457933522000*x
"(4, 2)",-3270995663556149925894191935923062805992111617523838446948972118788846821480*x+7314168657943334689888720662812555313741221234348856068851027587111620731260
"(4, 4)",-29478483261994130590931906158950090008483140465483562042118364335480021389827248*x+65915892447408618776457418844476503952264004789691387529415994087185301903924012
"(4, 6)",-3808207933761866208435530693240859277216018364950323768725498468330847651971334936*x+8515411812345549259518947112412058093250520813066041728458537051644395992794003036
"(4, 8)",3661620501633073644612467229912863582632175218756603845248222581787610495087608680280*x-8187632349458432379677416622311388581468046893220492989158123105249636634899968155890
"(5, -11)",-20067395735949476620772689817362011808752814915071258597007350536894078196346083588004994060*x-44872060996972449984212919823573079571253730035148619790722794778066107909164679075347345383
"(5, -9)",-580950693548544221445622071837833772830840748754832220497582592159715890503966968183715160*x-1299045242350193399300277965991074983594761934170986344467231097058362414325544277412045604
"(5, -7)",-1038000493541032068691590053684824193708341431220178176925251595253078878358864775598200*x-2321039664236079095870773659481027027592421190317600516211855743101378252587188803625660
"(5, -5)",2182176686734240450359668583378870693621001503169480367716897575822940879174404662500*x+4879495410453025204241657824486812895594757096274656285791542230571411494196941165625
"(5, -3)",802652968888721869088706834725391212557192872713697525659047157677637986347223200*x+1794786600767158418565047526096195895540791885993957776726442039444709245164634090
"(5, -1)",1186263250424237257522699574670514925828550701167111384290582087096616841036720*x+2650866273622191746327442790171895595583200714153357500050455933798436268043144
"(5, 1)",1186263250424237257522699574670514925828550701167111384290582087096616841036720*x-2650866273622191746327442790171895595583200714153357500050455933798436268043144
"(5, 3)",802652968888721869088706834725391212557192872713697525659047157677637986347223200*x-1794786600767158418565047526096195895540791885993957776726442039444709245164634090
"(5, 5)",2182176686734240450359668583378870693621001503169480367716897575822940879174404662500*x-4879495410453025204241657824486812895594757096274656285791542230571411494196941165625
"(5, 7)",-1038000493541032068691590053684824193708341431220178176925251595253078878358864775598200*x+2321039664236079095870773659481027027592421190317600516211855743101378252587188803625660
"(5, 9)",-580950693548544221445622071837833772830840748754832220497582592159715890503966968183715160*x+1299045242350193399300277965991074983594761934170986344467231097058362414325544277412045604
"(5, 11)",-20067395735949476620772689817362011808752814915071258597007350536894078196346083588004994060*x+44872060996972449984212919823573079571253730035148619790722794778066107909164679075347345383
"(6, -12)",-180950414885477482218210399187871036097997018077762688692749962498579739746294555681938453483360*x-404617428240717473263454010642207371228186807766920056638801447390615411898473620582420791780680
"(6, -10)",1552729173985774350505636639606607612563184235736770323644054494637304782803121422331482642000*x+3472007983679289521185645011451878158280254122604274525582897287570729417040860202097955280000
"(6, -8)",-83600471383877505260169121380220070538800609602900341966568288028668440403933707520821068880*x-186936336965376017815525175161559603445601799107883099219317628303174410132877178731888247510
"(6, -6)",-633725110362035169608906764231289769158548185072702473095885823934908561987679640722350400*x-1417052425818066999825027829389650191483551234041972340906508318801071843396579888807147600
"(6, -4)",-1215699626175720916313242811812631926656079221581220897844074497385432647421967902963984*x-2718387004350000022984841047252939207358603019858235521617186681547836532436284681016824
"(6, -2)",-540974283121357065330522742375855898087145547667681850292880448685747055875561830960*x-1209655723791654246901024994487638321378501281449657714177837554675401109462408140680
"(6, 0)",482610225975460727457226564476739384510460557077182663896666923475908890222664000*x
"(6, 2)",-540974283121357065330522742375855898087145547667681850292880448685747055875561830960*x+1209655723791654246901024994487638321378501281449657714177837554675401109462408140680
"(6, 4)",-1215699626175720916313242811812631926656079221581220897844074497385432647421967902963984*x+2718387004350000022984841047252939207358603019858235521617186681547836532436284681016824
"(6, 6)",-633725110362035169608906764231289769158548185072702473095885823934908561987679640722350400*x+1417052425818066999825027829389650191483551234041972340906508318801071843396579888807147600
"(6, 8)",-83600471383877505260169121380220070538800609602900341966568288028668440403933707520821068880*x+186936336965376017815525175161559603445601799107883099219317628303174410132877178731888247510
