numerator,-133957148*x+299537289
"(10, 18)",105362185392595453789652832040002775959406320720*x-235597008795778801785197263291671437581469817240
"(10, 20)",245003494167720706269398060738892758088355227000*x-547844467683996760338096022044014935653578968625
"(10, 22)",11867035634404620238203454479372257120982063840*x-26535498369941072912488787369442789914413328530
"(11, -23)",8711620519364637041837816404251228633650754248367160788743994350280*x+19479775675481351450086730277945015178482115953244614632025086117780
"(11, -21)",8085085844369157679591457332378294584226327786449292669782348090672*x+18078801551930721853397453049099866167320655869105485471348217048408
"(11, -19)",1076540114031502906083010194900991180874996353558087668753456970440*x+2407216875479815674238759640431635794712877568152746695825219824592
"(11, -17)",97738663689550083864396738089500730990094028158277556011483001040*x+218550296039824389119680518855295678562577623486403848593968570680
"(11, -15)",23274153231858457965053481041331050049850123237898038687745685600*x+52042588745181936030187800934773247246489025768240973399648984000
"(11, -13)",-2132908913000341865670204145776831247257125276106415535026135560*x-4769329319283949333974440607365584673647369264832867012360520160
"(11, -11)",652765880516517826272497622508474259113077509262298335813945984*x+1459628882227439392127198587024691633801933373446882026295910576
"(11, -9)",-43470879988351617067589469613908350968060165260182683743582840*x-97203842695689481853021335269200276485117221985420365283375428
"(11, -7)",1156670527031340250379869218335608916047139678872183913269320*x+2586393926012584820816020094973752048655269075273723669770340
"(11, -5)",-95667151674948237194426822872443849602815013199625069527600*x-213918254358967123015010895745196976764500539504033870192000
"(11, -3)",-15318285745879657014445224761698635148701799158762375960600*x-34252728226552982128189462584474663664408560156844077738000
"(11, -1)",270029783228581793974054371938756865204173545904778552912*x+603804951248641524240287141030957723879212733554727052968
"(11, 1)",-18332762373603897903487597890731105171655609782224921200*x-40993302882728715290254682884587409288956660598423723048
"(11, 3)",232955860612819510629761480097390436276036302725687400*x+520905140087421123552123417932012751612293288607426000
"(11, 5)",364274317416495550255527114659489225565037053416400*x+814542137392728879635799285606257731437772096800000
"(11, 7)",-91228938428506089868201244022330781956214071762840*x-203994122254564539404316039341537437075427169493540
"(11, 9)",-364722174596648388057180421412692466574970099608*x-815001884263969568402599351501924886737442640252
"(11, 11)",-8134121645809272247700043524204755297446761136
"(11, 13)",-5944660382200086068729266159225161383890150920*x+13285532880519027457838558838418069648005443360
"(11, 15)",64850317777282487040547827876083044122432213600*x-145009718747696386461688243981898359154995512000
"(11, 17)",272335725070179280821383941865354545186082712720*x-608961193958724905117540826595395582880625489080
"(11, 19)",2999635164372268032888037555087726617018838033992*x-6707388135235146603338471254595474968969976499472
"(11, 21)",22528011255350655658853973754497093933642359727600*x-50374164564844438930731358811583155249881518588888
"(11, 23)",24273766400300130255628236908565429422168599469160*x-54277791741021462793452327029370261664462347287380
"(12, -26)",-406578848973217530820965675083228421380274621298635712534183593276792*x-909137944517734970818487527403585848935807541409863208830679315947572
"(12, -24)",190587745590060379575548344360727170913612522278790230705416082809600*x+426167154817810775773113609848406598343699008339691289265529018293200
"(12, -22)",80966337024521442741806855082575634557205677649680906278346261656440*x+181046233475988002865641797346692524514284207457566107152222124378460
"(12, -20)",25984635457708724374405562141382818858207517526764357244805035181280*x+58103411253988069433838928747537097854866935937669296918048397206400
"(12, -18)",13658803417902512038797030922655249567627163151751464616621195784000*x+30542012933736484891357102603317341721046601700077175151268875397280
"(12, -16)",512045647307998336470371155007966976123082196913693171789484376400*x+1144968874963566474766371452037745466159575182779609799586860198900
"(12, -14)",130851798015907764049207128134502712626344622281899733509300409016*x+292593515341641868181068966274143136552671402129033188874981132092
"(12, -12)",-5237615892838782081874837680118395649429138714781621307472277760*x-11711665176420770693951474642574269926247766057021032823435740640
"(12, -10)",-186583321664488999145139749025505270276996637293758270255656640*x-417212990709506610746937521113309105786248502078852867313692800
"(12, -8)",49683674573558135152592848209624556932423335665580028471228000*x+111096073718453865594161677815959930454804595074200349097968240
"(12, -6)",-5481494796319348764231209474971719028111727691441370786036800*x-12256994982881427857312843977374935822326755463091211494536800
"(12, -4)",1639580040158809405368378051275168470728962818194457096125216*x+3666212424346932916300199701336317806316682985564019277938672
"(12, -2)",-7207764364855248084481631695892745936819205955922891677880*x-16117051085616930845625258106844430378068240509491485629620
"(12, 0)",760967927269091235957373173430443794792498057013656016000*x+1701576014070803894480142001359497299928829420518170560000
"(12, 2)",-14009626575501916873356569825350831236886635526485139800*x-31326477362209786219586486929375444097888322209460039180
"(12, 4)",-3653621319503001649345600964394004468250625323200655712*x-8169745634471620655521081555013027422862543835479266032
"(12, 6)",70032627198010676873487697174000762926398403279710400*x+156597715125957455260883278332123976144793281239112800
"(12, 8)",-613254669789382339392589716993834800276932990294560*x-1371279748276971747000141835491199155411506313897840
"(12, 10)",-4865178564341150626972691233865718182368515599040*x-10876544976052891319962931590043727124863811056000
"(12, 12)",65265979852782061725866823664093596113460419040
"(12, 14)",364722174596648388057180421412692466574970099608*x-815001884263969568402599351501924886737442640252
"(12, 16)",1426746831765601473028343507706399929781552130800*x-3190302621961484890283360860682335036227925446900
"(12, 18)",38058430430594580478057520352158615293802044783680*x-85101237559657155486193052139734436767661604728480
"(12, 20)",72402714247633393752264776677896501166576172870880*x-161897390813200809476085096447339648845076130780800
"(12, 22)",225601878187015439123591801301542705873306405011800*x-504461135477793534837284549396696994557470445340060
"(12, 24)",531047283904231027930625591442084367483877602492800*x-1187457826076490497166876346588418825170353438709200
"(12, 26)",-1132877629522661679865914056676973434105394158881304*x+2533191389801494144681071477955956893237504210404212
"(13, -29)",3709643078223090206991350624279213457482687945033439921802099635626976*x+8295014095168399461687171389662618689523266782522922738357538256816641
"(13, -27)",-10111598557643006167602522751347165556222885997160107240017499455876200*x-22610221736078587462725332396302190400380782910644990245097367023696470
"(13, -25)",-6910985365629673792625730043278723565867966766783071150544435197184160*x-15453433069054189286422830446020812627915965394995715689287372631985600
"(13, -23)",-3178147813242145834320281313631755375325854472555355966599542783348720*x-7106554552951744377611299848480633281199554418230676306401297210609080
"(13, -21)",692965376473423205257008878897803625079217335269110753565449251884664*x+1549517687848307775973616530138176400337289032703036874170367623023478
"(13, -19)",145112492466170777372934980282047159970821782759985798831323448275888*x+324481397538783959651662089940237714935642856366098618266022033575743
"(13, -17)",32741186799941778782126158651223576592513539104493190189559771342200*x+73211519348688624809949309290788846189515767664976019152587256819940
"(13, -15)",1745879054475826497463643016974670837034667264147484594639180584640*x+3903904246301006514190132374413793401099320512349362173086988284800
"(13, -13)",-28788450737909898690007119676675527365581968196714537762224925680*x-64372932816870515426429610158210407922653323886978202568456776770
"(13, -11)",139076132316486222232363741596915287004510462220524887743992738504*x+310983685907418488643712731691358518757443606355777810481344062058
"(13, -9)",-8206002894106987742723681778065073537994691420951088147875116608*x-18349180294783232998614471488931310712583620333899884850937251008
"(13, -7)",260128053650610639406667765352080916966519271156184662271349600*x+581664010817477718234291986281458697751625193434956843705180000
"(13, -5)",-77916309216807575377015744045569697145154092208767796410026560*x-174226163964675138000350139993324932763788614534911009769372800
"(13, -3)",-5893771376753578558230059849539996852913702238092550346685760*x-13178873442263525441322247968301362393017516178866492751576240
"(13, -1)",61346467010662996064300225347142596816840891892560538744664*x+137174870415290775103549893132763129154924818533699885647588
"(13, 1)",4633936085104410376575691551062260054504639358983451135352*x+10361796089682711489242372700432165375394080910597740362972
"(13, 3)",1398986891447924574914350192704453361593165478387566638400*x+3128229788908751981173865544173598301593368462774528318640
"(13, 5)",-2036449774916673184413084531533889241181340308709725760*x-4553640128506911519430610035012200910250967204771158400
"(13, 7)",1270848133720261223345238025556884206418162186041813600*x+2841702812835788729519121990331103850512914731022532000
"(13, 9)",19962803310156103757202517338012624436492479472319424*x+44638287478044465398703460485906070131416676806309568
"(13, 11)",95658417880895351580210334963555073693580975161112*x+212165696036775473695695084814867679178660644884502
"(13, 13)",358733149642035145227908933984681556477659827970
"(13, 15)",4865178564341150626972691233865718182368515599040*x-10876544976052891319962931590043727124863811056000
"(13, 17)",91228938428506089868201244022330781956214071762840*x-203994122254564539404316039341537437075427169493540
"(13, 19)",404336568150815269845675186901788003340735943970216*x-904124052203471649483135916461635785925884217347103
"(13, 21)",1930855417154775543364616039113964735134152109521192*x-4317523967481792682967337189752808197718254391958518
"(13, 23)",-8855484169998141694863230402201285570804567332398000*x+19801464577789148538275182979582567048642242133773880
"(13, 25)",-19256537172193351780262493548975370187051477365824160*x+43058926128275907635323385380255376323565637342494400
"(13, 27)",-28174618117977798656292551685120506026237035737834520*x+63000361351895547407917932352328675096127347190621270
"(13, 29)",10336424699528231547659886419144682396172912561614312*x-23112948272452964133696920313799714294832469008966561
"(14, -30)",258351442048643785277172642439821105307140750490189504366177718978247600*x+577691386505865033326713716881181795899809499647438553581749779980680000
"(14, -28)",126567004070597396260676328074514720065219353646410074227324399398608000*x+283012424810348369577940402180776103962688626630159781722325429002611000
"(14, -26)",-110031933663024677617249314392827985243368801864622951096851493789934000*x-246038883366270617301437294780327117011241389891532669281733337510319400
"(14, -24)",-28659282811874080325860648406794819323173991831364492148454497752096632*x-64084104553741760628833916554573162949799377917738072421443005641363318
"(14, -22)",-11389176923336855161195229784670462330207051775623820129384194586319840*x-25466973808353119086700719818819351456247307050648822249911845675605040
"(14, -20)",-130734537371425569787865141806098151189900825212383289072645048872400*x-292331312569494246184682481684236262017046056934810542778268467408000
"(14, -18)",220091232767125188862465375651468001486972064687178341901485099061920*x+492138957719021063572438157867951158566057219131250165500260145174640
"(14, -16)",-34191806941966592844056545557097908281323802201379179027092986808680*x-76455204595786508473598756464151043858413422017542270086985327347222
"(14, -14)",16569112493800966371099280668366508378541735127404809163733903120000*x+37049661862980023617115231204097206411982280247310034009399086430000
"(14, -12)",-1852080379697522717367577220791891005345457202971639425338158325760*x-4141377628797282185230073136099647238539758842798403143869121623760
"(14, -10)",-132002327043541331507494235016425571271577913531098131226976628800*x-295166176457517259018244971704826606337849278871083453273254192000
"(14, -8)",-22340198087782180544146372427107056184341120275197503707250436440*x-49954201555091769686011596211417262047069735614430715416467640630
"(14, -6)",-425304597461448484456249115926886235820730568367222181237226000*x-951009991066983303774482967947931145586548594175855887825984200
"(14, -4)",641632763386808049240320876208407562908726382392562686100689328*x+1434734475523940987171476107869298086141262342088584552332073992
"(14, -2)",-5494168575564001678248874592927741081186094805029295054065840*x-12285334414804297709183755558101246347881724697898741737945440
"(14, 0)",-427392362387939111656073906581597788805899793684136744520000*x-955678375363656192319701761787816492382433593029470383200000
"(14, 2)",-154463002456670871396927034853779313429119159492747742620080*x-345389773501833014200737586446276734736690468720897998761760
"(14, 4)",-6697873373151307775029874360483230599633221235398861533200*x-14976900167060134382940578276732011783369246869897347429512
"(14, 6)",-87468707462332056363886435617931758521501318651896261200*x-195585975784517879219862418034924939182224254098615567800
"(14, 8)",-9123651122698096035866261872897558566242277971293261320*x-20401103834963803196631885500710103123563894787144880970
"(14, 10)",-204800404257993318714577556808098722567480114668532800*x-457945980858098070572250886670297464437461470072464000
"(14, 12)",-3586555963738730485913259085388017413518790508590720*x-7996704149367309620350132526051477715373322899253040
"(14, 14)",-206467863303503179183747013074304323908009027230000
"(14, 16)",-95658417880895351580210334963555073693580975161112*x+212165696036775473695695084814867679178660644884502
"(14, 18)",613254669789382339392589716993834800276932990294560*x-1371279748276971747000141835491199155411506313897840
"(14, 20)",-364274317416495550255527114659489225565037053416400*x+814542137392728879635799285606257731437772096800000
"(14, 22)",-31734419504871939699401747920192341724943272477411680*x+70960319239388881933706386228019614066217244868801840
"(14, 24)",-79855261673669087362422837095671584997168010704570920*x+178561793463357707358547701053732452948543724686378998
"(14, 26)",-306589279040861702452368106603291771794012452149340400*x+685554469108018290033582391036486849165653408409215400
"(14, 28)",352662043068375674779867678948050082425490241021544000*x-788576301384846523221211048889631403219769852302291000
"(14, 30)",719861768488376404585224846215017984402339333874631600*x-1609659848743225669744793749539147496309201376340408000
