numerator,1
denominator,1238400
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",1324450130905330583352252792636949767801656726890559585906714568375562020874320137142845638859125909674025426500043680956384*x+2961560525512814281370952549311897075298197194235664214465508691690129007405079000322373154804218643811500450658234695883912
"(1, 1)",-1324450130905330583352252792636949767801656726890559585906714568375562020874320137142845638859125909674025426500043680956384*x+2961560525512814281370952549311897075298197194235664214465508691690129007405079000322373154804218643811500450658234695883912
"(2, -4)",475332371045945137723816576349335285250857092895576207260086899956809683608512788761590857660822327938381338630014376074802644754687144531872*x+1062875493564886139581586529139794250649758170680521414673691444630142122808719999409323268533584146070199467091925728768426343908616001332872
"(2, -2)",-2580887000136580598107987106534400812087684344570322539410174188390783201470308632116887695614931084919486898927321138829029429928093780*x-5771038774550903264133878000584698955311764317797630950686701954929276881552875861895707659153460367031790561678028424113957024091589915
"(2, 0)",-10612924381788199132287518320030468525725387826240608437935576342545701204837667170871515015916461057557820267920038576416426898480
"(2, 2)",2580887000136580598107987106534400812087684344570322539410174188390783201470308632116887695614931084919486898927321138829029429928093780*x-5771038774550903264133878000584698955311764317797630950686701954929276881552875861895707659153460367031790561678028424113957024091589915
"(2, 4)",-475332371045945137723816576349335285250857092895576207260086899956809683608512788761590857660822327938381338630014376074802644754687144531872*x+1062875493564886139581586529139794250649758170680521414673691444630142122808719999409323268533584146070199467091925728768426343908616001332872
"(3, -5)",-851690598025712811634410554814429043820056224579038937189290546689934245314022445528143445718162184857242563751738293924451431222639812558494613120*x-1904438072982942026116157045819530870061604888668932042814048159578011912429177892283561216705802528218042262218524001989844575770120345728135557680
"(3, -3)",-103952925608297454306312135079567174652628192955378283129044093837202709780638433369783775717214740687784425829878972122352704157656041837765760*x-232445808120131785490940076818710344511348999777323632613828901683225646392129974436244094227196700667716084322006635343088263608025749895443680
"(3, -1)",-29043208150158187784547354344514784152356739182530136690575985516215025738068233099211748763934151006715487389744695350891028693541847517856*x-64942398837677653882915546283091019976113348355554355068021935208380995638551167186825600035484331040359171659407588841252698831840365992016
"(3, 1)",29043208150158187784547354344514784152356739182530136690575985516215025738068233099211748763934151006715487389744695350891028693541847517856*x-64942398837677653882915546283091019976113348355554355068021935208380995638551167186825600035484331040359171659407588841252698831840365992016
"(3, 3)",103952925608297454306312135079567174652628192955378283129044093837202709780638433369783775717214740687784425829878972122352704157656041837765760*x-232445808120131785490940076818710344511348999777323632613828901683225646392129974436244094227196700667716084322006635343088263608025749895443680
"(3, 5)",851690598025712811634410554814429043820056224579038937189290546689934245314022445528143445718162184857242563751738293924451431222639812558494613120*x-1904438072982942026116157045819530870061604888668932042814048159578011912429177892283561216705802528218042262218524001989844575770120345728135557680
"(4, -8)",-926255438804638126658608662551486785665572315441082467636991163255957894873618239681699262165135613869137675932877700386056366888885609335583019270623740*x-2071170125696067398652100870496886142448028362951840931975707421286495844981352800363497395390433878007992207275026802936785423258433329268949566939153115
"(4, -6)",15156938644913311369928422936471792800466368928841887427721399578788665558112953719001943325306563615599307796930444077591296172501245270403848560431392*x+33891945140819711259160643337998882316559028472404674824800516618754049519602726256121879065108444564787979891800129622137829935214008820450344786111664
"(4, -4)",-286403681357563682432887997133235967221909044121058410941361572671460782564430298387028580161043039125976353750707331379027535313356407284899003588656*x-640418100521701649551423676935323178267004433989616024252945303424837400085346094471282814015703106430094245367121849098329111815030159711212261504308
"(4, -2)",-10087975018182040599127961870525578057965106216733883978328013860386222068501071247006318521397163732591630728618137846270618882368989569935603040*x-22557394807460929572519898457615093401531533040190650569013899197487921269859758312743369520453881730078389488982004838711319553145720767573690160
"(4, 0)",209730663872339580447511618799577842328600775574612802187088410936068086093479579289104118240082746401323711624377377468753293746528493318670350
"(4, 2)",10087975018182040599127961870525578057965106216733883978328013860386222068501071247006318521397163732591630728618137846270618882368989569935603040*x-22557394807460929572519898457615093401531533040190650569013899197487921269859758312743369520453881730078389488982004838711319553145720767573690160
"(4, 4)",286403681357563682432887997133235967221909044121058410941361572671460782564430298387028580161043039125976353750707331379027535313356407284899003588656*x-640418100521701649551423676935323178267004433989616024252945303424837400085346094471282814015703106430094245367121849098329111815030159711212261504308
"(4, 6)",-15156938644913311369928422936471792800466368928841887427721399578788665558112953719001943325306563615599307796930444077591296172501245270403848560431392*x+33891945140819711259160643337998882316559028472404674824800516618754049519602726256121879065108444564787979891800129622137829935214008820450344786111664
"(4, 8)",926255438804638126658608662551486785665572315441082467636991163255957894873618239681699262165135613869137675932877700386056366888885609335583019270623740*x-2071170125696067398652100870496886142448028362951840931975707421286495844981352800363497395390433878007992207275026802936785423258433329268949566939153115
"(5, -11)",170592201013803159212761225708856548655320462416143203685314150302488430557063614626208717626367447697839078011126939247408900661555951847203622655060514273120*x+381455757898172403651549316047389965890498011846525619131213809721628213260601744473871333113221262984404431273856316873255085681975489982909493289312035027592
"(5, -9)",-10423311981365198015100252804622962674541077135167879206708754533048176743823882638824445831809350319787161602636119380227461786726660133809692535892893600800*x-23307234141020603954574252525714469220093432018908531641990004589676745725071172066919657229493919291742711838105138672488971538664883655466401778155867504976
"(5, -7)",247854225876552855437217748809096723263025131249105464892188272696892970634466657028027954219769791111292784077520260156059333557874393602093929534027557600*x+554218897570559583495646050021703286283975662802318431370791406863938385963287376448746571043944778927909636992150455678248425846511668674591209757320332240
"(5, -5)",6401319533955236373978579927957150213393296032320301127138104750444693431930752839826587831958032682874919929378784944494673680295793717748870564614282400*x+14313785623621181833579600960824427846773801009078510534477728844646834486478047004783256129826656742511047202484429545991454141256088613634323356424858200
"(5, -3)",-33055788568350888600519111395987836430535007610994645829940671848606029367408365087116028212974533903994508711188935219347500904759986917741704581014400*x-73914990323370675595581321385045118865474765952363678079457750210585379553214290273126757592814019698525451139770448441506241893997916862430256485934640
"(5, -1)",-200103248377804477309010867010643901167564803558635983014000329352554548010228757403000115552702508159891839117277413756757533190521269946129944472320*x-447560709991608341243285852400514438973265345436589240468667202469580806509686536284480266938189235234628703310352162398264930531507912756515623432896
"(5, 1)",200103248377804477309010867010643901167564803558635983014000329352554548010228757403000115552702508159891839117277413756757533190521269946129944472320*x-447560709991608341243285852400514438973265345436589240468667202469580806509686536284480266938189235234628703310352162398264930531507912756515623432896
