numerator,1
denominator,9907200
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-145937812309919668139809973814453789473804363508187931198451432776947276505789289170145901090925737123381773478494360322959876371293729704099458224127656275486969983129045189351736643413956*x-326326868812585986097422382652865057374617258659561356245824695910758930911827986090466504611146527233204718121949718524378899318104930229365019795912290926671596080642519600200139089331583
"(1, 1)",145937812309919668139809973814453789473804363508187931198451432776947276505789289170145901090925737123381773478494360322959876371293729704099458224127656275486969983129045189351736643413956*x-326326868812585986097422382652865057374617258659561356245824695910758930911827986090466504611146527233204718121949718524378899318104930229365019795912290926671596080642519600200139089331583
"(2, -4)",-52375672538999212744176379968418414193389149825172342868051454006502866990041311594449851415840838348940729896964977754526971631860601565289854357447815061085670043867460398151602164396420087908728636726348*x-117115564164471244722955807253866191600393004765688153579937564230538654954935574835175784263477626501900565698383360386318815032302939391625057778699446824901969367402962786358987250072957122702407280732223
"(2, -2)",-371594772269210205784737307406200603349148744076626933661082365079465291108108068464938480890362322803503729318007283437636402608648387745888434999578546717428530269830571123442042089899922895021770480*x-830911170877507807286941721375054584749507620589739936634239603560470717606786438503558347761161923216702006684299672930960045559547639963372784826879667715069531103181502219183657420300685897581611140
"(2, 0)",577722286504227814034040169208595594347076608420710420928484833063338073468758054170252062089011055589077784366956014508263948439758145652917210271061990695745875293427354952400660307337603830070
"(2, 2)",371594772269210205784737307406200603349148744076626933661082365079465291108108068464938480890362322803503729318007283437636402608648387745888434999578546717428530269830571123442042089899922895021770480*x-830911170877507807286941721375054584749507620589739936634239603560470717606786438503558347761161923216702006684299672930960045559547639963372784826879667715069531103181502219183657420300685897581611140
"(2, 4)",52375672538999212744176379968418414193389149825172342868051454006502866990041311594449851415840838348940729896964977754526971631860601565289854357447815061085670043867460398151602164396420087908728636726348*x-117115564164471244722955807253866191600393004765688153579937564230538654954935574835175784263477626501900565698383360386318815032302939391625057778699446824901969367402962786358987250072957122702407280732223
"(3, -5)",46362399465496123538553015638691649915760705374267714602577058973527419969100165351487179548438564904878440209486671855218748763248610332464183932611767726798899180481029172477987837492984348591941203330946368080*x+103669476804849247815855466339452467384791172740666281490125036530132561670015452258026053215960046237930940246170265001181605945799759987649553277760411806838762651753663712288923185692408692437919230748332762870
"(3, -3)",2113804927887876515275360713359369136415119274105965152727792697201476266342888597587145860560798309784348097444446618035295279385763245667992357931739167210701575296295681612021756522650442202200457416542840*x+4726611509931332871855025135178090786704834937045305716545667122397440766790517180540941438376648220284488318165876210439407490981437644546085924191151017946509593144531415467819207063237719512349686999242370
"(3, -1)",2742685147098925722303867165265518203647873258755779503359783426335477435421007767988295653156179728115771336391590623241053413277383933883299051930243401819632942996446425210404622807504691520820174751704*x+6132802038758498372817960030871732999068293105254160711805895965702711134708733828091979424778717826787025636499467510413192261072876867498857271611417402020325313928440874681619756697017531049780306286644
"(3, 1)",-2742685147098925722303867165265518203647873258755779503359783426335477435421007767988295653156179728115771336391590623241053413277383933883299051930243401819632942996446425210404622807504691520820174751704*x+6132802038758498372817960030871732999068293105254160711805895965702711134708733828091979424778717826787025636499467510413192261072876867498857271611417402020325313928440874681619756697017531049780306286644
"(3, 3)",-2113804927887876515275360713359369136415119274105965152727792697201476266342888597587145860560798309784348097444446618035295279385763245667992357931739167210701575296295681612021756522650442202200457416542840*x+4726611509931332871855025135178090786704834937045305716545667122397440766790517180540941438376648220284488318165876210439407490981437644546085924191151017946509593144531415467819207063237719512349686999242370
"(3, 5)",-46362399465496123538553015638691649915760705374267714602577058973527419969100165351487179548438564904878440209486671855218748763248610332464183932611767726798899180481029172477987837492984348591941203330946368080*x+103669476804849247815855466339452467384791172740666281490125036530132561670015452258026053215960046237930940246170265001181605945799759987649553277760411806838762651753663712288923185692408692437919230748332762870
