numerator,1
denominator,4953600
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",4774342228678596724687235083879645004204*x+10675753771173188273888107635219260317797
"(1, 1)",-4774342228678596724687235083879645004204*x+10675753771173188273888107635219260317797
"(2, -4)",1713465353498305595922433211657084870298081546745246460932*x+3831425007512918395634610275743677143811813823858096507557
"(2, -2)",-2331544870045264061911842873638398303370968540063040*x-5213492822012123641167708134273024341291137952524720
"(2, 0)",-62779165914530735910588522681586319684646771090
"(2, 2)",2331544870045264061911842873638398303370968540063040*x-5213492822012123641167708134273024341291137952524720
"(2, 4)",-1713465353498305595922433211657084870298081546745246460932*x+3831425007512918395634610275743677143811813823858096507557
"(3, -5)",-5038048273768355510813481080319434598588969504705486846672942960*x-11265418414071513490922950134190118415707996790022274680751124690
"(3, -3)",-239510658107963669843215245494775172294858447281970910507880*x-535562112865117932902899288950033623989291022660403199315590
"(3, -1)",-140969783946900630901350414324187736190446425457931618696*x-315216108768035989804595593519397505404573237471992239276
"(3, 1)",140969783946900630901350414324187736190446425457931618696*x-315216108768035989804595593519397505404573237471992239276
"(3, 3)",239510658107963669843215245494775172294858447281970910507880*x-535562112865117932902899288950033623989291022660403199315590
"(3, 5)",5038048273768355510813481080319434598588969504705486846672942960*x-11265418414071513490922950134190118415707996790022274680751124690
"(4, -8)",-836768954464954349286313233977925491630418096396487180532879374352320*x-1871072263645064090922659026751891424402111664872961097919114458662320
"(4, -6)",153351198204886268392816468647732068170814562817981385976400370236392*x+342903703617169418475007288548112119195793231422746642194122035718804
"(4, -4)",-389671806576041793186294864972914416171851721651165557713043699456*x-871332648419179027921088882906105485682139357082854099338828486208
"(4, -2)",123064784206998631105554854942776526714478953584249786175964680*x+275181237630342717182501591705340288112887170068488226115956620
"(4, 0)",-17937455844351555011548209226521561691991281788717744141600
"(4, 2)",-123064784206998631105554854942776526714478953584249786175964680*x+275181237630342717182501591705340288112887170068488226115956620
"(4, 4)",389671806576041793186294864972914416171851721651165557713043699456*x-871332648419179027921088882906105485682139357082854099338828486208
"(4, 6)",-153351198204886268392816468647732068170814562817981385976400370236392*x+342903703617169418475007288548112119195793231422746642194122035718804
"(4, 8)",836768954464954349286313233977925491630418096396487180532879374352320*x-1871072263645064090922659026751891424402111664872961097919114458662320
