numerator,1292*x-2889
denominator,656640
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-7465176*x-16692641
"(1, 1)",1
"(2, -4)",249227005939632*x+557288527109761
"(2, -2)",-46508046480*x-103995153430
"(2, 0)",2942273160*x+6579122400
"(2, 2)",6230
"(2, 4)",7465176*x-16692641
"(3, -5)",-98228616225357960*x-219645863215639200
"(3, -3)",28729792244871360*x+64241768438978760
"(3, -1)",253094614876296*x+565936763678028
"(3, 1)",-563617815192*x-1260321651468
"(3, 3)",-3848508360
"(3, 5)",-2942273160*x+6579122400
"(4, -8)",1552684247003907360*x+3471907523893811030
"(4, -6)",18816792795023680440*x+42075627808201215948
"(4, -4)",-8940674733588553824*x-19991956469018864484
"(4, -2)",334480505604802920*x+747921147659742380
"(4, 0)",26563891977658800*x+59398664650632000
"(4, 2)",157498037952840*x+352131513744020
"(4, 4)",1197650897124
"(4, 6)",563617815192*x-1260321651468
"(4, 8)",46508046480*x-103995153430
"(5, -11)",-8320513875310281831048*x-18605234632923999244961
"(5, -9)",-8449635090890154890664*x-18893958448298000332428
"(5, -7)",-5257781930996661297960*x-11756757808578643256020
"(5, -5)",698655112950780153000*x+1562240325385740907375
"(5, -3)",20353209015347398440*x+45511158918758501430
"(5, -1)",-6896497527422763696*x-15421037289014413672
"(5, 1)",82399614993125136*x+184252064266935272
"(5, 3)",-1344302228321640*x-3008677585349430
"(5, 5)",-93588565487375
"(5, 7)",-157498037952840*x+352131513744020
"(5, 9)",-253094614876296*x+565936763678028
"(5, 11)",-249227005939632*x+557288527109761
"(6, -12)",-959152215896443407323520*x-2144729555514001846101960
"(6, -10)",-886842998127784760122800*x-1983041229183445448856000
"(6, -8)",44900262194761685500920*x+100400038475051030587830
"(6, -6)",2442579735794185756800*x+5461774329699285418800
"(6, -4)",-3391482589254385922160*x-7583585614086487597848
"(6, -2)",372364936011818524080*x+832633309068638914440
"(6, 0)",-14827376986958721600*x-33155020884649824000
"(6, 2)",2173472802873753840*x+4859983054210554360
"(6, 4)",49787265681716688*x+111782017595535768
"(6, 6)",-327196537066800
"(6, 8)",1344302228321640*x-3008677585349430
"(6, 10)",-26563891977658800*x+59398664650632000
"(6, 12)",-28729792244871360*x+64241768438978760
"(7, -15)",3279390053153348103271560*x+7332939083587534923132000
"(7, -13)",-11166726002961428000670600*x-24969558428736270917395180
"(7, -11)",-2750941279734438149412048*x-6151291703596468317053032
"(7, -9)",-1665553387382288258908176*x-3724290594341837068168728
"(7, -7)",117515415676139929195200*x+262772457855993764088200
"(7, -5)",105089648684868852700320*x+234987598191028379083200
"(7, -3)",-37542260349169349400*x-83947044229900157340
"(7, -1)",1832582625484783754232*x+4097779339850462390768
"(7, 1)",-111092569256436888456*x-248410782136678814128
"(7, 3)",-14481229460766973560*x-32381008443062337060
"(7, 5)",-670580642484298080*x-1513541217946449600
"(7, 7)",-15741814483160200
"(7, 9)",-49787265681716688*x+111782017595535768
"(7, 11)",-82399614993125136*x+184252064266935272
"(7, 13)",-334480505604802920*x+747921147659742380
"(7, 15)",98228616225357960*x-219645863215639200
"(8, -16)",298486947251128741386418368*x+667437104449917856467227364
"(8, -14)",230241514847711314203447408*x+514835678442009638237440232
"(8, -12)",-72561630078334670528458800*x-162252737413349713323843960
"(8, -10)",22492613501764340825558880*x+50295012781574652415704000
"(8, -8)",10172173181746397983104960*x+22745670713285309626336360
"(8, -6)",612490740933311658968256*x+1369570932315682232794128
"(8, -4)",888873394793382513039600*x+1987581334125841004499400
"(8, -2)",7555945301143758298800*x+16895607244203101115320
"(8, 0)",-12229647451281372008160*x-27346321403695972022400
"(8, 2)",622778517100979034480*x+1392574087005276583880
"(8, 4)",172994219243048689200*x+386707764626675932600
"(8, 6)",3121036390390517568*x+6896803139241653232
"(8, 8)",-1362616659238361960
"(8, 10)",670580642484298080*x-1513541217946449600
"(8, 12)",-2173472802873753840*x+4859983054210554360
"(8, 14)",6896497527422763696*x-15421037289014413672
"(8, 16)",8940674733588553824*x-19991956469018864484
"(9, -19)",-628203933797433204549468888*x-1404706699703838246845225868
"(9, -17)",-679497622583659527114081720*x-1519402874646558982552603830
"(9, -15)",495016147202550256016769600*x+1106889755104944730140192000
"(9, -13)",483459891712152999417794520*x+1081049182263061296227308260
"(9, -11)",-103584189284516207474665920*x-231621288634383541529325552
"(9, -9)",-20106527527644168673923624*x-44959562343283223786988159
"(9, -7)",27370766554797755599449840*x+61202894612800498781675310
"(9, -5)",10960525672308951191287200*x+24508480472615944233720000
