numerator,1292*x-2889
denominator,13132800
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",7465176*x+16692641
"(1, 1)",1
"(2, -4)",249227005939632*x+557288527109761
"(2, -2)",-27621151200*x-61762771700
"(2, 0)",-3402934200*x-7609192650
"(2, 2)",-3700
"(2, 4)",-7465176*x+16692641
"(3, -5)",-113607921297378600*x-254035034803384650
"(3, -3)",13557243732663600*x+30314918573768850
"(3, -1)",242191516699944*x+541556695015812
"(3, 1)",753689450808*x+1685333288772
"(3, 3)",1816064850
"(3, 5)",3402934200*x-7609192650
"(4, -8)",-922139921976638400*x-2061967550306115700
"(4, -6)",25162377047166907800*x+56264785552945637892
"(4, -4)",-2051909755589142144*x-4588209697192309104
"(4, -2)",-75315795840124200*x-168411239281387300
"(4, 0)",12590856540000*x+28154012805000
"(4, 2)",-25183052652600*x-56321106563300
"(4, 4)",-274864216944
"(4, 6)",-753689450808*x+1685333288772
"(4, 8)",27621151200*x-61762771700
"(5, -11)",8320513875310281831048*x+18605234632923999244961
"(5, -9)",8085632083789029275016*x+18080022980405544790212
"(5, -7)",-840818630223739157400*x-1880127613928539963300
"(5, -5)",-90599768566899615000*x-202587241261336605625
"(5, -3)",11899188475188701400*x+26607394307543732550
"(5, -1)",394850605139642016*x+882912797071707392
"(5, 1)",22563781260176736*x+50454201619528192
"(5, 3)",-450308543718600*x-1005326555067450
"(5, 5)",-12136320505625
"(5, 7)",25183052652600*x-56321106563300
"(5, 9)",-242191516699944*x+541556695015812
"(5, 11)",-249227005939632*x+557288527109761
"(6, -12)",452612405157706897135200*x+1012072105392309044000850
"(6, -10)",420349308800300820000*x+939929628772523205000
"(6, -8)",-15021778530579600943800*x-33589717937322891003450
"(6, -6)",-50161801810855320000*x-112165198722944745000
"(6, -4)",-68891388214395538800*x-154045827113492005038
"(6, -2)",-896108611789792800*x-2003759771558504400
"(6, 0)",-6179949187482870000*x-13818787308543352500
"(6, 2)",-2788650967989600*x-6235733168456400
"(6, 4)",-13254031011585888*x-29646142685381358
"(6, 6)",-6719439945000
"(6, 8)",450308543718600*x-1005326555067450
"(6, 10)",-12590856540000*x+28154012805000
"(6, 12)",-13557243732663600*x+30314918573768850
"(7, -15)",-3792832489946787018831000*x-8481031274790803485528650
"(7, -13)",-2514439083202156384677000*x-5622456715322271255155300
"(7, -11)",753298595207920840841568*x+1684426866240008325162752
"(7, -9)",-442558454346754533639216*x-989590787936580422367918
"(7, -7)",-93267824793184641978000*x-208553196351101497841750
"(7, -5)",-11470046516231484963600*x-25647803715393034093800
"(7, -3)",-1847916348323732073000*x-4132066570902759933900
"(7, -1)",322831662761606149368*x+721873540413574019422
"(7, 1)",-20982117190779752616*x-46917397105433570338
"(7, 3)",5093429482462926600*x+11389007023172810100
"(7, 5)",-110057289944641200*x-247632055425757800
"(7, 7)",-12493720816921750
"(7, 9)",13254031011585888*x-29646142685381358
"(7, 11)",-22563781260176736*x+50454201619528192
"(7, 13)",75315795840124200*x-168411239281387300
"(7, 15)",113607921297378600*x-254035034803384650
"(8, -16)",-68503585828894586615524608*x-153178674615899572803990384
"(8, -14)",13182198823021379343385248*x+29476292661193523883876352
"(8, -12)",-93100795074517558860000*x-208179706545898860200400
"(8, -10)",-3685763707473842335782000*x-8241618198913161182605800
"(8, -8)",15184510324919579865600*x+33953597291567660369600
"(8, -6)",-262062434499463345211856*x-585989417889809032399848
"(8, -4)",278668444608459540000*x+623121585341133010000
"(8, -2)",9215676865186162560000*x+20606879889426313214800
"(8, 0)",935344844194957084800*x+2091494779318290261600
"(8, 2)",-297130042602113155200*x-664401738926840513200
"(8, 4)",93177294814620000*x+208388094284210000
"(8, 6)",583281026013458448*x+1269151368280514712
"(8, 8)",2034045858385600
"(8, 10)",110057289944641200*x-247632055425757800
"(8, 12)",2788650967989600*x-6235733168456400
"(8, 14)",-394850605139642016*x+882912797071707392
"(8, 16)",2051909755589142144*x-4588209697192309104
"(9, -19)",840053053509993764281548792*x+1878415732354614366361016772
"(9, -17)",397257762814874490909076200*x+888295362243547565069396550
"(9, -15)",-206319352549735672602210000*x-461344097374953523894552500
"(9, -13)",170043731702790535354228200*x+380229343235175702680882100
"(9, -11)",19210939104209182736550480*x+42956965748620647797668632
"(9, -9)",14536487983441964443467336*x+32504575285085128172405451
"(9, -7)",-1870142486018419044644400*x-4181765726348527378771350
"(9, -5)",383279718854824958250000*x+857039505760995414345000
"(9, -3)",439835500446956295368400*x+983502078100386367408200
"(9, -1)",-7593853790916236251080*x-16980373784113495192098
"(9, 1)",-3705939452773701076968*x-8286733554137456000418
"(9, 3)",1368748919428212898800*x+3060674546273728864200
"(9, 5)",34320557371111470000*x+76794441662825145000
"(9, 7)",-6605723534849647200*x-15021362389649563350
"(9, 9)",1947239821732530411
"(9, 11)",-583281026013458448*x+1269151368280514712
"(9, 13)",-5093429482462926600*x+11389007023172810100
"(9, 15)",6179949187482870000*x-13818787308543352500
"(9, 17)",-11899188475188701400*x+26607394307543732550
"(9, 19)",-25162377047166907800*x+56264785552945637892
"(10, -22)",-30785901338648042774877600*x-68839368141818797206355700
"(10, -20)",-3024698822740679512466430000*x-6763432179111746139392905625
"(10, -18)",-29916838710019408317559200*x-66896085027500515723784400
"(10, -16)",-700493576539567079369248344*x-1566351254944423891574984738
"(10, -14)",3111028931827834882380000*x+6956472171535597864210000
"(10, -12)",-222404085511010718417154800*x-497310653676296026237843350
"(10, -10)",335219143697528575500000*x+749572792666945440812500
"(10, -8)",-22735293193098229096564200*x-50837661068158760931785650
"(10, -6)",-44026997358198195180000*x-98447358937911810435000
"(10, -4)",492415870241630028595104*x+1101075359704150572863453
"(10, -2)",-1460947239016675459200*x-3266777349165317350400
"(10, 0)",106204919049961589250000*x+237481432767290271937500
"(10, 2)",-83485990662653923200*x-186680545992254310400
"(10, 4)",4808678634768695183064*x+10752598271016542457853
"(10, 6)",1666141611758820000*x+3719708253749565000
"(10, 8)",-20730253003347472200*x-49399768259602905650
"(10, 10)",44904385870812500
"(10, 12)",6605723534849647200*x-15021362389649563350
"(10, 14)",-93177294814620000*x+208388094284210000
"(10, 16)",20982117190779752616*x-46917397105433570338
"(10, 18)",896108611789792800*x-2003759771558504400
"(10, 20)",90599768566899615000*x-202587241261336605625
"(10, 22)",922139921976638400*x-2061967550306115700
"(11, -23)",-28070967080873229681188734200*x-62768590586991378201933587300
"(11, -21)",-2299958422922325553391527488*x-5142863379077530450253669358
"(11, -19)",10777826078843002878805049160*x+24099951761962962371710517342
"(11, -17)",-9919761047266696296099206400*x-22181260022242837328519937200
"(11, -15)",1146184765950589904342790000*x+2562947051440205387101545000
"(11, -13)",-714820635641200532480724600*x-1598387533013333452212857650
"(11, -11)",816338993400458278984404864*x+1825389481927180187923836624
"(11, -9)",-41288923337867076330482760*x-92324839301242772059734228
"(11, -7)",-24969291919697643001576200*x-55833034082875368713751100
"(11, -5)",6847544577502983700080000*x+15311575153530156374842500
"(11, -3)",2450451524476230918783000*x+5479376189107216414839750
"(11, -1)",131080629756702687535152*x+293105249078836009398632
"(11, 1)",376314793378538974822800*x+841465476492149410533352
"(11, 3)",35910217646522969643000*x+80298015995443015239750
"(11, 5)",-5424344688565876500000*x-12128286192034786357500
"(11, 7)",-2949630341571640949400*x-6598918721605823599100
"(11, 9)",42498750547544125032*x+89499224465818412652
"(11, 11)",109352946722282003664
"(11, 13)",20730253003347472200*x-49399768259602905650
"(11, 15)",-34320557371111470000*x+76794441662825145000
"(11, 17)",297130042602113155200*x-664401738926840513200
"(11, 19)",-322831662761606149368*x+721873540413574019422
"(11, 21)",68891388214395538800*x-154045827113492005038
"(11, 23)",840818630223739157400*x-1880127613928539963300
"(12, -26)",269941107265544128661148014568*x+603606665767319045628163443972
"(12, -24)",-1674665899083515519400240000*x-3744666789951543462803145000
"(12, -22)",-61693208396104593067086659400*x-137950207723750641994725669900
"(12, -20)",31226752326039549448902998400*x+69825140917574108823079509600
"(12, -18)",45696508497806613338770830000*x+102180499335492386936489296200
"(12, -16)",55580580563144523492060000*x+124281956368094696712765000
"(12, -14)",1377543848339547945306096264*x+3080281686873889839239122092
"(12, -12)",-3726401182497532089372038400*x-8332486355500096254109394400
"(12, -10)",-343384486745932429693156800*x-767831054782804579928044800
"(12, -8)",254898136393263493560000*x+569969560319920418640600
"(12, -6)",-136778369475025779254370000*x-305845732003866734766405000
"(12, -4)",-66569781588209806568651136*x-148854556906301793078318528
"(12, -2)",10879921123577350304707800*x+24328243175971172142534300
"(12, 0)",22865811993686619000000*x+51129513041610404250000
"(12, 2)",-344769573397412279763000*x-770926745266960877777700
"(12, 4)",-207162260715294328090752*x-463237814707972007352768
"(12, 6)",-45734056738086121110000*x-102282781942713430005000
"(12, 8)",49039914742867785600*x+109690727935911024600
"(12, 10)",-169703643315148776000*x-425467059450140332800
"(12, 12)",-499171242914772818400
"(12, 14)",-42498750547544125032*x+89499224465818412652
"(12, 16)",-1666141611758820000*x+3719708253749565000
"(12, 18)",-1368748919428212898800*x+3060674546273728864200
"(12, 20)",-935344844194957084800*x+2091494779318290261600
"(12, 22)",1847916348323732073000*x-4132066570902759933900
"(12, 24)",50161801810855320000*x-112165198722944745000
"(12, 26)",-8085632083789029275016*x+18080022980405544790212
"(13, -29)",277782702112146347202007895904*x+621141004896333642072282954241
"(13, -27)",-501506312384945150647685433000*x-1121402205637982035878886155450
"(13, -25)",-382930737497615760078490376400*x-856259159718796552001701693800
"(13, -23)",307667970667985976961328764800*x+687966496913028023823265086800
"(13, -21)",-123723841299629483554516636056*x-276654919583367451223051855778
"(13, -19)",160539584684998135088661859152*x+358977424435239992469822656093
"(13, -17)",-98499210041045253941468307000*x-220250929381807038329494695100
"(13, -15)",-6008988475249589188407988800*x-13436506706670895370173804800
"(13, -13)",8894132185674241575237769200*x+19887884168036421051924103450
"(13, -11)",7327410344968679580742710984*x+16384587630385369966736185742
"(13, -9)",2725595941365668910985224768*x+6094617804091110307160270592
"(13, -7)",-457754005164624850779606000*x-1023569072521828159465937000
"(13, -5)",201736348198395466993966800*x+451096188108386164303466700
"(13, -3)",-84890460822917217684753600*x-189820841368639871463771600
"(13, -1)",9813613565068368627983544*x+21943906531160050259731612
"(13, 1)",-3771757158604849657555992*x-8433904086676221849851428
"(13, 3)",-2443455833563989599544000*x-5463744715395893121627600
"(13, 5)",31397485932659367320400*x+70233936524019177770700
"(13, 7)",-6982518426752630466000*x-15674704438158066337000
"(13, 9)",-502377571833179628096*x-758242339055008282368
"(13, 11)",1410141431184310051848*x+4134717656349237058702
"(13, 13)",1191416275473510815450
"(13, 15)",169703643315148776000*x-425467059450140332800
"(13, 17)",2949630341571640949400*x-6598918721605823599100
"(13, 19)",-4808678634768695183064*x+10752598271016542457853
"(13, 21)",3705939452773701076968*x-8286733554137456000418
"(13, 23)",-9215676865186162560000*x+20606879889426313214800
"(13, 25)",11470046516231484963600*x-25647803715393034093800
"(13, 27)",15021778530579600943800*x-33589717937322891003450
"(13, 29)",-8320513875310281831048*x+18605234632923999244961
"(14, -30)",14033480212803111969674700000*x+31379815716725972896456005000
"(14, -28)",-3113772632247060950504567796000*x-6962607272182882022348398201750
"(14, -26)",9303424607847978623304900000*x+20803089846692403644074610000
"(14, -24)",-253522953982447038394629681528*x-566894558961302602856379901218
"(14, -22)",-2787204802269307111113801600*x-6232379405088030803102182400
"(14, -20)",-181086429548396459545972920000*x-404921566272941026511265157500
"(14, -18)",1637466281082991774465099200*x+3661485915365347562761296600
"(14, -16)",54405379684940464637122812120*x+121654127317212999722880638222
"(14, -14)",345090951734783175318600000*x+771646826499075542014475000
"(14, -12)",-27278544985736031160685366400*x-60996680915392815367836171600
"(14, -10)",42439172110056494365320000*x+94896873746954226147060000
"(14, -8)",-412103333226474515438069400*x-921491066903822094274028450
"(14, -6)",6837290488797808670100000*x+15288646312340211755430000
"(14, -4)",587744821407256336210452912*x+1314237374682579840616642442
"(14, -2)",-1194477152217942752661600*x-2670932099530223871861400
"(14, 0)",42515309853154961798850000*x+95067128611272975725137500
"(14, 2)",77633833605885084679200*x+173594369290104210250600
"(14, 4)",4422957828918793451179200*x+9890113098619810770706762
"(14, 6)",-18845689085112828420000*x-42139325985739397370000
"(14, 8)",-411896224587564380971800*x-921083161284986683564450
"(14, 10)",407211972795172440000*x+916238605075303860000
"(14, 12)",-6786926267624891539200*x-18830134569455330763600
"(14, 14)",46226767022610475000
"(14, 16)",-1410141431184310051848*x+4134717656349237058702
"(14, 18)",-49039914742867785600*x+109690727935911024600
"(14, 20)",5424344688565876500000*x-12128286192034786357500
"(14, 22)",83485990662653923200*x-186680545992254310400
"(14, 24)",7593853790916236251080*x-16980373784113495192098
"(14, 26)",-278668444608459540000*x+623121585341133010000
"(14, 28)",93267824793184641978000*x-208553196351101497841750
"(14, 30)",-420349308800300820000*x+939929628772523205000
