numerator,1292*x-2889
denominator,6201600
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",7465176*x+16692641
"(1, 1)",1
"(2, -4)",249227005939632*x+557288527109761
"(2, -2)",13024343263680*x+29123316899880
"(2, 0)",23637463000*x+52854977250
"(2, 2)",1744680
"(2, 4)",-7465176*x+16692641
"(3, -5)",789143391657029000*x+1764578267739857250
"(3, -3)",74171621603342160*x+165852787906465310
"(3, -1)",2310487505052184*x+5166407123936652
"(3, 1)",11019126252808*x+24639824856012
"(3, 3)",9935682910
"(3, 5)",-23637463000*x+52854977250
"(4, -8)",434821372722757157760*x+972290147477857821480
"(4, -6)",367878947831103424040*x+822602334841446078732
"(4, -4)",97945701960283393536*x+219013247687128467776
"(4, -2)",3600747356240625480*x+8051515858349026020
"(4, 0)",285485910781160000*x+638365941367470000
"(4, 2)",-57322085213160*x-127693739903580
"(4, 4)",13120347324736
"(4, 6)",-11019126252808*x+24639824856012
"(4, 8)",-13024343263680*x+29123316899880
"(5, -11)",8320513875310281831048*x+18605234632923999244961
"(5, -9)",77136276924662713808696*x+172481958734794252299852
"(5, -7)",-1910113232313136085640*x-4271143032174020135580
"(5, -5)",12024782223678311265000*x+26888230466775833474375
"(5, -3)",-292787128119003913960*x-654691921387737619770
"(5, -1)",385010645475042855936*x+860909976284479301712
"(5, 1)",7026299201882814336*x+15711334219884677712
"(5, 3)",173912039925038840*x+388839922986172230
"(5, 5)",1610783486374375
"(5, 7)",57322085213160*x-127693739903580
"(5, 9)",-2310487505052184*x+5166407123936652
"(5, 11)",-249227005939632*x+557288527109761
"(6, -12)",2476240503624870154089120*x+5537042094743524061884510
"(6, -10)",9531027923941777668280000*x+21312026333382510209070000
"(6, -8)",5805809708964561530438920*x+12982185173673029736738630
"(6, -6)",-1921500237242216515651200*x-4296605149255576873209200
"(6, -4)",309722322026721184795760*x+692560166202332558060622
"(6, -2)",-52790121354340175538880*x-118042299815183608268640
"(6, 0)",-5539181284545451830000*x-12385986633941029672500
"(6, 2)",549321234107052501440*x+1228312549430131136160
"(6, 4)",11215011562481897312*x+25119017173257013902
"(6, 6)",-257395168880441200
"(6, 8)",-173912039925038840*x+388839922986172230
"(6, 10)",-285485910781160000*x+638365941367470000
"(6, 12)",-74171621603342160*x+165852787906465310
"(7, -15)",26345774668906336809715000*x+58910943079566584076017250
"(7, -13)",120211965898790419420972200*x+268802127458581981842941220
"(7, -11)",234575365281878162603858688*x+524526462617123688414933072
"(7, -9)",374726045968745482840957744*x+837912911725825935038129742
"(7, -7)",91812201500438711233923600*x+205298323718889514343741350
"(7, -5)",-5320420039831402381626000*x-11896820877868122280053000
"(7, -3)",3772542195377089255817800*x+8435660796784035231670860
"(7, -1)",289012025386911912758568*x+646250522720890876182762
"(7, 1)",-92263157390803568801976*x-206306653029902481685398
"(7, 3)",-488553577699952838440*x-1091933658311008522740
"(7, 5)",351262872910879938000*x+784734963260090907000
"(7, 7)",12298732340729637350
"(7, 9)",-11215011562481897312*x+25119017173257013902
"(7, 11)",-7026299201882814336*x+15711334219884677712
"(7, 13)",-3600747356240625480*x+8051515858349026020
"(7, 15)",-789143391657029000*x+1764578267739857250
"(8, -16)",3269944880632013893116337152*x+7311819035770618546582348096
"(8, -14)",12853688979212628909391548288*x+28741722319159319490933525072
"(8, -12)",18339191519130611609204267200*x+41007678889163682461290265760
"(8, -10)",11721689648220056195890890000*x+26210494864575642398110827000
"(8, -8)",4087121784303098463743784960*x+9139082142021977491612591360
"(8, -6)",949941468171352260000372144*x+2124133697477765026660029432
"(8, -4)",136916695492317035852126400*x+306155038369848700976693600
"(8, -2)",-11934774267884166574807200*x-26686966572667249681696320
"(8, 0)",7273589573677680187968000*x+16264241701513017076656000
"(8, 2)",-101249586092350773537120*x-226402555922656370445120
"(8, 4)",-41892891501285459748800*x-93657012451872119434400
"(8, 6)",4962249936939808867728*x+11223177888609755523192
"(8, 8)",547491684630489416960
"(8, 10)",-351262872910879938000*x+784734963260090907000
"(8, 12)",-549321234107052501440*x+1228312549430131136160
"(8, 14)",-385010645475042855936*x+860909976284479301712
"(8, 16)",-97945701960283393536*x+219013247687128467776
"(9, -19)",12281742415204665163614726472*x+27462810922540077986437166412
"(9, -17)",-9774780838049163186733297880*x-21857074419040291701016397370
"(9, -15)",-184927134772853435707417890000*x-413509644236365413045750472500
"(9, -13)",-16306726421426459808764022280*x-36462948768801447271309983540
"(9, -11)",166616054967389088335200351440*x+372564825049923511066162430712
"(9, -9)",101337893066278928012719377096*x+226598417592804690898267903611
"(9, -7)",16899953249163510135343079760*x+37789444281697576819418366490
"(9, -5)",5276146986013357532027650000*x+11797823319919154876175705000
"(9, -3)",990154953266395473719335440*x+2214053784215111043543757320
"(9, -1)",-170605422647021412054592520*x-381485323159444875676974498
"(9, 1)",-5902133908486348437436328*x-13197595485185093410851618
"(9, 3)",3384108792776010836591280*x+7567229940420240420694920
"(9, 5)",-652201564873718774570000*x-1457660266159724095095000
"(9, 7)",-4035258665118787693920*x-6759274126933328188710
"(9, 9)",13574749351693640982171
"(9, 11)",-4962249936939808867728*x+11223177888609755523192
"(9, 13)",488553577699952838440*x-1091933658311008522740
"(9, 15)",5539181284545451830000*x-12385986633941029672500
"(9, 17)",292787128119003913960*x-654691921387737619770
"(9, 19)",-367878947831103424040*x+822602334841446078732
"(10, -22)",14516634147976342504992824640*x+32460180759369843002698557480
"(10, -20)",401450745526087498865801730000*x+897671156614301220543562774375
"(10, -18)",-1762413087679547450187958262720*x-3940875468486765193256209292640
"(10, -16)",-3080231238690335964148458158664*x-6887606436129971504457723694998
"(10, -14)",-1398469079870326119177485035200*x-3127071927021631983956101194400
"(10, -12)",-117818295228770780524305805680*x-263449717124670533598050932710
"(10, -10)",307743990797733341530386600000*x+688136483090802719707764975000
"(10, -8)",287994970306308278613398318280*x+643976330782896113281801049610
"(10, -6)",101114750602050524709254987200*x+226099455874469484042269516400
"(10, -4)",-7627757392921403670349255776*x-17056184043530357267797879027
"(10, -2)",2688067730623340042036340480*x+6010702132451873533782652160
"(10, 0)",212731323809988636315350000*x+475681729479146416652512500
"(10, 2)",-308651574083208096465227520*x-690165540931408215860867840
"(10, 4)",21787154338232171922680664*x+48716536357925024025142573
"(10, 6)",2585332171510500571691200*x+5794523338147320880076400
"(10, 8)",-326854856853484728396120*x-692291221835265758166390
"(10, 10)",41223943119054840975000
"(10, 12)",4035258665118787693920*x-6759274126933328188710
"(10, 14)",41892891501285459748800*x-93657012451872119434400
"(10, 16)",92263157390803568801976*x-206306653029902481685398
"(10, 18)",52790121354340175538880*x-118042299815183608268640
"(10, 20)",-12024782223678311265000*x+26888230466775833474375
"(10, 22)",-434821372722757157760*x+972290147477857821480
"(11, -23)",-63769668912705503201382337320*x-142593314591464607606276629980
"(11, -21)",10340167062568113301343041901632*x+23121316450606622491461981551502
"(11, -19)",9648747876670055925800621794200*x+21575256149991002222491074594282
"(11, -17)",-3380257918850676501621463475040*x-7558486488032080449157115027520
"(11, -15)",-21768657017164382320181851090000*x-48676196869257365111817567495000
"(11, -13)",-10624146598816912061584475587560*x-23756313997877800994610534121590
"(11, -11)",-1960296896289346929977751950976*x-4383357116184842852542358184816
"(11, -9)",-331388775766128756584315735000*x-741007829593669071135155239308
"(11, -7)",119465148410736700164195201480*x+267132192791203404740893516940
"(11, -5)",284832332215328486883165120000*x+636904457010733426552044007500
"(11, -3)",-50585346827282582405555963000*x-113112274248189580546750417950
"(11, -1)",-16300637381623993674132572208*x-36449332769040020419756871368
"(11, 1)",3679178219911487092303240560*x+8226890417501760733297940152
"(11, 3)",-574685746498806002302026200*x-1285043171047595235216865950
"(11, 5)",-93654210319802616149100000*x-209379025849456855906792500
"(11, 7)",20116386824452948987772760*x+44997611392703110488536140
"(11, 9)",-1260808342084853750203208*x-2863644447229882315732428
"(11, 11)",-262592187550480649080176
"(11, 13)",326854856853484728396120*x-692291221835265758166390
"(11, 15)",652201564873718774570000*x-1457660266159724095095000
"(11, 17)",101249586092350773537120*x-226402555922656370445120
"(11, 19)",-289012025386911912758568*x+646250522720890876182762
"(11, 21)",-309722322026721184795760*x+692560166202332558060622
"(11, 23)",1910113232313136085640*x-4271143032174020135580
"(12, -26)",2575216357559955144901104960088*x+5758358832273464158602583641612
