numerator,(317811*x-710647)/2
denominator,3758400
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(225851433717*x+505019158607)/2
"(1, 1)",1
"(2, -4)",(114059301025943970552219*x+255044350560122222180447)/2
"(2, -2)",14774974942332423000*x+33037848336911333000
"(2, 0)",929518826643225*x+2078467282748325
"(2, 2)",130838000
"(2, 4)",(-225851433717*x+505019158607)/2
"(3, -5)",469424815741656902503630800*x+1049665798323658190755834950
"(3, -3)",-6234496039282505395503375*x-13940756949288881253952125
"(3, -1)",18100310916436071274224*x+40473525623032591309212
"(3, 1)",2311294978711327518*x+5168212848737567322
"(3, 3)",-55208824107750
"(3, 5)",-929518826643225*x+2078467282748325
"(4, -8)",7461645413816228609555614761000*x+16684746369292635652822662293000
"(4, -6)",1167248263541689516716436921650*x+2610046463897807188075866931242
"(4, -4)",-30615493675822261682579236224*x-68458325023853486781786290304
"(4, -2)",168591670085935743160536750*x+376982434752370146347045750
"(4, 0)",121616384240346272550000*x+271942502340225346350000
"(4, 2)",1510573934236694622750*x+3377747494935648635750
"(4, 4)",-271111793907711744
"(4, 6)",-2311294978711327518*x+5168212848737567322
"(4, 8)",-14774974942332423000*x+33037848336911333000
"(5, -11)",28801066117712377943103099342682608*x+64401141663670836906325975923999361
"(5, -9)",9141003789543644113308265558173486*x+20439905856002769554504296070620362
"(5, -7)",762868945873551355101749441046000*x+1705826820896868515266106073354500
"(5, -5)",(-34340209866476485645134481873125*x-76787043623050398438379595929375)/2
"(5, -3)",-23204058131493906700002606000*x-51885851335877127253078643250
"(5, -1)",8212902811342323554115264336*x+18364608978759747278301882992
"(5, 1)",-92487127289874189068449344*x-206807503591106218293186208
"(5, 3)",209863805283330832690875*x+469269529149582606278625
"(5, 5)",-152047783364997400625
"(5, 7)",-1510573934236694622750*x+3377747494935648635750
"(5, 9)",-18100310916436071274224*x+40473525623032591309212
"(5, 11)",(-114059301025943970552219*x+255044350560122222180447)/2
"(6, -12)",-3148539944097124894812052203728798625*x-7040349344874558977851182052135582125
"(6, -10)",61418604042006905809770046610400000*x+137336173721070790362111933188100000
"(6, -8)",105985219162192886874059682224005125*x+236990154656876603945200605987518625
"(6, -6)",-815708992787644440936870578250000*x-1823980757731058645504588130750000
"(6, -4)",96142339484351928393704245050975*x+214980806602872990345838469091987
"(6, -2)",2368208479684662693376919712000*x+5295475145466338181714679656000
"(6, 0)",-51317641404987973388207493750*x-114749734626965360935932018750
"(6, 2)",302405212424632669800084000*x+676198632703125833275836000
"(6, 4)",398143518635058390666927*x+891127349304611266080867
"(6, 6)",-7223412128609794500000
"(6, 8)",-209863805283330832690875*x+469269529149582606278625
"(6, 10)",-121616384240346272550000*x+271942502340225346350000
"(6, 12)",6234496039282505395503375*x-13940756949288881253952125
"(7, -15)",237068525475097577582456528859743652375*x+530101338287958810557773593357481166325
"(7, -13)",85142023374948201905775458648196930000*x+190383352008260244329463004349486634500
"(7, -11)",-46707771197697868342892401282965839472*x-104441751475559202309550317683638775248
"(7, -9)",201166247125391965475320679367341664*x+449821403350898095151026612291980282
"(7, -7)",-296982410181857051710297091049526875*x-664072857288358048344688636873470625
"(7, -5)",9607902137032963452764045953600800*x+21483922299571205863653136424063400
"(7, -3)",-105108156773190054788102407586250*x-235028983534558243904977116582750
"(7, -1)",-2519653473929535655466445071472*x-5634116447431792349824044231778
"(7, 1)",2048870977538763844943133450339*x+4581414782880808227710713246937
"(7, 3)",-37998896574469465897194114000*x-84968116741270169526456136500
"(7, 5)",148969002284977205471786100*x+333189897262508661316407900
"(7, 7)",-2629891741612645533598750
"(7, 9)",-398143518635058390666927*x+891127349304611266080867
"(7, 11)",92487127289874189068449344*x-206807503591106218293186208
"(7, 13)",-168591670085935743160536750*x+376982434752370146347045750
"(7, 15)",-469424815741656902503630800*x+1049665798323658190755834950
"(8, -16)",-15461410856501688213815941987453175779968*x-34572765703191021099380637430020014534784
"(8, -14)",4147673267505072610420358753073046090608*x+9274479374600011912391566322581896898352
"(8, -12)",152720428305267572988145173954842700000*x+341493259243461296873470277549840796000
"(8, -10)",75241808094620481706988336745431563500*x+168245797649565325538198593525183731900
"(8, -8)",-8264266546817822888363901430151424000*x-18479461782862100282006880553589504000
"(8, -6)",1349175566812437967510706990775453324*x+3016848280974420551458251301603106652
"(8, -4)",22058196930703660763638307296500000*x+49323627798130605207754771838500000
"(8, -2)",-12867896463439248628247881082325000*x-28773491219679559974033510078577000
"(8, 0)",-252003516562236056265580430534400*x-563496993604385520567148198828800
"(8, 2)",-29672878565852911110388929717000*x-66350573675293676848103551057000
"(8, 4)",197640472407660651051364500000*x+441937726742390396204258500000
"(8, 6)",7758692395805334849989212908*x+17360911074254688735129063612
"(8, 8)",-73183210846234850322944000
"(8, 10)",-148969002284977205471786100*x+333189897262508661316407900
"(8, 12)",-302405212424632669800084000*x+676198632703125833275836000
"(8, 14)",-8212902811342323554115264336*x+18364608978759747278301882992
"(8, 16)",30615493675822261682579236224*x-68458325023853486781786290304
"(9, -19)",589482735939305833599365124283693470814032*x+1318123469122846187754385752685081223932572
"(9, -17)",-11718493913834969119718870763496497151125*x-26203348985252554226955574714098726231375
"(9, -15)",-25916392084094089294871643442945418700000*x-57950814431571829858971488781540015862500
"(9, -13)",-19190170881141140958003706602535246784250*x-42910526590068628192160885776744825272750
"(9, -11)",3919637481186951660070957572815119152480*x+8764575855090076984088102537582417201832
"(9, -9)",(-375390928798226075977277826164548869513*x-839399634929616941237989648497204363723)/2
"(9, -7)",60242452706064212208655474174242876000*x+134706219382075735773975029386553480250
"(9, -5)",6279358388673066354429706592299687500*x+14041072212156521832544483747939462500
"(9, -3)",-999296881681106267476075232373636000*x-2234495757142519065735976600255593000
"(9, -1)",-83949619416421671718002653382103905*x-187717055700434784410234410823052723
"(9, 1)",-9000354781586893405831254840900528*x-20125405113986971852315329044206218
"(9, 3)",-127603877940799461703764372064500*x-285330954117365910919922206945500
"(9, 5)",1387706287041331941854160900000*x+3103061196725459575845755775000
"(9, 7)",-49778823555222416512645071375*x-110775363570381566202329224125
"(9, 9)",-1662114437885767251311541189
"(9, 11)",-7758692395805334849989212908*x+17360911074254688735129063612
"(9, 13)",37998896574469465897194114000*x-84968116741270169526456136500
"(9, 15)",51317641404987973388207493750*x-114749734626965360935932018750
"(9, 17)",23204058131493906700002606000*x-51885851335877127253078643250
"(9, 19)",-1167248263541689516716436921650*x+2610046463897807188075866931242
"(10, -22)",3768273888709252105319723311797907065504000*x+8426116572991364959149878037944228394518000
"(10, -20)",(-17342463893155754596256129618928480825736875*x-38778928162431917090106266177162874700579375)/2
"(10, -18)",1195990653816311308497026849100302561268000*x+2674316402387690362972233089287826923356000
"(10, -16)",1034719097168408459226123931196852153846301*x+2313702238885771475174019058117796804168537
"(10, -14)",99812247140203712198802693367576548000000*x+223186969592504482800386786425556071000000
"(10, -12)",-25079017135598672975752661647653717698625*x-56078387124080693725217148120601179274125
"(10, -10)",-2246502189255025214419052669657964375000*x-5023331606776334015440354786103783125000
"(10, -8)",-3521624169256312674268548674904718528875*x-7874591033663340150474299685192786103375
"(10, -6)",-3035972557808399764814940963828000000*x-6788641017083491575538303525543500000
"(10, -4)",(-31927818019458849357187048368086142057*x-71392771464752667245900025668797296469)/2
"(10, -2)",1074559778030406929173332955193568000*x+2402788709562967814398461766907296000
"(10, 0)",-314467650543721039642754884159593750*x-703171043343193676930643779363718750
"(10, 2)",-12100830760352559149337775270272000*x-27058280154853155389043897082304000
"(10, 4)",(2613770309693911852346972832294663*x+5844567807313341344269126597810331)/2
"(10, 6)",27458160555660439487608703250000*x+61398286654873089040282737750000
