numerator,1
denominator,10440
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(15453425922412525301553*x+34554910847908643401181)/2
"(1, 1)",(15453425922412525301553*x-34554910847908643401181)/2
"(2, -4)",-3902138078473914908635403767859112*x-8725446001058082562609661363356843
"(2, -2)",-29431377007203453673925635900500*x-65810559659791866055656447938500
"(2, 0)",-3825002866630108096514282520*x
"(2, 2)",-29431377007203453673925635900500*x+65810559659791866055656447938500
"(2, 4)",-3902138078473914908635403767859112*x+8725446001058082562609661363356843
"(3, -5)",965849864687450114197550653904343824820*x+2159705953500112124791101293273979317100
"(3, -3)",2048043798668123133857219953949230800*x+4579565154736952782333625294952531600
"(3, -1)",11020875618059943350323054670252574*x+24662186845493442551392752814499946
"(3, 1)",11020875618059943350323054670252574*x-24662186845493442551392752814499946
"(3, 3)",2048043798668123133857219953949230800*x-4579565154736952782333625294952531600
"(3, 5)",965849864687450114197550653904343824820*x-2159705953500112124791101293273979317100
"(4, -8)",14863409252852725329477631030831868406504000*x+33235593466778053804510271304899913233731000
"(4, -6)",2118462953098938041896983556591498431537432*x+4737027170944174224473960199355668159373716
"(4, -4)",69517155425942750544975174122782543738176*x+155445085135441938279464752839999390706752
"(4, -2)",930922602141681130087017586734582268200*x+2081615808086606985157727994586077639700
"(4, 0)",-2911324300057495969641469951122192000*x
"(4, 2)",930922602141681130087017586734582268200*x-2081615808086606985157727994586077639700
"(4, 4)",69517155425942750544975174122782543738176*x-155445085135441938279464752839999390706752
"(4, 6)",2118462953098938041896983556591498431537432*x-4737027170944174224473960199355668159373716
"(4, 8)",14863409252852725329477631030831868406504000*x-33235593466778053804510271304899913233731000
"(5, -11)",(3941308978318464491512714325325930171391052415*x+8813034795850331375011704604872490797268194221)/2
"(5, -9)",-5567871794698132622512130694761608252087541850*x-12450139822948777692815785422176938210207561506
"(5, -7)",1082721250444791372636306431233588867372683750*x+2421038316678127928097173318176373695707700450
"(5, -5)",(500061404875945006623402861421620264999896625*x+1118171294231086057820218221712559277247740125)/2
"(5, -3)",-3413037258228664012658901402655236994675125*x-7631789155474301059761983008476312967493775
"(5, -1)",88886145717569474642672486604545902686180*x+195029439735274054215750635201864054514676
"(5, 1)",88886145717569474642672486604545902686180*x-195029439735274054215750635201864054514676
"(5, 3)",-3413037258228664012658901402655236994675125*x+7631789155474301059761983008476312967493775
"(5, 5)",(500061404875945006623402861421620264999896625*x-1118171294231086057820218221712559277247740125)/2
"(5, 7)",1082721250444791372636306431233588867372683750*x-2421038316678127928097173318176373695707700450
"(5, 9)",-5567871794698132622512130694761608252087541850*x+12450139822948777692815785422176938210207561506
"(5, 11)",(3941308978318464491512714325325930171391052415*x-8813034795850331375011704604872490797268194221)/2
"(6, -12)",-1034301355995707696091113378749429045364798726400*x-2312768141226612089390478107638606087341626949600
"(6, -10)",735137274223574908155814385085201409642753272000*x+1643816917957817425691187737300802440639369160000
"(6, -8)",-659072370713306518788988724172294728466605030400*x-1473730623006894964743633700097202166606289611650
"(6, -6)",-60113048062719404186393196485278979094255876000*x-134416861803484953091138336629865079108009652000
"(6, -4)",3270086976990074468620232625815172513405414288*x+7312136904864489128344705197636308718294728304
"(6, -2)",92992835102090300173231893270591762882522000*x+207993880413682432428985276081305679639758000
"(6, 0)",-4800226230225657704014336022190913412280000*x
"(6, 2)",92992835102090300173231893270591762882522000*x-207993880413682432428985276081305679639758000
"(6, 4)",3270086976990074468620232625815172513405414288*x-7312136904864489128344705197636308718294728304
"(6, 6)",-60113048062719404186393196485278979094255876000*x+134416861803484953091138336629865079108009652000
"(6, 8)",-659072370713306518788988724172294728466605030400*x+1473730623006894964743633700097202166606289611650
"(6, 10)",735137274223574908155814385085201409642753272000*x-1643816917957817425691187737300802440639369160000
"(6, 12)",-1034301355995707696091113378749429045364798726400*x+2312768141226612089390478107638606087341626949600
"(7, -15)",-487772686005140857704329271212167747764936088943220*x-1090692883475155291942160960770134583048562447279700
"(7, -13)",-470134831983081265312407170653141615304852985081150*x-1051253442904611968101916631836312204463974792197450
"(7, -11)",-420763970435619129285506079600901846408851774610284*x-940856840376756172207099901979833124029659678219484
"(7, -9)",14903698061852274393483036736673967651408681924576*x+33325681982433579763450833392042493090426982185024
"(7, -7)",-4081257430409052416825681051175534286229708315400*x-9125969048106899612851410939126524613390611165800
"(7, -5)",16965909689749868287257996171335134933371918960*x+37936908977364669547492253859096315850112413200
"(7, -3)",-80591361712750163664996967866094121754049442250*x-180213448396388772139826838162766917244650875250
"(7, -1)",-2114675352619989340776119543658722794870274844*x-4329710175025774047778179775598504363475196804
"(7, 1)",-2114675352619989340776119543658722794870274844*x+4329710175025774047778179775598504363475196804
"(7, 3)",-80591361712750163664996967866094121754049442250*x+180213448396388772139826838162766917244650875250
"(7, 5)",16965909689749868287257996171335134933371918960*x-37936908977364669547492253859096315850112413200
"(7, 7)",-4081257430409052416825681051175534286229708315400*x+9125969048106899612851410939126524613390611165800
"(7, 9)",14903698061852274393483036736673967651408681924576*x-33325681982433579763450833392042493090426982185024
"(7, 11)",-420763970435619129285506079600901846408851774610284*x+940856840376756172207099901979833124029659678219484
"(7, 13)",-470134831983081265312407170653141615304852985081150*x+1051253442904611968101916631836312204463974792197450
"(7, 15)",-487772686005140857704329271212167747764936088943220*x+1090692883475155291942160960770134583048562447279700
"(8, -16)",-35107495342031169735400595897735934722403602568619008*x-78502746104538925219861072767290241236276550723107712
"(8, -14)",-44468442551670513211823975083295348269475072992340976*x-99434460399079471850803186938551013533028912931435816
"(8, -12)",6276378027642043600331153517038870029163474376816000*x+14034407922293663583346301002613526750192160562868000
"(8, -10)",-2076595343988538525124775934109563869660870737312160*x-4643408350917931257359535907424995603495443678729600
"(8, -8)",565962068620231925928105140214310711991890517376000*x+1265529658126251002844552685646120696089502945152000
"(8, -6)",-91596898858968426319820369203273466023597692036096*x-204816891895491560067155887879690097826226876339344
"(8, -4)",-7216156344248808518710224380820881418768479856000*x-16135798244876305517935284459248482672997715436000
"(8, -2)",384098187919131018025543241208000103400951936400*x+861619868522278013178553400141095026734547936200
"(8, 0)",-3090532529604376930995887162416287751832647680*x
"(8, 2)",384098187919131018025543241208000103400951936400*x-861619868522278013178553400141095026734547936200
"(8, 4)",-7216156344248808518710224380820881418768479856000*x+16135798244876305517935284459248482672997715436000
"(8, 6)",-91596898858968426319820369203273466023597692036096*x+204816891895491560067155887879690097826226876339344
"(8, 8)",565962068620231925928105140214310711991890517376000*x-1265529658126251002844552685646120696089502945152000
"(8, 10)",-2076595343988538525124775934109563869660870737312160*x+4643408350917931257359535907424995603495443678729600
"(8, 12)",6276378027642043600331153517038870029163474376816000*x-14034407922293663583346301002613526750192160562868000
"(8, 14)",-44468442551670513211823975083295348269475072992340976*x+99434460399079471850803186938551013533028912931435816
"(8, 16)",-35107495342031169735400595897735934722403602568619008*x+78502746104538925219861072767290241236276550723107712
"(9, -19)",-1069864378114126193155059625539212850054717156735729798*x-2392289476168724424587593940214312074831821681576473666
"(9, -17)",1723649863517352800189217572246644075047739433417581275*x+3854198264233035622317440338992838026731142985720559775
"(9, -15)",1212103105955906562712253712096313186095218450746980000*x+2710344940656037282227310542334041304133106784611900000
"(9, -13)",-642006121758317501402633117384427851013552079386929250*x-1435569330222604743685179281014453429328438443824530250
"(9, -11)",54355073223187187131125574480832291646688499788908312*x+121541638649024337439895402053578255858718614743455176
"(9, -9)",(103840483580460842249934594367021793494855718901230607*x+232194380103280742838949154318575935010867251511127139)/2
"(9, -7)",1591287176670848407144242493336191477956274866053575*x+3558226303497741035228281133560457769295362062600325
"(9, -5)",-177813200362873917492014945957926524101337003066000*x-397603568550270649651187735335671767847825569610000
"(9, -3)",-100049762004894220191349575946723626937297545187200*x-223656996097513050066439848472386151484044681708800
"(9, -1)",-5329642765402567611918657267047498827396763479083*x-11167243759346193733754201219841945828956962795119
"(9, 1)",-5329642765402567611918657267047498827396763479083*x+11167243759346193733754201219841945828956962795119
"(9, 3)",-100049762004894220191349575946723626937297545187200*x+223656996097513050066439848472386151484044681708800
"(9, 5)",-177813200362873917492014945957926524101337003066000*x+397603568550270649651187735335671767847825569610000
"(9, 7)",1591287176670848407144242493336191477956274866053575*x-3558226303497741035228281133560457769295362062600325
"(9, 9)",(103840483580460842249934594367021793494855718901230607*x-232194380103280742838949154318575935010867251511127139)/2
"(9, 11)",54355073223187187131125574480832291646688499788908312*x-121541638649024337439895402053578255858718614743455176
"(9, 13)",-642006121758317501402633117384427851013552079386929250*x+1435569330222604743685179281014453429328438443824530250
"(9, 15)",1212103105955906562712253712096313186095218450746980000*x-2710344940656037282227310542334041304133106784611900000
"(9, 17)",1723649863517352800189217572246644075047739433417581275*x-3854198264233035622317440338992838026731142985720559775
"(9, 19)",-1069864378114126193155059625539212850054717156735729798*x+2392289476168724424587593940214312074831821681576473666
"(10, -22)",-7506306434907181860379640646641297054480722000744027500*x-16784611448396558939566686665530190345780078494924778500
"(10, -20)",-126270294971392087931914950098483144485164892382239449000*x-282348963094982571324972036372293123289276598671222632875
"(10, -18)",-46969439717764780384021968236928916337945276900543670000*x-105026860074000585452199929104369982926890683864534238000
"(10, -16)",45040158349226986884836063794740722984941985339790970920*x+100712855786226255144944237104395425691371170123188541856
"(10, -14)",2018787766235516744640453420105014605800761683382490000*x+4514146677447570093637444475814971903335954616183054000
"(10, -12)",535042781358129793365576063757433710943247816657894000*x+1196392029987349560266043126955495235224091978303902950
"(10, -10)",-293098695394993996874146010838546325935566001574012500*x-655388607022306650482900969961330573476475554088962500
"(10, -8)",18980006144518117068924464473011748985764917255417000*x+42440583805104184656285282044131492506697534527781600
"(10, -6)",35213724127675994141341081220373954510730029943485000*x+78740262417821974894052084386708495054618276086759000
"(10, -4)",2326173799425805857170561399806517328738475440158280*x+5201581143730297611320793575979090594363315050485051
"(10, -2)",-822541927985958180606323331333927824802214897140000*x-1827862420454172753444856582080893746301634555172000
"(10, 0)",-40444777557495593741693935132235358847624558590000*x
"(10, 2)",-822541927985958180606323331333927824802214897140000*x+1827862420454172753444856582080893746301634555172000
"(10, 4)",2326173799425805857170561399806517328738475440158280*x-5201581143730297611320793575979090594363315050485051
"(10, 6)",35213724127675994141341081220373954510730029943485000*x-78740262417821974894052084386708495054618276086759000
"(10, 8)",18980006144518117068924464473011748985764917255417000*x-42440583805104184656285282044131492506697534527781600
"(10, 10)",-293098695394993996874146010838546325935566001574012500*x+655388607022306650482900969961330573476475554088962500
"(10, 12)",535042781358129793365576063757433710943247816657894000*x-1196392029987349560266043126955495235224091978303902950
"(10, 14)",2018787766235516744640453420105014605800761683382490000*x-4514146677447570093637444475814971903335954616183054000
"(10, 16)",45040158349226986884836063794740722984941985339790970920*x-100712855786226255144944237104395425691371170123188541856
"(10, 18)",-46969439717764780384021968236928916337945276900543670000*x+105026860074000585452199929104369982926890683864534238000
"(10, 20)",-126270294971392087931914950098483144485164892382239449000*x+282348963094982571324972036372293123289276598671222632875
"(10, 22)",-7506306434907181860379640646641297054480722000744027500*x+16784611448396558939566686665530190345780078494924778500
"(11, -23)",-546794974905547464445362679463491084964532448855083804450*x-1222670733644095779405926855593875558274981934083717633450
"(11, -21)",-1651456588594933639385136898388825426888523403412697901392*x-3692769193988175522515962090122914882064009185502765927504
"(11, -19)",1022911408957881063003228424502236265236695672091927211388*x+2287299445389909369292777205151136169181233162593004033884
"(11, -17)",310569469708304274693653814475819690809175041529034130300*x+694454446003830140597569011822456834083678392747659439700
"(11, -15)",-131585798812259931214164373591098883034142602192625654000*x-294234791017824295202959234430883743259341871042625830000
"(11, -13)",-16645479060218907134782821541653901867330542062735955900*x-37220422696698623704972850209650060865408707987609356900
"(11, -11)",-9936898899027415496282284817418485902391064442637808024*x-22219581423856114924236470287825137427831329856320990648
"(11, -9)",-733677030248773870962225360573136033859884367619871962*x-1640551721922846559876517415904527114520487208955306686
"(11, -7)",-516977675428263595214272075660651770583190269963457850*x-1155997257726041590119767175519532202270775528733551650
"(11, -5)",-24954713776624092295744151267852890834418474208837000*x-55801745385790198125971190479630710046830951841955000
"(11, -3)",-3926546054872586929607352789291845847269323059020100*x-8626908950150209632020317489176647319598731624056100
"(11, -1)",102581590627052380723910015017824930400885127310468*x+550998547054432995686939575277547382103960945918956
"(11, 1)",102581590627052380723910015017824930400885127310468*x-550998547054432995686939575277547382103960945918956
"(11, 3)",-3926546054872586929607352789291845847269323059020100*x+8626908950150209632020317489176647319598731624056100
"(11, 5)",-24954713776624092295744151267852890834418474208837000*x+55801745385790198125971190479630710046830951841955000
"(11, 7)",-516977675428263595214272075660651770583190269963457850*x+1155997257726041590119767175519532202270775528733551650
"(11, 9)",-733677030248773870962225360573136033859884367619871962*x+1640551721922846559876517415904527114520487208955306686
"(11, 11)",-9936898899027415496282284817418485902391064442637808024*x+22219581423856114924236470287825137427831329856320990648
"(11, 13)",-16645479060218907134782821541653901867330542062735955900*x+37220422696698623704972850209650060865408707987609356900
"(11, 15)",-131585798812259931214164373591098883034142602192625654000*x+294234791017824295202959234430883743259341871042625830000
"(11, 17)",310569469708304274693653814475819690809175041529034130300*x-694454446003830140597569011822456834083678392747659439700
"(11, 19)",1022911408957881063003228424502236265236695672091927211388*x-2287299445389909369292777205151136169181233162593004033884
"(11, 21)",-1651456588594933639385136898388825426888523403412697901392*x+3692769193988175522515962090122914882064009185502765927504
"(11, 23)",-546794974905547464445362679463491084964532448855083804450*x+1222670733644095779405926855593875558274981934083717633450
"(12, -26)",2811881928990097980575163569243707681972048013339229950376*x+6287559137925095660084894000368808119755899817836507282196
"(12, -24)",30358240953996817914607364891251212880330324423379980608000*x+67883090450454950728668061599564851902428663448366865112000
"(12, -22)",40700823689287240395599714762058454039549677872252023875000*x+91009808509480048518573507584356691808519455351777296246500
"(12, -20)",780389068874182878138011916670493196751461676813335290880*x+1745003006900438191659753730655183566860575431940334566400
"(12, -18)",6896698540740100724855750495983468756964001412450405310400*x+15421486757418467979620660018257633331685833998633398235200
"(12, -16)",-2086030019840641145919053259493138615099520627015736096000*x-4664504927468908308023925961249502020158206139976917006000
"(12, -14)",-988824863699581651892997538049040609623107881673112827464*x-2211079613074235255512992936403352136468197455321506416316
"(12, -12)",248001520374299652534761805603209598275760804930062707200*x+554548258082429258820087639718273097488364432763920294400
"(12, -10)",-29361512075621269082113654440123692815212610323645608640*x-65654336918649831234967428550614917828952755836586745600
"(12, -8)",4292968801810611755452176787186785277730900247536544000*x+9599368986663729406050067287982124088403397538087912000
"(12, -6)",-3259068478763254962622950723751732004112466781526168000*x-7287405603652882913790904506593702631584706025418808000
"(12, -4)",-344312746860592724708788528835560225971873068371171584*x-769732348916768722209679162137455139002952357119060736
"(12, -2)",100910175455464026751049758316707357639837073779756200*x+238089152560367220064324964806199631177604308618330900
"(12, 0)",16717430315778994347812087151918265271446782384000000*x
"(12, 2)",100910175455464026751049758316707357639837073779756200*x-238089152560367220064324964806199631177604308618330900
"(12, 4)",-344312746860592724708788528835560225971873068371171584*x+769732348916768722209679162137455139002952357119060736
"(12, 6)",-3259068478763254962622950723751732004112466781526168000*x+7287405603652882913790904506593702631584706025418808000
"(12, 8)",4292968801810611755452176787186785277730900247536544000*x-9599368986663729406050067287982124088403397538087912000
"(12, 10)",-29361512075621269082113654440123692815212610323645608640*x+65654336918649831234967428550614917828952755836586745600
"(12, 12)",248001520374299652534761805603209598275760804930062707200*x-554548258082429258820087639718273097488364432763920294400
"(12, 14)",-988824863699581651892997538049040609623107881673112827464*x+2211079613074235255512992936403352136468197455321506416316
"(12, 16)",-2086030019840641145919053259493138615099520627015736096000*x+4664504927468908308023925961249502020158206139976917006000
"(12, 18)",6896698540740100724855750495983468756964001412450405310400*x-15421486757418467979620660018257633331685833998633398235200
"(12, 20)",780389068874182878138011916670493196751461676813335290880*x-1745003006900438191659753730655183566860575431940334566400
"(12, 22)",40700823689287240395599714762058454039549677872252023875000*x-91009808509480048518573507584356691808519455351777296246500
"(12, 24)",30358240953996817914607364891251212880330324423379980608000*x-67883090450454950728668061599564851902428663448366865112000
"(12, 26)",2811881928990097980575163569243707681972048013339229950376*x-6287559137925095660084894000368808119755899817836507282196
"(13, -29)",(-1990436544040605743195949276942699978365727322583999667681*x-4450751417374548366110526993437530578791608840288953096461)/2
"(13, -27)",332844174118754849950740580286566698929527806405638651327925*x+744262199244312003822665665208598152532302803833334817477775
"(13, -25)",-8568107359924482906181580280804563146304429857709453176560*x-19158870495307401141014390830306777588992892336073999142000
"(13, -23)",-194287513155101223156548851923435682187526921125104410725100*x-434440086594190976509771126784852348651029891085484657433700
"(13, -21)",84716845671965305846680937778060095655377255197014412145029*x+189432625761873273637862764662570116233329132788501072884161
"(13, -19)",(22223947131507376692303328961468796314295404344460121548607*x+49694256514411952592003944089132709440478160519306207850157)/2
"(13, -17)",-3683481214546799681402602065691428776189608350695330884050*x-8236514389570135871398616264570294176925563811733392454650
"(13, -15)",521747544172549258272039256453639358556155487412034084640*x+1166662975863134398269629725620568026160016919047526597600
"(13, -13)",-710842363706983632061568297903619352909897571710987598175*x-1589491846541739578471661856261467923663309261302151919475
"(13, -11)",104148359599096531084407706358931384220386709430736716469*x+232882811571885906466541293685807141366090487892299693391
"(13, -9)",560534790480426304315655508011576265913658645100265214784*x+1253393907878745343937811376970960223970455091686274866624
"(13, -7)",59838518379333793329371548719070831976626242829016853600*x+133802759560707298782717875848319030129591006625467016800
"(13, -5)",80337602290405876732600668677219777960645141224950240*x+176380423777168085456437548198065899585279538203135200
"(13, -3)",-2097324828766791518838982175174911389188453163384838200*x-4704490093354817209687558706795888859436489598831711400
"(13, -1)",30787460152572836109195186241352000507007978592181214*x+83843757934016198591610816223115403510406500987910646
"(13, 1)",30787460152572836109195186241352000507007978592181214*x-83843757934016198591610816223115403510406500987910646
"(13, 3)",-2097324828766791518838982175174911389188453163384838200*x+4704490093354817209687558706795888859436489598831711400
"(13, 5)",80337602290405876732600668677219777960645141224950240*x-176380423777168085456437548198065899585279538203135200
"(13, 7)",59838518379333793329371548719070831976626242829016853600*x-133802759560707298782717875848319030129591006625467016800
"(13, 9)",560534790480426304315655508011576265913658645100265214784*x-1253393907878745343937811376970960223970455091686274866624
"(13, 11)",104148359599096531084407706358931384220386709430736716469*x-232882811571885906466541293685807141366090487892299693391
"(13, 13)",-710842363706983632061568297903619352909897571710987598175*x+1589491846541739578471661856261467923663309261302151919475
"(13, 15)",521747544172549258272039256453639358556155487412034084640*x-1166662975863134398269629725620568026160016919047526597600
"(13, 17)",-3683481214546799681402602065691428776189608350695330884050*x+8236514389570135871398616264570294176925563811733392454650
"(13, 19)",(22223947131507376692303328961468796314295404344460121548607*x-49694256514411952592003944089132709440478160519306207850157)/2
"(13, 21)",84716845671965305846680937778060095655377255197014412145029*x-189432625761873273637862764662570116233329132788501072884161
"(13, 23)",-194287513155101223156548851923435682187526921125104410725100*x+434440086594190976509771126784852348651029891085484657433700
"(13, 25)",-8568107359924482906181580280804563146304429857709453176560*x+19158870495307401141014390830306777588992892336073999142000
"(13, 27)",332844174118754849950740580286566698929527806405638651327925*x-744262199244312003822665665208598152532302803833334817477775
"(13, 29)",(-1990436544040605743195949276942699978365727322583999667681*x+4450751417374548366110526993437530578791608840288953096461)/2
"(14, -30)",-371258407689033229320483771486295448408943952410385089912000*x-830159036811008905040686376506127397837626276302464360120000
"(14, -28)",2061113193567827764811874346671237314546583134056569088963200*x+4608789210139345179625526696977621744831475891772424762874800
"(14, -26)",3644295186561332086064546893196918977067972314247865138102000*x+8148891767226416609028442342931347514030627903876552340706000
"(14, -24)",2606854859387524079161908660151473869260355357164468291772352*x+5829104673066159625486425240058522632298847619993701379323394
"(14, -22)",1287042046723701909887772065819682579558421458729056574828000*x+2877913506374657961384405917448676807538765649631627090748000
"(14, -20)",-147822271247544797128831314748766064423342376863499093338000*x-330540647097922809023052217868261973022307950966168085520000
"(14, -18)",-121899993673991930507508301075137962534872245217688852652000*x-272576672311840256378990472290138304278205450372459405828000
"(14, -16)",-26739305790302744246605374493368348997622066629359720267168*x-59790905418269750795006675160316860184561774809887990130014
"(14, -14)",69137833266020203282546872652605114407813625886919671020000*x+154596895000479717197114283048591353787532620946606012540000
"(14, -12)",-14199561545801621927458511283473747416829173518382331145600*x-31751184875156360868561453472617798024303523126444925091600
"(14, -10)",458811515384467353646630575397128923290517083319642016000*x+1025933770923761841978202157861039491334717977001466720000
"(14, -8)",-1985503556035983615372360872702768815798874420719872000*x-4438113690457566982500396959560514869594012052812642750
"(14, -6)",199874550057920305417036755926113963863155578756314546000*x+446933334970156202724902943225439906090527416873753898000
"(14, -4)",-64289938006060503333292884431602934902355829444966857808*x-143811817809080933322105773741005997277642344873448068096
"(14, -2)",-11568343751249809918534228392425798927274661847482272000*x-27257619396530501837106791932715825199274965415644032000
"(14, 0)",3734286528368804202803363960379191401134342509844072000*x
"(14, 2)",-11568343751249809918534228392425798927274661847482272000*x+27257619396530501837106791932715825199274965415644032000
"(14, 4)",-64289938006060503333292884431602934902355829444966857808*x+143811817809080933322105773741005997277642344873448068096
"(14, 6)",199874550057920305417036755926113963863155578756314546000*x-446933334970156202724902943225439906090527416873753898000
"(14, 8)",-1985503556035983615372360872702768815798874420719872000*x+4438113690457566982500396959560514869594012052812642750
"(14, 10)",458811515384467353646630575397128923290517083319642016000*x-1025933770923761841978202157861039491334717977001466720000
"(14, 12)",-14199561545801621927458511283473747416829173518382331145600*x+31751184875156360868561453472617798024303523126444925091600
"(14, 14)",69137833266020203282546872652605114407813625886919671020000*x-154596895000479717197114283048591353787532620946606012540000
"(14, 16)",-26739305790302744246605374493368348997622066629359720267168*x+59790905418269750795006675160316860184561774809887990130014
"(14, 18)",-121899993673991930507508301075137962534872245217688852652000*x+272576672311840256378990472290138304278205450372459405828000
"(14, 20)",-147822271247544797128831314748766064423342376863499093338000*x+330540647097922809023052217868261973022307950966168085520000
"(14, 22)",1287042046723701909887772065819682579558421458729056574828000*x-2877913506374657961384405917448676807538765649631627090748000
"(14, 24)",2606854859387524079161908660151473869260355357164468291772352*x-5829104673066159625486425240058522632298847619993701379323394
"(14, 26)",3644295186561332086064546893196918977067972314247865138102000*x-8148891767226416609028442342931347514030627903876552340706000
"(14, 28)",2061113193567827764811874346671237314546583134056569088963200*x-4608789210139345179625526696977621744831475891772424762874800
"(14, 30)",-371258407689033229320483771486295448408943952410385089912000*x+830159036811008905040686376506127397837626276302464360120000
