numerator,1
denominator,475200
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-605128934610905060291656818981204367767867417537*x-1353109432942123032226573797273087679998114917171)/2
"(1, 1)",(605128934610905060291656818981204367767867417537*x-1353109432942123032226573797273087679998114917171)/2
"(2, -4)",-7178387521989943649059833004202177910875360911928675986122048*x-16051362468005780430019973147032381188762363342130949570179213
"(2, -2)",2545189628425156547950175131307259132185279008159611422340*x+5691217024786560812131550981886669532296506005831688166220
"(2, 0)",79726967458059324939332251844676590574892855315071690
"(2, 2)",-2545189628425156547950175131307259132185279008159611422340*x+5691217024786560812131550981886669532296506005831688166220
"(2, 4)",7178387521989943649059833004202177910875360911928675986122048*x-16051362468005780430019973147032381188762363342130949570179213
"(3, -5)",422959928024930940517122938725765606189291322584248010146222580935*x+945767150822163947747656607475583103091484057182051794853682053915
"(3, -3)",-1888713233394126856107404397463251607242709637286653125936528245*x-4223291179873049514412409987366662260213463979926072250772760335
"(3, -1)",2926030386555386219228987809810375308485926733410990144288074*x+6543003877282359474709579431801499576240239134756685997723074
"(3, 1)",-2926030386555386219228987809810375308485926733410990144288074*x+6543003877282359474709579431801499576240239134756685997723074
"(3, 3)",1888713233394126856107404397463251607242709637286653125936528245*x-4223291179873049514412409987366662260213463979926072250772760335
"(3, 5)",-422959928024930940517122938725765606189291322584248010146222580935*x+945767150822163947747656607475583103091484057182051794853682053915
"(4, -8)",60385006978828785569300365719335130713246722682453265827385849363294720*x+135024980426460368682926934097014765350485194845733542833511117006825320
"(4, -6)",1066478424291414780227257941995367961878377004561228303874863248088192*x+2384718253252466433994755922953089013062311819548327120948398606295804
"(4, -4)",128139343708472500748853514723903497499980863005058317245445587699744*x+286528283124378660169448363676769998694991980763793974766677686457952
"(4, -2)",-254660632361543869704936936498949009326976033737201380018963998080*x-569438969739246714130068664599408389894585820210395576968255026620
"(4, 0)",-4281612943821902043139220287654343684838653626982065980426987600
"(4, 2)",254660632361543869704936936498949009326976033737201380018963998080*x-569438969739246714130068664599408389894585820210395576968255026620
"(4, 4)",-128139343708472500748853514723903497499980863005058317245445587699744*x+286528283124378660169448363676769998694991980763793974766677686457952
"(4, 6)",-1066478424291414780227257941995367961878377004561228303874863248088192*x+2384718253252466433994755922953089013062311819548327120948398606295804
"(4, 8)",-60385006978828785569300365719335130713246722682453265827385849363294720*x+135024980426460368682926934097014765350485194845733542833511117006825320
"(5, -11)",(-340616648575839827431887594689974378155889493817193725402496518904551641535*x-761641980483734785385279183175410730470878996983984124955445496324048684211)/2
"(5, -9)",69421577759436809259275840541897760632436114084249672735820448424246112310*x+155231366975388248012358562937350171016311546915081667773677552781934773314
"(5, -7)",-2570778260439875327471116951318783385298649611589176423565770416192303850*x-5748434945422219639999104855971977215425068902092492286106155520400057570
"(5, -5)",(-142548171179292109166128597486046682368124384341255663754523092342599175*x-318747400825200388032877787622930458751596560954140172965234748957871525)/2
"(5, -3)",5342025907140945831438749853357370417596473137066442045448731257582275*x+11945133341051147412071115261365477774906285522734733205710022323211495
"(5, -1)",-20802298492216579956808278684056542549604726967219580876703491612560*x-48245968107183313585624102508755657298488874067946554127460475797936
"(5, 1)",20802298492216579956808278684056542549604726967219580876703491612560*x-48245968107183313585624102508755657298488874067946554127460475797936
"(5, 3)",-5342025907140945831438749853357370417596473137066442045448731257582275*x+11945133341051147412071115261365477774906285522734733205710022323211495
"(5, 5)",(142548171179292109166128597486046682368124384341255663754523092342599175*x-318747400825200388032877787622930458751596560954140172965234748957871525)/2
"(5, 7)",2570778260439875327471116951318783385298649611589176423565770416192303850*x-5748434945422219639999104855971977215425068902092492286106155520400057570
"(5, 9)",-69421577759436809259275840541897760632436114084249672735820448424246112310*x+155231366975388248012358562937350171016311546915081667773677552781934773314
"(5, 11)",(340616648575839827431887594689974378155889493817193725402496518904551641535*x-761641980483734785385279183175410730470878996983984124955445496324048684211)/2
"(6, -12)",-44810005708721740776282436683147070402975428006453153674292581157698391288960*x-100198218836855453302795655577591369299005473147081317459529248829800877191010
"(6, -10)",-22714405931746769234493714748277074520857437325876132100029413303092742617400*x-50790955731910224403202650889696298847816956171366873665897918992193310576600
"(6, -8)",1459535233516140734124107337414411913191276448552520597374405904963955732480*x+3263619997698120080464671466189768820928109545429587267946565904928663397170
"(6, -6)",66088482768224526455225778697798499455119280775270217492160799491602949800*x+147778339999585977017428252140920194368874839798386093552860936497657473400
"(6, -4)",971704736100166120171411024644906219164886849545520848837626055783932032*x+2172797814654728630048665367340801437806688757074704997870599340148928254
"(6, -2)",-114410231834772069182781553842667120742602091732826905485757829494049360*x-255911241098865095997881924104985807296341268120756881942489230477049360
"(6, 0)",17374424825302419734861354491228082732824732548483960370787365955739300
"(6, 2)",114410231834772069182781553842667120742602091732826905485757829494049360*x-255911241098865095997881924104985807296341268120756881942489230477049360
"(6, 4)",-971704736100166120171411024644906219164886849545520848837626055783932032*x+2172797814654728630048665367340801437806688757074704997870599340148928254
"(6, 6)",-66088482768224526455225778697798499455119280775270217492160799491602949800*x+147778339999585977017428252140920194368874839798386093552860936497657473400
"(6, 8)",-1459535233516140734124107337414411913191276448552520597374405904963955732480*x+3263619997698120080464671466189768820928109545429587267946565904928663397170
"(6, 10)",22714405931746769234493714748277074520857437325876132100029413303092742617400*x-50790955731910224403202650889696298847816956171366873665897918992193310576600
"(6, 12)",44810005708721740776282436683147070402975428006453153674292581157698391288960*x-100198218836855453302795655577591369299005473147081317459529248829800877191010
"(7, -15)",10034787946763919222506643619510167454448757899806500570583702648872150565135545*x+22438467988759664173905417838440993154858962599346314726749081329334036326626715
"(7, -13)",-6041864399320724141263863628418558180550020627772942923453474095910953585282410*x-13510019507717073378612848914110862241928246339592013603808342391706800625916770
"(7, -11)",-9181091993202391586681041030202187057751867544898803241389312076571437464213904*x-20529545804479584686779018006185864679612105769420959839335664758173184212473776
