numerator,(2178309*x-4870847)/2
denominator,3960
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-10610209857723*x-23725150497407)/2
"(1, 1)",1
"(2, -4)",(251728825683549488150424261*x+562882766124611619513723647)/2
"(2, -2)",16599184616141586778620*x+37116905172761340933580
"(2, 0)",525998633836984980*x+1176168701331420300
"(2, 2)",-3128907880
"(2, 4)",(10610209857723*x-23725150497407)/2
"(3, -5)",-12479396749212420660566350961880*x-27904779449428867722404108582400
"(3, -3)",-51734481768407857289461578540*x-115681818014883500897069548860
"(3, -1)",35793054522498970475197944*x+80035703034663973257110988
"(3, 1)",2606421227681441885442*x+5828135036347252699722
"(3, 3)",9751830069741960
"(3, 5)",-525998633836984980*x+1176168701331420300
"(4, -8)",-393818153152202189921914547793038340*x-880604161221747179118025843620319180
"(4, -6)",-61837735850585470023238259736850950*x-138273380936584889447851305167731842
"(4, -4)",1034127513080103477826234228093344*x+2312379416649914298424250625451296
"(4, -2)",-2910520948598475638547141288030*x-6508122691003362788061952045930
"(4, 0)",-11409265793518229059406138400*x-25511893887667689032488524000
"(4, 2)",2119337873816866453039590*x+4738984101770847247562530
"(4, 4)",-194930642644618155456
"(4, 6)",-2606421227681441885442*x+5828135036347252699722
"(4, 8)",-16599184616141586778620*x+37116905172761340933580
"(5, -11)",-2986152136938872067784669198846010266752*x-6677239169351578707225356193679818792961
"(5, -9)",-849195605308182317635866680566941845766*x-1898859099663176910312184739195257907838
"(5, -7)",-50281612921680671528433959042704631160*x-112433104511209790681677187435883313780
"(5, -5)",(5727441115409586708042942630361744125*x+12806947671183054132931648752037809625)/2
"(5, -3)",-23798747054554585601497631210974560*x-53215616193306949427218246199609730
"(5, -1)",25496439220935778702481117476716*x+57011771282204531886296950660508
"(5, 1)",-1864947959912156611764707013936*x-4170150412867940927058882457208
"(5, 3)",-585910527977295569898260565*x-1310131283281289575042832145
"(5, 5)",-539804696816686904126375
"(5, 7)",-2119337873816866453039590*x+4738984101770847247562530
"(5, 9)",-35793054522498970475197944*x+80035703034663973257110988
"(5, 11)",(-251728825683549488150424261*x+562882766124611619513723647)/2
"(6, -12)",1227408365860835048349516440877496396845780*x+2744568542216759344637267128092672020064060
"(6, -10)",270686548016126273459497787983729676990400*x+605273521958819187326154971450651745792000
"(6, -8)",13900791655529477425188772682462631880395*x+31083115082825751891373279936522958357745
"(6, -6)",518524714174801016449676770591683103200*x+1159456508908503842708249813339161288800
"(6, -4)",25978983031350487944726220607910777300*x+58090772044413241198816192612836997212
"(6, -2)",-1102436761468574058694547835368598720*x-2465123539538452473010991277447625440
"(6, 0)",12388100248383015659423353327792800*x+27700634267464117080728285413308000
"(6, 2)",-30841210565035750565334994122960*x-68963043123997859105879186169360
"(6, 4)",-167693500234103916977031603588*x-374978962886504227568690894892
"(6, 6)",-97740708454955821774036800
"(6, 8)",585910527977295569898260565*x-1310131283281289575042832145
"(6, 10)",11409265793518229059406138400*x-25511893887667689032488524000
"(6, 12)",51734481768407857289461578540*x-115681818014883500897069548860
"(7, -15)",296075565991916360870538284507575581058860180*x+662045092034649932646260642755419096314416500
"(7, -13)",69052547531354617777518018946339727608177800*x+154406190299644216010358711802256673562340980
