numerator,1
denominator,3960
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-16045123131002922401463079104883344609111*x-35877986028279822362391760980092229541013)/2
"(1, 1)",(-16045123131002922401463079104883344609111*x+35877986028279822362391760980092229541013)/2
"(2, -4)",190336480516243295379486698546085167377332258489342144*x+425605309032384272951826105002335710879360052013556139
"(2, -2)",-49828541451835252470684027997317475137346284833190*x-111420005905979080098862872860852079213884595546770
"(2, 0)",-1561402536243700192787992948698724943678403060*x
"(2, 2)",-49828541451835252470684027997317475137346284833190*x+111420005905979080098862872860852079213884595546770
"(2, 4)",190336480516243295379486698546085167377332258489342144*x-425605309032384272951826105002335710879360052013556139
"(3, -5)",18522255079707387487147116350458381365449171209601215432710*x+41417021454816503933440395837288564056643850298776119580950
"(3, -3)",4639111782181882549094420913456921239999991257474537730*x+10373369300179761488663414062490172170748152542406095590
"(3, -1)",-104819056863689589398847315475860324002996564129631558*x-234380677556437896601239989649530027404620260239582518
"(3, 1)",-104819056863689589398847315475860324002996564129631558*x+234380677556437896601239989649530027404620260239582518
"(3, 3)",4639111782181882549094420913456921239999991257474537730*x-10373369300179761488663414062490172170748152542406095590
"(3, 5)",18522255079707387487147116350458381365449171209601215432710*x-41417021454816503933440395837288564056643850298776119580950
"(4, -8)",1182189645011124286629318427778557693344501882727298574807371520*x+2643456408541219029876966803709630845386283425497931398036678620
"(4, -6)",9861809092202561591022514918115109178946234588035054823141796*x+22051675511290418943273005057730310882787062249264880116290672
"(4, -4)",3787422273404402157228824124618905529449652637020080924941728*x+8468933662829750983139465659338331770838412823006905867353824
"(4, -2)",-23759434530368935632705667269456704645700681321496141150020*x-53127683391591873482008554902126464329002841020548843494880
"(4, 0)",-7113198756929855550663584135295664409529765911624870400*x
"(4, 2)",-23759434530368935632705667269456704645700681321496141150020*x+53127683391591873482008554902126464329002841020548843494880
"(4, 4)",3787422273404402157228824124618905529449652637020080924941728*x-8468933662829750983139465659338331770838412823006905867353824
"(4, 6)",9861809092202561591022514918115109178946234588035054823141796*x-22051675511290418943273005057730310882787062249264880116290672
"(4, 8)",1182189645011124286629318427778557693344501882727298574807371520*x-2643456408541219029876966803709630845386283425497931398036678620
"(5, -11)",(-9031523290789294767031315325624862414026876162847165827376271032105*x-20195100018577463366588362306612278975452673796406772666113307322133)/2
"(5, -9)",2486838037278205476761718958359636099811771168584052097256521228310*x+5560738900386223534282957048171584591593391495535330226797837821498
"(5, -7)",144963418501320741511083409254222607169335816317214822582564519950*x+324148058019703865217560687523567290649651994069656772660367623070
"(5, -5)",(-1693092613205003756252593518463334921257290851917929621875694375*x-3785870175329465622706271874939037350165339891719628273548133125)/2
"(5, -3)",224426813576134428297673858822885109539913716639014515378250675*x+501833664985831371289286796577366019673203011206645399064807095
"(5, -1)",74235155648397913335430962846992604465421382679658633917180*x+191823485385712947847296556428303589195559129670994720262372
"(5, 1)",74235155648397913335430962846992604465421382679658633917180*x-191823485385712947847296556428303589195559129670994720262372
"(5, 3)",224426813576134428297673858822885109539913716639014515378250675*x-501833664985831371289286796577366019673203011206645399064807095
"(5, 5)",(-1693092613205003756252593518463334921257290851917929621875694375*x+3785870175329465622706271874939037350165339891719628273548133125)/2
