numerator,1
denominator,475200
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-13697864202802765155447226035261*x-30629355504030530218217275231463)/2
"(1, 1)",(13697864202802765155447226035261*x-30629355504030530218217275231463)/2
"(2, -4)",-162491944852276630557738282605583160948551744*x-363343034485837568922273750590163199115542489
"(2, -2)",16634336026393200835262474751945846748020*x+37195506115592068484698782109467101221660
"(2, 0)",982894537505793146880181066926993570
"(2, 2)",-16634336026393200835262474751945846748020*x+37195506115592068484698782109467101221660
"(2, 4)",162491944852276630557738282605583160948551744*x-363343034485837568922273750590163199115542489
"(3, -5)",5214358655473027696123917199723967393588917920555*x+11659660412702095747924189825116592727120295336495
"(3, -3)",-62149857571737225528062393900928581576614013985*x-138971306322346163814080613514958749556057308755
"(3, -1)",29763487241010333965225209711533209423199522*x+66548941720946569562457012174884424147054522
"(3, 1)",-29763487241010333965225209711533209423199522*x+66548941720946569562457012174884424147054522
"(3, 3)",62149857571737225528062393900928581576614013985*x-138971306322346163814080613514958749556057308755
"(3, 5)",-5214358655473027696123917199723967393588917920555*x+11659660412702095747924189825116592727120295336495
"(4, -8)",394652125650634463012916743927365047389666442239132160*x+882468980419607078541939727064505810490659699261013960
"(4, -6)",-22488326001251179064066658986932904066546722280433024*x-50285425638973657063562530641904353174730866529708788
"(4, -4)",1216067581736448053592929928741521768566588475056032*x+2719209777996708819776699249106006118441994122028256
"(4, -2)",-9523532176925959567541307508549202626312101306240*x-21295264846890100121240007062339143224245169222860
"(4, 0)",-86962528004161406674909312972736597808060502800
"(4, 2)",9523532176925959567541307508549202626312101306240*x-21295264846890100121240007062339143224245169222860
"(4, 4)",-1216067581736448053592929928741521768566588475056032*x+2719209777996708819776699249106006118441994122028256
"(4, 6)",22488326001251179064066658986932904066546722280433024*x-50285425638973657063562530641904353174730866529708788
"(4, 8)",-394652125650634463012916743927365047389666442239132160*x+882468980419607078541939727064505810490659699261013960
"(5, -11)",(-7710291692473243429226572769087690331144906338748528620355*x-17240736350722075905626581406841904262564308312508710420583)/2
"(5, -9)",706120725794621971785226004169371077627354692221424206430*x+1578933943198263933102660871284656154778402085208778333242
"(5, -7)",2581585543287832131032619171286844862313805925676885950*x+5772600764522318575092681208647856800676757773812666790
"(5, -5)",(-662545172141889831378211989777472733629164656186311275*x-1481496043073690490880343301052161898141822752461255825)/2
"(5, -3)",62218083838508362769395438253194668199742330341675575*x+139123869673904815748247985895145835073540543491916235
"(5, -1)",-113461655234758979502544382760106269386596995769680*x-286890590338303568411914876379635275027493494753008
"(5, 1)",113461655234758979502544382760106269386596995769680*x-286890590338303568411914876379635275027493494753008
"(5, 3)",-62218083838508362769395438253194668199742330341675575*x+139123869673904815748247985895145835073540543491916235
"(5, 5)",(662545172141889831378211989777472733629164656186311275*x-1481496043073690490880343301052161898141822752461255825)/2
"(5, 7)",-2581585543287832131032619171286844862313805925676885950*x+5772600764522318575092681208647856800676757773812666790
"(5, 9)",-706120725794621971785226004169371077627354692221424206430*x+1578933943198263933102660871284656154778402085208778333242
"(5, 11)",(7710291692473243429226572769087690331144906338748528620355*x-17240736350722075905626581406841904262564308312508710420583)/2
"(6, -12)",-1474514724281937791279779380121074962665487878756646218250880*x-3297115157318772680986550625841005223051464840488929968589530
"(6, -10)",-461345335941132900934058542055193627803508350538081921562200*x-1031599532266850082269568748310869165657949771959685258119800
"(6, -8)",25364868849343405705150799182053024779635099536443455549440*x+56717570987498727086806617984246381747526383618251478812010
"(6, -6)",-1103184313298637625359795430517102579204128962906862980600*x-2466795116247386932510898818004212233713717359010133469800
"(6, -4)",81122438003753610102590740346805356653639771008927866496*x+181395284932933022795681588758516650996049002695139181062
"(6, -2)",-3438533860615987242570513214979513747182641461854072080*x-7691075074953763143158555133598870194784400509273072080
"(6, 0)",337639307615523413826490233316505440892228875781562900
"(6, 2)",3438533860615987242570513214979513747182641461854072080*x-7691075074953763143158555133598870194784400509273072080
"(6, 4)",-81122438003753610102590740346805356653639771008927866496*x+181395284932933022795681588758516650996049002695139181062
"(6, 6)",1103184313298637625359795430517102579204128962906862980600*x-2466795116247386932510898818004212233713717359010133469800
"(6, 8)",-25364868849343405705150799182053024779635099536443455549440*x+56717570987498727086806617984246381747526383618251478812010
"(6, 10)",461345335941132900934058542055193627803508350538081921562200*x-1031599532266850082269568748310869165657949771959685258119800
"(6, 12)",1474514724281937791279779380121074962665487878756646218250880*x-3297115157318772680986550625841005223051464840488929968589530
"(7, -15)",123711443848554398787566641396940367571105565345738354359500885*x+276627198040015833834774930934197880775813966641188024762974895
"(7, -13)",-225947231582880955874231291415856087307736918737957384756033730*x-505233369147209225110819959653364925371483291006611590447790810
"(7, -11)",-176037261782937917568207978753464036045246438456272865948530512*x-393631283919575012076532369397823393970076213898503083711628528
"(7, -9)",-5007872574732247789039024969662599057524166908097915967067023*x-11197943499758201728789080576250771856224663283766133279118403
"(7, -7)",-1221106634559943986485181196030026022781877270717466481618925*x-2730477442652258925037442058559765470825782089888238748310775
"(7, -5)",24873416926372800750874868667380748522586096999506382718940*x+55618650702596814772525379125533145268146290231035502109740
"(7, -3)",-2501888195361176448481826724419543450401513422353882845290*x-5594333178381414591378221134050182879334294276117868272030
"(7, -1)",69517372006811238516428410454427144095429385817396880943*x+147485617227159161579155220735484264097082322387557870947
"(7, 1)",-69517372006811238516428410454427144095429385817396880943*x+147485617227159161579155220735484264097082322387557870947
"(7, 3)",2501888195361176448481826724419543450401513422353882845290*x-5594333178381414591378221134050182879334294276117868272030
"(7, 5)",-24873416926372800750874868667380748522586096999506382718940*x+55618650702596814772525379125533145268146290231035502109740
"(7, 7)",1221106634559943986485181196030026022781877270717466481618925*x-2730477442652258925037442058559765470825782089888238748310775
"(7, 9)",5007872574732247789039024969662599057524166908097915967067023*x-11197943499758201728789080576250771856224663283766133279118403
