numerator,1
denominator,3960
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(92373071772320257494291812029147111536923457965394283088737600826195043589169266999007899677*x+206552467773392484379075140279333703706998875944765801178771366583652571550305469359175686791)/2
"(1, 1)",(92373071772320257494291812029147111536923457965394283088737600826195043589169266999007899677*x-206552467773392484379075140279333703706998875944765801178771366583652571550305469359175686791)/2
"(2, -4)",-1095782514853084420608486011942010615537123017052848777536801226422196945082801738271509515232148956268608*x-2450244191767169743029138324728241623143182303852221618009352794515047587412510405459044668769817656982073
"(2, -2)",-596485379567933382696365517676645823767600007746843022145326993132819666806942026871958028764852208240*x-1333781856298775615996832356051752658030124833039613339469973979137034863101420942007399385732324515920
"(2, 0)",-12345757483650095434026078253383949819660553503820486955223172316171687278220599725461750015663360*x
"(2, 2)",-596485379567933382696365517676645823767600007746843022145326993132819666806942026871958028764852208240*x+1333781856298775615996832356051752658030124833039613339469973979137034863101420942007399385732324515920
"(2, 4)",-1095782514853084420608486011942010615537123017052848777536801226422196945082801738271509515232148956268608*x+2450244191767169743029138324728241623143182303852221618009352794515047587412510405459044668769817656982073
"(3, -5)",146452477152043627178263415012940861422434954454531781380275000806856589349442957787206343013434127772532453760*x+327477694385204353934433019194771456398380932249816495085277581531201776120724596324248118735425329817660323200
"(3, -3)",-124785746716908066903439744753920684900242887600543652005314850509644600868689434597284958000666883189910120*x-279029412282101165148020216789904603196467245161473990025809847758215604492959137771492311615420165818955960
"(3, -1)",-552777519379332547378469593273553951009608392708683412642270390768957410373509374123390383456220380484374*x-1235792603020102480884935423476572074870936766075784577553522274796946753583139173322203654383802441018014
"(3, 1)",-552777519379332547378469593273553951009608392708683412642270390768957410373509374123390383456220380484374*x+1235792603020102480884935423476572074870936766075784577553522274796946753583139173322203654383802441018014
"(3, 3)",-124785746716908066903439744753920684900242887600543652005314850509644600868689434597284958000666883189910120*x+279029412282101165148020216789904603196467245161473990025809847758215604492959137771492311615420165818955960
"(3, 5)",146452477152043627178263415012940861422434954454531781380275000806856589349442957787206343013434127772532453760*x-327477694385204353934433019194771456398380932249816495085277581531201776120724596324248118735425329817660323200
"(4, -8)",14151705399752754374605284381939853082264921232389397380192898670387925518154285455948654728477332540192843196241920*x+31644175271397994320016031222701634468941498802722055123827965883524899748946640178092236616539757848451996165703520
"(4, -6)",1355490096460902266466129038540476837071889868011021929048179507547221443849360256523168816596130453787089735498048*x+3030967998514324574367363787057287232808211023394118793620373309170338861444443027968238002914340744829145138156156
"(4, -4)",24762681311608886015852962665529490991209062785022636110187517179328328137168864309734040793688507479780366104064*x+55371038717925789051810076366808531115676283685757691874476273793286374486789776480965337515391657286622676992512
"(4, -2)",297964021624370382954481787978699628948024086881773659337771088872939330286817115050427066597396058406449740480*x+666268243987133568619128583573310756351434858365263522109198630624003064265377677245528469876684456626844163420
"(4, 0)",-602397859405101681240702448654219930721034786992733475810557321434482658669399519286065091737405235471897600*x
"(4, 2)",297964021624370382954481787978699628948024086881773659337771088872939330286817115050427066597396058406449740480*x-666268243987133568619128583573310756351434858365263522109198630624003064265377677245528469876684456626844163420
