numerator,(75025*x-167761)/2
"(14, 2)",-49180642040712649006078995525186532524000*x-109971258941392032087609240946372333937440
"(14, 4)",2740097360195259319331215096152723222250*x+6127043716775108142104821433249425571442
"(14, 6)",1338802797590054642582263044302873640000*x+2993655736519307252586951659352628540800
"(14, 8)",58479600015847759654995423075487174125*x+130763044310262587659555246907070583105
"(14, 10)",-17613923070854043112558691872243440000*x-39416895269989378033488423804046339200
"(14, 12)",-1880013191391865360820116328949231000*x-4232611209470033542263561406413128760
"(14, 14)",-74366969283747779519764660281736000
"(14, 16)",119617699527721158029249471054989225*x-273700542517727542461124802408279043
"(14, 18)",343037465299041984907885822004052000*x-767098172480931148813149724823483040
"(14, 20)",817025899117889222379182173217737500*x-1826923820585243710598285740875332100
"(14, 22)",708958917043428330434087169409616000*x-1585280339872595270448617395341315840
"(14, 24)",785213596684319931841449070058803125*x-1755790979035965299333210152057660023
"(14, 26)",59400256574528629094655697018380000*x-132823011581575342721580098514546400
"(14, 28)",-106557585574902253346323942817971250*x+238270004863732446958032637972550550
"(14, 30)",23696628336682069266364922194920000*x-52987271798368880198925839116521600
"(15, -33)",-617252914309680789784222562559510729931026000*x-1380219475706298921779081863246661764280902740
"(15, -31)",20290650897914519614651208523417840489936808050*x+45371274715454011645873172264601900708444812742
"(15, -29)",27309265500179668680815574815841752542592794800*x+61065374073991534397133857998981938889833150672
"(15, -27)",-63379606971948673585115016433411297735390047000*x-141721109576496840818344446514746239701296179880
"(15, -25)",15214588851345772034970153430238096834794275000*x+34020854921319588944743385970915217394703702000
"(15, -23)",182256394261811797086572548003315116478736111250*x+407537686903413781422848351243648658361938309150
"(15, -21)",108541067352855406412029595914315845763086030000*x+242705204951367840889471122886171343274707107200
"(15, -19)",71950533779739468819515152124817098377446622800*x+160886284548892333064561758762492310742768577392
"(15, -17)",53091705243568238652039781044905607065011536000*x+118716661966000610909649126280296924715899996240
"(15, -15)",16202324755849315119204972251017142725576668750*x+36229499547606751946376424690055602121494070250
"(15, -13)",2978104406559164446638899391468335758342941000*x+6659243897157962273266168906780245716137854240
"(15, -11)",-21152670023911871400090342093430905837217950*x-47298808079089037610822881792188432282788498
"(15, -9)",294589465494093000966351344626782568046970000*x+658722070300120469010018597498900441883345800
"(15, -7)",74704693568602668494992034617081314308189250*x+167044773057686175649563690787154382963228270
"(15, -5)",-57495332924382019053322779832371519798757500*x-128563472807891848785578728869139473651271200
"(15, -3)",-13917577993550692637967107429138257875462000*x-31120650475718912950704003285793748799313680
"(15, -1)",3998518293824582035498923140848460434594800*x+8940958714180391534598204940786953295555932
"(15, 1)",552861020728456170781018918946021326477050*x+1236234823823370445058301022467722542087182
"(15, 3)",-97955555241369790301131614940147862532000*x-219035278081889248945554198693254533063680
"(15, 5)",-51109828542533284911970605369682855046250*x-114285041803263841073719890419365381114950
"(15, 7)",4657726626523997783635261489050228595500*x+10414981486694217554458556382343795259520
"(15, 9)",960564961592440454032839352021141732500*x+2147841739679534054403888586460041158300
"(15, 11)",-55547453452955938330868375348470241700*x-124204520668211126151260068535779507248
"(15, 13)",-6382237844953272542219049188561086500*x-14744348362897859065301944293503083260
"(15, 15)",-2574603279759359047897829635183273500
"(15, 17)",1880013191391865360820116328949231000*x-4232611209470033542263561406413128760
"(15, 19)",2556848223380997880839367410529060800*x-5715892632261845119054331974936672608
"(15, 21)",3856661083883822951075322815728605000*x-8623780173950548913803628087096017800
"(15, 23)",6475909352055943513933407334771927500*x-14480573560792311717822205799753409600
"(15, 25)",540602697351424415858694279170137500*x-1208824380011626943403804211500985500
"(15, 27)",-2251995556347864848108550852447282000*x+5035615149021495142949487699374445120
"(15, 29)",970349099525807005419643724323312800*x-2169766548445413404291727638462099328
"(15, 31)",720964642108530039875194546639561800*x-1612125949128480480308627122692218508
"(15, 33)",-21932146420274040213872503297284750*x+49041770288211425687640843393003510
