numerator,1
denominator,650
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(18631035791779601046490791795469966338741725*x+41660262518690271924829613094299727063694109)/2
"(1, 1)",(18631035791779601046490791795469966338741725*x-41660262518690271924829613094299727063694109)/2
"(2, -4)",262173635865495444444044844369004925301598666260207725*x+586238071703524724436416458345204625070594213574573258
"(2, -2)",-521042949111867818978944019506598810262235211105000*x-1165087453328304660842740788489790376653153498836200
"(2, 0)",-25141897961684117989410183425307182606600500650*x
"(2, 2)",-521042949111867818978944019506598810262235211105000*x+1165087453328304660842740788489790376653153498836200
"(2, 4)",262173635865495444444044844369004925301598666260207725*x-586238071703524724436416458345204625070594213574573258
"(3, -5)",-353793684638647365001981665351995928859422060290900514975*x-791106728862138627711396674163780483878686604701468415625
"(3, -3)",45429904734052587017359234692605675087958678509444769375*x+101584355189462126632711797017876983118041131161918879775
"(3, -1)",-24297952616821796131947369751251475504294181166817950*x-54036784489409576673691550899418856823829796421596666
"(3, 1)",-24297952616821796131947369751251475504294181166817950*x+54036784489409576673691550899418856823829796421596666
"(3, 3)",45429904734052587017359234692605675087958678509444769375*x-101584355189462126632711797017876983118041131161918879775
"(3, 5)",-353793684638647365001981665351995928859422060290900514975*x+791106728862138627711396674163780483878686604701468415625
"(4, -8)",-14664104125763217057639986601252069165919267861234672819810000*x-32789933654341678496216646538781761155037325447322834114288800
"(4, -6)",-1857036506264125898258304009426499369829256275581252982943600*x-4152459864705299532827713293879547502735420338765108055552916
"(4, -4)",-25132005537007626889411407850997897400706835545946573836800*x-56196872787656601060906993568693878918226983512476416840192
"(4, -2)",68039792681163746565310635580177459378176181044835910000*x+152800843577459910378165818154799089463332497817395700700
"(4, 0)",156934675260494359856296358500283351496453051598671300000*x
"(4, 2)",68039792681163746565310635580177459378176181044835910000*x-152800843577459910378165818154799089463332497817395700700
"(4, 4)",-25132005537007626889411407850997897400706835545946573836800*x+56196872787656601060906993568693878918226983512476416840192
"(4, 6)",-1857036506264125898258304009426499369829256275581252982943600*x+4152459864705299532827713293879547502735420338765108055552916
"(4, 8)",-14664104125763217057639986601252069165919267861234672819810000*x+32789933654341678496216646538781761155037325447322834114288800
"(5, -11)",(14757100166315604445010089139132683060672007569111241815856208625*x+32997879122655143786888559966444213885884330374415950519395875359)/2
"(5, -9)",-681978543335920321324704803498992947512508104848779211302014250*x-1524950382095404033469142250858112458123485114199530501439440834
"(5, -7)",-4148698377039561250071374890398072770897078615076784401766943750*x-9276771589203511686603697588362333323773618524334592049479768050
"(5, -5)",(-1114377855793924256650042885640616655014275388592037711230390625*x-2491824637998594164876612389709503374366542532030507677090590625)/2
"(5, -3)",-2780434971928716318774042538597330416094337353725228938915625*x-6217253223748912370323235742896562355363096082087297661470175
"(5, -1)",-173809750139576767237973747634766427660056239398685888026000*x-413706566729259915475987157915699521640873319009023991811216
"(5, 1)",-173809750139576767237973747634766427660056239398685888026000*x+413706566729259915475987157915699521640873319009023991811216
"(5, 3)",-2780434971928716318774042538597330416094337353725228938915625*x+6217253223748912370323235742896562355363096082087297661470175
"(5, 5)",(-1114377855793924256650042885640616655014275388592037711230390625*x+2491824637998594164876612389709503374366542532030507677090590625)/2
"(5, 7)",-4148698377039561250071374890398072770897078615076784401766943750*x+9276771589203511686603697588362333323773618524334592049479768050
"(5, 9)",-681978543335920321324704803498992947512508104848779211302014250*x+1524950382095404033469142250858112458123485114199530501439440834
"(5, 11)",(14757100166315604445010089139132683060672007569111241815856208625*x-32997879122655143786888559966444213885884330374415950519395875359)/2
"(6, -12)",1278568023191155075581980629575551678571654682907180534584226238750*x+2858965013712950338299066237913529227476065345898748222502236667100
"(6, -10)",2208365378484764489364763235377938585031603647176492771012734950000*x+4938055105448984919116265770531029501657486101757708285866206250000
"(6, -8)",73123067551457080324020804200307434841242277122134510201118291250*x+163508149768367574555285355309017910886296865930572047547148764200
"(6, -6)",-364738749091080472846900308955032083544878906170432470722089350000*x-815580636937937370280157850457915859614427593176380162889815814000
"(6, -4)",-40618020397022347952802823316386439398742293558765717477926247650*x-90824682534954762680832695331157293556122329960387374767586747884
"(6, -2)",-715672199382069299693163451022610244120580376355706849928180000*x-1598602664798527386811923912113035567268136642860268853355522400
"(6, 0)",-15153610955591679122031323707380026570288139084258716686537500*x
"(6, 2)",-715672199382069299693163451022610244120580376355706849928180000*x+1598602664798527386811923912113035567268136642860268853355522400
"(6, 4)",-40618020397022347952802823316386439398742293558765717477926247650*x+90824682534954762680832695331157293556122329960387374767586747884
"(6, 6)",-364738749091080472846900308955032083544878906170432470722089350000*x+815580636937937370280157850457915859614427593176380162889815814000
"(6, 8)",73123067551457080324020804200307434841242277122134510201118291250*x-163508149768367574555285355309017910886296865930572047547148764200
"(6, 10)",2208365378484764489364763235377938585031603647176492771012734950000*x-4938055105448984919116265770531029501657486101757708285866206250000
"(6, 12)",1278568023191155075581980629575551678571654682907180534584226238750*x-2858965013712950338299066237913529227476065345898748222502236667100
"(7, -15)",-9957082116946608905245100497477292199131235253861818474203364016275*x-22264712471040128240111554491188710406647237284205218204931955746875
"(7, -13)",1919043826135814296921913098465132362039648611939890829486813873750*x+4291112447040968333426200658117614638197446760911386343252918518050
"(7, -11)",157681723982508153238783776392090469301289829529910380193797891593200*x+352587053634247090585655344502362037535794588899635071943762876588784
"(7, -9)",175048192102104251699570019545192525457037278823371810571514757291075*x+391419656878753368668134426757026098416355969404641709837387684217741
"(7, -7)",19284718963481007809121110807826400067392003401344713099702275659375*x+43121942526258411876920582075731618816471174709936560004253961571375
"(7, -5)",-9088333423180937306897285531827113615512376694294360347122889471300*x-20322130453523003760112197420917029655968978914877595940290938987500
"(7, -3)",-1065103122300613495065284311130205701480729360157333213273928878750*x-2381665303847094754608474243088500719204624660408095017241455853350
"(7, -1)",-65968410827075391503075555945497462014038091534061241435922294175*x-144588447273236611976421016035100662591310455690696798757549112041
"(7, 1)",-65968410827075391503075555945497462014038091534061241435922294175*x+144588447273236611976421016035100662591310455690696798757549112041
"(7, 3)",-1065103122300613495065284311130205701480729360157333213273928878750*x+2381665303847094754608474243088500719204624660408095017241455853350
"(7, 5)",-9088333423180937306897285531827113615512376694294360347122889471300*x+20322130453523003760112197420917029655968978914877595940290938987500
"(7, 7)",19284718963481007809121110807826400067392003401344713099702275659375*x-43121942526258411876920582075731618816471174709936560004253961571375
"(7, 9)",175048192102104251699570019545192525457037278823371810571514757291075*x-391419656878753368668134426757026098416355969404641709837387684217741
"(7, 11)",157681723982508153238783776392090469301289829529910380193797891593200*x-352587053634247090585655344502362037535794588899635071943762876588784
"(7, 13)",1919043826135814296921913098465132362039648611939890829486813873750*x-4291112447040968333426200658117614638197446760911386343252918518050
"(7, 15)",-9957082116946608905245100497477292199131235253861818474203364016275*x+22264712471040128240111554491188710406647237284205218204931955746875
"(8, -16)",-707308959294279685806683458448937385786578687902974461864643518489600*x-1581590914076641054747122914522376263404528407770354649422479808759808
"(8, -14)",-5049340422281071482090751520580061981134551199462311983421563696791200*x-11290668425757969551070374262595500545374139967407959162775073849838784
"(8, -12)",-10629246583614204598390190390961371275062129066875372188914652446240000*x-23767717910568763634206562085148587900024279426975170956382234413022400
"(8, -10)",-5556164000287099504101504573629361753578998661425438794878073540841200*x-12423960398777671359866877529933167682765468758719305061223776749725000
"(8, -8)",1706744163031017912322822383729090635900457654763628291573269928960000*x+3816395968467132235777260991893048639377496522769757358515472663142400
"(8, -6)",523334484793345563019455509973489246327195763286710106866252269142800*x+1170211466369655450493502394741215678953751089927154647279183607762184
"(8, -4)",-10553100878897893516210411537963216799200164546323280934244485600000*x-23594696023753989013744592016663390889437468557466117303220801112000
"(8, -2)",-20717652630810840839669948300514573900169898042416728085025732720000*x-46195718992509372158431710010382696984001063331011753138540916185200
"(8, 0)",-2559279772009457951767943852855724539441655091202667073206285465600*x
"(8, 2)",-20717652630810840839669948300514573900169898042416728085025732720000*x+46195718992509372158431710010382696984001063331011753138540916185200
"(8, 4)",-10553100878897893516210411537963216799200164546323280934244485600000*x+23594696023753989013744592016663390889437468557466117303220801112000
"(8, 6)",523334484793345563019455509973489246327195763286710106866252269142800*x-1170211466369655450493502394741215678953751089927154647279183607762184
"(8, 8)",1706744163031017912322822383729090635900457654763628291573269928960000*x-3816395968467132235777260991893048639377496522769757358515472663142400
"(8, 10)",-5556164000287099504101504573629361753578998661425438794878073540841200*x+12423960398777671359866877529933167682765468758719305061223776749725000
"(8, 12)",-10629246583614204598390190390961371275062129066875372188914652446240000*x+23767717910568763634206562085148587900024279426975170956382234413022400
"(8, 14)",-5049340422281071482090751520580061981134551199462311983421563696791200*x+11290668425757969551070374262595500545374139967407959162775073849838784
"(8, 16)",-707308959294279685806683458448937385786578687902974461864643518489600*x+1581590914076641054747122914522376263404528407770354649422479808759808
"(9, -19)",-52263976972696002287674371109158666946642293531405761774677827066044850*x-116865805285431931255707181524980708489628388101257084625729633588353334
"(9, -17)",-78251948547584778686958347247787666244852737603797089768006798445538125*x-174976676324215501922563343173255042836803484862327517346584287278842325
"(9, -15)",-213239742828080166801741482346700280467684896681232308943355988840806250*x-476818560468160503703405111644863480813236475702743377295043926877343750
"(9, -13)",140458581480024804537474020743282567353672899905891166607908561923323750*x+314074936212528651637115602099734688199230810788925901556292232581959150
"(9, -11)",104454045801189102081940629916333995146061290135538980936664293993706900*x+233566346936252155937259231909860848821565872807079133325446280858774684
"(9, -9)",(-207130484143674576172132370138310328773587234693731698497673818300799225*x-463157842724784945994176588427498554686914602858448830012239352641924409)/2
"(9, -7)",-18055595030537341946249338095979164169526969047603558635967815070989375*x-40373537739702596427532141825850531955312517327514958465757448829306225
"(9, -5)",6317526570120017317889655485691501807140756904229844302785150050887500*x+14126429721371215912467496446044652059285676470023824925615432373437500
"(9, -3)",603339266618262633764459818512842570395162576577951376235881820747500*x+1353025242528836716808449877662820367479563135850522333356683213303300
"(9, -1)",-123014192615197616324576248026573845912316421650297152167348697187225*x-198164804771245696178290643121003240019328358304688724277353029710641
"(9, 1)",-123014192615197616324576248026573845912316421650297152167348697187225*x+198164804771245696178290643121003240019328358304688724277353029710641
"(9, 3)",603339266618262633764459818512842570395162576577951376235881820747500*x-1353025242528836716808449877662820367479563135850522333356683213303300
"(9, 5)",6317526570120017317889655485691501807140756904229844302785150050887500*x-14126429721371215912467496446044652059285676470023824925615432373437500
"(9, 7)",-18055595030537341946249338095979164169526969047603558635967815070989375*x+40373537739702596427532141825850531955312517327514958465757448829306225
"(9, 9)",(-207130484143674576172132370138310328773587234693731698497673818300799225*x+463157842724784945994176588427498554686914602858448830012239352641924409)/2
"(9, 11)",104454045801189102081940629916333995146061290135538980936664293993706900*x-233566346936252155937259231909860848821565872807079133325446280858774684
"(9, 13)",140458581480024804537474020743282567353672899905891166607908561923323750*x-314074936212528651637115602099734688199230810788925901556292232581959150
"(9, 15)",-213239742828080166801741482346700280467684896681232308943355988840806250*x+476818560468160503703405111644863480813236475702743377295043926877343750
"(9, 17)",-78251948547584778686958347247787666244852737603797089768006798445538125*x+174976676324215501922563343173255042836803484862327517346584287278842325
"(9, 19)",-52263976972696002287674371109158666946642293531405761774677827066044850*x+116865805285431931255707181524980708489628388101257084625729633588353334
"(10, -22)",-412702926285445724823961200969554209479573456015990254998148668555525000*x-922831797687341416685794102257098026461679074451169594216573200425086200
"(10, -20)",-15681387629043960793363086862090996977281604961127462259891020306811640625*x-35064648720066551817677165508711970522408461453456235250212146566674431250
"(10, -18)",-20131072449819777318843501626076083230305314226566564644349793548259900000*x-45014446457770246072023319177254770863212721500316402365200494808709477600
"(10, -16)",-18384786472933190878179238632219816008085692917121912833348098637544064250*x-41109632305297212222601068878324560696722911609373762805550562789465746416
"(10, -14)",-17337049875569650542181543037397624210842336726245630102548739438686500000*x-38766822051078007427569560257030280643937797029049238033697583640413612000
"(10, -12)",-772710647819975126660393490355065857766069843532604157084162118699443750*x-1727833535460494967663357662156498870576345688274194159787154484782978100
"(10, -10)",3053118389915509888525307191188839129429690692124268599909300248203125000*x+6826980262720637846169864174622203814625182808416653443377329142803125000
"(10, -8)",-160583668805857558598372829177883936111337585344243102402419570454806250*x-359075973487292122513766362317874384334186332730082287718131581899470600
"(10, -6)",-237945459844293430397545202570939432835178762562034620012800382319750000*x-532060841037531794558844332409227041852414941670268300590402725742122000
"(10, -4)",2062303853995060277113242458742560367221821055094244601910224708411125*x+4652472943103755037129076255342603763777997544774989297082164488747474
"(10, -2)",9263762554179055981893058133523292509334802484481416941841135272800000*x+21426410199132412724085466167617272653743993092716049449902392195577600
"(10, 0)",575633382651830487728572462846076658260026991834538625516864737187500*x
"(10, 2)",9263762554179055981893058133523292509334802484481416941841135272800000*x-21426410199132412724085466167617272653743993092716049449902392195577600
"(10, 4)",2062303853995060277113242458742560367221821055094244601910224708411125*x-4652472943103755037129076255342603763777997544774989297082164488747474
"(10, 6)",-237945459844293430397545202570939432835178762562034620012800382319750000*x+532060841037531794558844332409227041852414941670268300590402725742122000
"(10, 8)",-160583668805857558598372829177883936111337585344243102402419570454806250*x+359075973487292122513766362317874384334186332730082287718131581899470600
"(10, 10)",3053118389915509888525307191188839129429690692124268599909300248203125000*x-6826980262720637846169864174622203814625182808416653443377329142803125000
"(10, 12)",-772710647819975126660393490355065857766069843532604157084162118699443750*x+1727833535460494967663357662156498870576345688274194159787154484782978100
"(10, 14)",-17337049875569650542181543037397624210842336726245630102548739438686500000*x+38766822051078007427569560257030280643937797029049238033697583640413612000
"(10, 16)",-18384786472933190878179238632219816008085692917121912833348098637544064250*x+41109632305297212222601068878324560696722911609373762805550562789465746416
"(10, 18)",-20131072449819777318843501626076083230305314226566564644349793548259900000*x+45014446457770246072023319177254770863212721500316402365200494808709477600
"(10, 20)",-15681387629043960793363086862090996977281604961127462259891020306811640625*x+35064648720066551817677165508711970522408461453456235250212146566674431250
"(10, 22)",-412702926285445724823961200969554209479573456015990254998148668555525000*x+922831797687341416685794102257098026461679074451169594216573200425086200
"(11, -23)",-116759942905192183494285833725708289824426555364821225270202290927063741250*x-261083169385004004959618967688360076558354928334453237026144694765107419450
"(11, -21)",-1143143713446967507201738814883787616095729123653974268666533087378116202025*x-2556147051318959780109040353332338842698247183236719240263331097546054423991
"(11, -19)",-1838213881760916871692951103113835598338072715535574011702146972435436894275*x-4110371196801170944851939241279021911120285821616974914884425904619236400459
"(11, -17)",-820376943293425041925312745196707132113677145840413535910353848479680565000*x-1834418612377588591041309101825737267633271342953097024759384378910621810200
"(11, -15)",-68349241599745252843246662551090705976278414858083491560600544975988387500*x-152833550427587861825850979588943116738054292867245553645489807183910937500
"(11, -13)",-163866412636387294055882513491039337477510171229850723564304107226059626875*x-366416437883967000553220028638894538565623267054086616185768754681480173725
"(11, -11)",-45321168698098033315373001922318738446538939780835549834906735873577037800*x-101341214021481161839657316567678958754146205619097003343602651341381638632
"(11, -9)",11326635290315443650069255721634656834039881191212592194319978307613573350*x+25327126477515574985620980155343933902713153658553948227379921113524964466
"(11, -7)",4968350769441155903031268556757775558358157664784368555378585208658111250*x+11109592090609186897929065307674330207533144233715048237259660680138596650
"(11, -5)",-1064654536271900345587444359138251408943701071656214624754562953127581250*x-2380165400131109932107341170561201215866453215167127718196060254861718750
"(11, -3)",-241403991742176310488170270996376569940889257737357660946894501465459375*x-538859608035643355893021708382506986475582525754571217390921352988330375
"(11, -1)",53906647445103937567840257772525751122976792819649221444692614860916100*x+93083492333579598194548585078244904731394489026818216541180842533565484
"(11, 1)",53906647445103937567840257772525751122976792819649221444692614860916100*x-93083492333579598194548585078244904731394489026818216541180842533565484
"(11, 3)",-241403991742176310488170270996376569940889257737357660946894501465459375*x+538859608035643355893021708382506986475582525754571217390921352988330375
"(11, 5)",-1064654536271900345587444359138251408943701071656214624754562953127581250*x+2380165400131109932107341170561201215866453215167127718196060254861718750
"(11, 7)",4968350769441155903031268556757775558358157664784368555378585208658111250*x-11109592090609186897929065307674330207533144233715048237259660680138596650
"(11, 9)",11326635290315443650069255721634656834039881191212592194319978307613573350*x-25327126477515574985620980155343933902713153658553948227379921113524964466
"(11, 11)",-45321168698098033315373001922318738446538939780835549834906735873577037800*x+101341214021481161839657316567678958754146205619097003343602651341381638632
"(11, 13)",-163866412636387294055882513491039337477510171229850723564304107226059626875*x+366416437883967000553220028638894538565623267054086616185768754681480173725
"(11, 15)",-68349241599745252843246662551090705976278414858083491560600544975988387500*x+152833550427587861825850979588943116738054292867245553645489807183910937500
"(11, 17)",-820376943293425041925312745196707132113677145840413535910353848479680565000*x+1834418612377588591041309101825737267633271342953097024759384378910621810200
"(11, 19)",-1838213881760916871692951103113835598338072715535574011702146972435436894275*x+4110371196801170944851939241279021911120285821616974914884425904619236400459
"(11, 21)",-1143143713446967507201738814883787616095729123653974268666533087378116202025*x+2556147051318959780109040353332338842698247183236719240263331097546054423991
"(11, 23)",-116759942905192183494285833725708289824426555364821225270202290927063741250*x+261083169385004004959618967688360076558354928334453237026144694765107419450
"(12, -26)",-19193435758829298381337026357911062297778177687649389895314246263461184800*x-42917827078517570550839931962229842346524349351497629338196189170839627916
"(12, -24)",-10265117308446470720038186798175948758876350542646053911974975738425450700000*x-22953500098695984658938537259038094304552692010929550292341882683047102936000
"(12, -22)",-29976139783146422021364077894274373653248036327145644283596368844362124160000*x-67028686258151204385837528505584953546814702131592349670068405725553110552900
"(12, -20)",-36013869038060955107803126590048474987669408574661955633739333097854754534400*x-80529459301879256563442039257842908911767235672844196452209195477472457600000
"(12, -18)",-24654165483775795103084144906884539590469354314425288258599613507706700420000*x-55128389950251666456089519617704307955439453078755828609698993576058270134200
"(12, -16)",-8697815184518585324982795243175419741120663428821529497010301708890354100000*x-19448906008313395406754133396535036218614068676786617361660531788411785872000
"(12, -14)",-75657180757409514018652025781661365185492316569953622830955504588194696800*x-169174599161356539185605173264842642596455399730836174693659328302549554284
"(12, -12)",-165890036074955651209424030731239384314498607405020216921348352505100160000*x-370941397427132755781995132549196272602260591494483127103529769604906470400
"(12, -10)",-365184278412048001145550003141864539423031717923315079424852943908431748800*x-816576862689762803437536861365492571035024200032001429398836967056325600000
"(12, -8)",-28884007400730361358449017293422818365985383565094638824529764724771660000*x-64586454521049553210405433326078975026648498177904798269688963099363617600
"(12, -6)",31713787421054902152490691082451547291759446671943296069530137635677700000*x+70916279144912096820936943539190804761329892632705776622770666907817729000
"(12, -4)",477048156364753195843477821307968586646032457515546119001722119008819200*x+1058327839247365374096346102332970188281860468268324413765475418151766016
"(12, -2)",-1397118232405355894768670011386065935044100958103328333871060880256280000*x-3366568902222888965195716570496851823984090810274150033706898795483957700
"(12, 0)",-253072423224165539050049030081683963013017866565020718210347256017000000*x
"(12, 2)",-1397118232405355894768670011386065935044100958103328333871060880256280000*x+3366568902222888965195716570496851823984090810274150033706898795483957700
"(12, 4)",477048156364753195843477821307968586646032457515546119001722119008819200*x-1058327839247365374096346102332970188281860468268324413765475418151766016
"(12, 6)",31713787421054902152490691082451547291759446671943296069530137635677700000*x-70916279144912096820936943539190804761329892632705776622770666907817729000
"(12, 8)",-28884007400730361358449017293422818365985383565094638824529764724771660000*x+64586454521049553210405433326078975026648498177904798269688963099363617600
"(12, 10)",-365184278412048001145550003141864539423031717923315079424852943908431748800*x+816576862689762803437536861365492571035024200032001429398836967056325600000
"(12, 12)",-165890036074955651209424030731239384314498607405020216921348352505100160000*x+370941397427132755781995132549196272602260591494483127103529769604906470400
"(12, 14)",-75657180757409514018652025781661365185492316569953622830955504588194696800*x+169174599161356539185605173264842642596455399730836174693659328302549554284
"(12, 16)",-8697815184518585324982795243175419741120663428821529497010301708890354100000*x+19448906008313395406754133396535036218614068676786617361660531788411785872000
"(12, 18)",-24654165483775795103084144906884539590469354314425288258599613507706700420000*x+55128389950251666456089519617704307955439453078755828609698993576058270134200
"(12, 20)",-36013869038060955107803126590048474987669408574661955633739333097854754534400*x+80529459301879256563442039257842908911767235672844196452209195477472457600000
"(12, 22)",-29976139783146422021364077894274373653248036327145644283596368844362124160000*x+67028686258151204385837528505584953546814702131592349670068405725553110552900
"(12, 24)",-10265117308446470720038186798175948758876350542646053911974975738425450700000*x+22953500098695984658938537259038094304552692010929550292341882683047102936000
"(12, 26)",-19193435758829298381337026357911062297778177687649389895314246263461184800*x+42917827078517570550839931962229842346524349351497629338196189170839627916
"(13, -29)",(415320183892168612002361030704242839511268921813116140338808165076262870425*x+928684163610602203003086479865180070307264255675042257481119950781025849641)/2
"(13, -27)",2057957560764662948004594288845692660915869943286120668236151992688549989375*x+4601733000679440435749023805721967136333410221876294001235490434901679126425
"(13, -25)",-255779806605349784637958185025077471083290519256200658875188389744609653028700*x-571941034841311842203669758862203728837228248692176250626600296881832332687500
"(13, -23)",-582252123986318342861791737026658874577807181116016963974474420925383603995000*x-1301955329277043644881672998488764127936275878500435907167275345929414368189800
"(13, -21)",-483962761724894767611784081544148928052481579275165043774506084127999689129325*x-1082173633795398075290582715899752732609732077339912936212211185408004392973141
"(13, -19)",(-516305561988965684426354526589472526872274321271696810234991381699929466499475*x-1154494333768558795036820936471910115995414430319890918067156226463421981345677)/2
"(13, -17)",-138663400209011587140859140084226810383199431806326491531093472763295697416250*x-310060788858609245009386723080977433683895959087227872399714143598168439840850
"(13, -15)",-51312868827781473378988145796372084125222085120738945997226346763363905751200*x-114739062819391294714091406037964857871211286309409112605657236529667627900000
"(13, -13)",-5146929061142273555194862817162175031813842753672629639190116219683435501875*x-11508883255265430908271181353814643725586432178592122904367518655518997977075
"(13, -11)",3872315062123383040225198703636843911198879867256575088006861739265087115675*x+8658759761190872832945565627793276057238493786050250194742804464128403628909
