numerator,(75025*x-167761)/2
"(15, -31)",-29680463862407603566230807330271605482392950*x-66367534800069366478835853164759595134704818
"(15, -29)",58785944001872229049198139099920596158290800*x+131449366909682328528343521533742577950771792
"(15, -27)",3039797748480687454927494739051773572229000*x+6797194403453625214767454284745783370840760
"(15, -25)",-7324295273397749433771564533076377840625000*x-16377622118597774803829084630075741807250000
"(15, -23)",-1818893470021988579931232776815753797743750*x-4067169442799642364626852574903924107479050
"(15, -21)",2425277539803804073842891820704128339670000*x+5423085443304757877628764607183428718988800
"(15, -19)",1377937491900178357791319112616519345286800*x+3081161900634364667193220203498386799581232
"(15, -17)",-649043771985882220786358816476813043952000*x-1451305994533306319751083620447396956364080
"(15, -15)",136479364480116068397891981813093261093750*x+305177136503509773928072705387679624081250
"(15, -13)",-47913919433609747504155381354440756447000*x-107138780921999617161778156617083873810880
"(15, -11)",80146503089960410421955372383758356340050*x+179213029068048420175850522113294484225502
"(15, -9)",7791747882926459189313895298698312530000*x+17422877929763634190110136885726016332200
"(15, -7)",2311522985271538513939030464326845970250*x+5168722526620370737740708069192649027110
"(15, -5)",260135543108214351174898458259994812500*x+581680757753704486146669876000664470000
"(15, -3)",22861925437513334245672146747029874000*x+51120819375151554716933136151261542960
"(15, -1)",-72933555208088739509634286803570613200*x-163084387289417079542584208565158272788
"(15, 1)",21376760558692672450961565107789884050*x+47799889759562582963710573584740133462
"(15, 3)",-2140412891774922645447282734679156000*x-4786108729558463501134090345517207040
"(15, 5)",564709920297268327430026040816343750*x+1262729728016777423208549254762126250
"(15, 7)",217452122047604571908080176212161500*x+486237359441335934914205574129183360
"(15, 9)",9805085405908356163551202280542500*x+21923599358154444701404419580394700
"(15, 11)",1349887889893695644105921049900300*x+3005705537961489433599136130506752
"(15, 13)",30916178539951768799574509005500*x+76744357941468096692833070251620
"(15, 15)",-21687024837786044128814731387500
"(15, 17)",-23225987397981004523369767737000*x+51200326905858259423582645510920
"(15, 19)",48993760347406306133574768868800*x-109405470777749160846810142668768
"(15, 21)",86174432941943319738102263745000*x-192692775639684593911465396636200
"(15, 23)",-64628670496790297967718282402500*x+144514120054302370988561766427200
"(15, 25)",-260245861369226568564822295312500*x+581927436843223170529865419312500
"(15, 27)",108009679277519646167819512854000*x-241516985092447043441895926034240
"(15, 29)",2088774149806992998235762174412800*x-4670640988612765573478548223978208
"(15, 31)",-1054602196540437708922277382010200*x+2358162200685012258125739976888932
"(15, 33)",531472143277111920614678850878250*x-1188407840515130103869850151843170
