numerator,(75025*x-167761)/2
denominator,156000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-12586269025*x-28143753123)/2
"(1, 1)",1
"(2, -4)",(354224848179261915075*x+792070839848372253127)/2
"(2, -2)",555276989238862000*x+1241637094279514640
"(2, 0)",17730631991250*x+39646898413650
"(2, 2)",-88235360
"(2, 4)",(12586269025*x-28143753123)/2
"(3, -5)",-499006529458775264182500*x-1115812521086072831742600
"(3, -3)",18884195755781250732750*x+42226345410339893844330
"(3, -1)",35994089932970753700*x+80485231878351037872
"(3, 1)",78137033541645150*x+174719712839719122
"(3, 3)",-3000761499420
"(3, 5)",-17730631991250*x+39646898413650
"(4, -8)",-15627578500021259805466026000*x-34944327849761735584335985360
"(4, -6)",-2199069345765541507899549750*x-4917268544367740116581355878
"(4, -4)",64371967936742517447052800*x+143940096151993151270447616
"(4, -2)",-1857385611541789756829250*x-4153240487837464426739890
"(4, 0)",-1564468696775460600000*x-3498258354411836664000
"(4, 2)",28717521521986829750*x+64214625413225635110
"(4, 4)",-10228919755152384
"(4, 6)",-78137033541645150*x+174719712839719122
"(4, 8)",-555276989238862000*x+1241637094279514640
"(5, -11)",-4984608338594651693107202880100*x-11145923086309929722690704506249
"(5, -9)",-1013008780960510373078497159950*x-2265156496031895897913230993378
"(5, -7)",-808220693404848094731188638500*x-1807236411275256296166294208640
"(5, -5)",(-90963153523860781951389078125*x-203399794727102246812305714375)/2
"(5, -3)",-2596590193666668111291271500*x-5806152182748013281330083910
"(5, -1)",-7618707931947335650034700*x-17035948836664428360000788
"(5, 1)",713289907308071898311800*x+1594964721616010815811712
"(5, 3)",-3267532393961841003375*x-7306011944765330943285
"(5, 5)",7227173783047338125
"(5, 7)",-28717521521986829750*x+64214625413225635110
"(5, 9)",-35994089932970753700*x+80485231878351037872
"(5, 11)",(-354224848179261915075*x+792070839848372253127)/2
"(6, -12)",-531472143277111920614678850878250*x-1188407840515130103869850151843170
"(6, -10)",44030020769145640594237993200000*x+98454119490537227295027738336000
"(6, -8)",91958028426873562413453318518625*x+205624402639347334250487084712965
"(6, -6)",-1666253810821830739654460040000*x-3725856788765688255716241508800
"(6, -4)",-836501126522533466039802222750*x-1870473382159537090438625067318
"(6, -2)",-3175951483108050322190832000*x-7101643409469780033009553920
"(6, 0)",-53205397839727570320075000*x-118970886331096793395083000
"(6, 2)",-6894449283879134802504000*x-15416456761509239028553920
"(6, 4)",-37501703950224785461650*x-83723436494232664429818
"(6, 6)",264773271175463491200
"(6, 8)",3267532393961841003375*x-7306011944765330943285
"(6, 10)",1564468696775460600000*x-3498258354411836664000
"(6, 12)",-18884195755781250732750*x+42226345410339893844330
"(7, -15)",14043916571852797841073653784956250*x+31403152124998665610121605383726150
"(7, -13)",52273802105444539031294137252077500*x+116887774950145618761836770670541360
"(7, -11)",-20074655064024636943168595327786100*x-44888293348019481167638219019975788
"(7, -9)",1054602196540437708922277382010200*x+2358162200685012258125739976888932
"(7, -7)",521007751020745834018077365326250*x+1165008748086673127816406616881150
"(7, -5)",6195781961147505186943777980000*x+13854189638892782523460395502800
"(7, -3)",-313478635237243376742766946250*x-700959537884359266743515527270
"(7, -1)",-319543189463049100424460048100*x-714520293386295918538004628528
"(7, 1)",-1110067097213581477253735550*x-2482185438178960215922809778
"(7, 3)",139470435154644650166586500*x+311865423670059351489816480
"(7, 5)",-101191630690548654615000*x-227255895333993653872200
"(7, 7)",-82789864094891430150100
"(7, 9)",37501703950224785461650*x-83723436494232664429818
"(7, 11)",-713289907308071898311800*x+1594964721616010815811712
"(7, 13)",1857385611541789756829250*x-4153240487837464426739890
"(7, 15)",499006529458775264182500*x-1115812521086072831742600
"(8, -16)",-1811668773653353091847374227145894400*x-4051014530602577533732042590652752384
"(8, -14)",214419035153680989079501395081679900*x+479455538273547757838165934741649212
"(8, -12)",194035675388587030544459616029160000*x+433876960228963521572997905183446080
"(8, -10)",2854108054229738850091298390625000*x+6381979624387352241704449397377800
"(8, -8)",-15682864732101132536285046409216000*x-35067951622912160593191292103147520
"(8, -6)",-2088774149806992998235762174412800*x-4670640988612765573478548223978208
"(8, -4)",163887088093209974238141332280000*x+366462669610914295180587820510400
"(8, -2)",-34758729520325690770696514022500*x-77722882018993492999966914952260
"(8, 0)",-181365211846633976769104640000*x-405544942413904199623615641600
"(8, 2)",104405508557807141245862239500*x+233457819883970499996627797740
"(8, 4)",-2533900849800255838249960000*x-5666000590601112675159489600
"(8, 6)",7861273913505085467116400*x+17910256018350216933171792
"(8, 8)",2492059354674588728852480
"(8, 10)",101191630690548654615000*x-227255895333993653872200
"(8, 12)",6894449283879134802504000*x-15416456761509239028553920
"(8, 14)",7618707931947335650034700*x-17035948836664428360000788
"(8, 16)",-64371967936742517447052800*x+143940096151993151270447616
"(9, -19)",61890064767582525638655945413314724100*x+138390391952179249966314198862197187872
"(9, -17)",73077793372157462210625839878924891125*x+163406913625827672814490971401245494215
"(9, -15)",1497399581559084862825085320524150000*x+3348287253845854277459249747489292000
"(9, -13)",-3925221808428334598324488022391585750*x-8777062790410413110727610518181339770
"(9, -11)",-223334526403774173989774858478930000*x-499391182761560697547202555171528208
"(9, -9)",(618554298510341541950649146849205225*x+1383129459243820590357214094151670587)/2
"(9, -7)",-26663465361559830555260148052221000*x-59621321064158789305888121741796330
"(9, -5)",2277126550131893070747432838875000*x+5091809759464494777504758941689000
"(9, -3)",-108009679277519646167819512854000*x-241516985092447043441895926034240
"(9, -1)",45789785402333380862512910263875*x+102389072831711246881958170814577
"(9, 1)",19091797380989097598790635877100*x+42690556749267924182976773592702
"(9, 3)",-234470601930657933327570813000*x-524292187479147378664365909240
"(9, 5)",5233183854322724497586700000*x+11701392994039239586544814000
"(9, 7)",1090623650486031530150747625*x+2442945533663184194147406795
"(9, 9)",-49145167426638693030053769
"(9, 11)",-7861273913505085467116400*x+17910256018350216933171792
"(9, 13)",-139470435154644650166586500*x+311865423670059351489816480
"(9, 15)",53205397839727570320075000*x-118970886331096793395083000
"(9, 17)",2596590193666668111291271500*x-5806152182748013281330083910
"(9, 19)",2199069345765541507899549750*x-4917268544367740116581355878
"(10, -22)",439818711214900986215923564718660336000*x+983464536052867720656314480762502764640
"(10, -20)",(2560044536065085337061628401668559734375*x+5724433608068442791449691396206057566875)/2
"(10, -18)",89383194471211778552315505167165832000*x+199866898883712906034897185463865446080
"(10, -16)",31241454014401088835425672924268574550*x+69858014892134528396066250554527065222
"(10, -14)",71313643842026397383920532745957360000*x+159462155353980298384499589365265510400
"(10, -12)",-30720906234745470175111832279930803875*x-68694034671287983004854430187390874455
"(10, -10)",4013083298956562342681158904213750000*x+8973527055835984252146323568967650000
"(10, -8)",394578442749141842998070901273608250*x+882304220443090159399976876729011130
"(10, -6)",229111070510648180800305405660240000*x+512307928059556741162941232629057600
"(10, -4)",(-35789221026312742171348802963494975*x-80027131076601716206205958164922099)/2
"(10, -2)",672239437110228662121645766992000*x+1503173078544667035538879129463680
"(10, 0)",260245861369226568564822295312500*x+581927436843223170529865419312500
"(10, 2)",-62937391755694354853425065248000*x-140732286399088496097040100536320
"(10, 4)",(10290144209444747715749265313275*x+23009467637620516954312427359151)/2
"(10, 6)",288311897092884867195554340000*x+644648594110669091299891557600
"(10, 8)",454346030701970379508408250*x+953248783349674910079011130
"(10, 10)",-637692280529743776501100000
"(10, 12)",-1090623650486031530150747625*x+2442945533663184194147406795
"(10, 14)",2533900849800255838249960000*x-5666000590601112675159489600
"(10, 16)",1110067097213581477253735550*x-2482185438178960215922809778
"(10, 18)",3175951483108050322190832000*x-7101643409469780033009553920
"(10, 20)",(90963153523860781951389078125*x-203399794727102246812305714375)/2
"(10, 22)",15627578500021259805466026000*x-34944327849761735584335985360
"(11, -23)",22746363664085919069402772568764506205750*x+50862415393827306797791340936335587947610
"(11, -21)",23542281191961569327227994298597868686600*x+52642141090640844556989824172389712163932
"(11, -19)",8993144636382958746076024522825851480750*x+20109282738439924188194300318539277702722
"(11, -17)",-2938362892290917477795628284452412981000*x-6570379169725384237926472072146822389760
"(11, -15)",-147279157316778222735753546655425225000*x-329326207429201633993143342550895811000
"(11, -13)",-12392424077742090907545188989422856500*x-27710302643836453810970890543418270120
"(11, -11)",12577754319901477511913117985477372200*x+28124713663591339672498306860912363384
"(11, -9)",-38587420269384915618182285680612459500*x-86284094798697918385458420095761037088
"(11, -7)",-663424044704977771917098564642714250*x-1483461261868190113225420802484367430
"(11, -5)",-259087734003026505712244372162325000*x-579337785367152132927777195722184000
"(11, -3)",-122892608670026160813266198479736250*x-274796226918468787236259982444666550
"(11, -1)",30039502468366836755319296459970600*x+67170369530164363770393404509981552
"(11, 1)",-3923082119993041320407846510421500*x-8772278306391804010897506409530948
"(11, 3)",64628670496790297967718282402500*x+144514120054302370988561766427200
"(11, 5)",7315770404896118439251429812500*x+16358601103031334090546482503500
"(11, 7)",2536431466131568715139146876500*x+5671738598826367904616618226320
"(11, 9)",144282072534849793648367290350*x+328756191514376218218766944162
"(11, 11)",-1998646985046702910740161616
"(11, 13)",-454346030701970379508408250*x+953248783349674910079011130
"(11, 15)",-5233183854322724497586700000*x+11701392994039239586544814000
"(11, 17)",-104405508557807141245862239500*x+233457819883970499996627797740
"(11, 19)",319543189463049100424460048100*x-714520293386295918538004628528
"(11, 21)",836501126522533466039802222750*x-1870473382159537090438625067318
"(11, 23)",808220693404848094731188638500*x-1807236411275256296166294208640
"(12, -26)",28509869042783786751965855479556472270150*x+63750005209281407284425898721024128781622
"(12, -24)",46894635892027550075727609691628704920000*x+104859593634675090161793621293936768491200
"(12, -22)",8822465319452085600550467455834777225250*x+19727632183429261060843135101252564347730
"(12, -20)",5104297747130896368886764185144686080000*x+11413556739983716419193852337455264358400
"(12, -18)",6598882627327964763012900682552886145000*x+14755550130247740628109555068883910590760
"(12, -16)",-8113949743135422454033522402685543580000*x-18143343191667762202632058094998963442400
"(12, -14)",-4099226449764976321945324777319472722550*x-9166148996839613872505893261872693080838
"(12, -12)",-193164923026475640364883670587909376000*x-431929898755713940827879266122724382720
"(12, -10)",56559465012524943056055399656707590000*x+126470808539026766925658196566749418800
"(12, -8)",73808978039121288488069723453146440000*x+165041892245264332608204640719827964480
"(12, -6)",5573571232691274688693337414914035000*x+12462884153735002026434903058725863800
"(12, -4)",-368180657584096091759515158831820800*x-823276978358485349688204605915086848
"(12, -2)",-266425682461604694229069284419999250*x-595745936938945605482058880119570210
"(12, 0)",4694597432331584469117132852000000*x+10497438984943404760060770734880000
"(12, 2)",19030474818939562648202847295293750*x+42553435381582791231639228557054790
"(12, 4)",-799257446003138523754148304537600*x-1787193922280754564398422868686848
"(12, 6)",-86174432941943319738102263745000*x-192692775639684593911465396636200
"(12, 8)",3308976348661506026131453944000*x+7387367559505757069724185964480
"(12, 10)",23475040482018904590555450000*x+43504299230035017093031918800
"(12, 12)",30694548581917927082427617280
"(12, 14)",-144282072534849793648367290350*x+328756191514376218218766944162
"(12, 16)",-288311897092884867195554340000*x+644648594110669091299891557600
"(12, 18)",234470601930657933327570813000*x-524292187479147378664365909240
"(12, 20)",181365211846633976769104640000*x-405544942413904199623615641600
"(12, 22)",313478635237243376742766946250*x-700959537884359266743515527270
"(12, 24)",1666253810821830739654460040000*x-3725856788765688255716241508800
"(12, 26)",1013008780960510373078497159950*x-2265156496031895897913230993378
"(13, -29)",(280571172992510140037611932413038677189525*x+627376215338105766356982006981782561278127)/2
"(13, -27)",-2588044049723745599296494717879304236412500*x-5787042423946140980986564742716908946396410
"(13, -25)",-174372557918472163869899281040592286155000*x-389908892916222990179542431364749001372200
"(13, -23)",978241102489282857113480100547193529507000*x+2187413603550375206114613531084346143110240
"(13, -21)",-537314832119105350972582378626776058919425*x-1201472489937206942020091042118029013322923
"(13, -19)",-144801657009951005466903836647120909051400*x-323786348328859389860044309800429216978237
"(13, -17)",-71385364420260510733358379383617213023750*x-159622527442297367660187689903889736429930
"(13, -15)",-604116278865846028359428582585462760000*x-1350845065858251274637033642832931831200
"(13, -13)",-10483013102473014989051403990609586580125*x-23440729906150630259656416478691405929815
"(13, -11)",3383628206751505698624913624557160901700*x+7566022680882079603075887258686863177262
"(13, -9)",-930803884651435405369843888773831975600*x-2081340759801482700177926176171845018768
"(13, -7)",-55801314122772064452474025271337220000*x-124775531612337149074391402642387720400
"(13, -5)",-2971295688375368411340459939126615000*x-6644019140459729934431560996011028200
"(13, -3)",10035057453567383021348356116234696000*x+22439070624290919799718588062277635920
"(13, -1)",-3663949729502461085007236186721933550*x-8192840661384492832210514578572378978
"(13, 1)",472130676013675005971216885475789900*x+1055716286411720537573238550630302272
"(13, 3)",10623467026352236108298310416115000*x+23754792833047151646767529450010920
"(13, 5)",2356805331309559220345996696430000*x+5269977402690852918432904094596800
"(13, 7)",-1463549826601001195045225128725000*x-3272588033723503722251946850845400
"(13, 9)",-48993760347406306133574768868800*x-109405470777749160846810142668768
"(13, 11)",2424437549166609218423538049775*x+4883537393828526785448892061637
"(13, 13)",1665785640152883191538392210810
"(13, 15)",-23475040482018904590555450000*x+43504299230035017093031918800
"(13, 17)",-2536431466131568715139146876500*x+5671738598826367904616618226320
"(13, 19)",(-10290144209444747715749265313275*x+23009467637620516954312427359151)/2
"(13, 21)",-19091797380989097598790635877100*x+42690556749267924182976773592702
"(13, 23)",34758729520325690770696514022500*x-77722882018993492999966914952260
"(13, 25)",-6195781961147505186943777980000*x+13854189638892782523460395502800
"(13, 27)",-91958028426873562413453318518625*x+205624402639347334250487084712965
"(13, 29)",4984608338594651693107202880100*x-11145923086309929722690704506249
"(14, -30)",-1239170034527397484514356628230977303000000*x-2770868432884022259628699494811014986664000
"(14, -28)",-14663113519897322003935504488856260351378750*x-32787718592286627115580382030391838402181350
"(14, -26)",-4612397747342656861460289466326468960400000*x-10313634902325080723873421721352658294489600
"(14, -24)",-1288696415899328101755507054267960149454525*x-2881612788311238414617602206401095671266673
"(14, -22)",1771294416450036889549780549441524536496000*x+3960734723348104207839778604986410845463680
"(14, -20)",-205893495267680110841766025812134341762500*x-460391851543563986425541003957347261246500
"(14, -18)",-93053204468536275804332356821527520672000*x-208073290715834303200137592127186595035520
"(14, -16)",-64849143639124718539703124500507324795625*x-145007093459730961247542294175273090419613
"(14, -14)",-45971306474105876133085302837413186200000*x-102794966290576914635206651746890347464000
"(14, -12)",4622683380804319162906210755165348699000*x+10336634277937004103285361000840275760920
"(14, -10)",-546687051823356133271851549825372800000*x-1222429410295974667359236442931939008000
"(14, -8)",913585897551827374277460005943796250875*x+2042840170211045723217809342404722415815
"(14, -6)",27659900232466854754513668898469400000*x+61849417170660078270450120214258267200
"(14, -4)",108314183562805234683143504821811890350*x+242197877373855439073277875338295536582
"(14, -2)",28195008357820344073628385149720816000*x+63045955314245439438731512079834350080
"(14, 0)",-1467916612872121717114827849386625000*x-3282361331450050135086979471388865000
"(14, 2)",97947169946795358534815167599048000*x+219016525724478299077626852973350080
"(14, 4)",-204983690652049151083280410717454750*x-458357483788254027706994866058100918
"(14, 6)",-12306224055226726379522819798640000*x-27517557929080208100070493446732800
"(14, 8)",-6389908441071937931228928265948875*x-14288414816073543944801772901302935
"(14, 10)",8928679962967609137470186400000*x+20052005736917250287128960992000
"(14, 12)",23225987397981004523369767737000*x+51200326905858259423582645510920
"(14, 14)",7304993462763819500208927536000
"(14, 16)",-2424437549166609218423538049775*x+4883537393828526785448892061637
"(14, 18)",-3308976348661506026131453944000*x+7387367559505757069724185964480
"(14, 20)",-7315770404896118439251429812500*x+16358601103031334090546482503500
"(14, 22)",62937391755694354853425065248000*x-140732286399088496097040100536320
"(14, 24)",-45789785402333380862512910263875*x+102389072831711246881958170814577
"(14, 26)",-163887088093209974238141332280000*x+366462669610914295180587820510400
"(14, 28)",-521007751020745834018077365326250*x+1165008748086673127816406616881150
"(14, 30)",-44030020769145640594237993200000*x+98454119490537227295027738336000
"(15, -33)",14957620792142722070201011793291018479542000*x+33446256872895378789496183251067899999875580
