numerator,(75025*x-167761)/2
denominator,650
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(12586269025*x+28143753123)/2
"(1, 1)",1
"(2, -4)",(354224848179261915075*x+792070839848372253127)/2
"(2, -2)",-312264327608728000*x-698244263481380160
"(2, 0)",-4057706605425*x-9073307803125
"(2, 2)",-49619840
"(2, 4)",(-12586269025*x+28143753123)/2
"(3, -5)",-114199092952705279097700*x-255356934811066180106250
"(3, -3)",-13314698630991627247125*x-29772571238820666629055
"(3, -1)",51862935186516483300*x+115969048589708488488
"(3, 1)",-50990964634430850*x-114019254919682238
"(3, 3)",-2115749886570
"(3, 5)",4057706605425*x-9073307803125
"(4, -8)",-8788290145339633772057544000*x-19651214170970927730300619840
"(4, -6)",-1435077068312110601498561250*x-3208929877696988689588617762
"(4, -4)",-12847252271834742038323200*x-28727329403911090020655104
"(4, -2)",375551140105587527325750*x+839757878303639679573110
"(4, 0)",201342752528131632000*x+450216081461814000000
"(4, 2)",-9939075982392449750*x-22224389853840073110
"(4, 4)",-2041471105744896
"(4, 6)",50990964634430850*x-114019254919682238
"(4, 8)",312264327608728000*x-698244263481380160
"(5, -11)",4984608338594651693107202880100*x+11145923086309929722690704506249
"(5, -9)",1459617644123418873400717915050*x+3263804273418061037798679230262
"(5, -7)",-279722525168051695075655743500*x-625478581113659374771790395640
"(5, -5)",(-18607735073042499610994453125*x-41608160530630043603302959375)/2
"(5, -3)",308635955621762244073471500*x+690130977070868758287702210
"(5, -1)",-10517682084731578046914800*x-23518252107189933010542032
"(5, 1)",9933316083233596380800*x+22211568332807623792032
"(5, 3)",59435233297285275375*x+132950265190915032165
"(5, 5)",-1478415488822153125
"(5, 7)",9939075982392449750*x-22224389853840073110
"(5, 9)",-51862935186516483300*x+115969048589708488488
"(5, 11)",(-354224848179261915075*x+792070839848372253127)/2
"(6, -12)",-374725591177774433923126111521375*x-837911894782299115276292788902195
"(6, -10)",5666540720458363515983218368000*x+12670770248215534086283308000000
"(6, -8)",1673039168682327818501144717625*x+3741029310193422258963076499085
"(6, -6)",660673215718023585341982960000*x+1477310221258883266827048451200
"(6, -4)",16137517495129666248924898125*x+36084586107202060629284535417
"(6, -2)",-2573430545885318058708672000*x-5754365635973560845416401920
"(6, 0)",8585092290162283496642250*x+19196849955276414641531250
"(6, 2)",2530163506606117268064000*x+5657617186033845500401920
"(6, 4)",-28334295920483711517975*x-63354847467606021266667
"(6, 6)",104983170851621548800
"(6, 8)",-59435233297285275375*x+132950265190915032165
"(6, 10)",-201342752528131632000*x+450216081461814000000
"(6, 12)",13314698630991627247125*x-29772571238820666629055
"(7, -15)",-3213991078931466489900423290511675*x-7186702531568651221315880601515625
"(7, -13)",10569418572192829582847942008367500*x+23633938410071935398642287709395640
"(7, -11)",279560785021569571349083450323600*x+625116919151434572645142713057968
"(7, -9)",-797417291782624486038391051987800*x-1783079270859732804417993081586458
"(7, -7)",80738427560913991448342558516875*x+180536612422646227328569768469025
"(7, -5)",925313401139683889322873347400*x+2069063665439864547342850200000
"(7, -3)",93087474916130458539788388750*x+208149921766275313741195873170
"(7, -1)",32841590658171130810237869100*x+73436029200943208717136078438
"(7, 1)",317810225763130949089791825*x+710645273969553739381162187
"(7, 3)",6757679189499647724496500*x+15110644829766194491033080
"(7, 5)",-33473220799373579465100*x-74701361756961123412500
"(7, 7)",12829604611270255515350
"(7, 9)",28334295920483711517975*x-63354847467606021266667
"(7, 11)",-9933316083233596380800*x+22211568332807623792032
"(7, 13)",-375551140105587527325750*x+839757878303639679573110
"(7, 15)",114199092952705279097700*x-255356934811066180106250
"(8, -16)",-361569896247417866180957945683353600*x-808494866626772468181104746600144896
"(8, -14)",-296007048018875566958493409418539600*x-661891881189250219487935912646557968
"(8, -12)",71208294517315998108662369455200000*x+159226587102544147259196879171598080
"(8, -10)",-941136749008099049625273921159900*x-2104445746905267248577478142437500
"(8, -8)",2043792111627842313449050341376000*x+4570058093477693777714500699422720
"(8, -6)",53339388488504137122141570216300*x+119270498538565009500904915924428
"(8, -4)",-18634787483856836211899342880000*x-41668651560166072318068986502400
"(8, -2)",-810089383165100961162696775000*x-1811414928605162392463493577560
"(8, 0)",8283690790565343164179660800*x+18522895713609386892441600000
"(8, 2)",18105962487393206989207623000*x+40486162791146493152389577560
"(8, 4)",493175359994156173803040000*x+1102770668645167813306502400
"(8, 6)",-5849810898226629766631100*x-13072099017758611621774428
"(8, 8)",324765362565868452577280
"(8, 10)",33473220799373579465100*x-74701361756961123412500
"(8, 12)",-2530163506606117268064000*x+5657617186033845500401920
"(8, 14)",10517682084731578046914800*x-23518252107189933010542032
"(8, 16)",12847252271834742038323200*x-28727329403911090020655104
"(9, -19)",-40388454723054647079595550695059852900*x-90311330266922633480191319469621088488
"(9, -17)",8686174139900060622841485066861769875*x+19422875841217303875432386014266469665
"(9, -15)",241616717961083080625598966947889000*x+540271405861376154940561628048062500
"(9, -13)",190186547881187735584156755265958250*x+425270049468354373291523899550435670
"(9, -11)",-164582294347436642519266640243709000*x-368017198053747723299959057742463072
"(9, -9)",(-24979770613893620076696550254912525*x-55856465155017787109735169176555943)/2
"(9, -7)",-9403385412384359129243656902591000*x-21026609000721319802108610385071630
"(9, -5)",180360349178360904382771378090500*x+403298001208413285320895435937500
"(9, -3)",-109728999238059511335410299281000*x-245361501399306552987852150806160
"(9, -1)",-23097119460173196837512045546625*x-51646729197339161386203132913227
"(9, 1)",260241620989400629619291483100*x+581917951436826800180342347602
"(9, 3)",107884127641391952404008684500*x+241236225663113609508943743660
"(9, 5)",-242155426474462747532847000*x-541447334858131328463000000
"(9, 7)",18802998502407791983216125*x+40550553621996404163837255
"(9, 9)",-1984684306705705432567341
"(9, 11)",5849810898226629766631100*x-13072099017758611621774428
"(9, 13)",-6757679189499647724496500*x+15110644829766194491033080
"(9, 15)",-8585092290162283496642250*x+19196849955276414641531250
"(9, 17)",-308635955621762244073471500*x+690130977070868758287702210
"(9, 19)",1435077068312110601498561250*x-3208929877696988689588617762
"(10, -22)",-247335468223732441867708509758101184000*x-553058920195004903251157127087354380160
"(10, -20)",(-523691502073896481538651425272395859375*x-1171009797876204626815127005047654071875)/2
"(10, -18)",-72425993962580984751123878829914592000*x-161949445838320441805804415616923598080
"(10, -16)",8944372566684042364874913492501488575*x+20000225075189789458681702670614681563
"(10, -14)",13879786943234698221382825887551040000*x+31036147118286799990676275945193497600
"(10, -12)",519783562411519259517929524650117375*x+1162271379139161580982873559455068995
"(10, -10)",461656418543378571948803502475000000*x+1032295134112088931394458157857000000
"(10, -8)",124841343054814100122551245736244875*x+279153729472935581903908529091517895
"(10, -6)",-15314466736198943068966604074560000*x-34244188661300176447234457627846400
"(10, -4)",(15037848883152171778047439742630275*x+33625652338097529296504997643052391)/2
"(10, -2)",521885702215247345635424869632000*x+1166971906638427325593813941114880
"(10, 0)",12045430315034112352061284218750*x+26934401004567041183987871093750
"(10, 2)",-492889554719477735039875072000*x-1102134466822981043340821114880
"(10, 4)",(-118074512101253178401485055025*x-264020245904332171821419896141)/2
"(10, 6)",-2949166766573967798463440000*x-6596970886730773349622153600
"(10, 8)",-85485929389549531501146125*x-171314644700283919960424145
"(10, 10)",73358740008877026518000000
"(10, 12)",-18802998502407791983216125*x+40550553621996404163837255
"(10, 14)",-493175359994156173803040000*x+1102770668645167813306502400
"(10, 16)",-317810225763130949089791825*x+710645273969553739381162187
"(10, 18)",2573430545885318058708672000*x-5754365635973560845416401920
"(10, 20)",(18607735073042499610994453125*x-41608160530630043603302959375)/2
"(10, 22)",8788290145339633772057544000*x-19651214170970927730300619840
"(11, -23)",-7872441691271800993100990976418619500750*x-17603314770587159846669578969740815510610
"(11, -21)",454170308401022653448831876514214076400*x+1015555682946730469982309456503819123958
"(11, -19)",924285619650509198434836679805079991125*x+2066765476164053979604569777416054299687
"(11, -17)",509569737489404034166396505938959854000*x+1139432572303030442013224680830394297440
"(11, -15)",-6814982179742879469720340529953090500*x-15238763419354768750660015935384937500
"(11, -13)",-2281053549174878010626016887811853500*x-5100590796272186553276777596339872730
"(11, -11)",-11826746883240798963599965020890680200*x-26445409983610194776750505607390101144
"(11, -9)",1966944123572484279711668303653909500*x+4398220768251821343993952625401474632
"(11, -7)",-432613672842181492369855001770319250*x-967353580470972446077243605392613230
"(11, -5)",-1078747335314994686654998749042000*x-2412152372311119252250192832062500
"(11, -3)",4891266278443122569331421292990625*x+10937203894642116813571637071611675
"(11, -1)",-2495010394468150529997731304606600*x-5579012846597151922112568096105152
"(11, 1)",13831756076563597862682637947500*x+30928746438926542452455608217652
"(11, 3)",-57390038702288371832934236302500*x-128328026992422138786556169971050
"(11, 5)",-199003201368062776694927948250*x-444984857415606152916892968750
"(11, 7)",126163206714599111030170158500*x+282040762722057654235118769480
"(11, 9)",8870642677954090274140252650*x+20147913993744661751569544118
"(11, 11)",-1879309406107470194265923856
"(11, 13)",85485929389549531501146125*x-171314644700283919960424145
"(11, 15)",242155426474462747532847000*x-541447334858131328463000000
"(11, 17)",-18105962487393206989207623000*x+40486162791146493152389577560
"(11, 19)",-32841590658171130810237869100*x+73436029200943208717136078438
"(11, 21)",-16137517495129666248924898125*x+36084586107202060629284535417
"(11, 23)",279722525168051695075655743500*x-625478581113659374771790395640
"(12, -26)",41079118630184372515656733516943969717850*x+91855701712870301217035230583371690119738
"(12, -24)",18593823878146578967356089953512784080000*x+41577054153194516932151203978480691548800
"(12, -22)",2619830912883037513283780985289675062750*x+5858120010761801426536756403088408376830
"(12, -20)",233134148565223406403013373537260339200*x+521303804068374600242659158202675200000
"(12, -18)",3036264144500556146477875436705697412500*x+6789293024748487792827690969914587256340
"(12, -16)",-83015935863750117181575840705397680000*x-185629275807107981542186421792357846400
"(12, -14)",251620121694259995683170329962100435450*x+562639696615134905291320054797247305882
"(12, -12)",27181572536870530273367520992999424000*x+60779843927783914425566095245091553280
"(12, -10)",-180256061869792701820796031812973600*x-403064807697264325529986016028900000
"(12, -8)",-800741036105534818525053616978800000*x-1790511389105589096095397961865873280
"(12, -6)",-794572282079630988762662337940177500*x-1776717635767189516074958628522132700
"(12, -4)",-105876683642393679231860428844236800*x-236747461856615760039756633480757248
"(12, -2)",-49184748869123600085992935195919250*x-109980441927397915894050373047257010
"(12, 0)",-425990905823086081138028982240000*x-952544623284822850286437980000000
"(12, 2)",1374175263162673200851621433101250*x+3072749293614779779049655805007010
"(12, 4)",104096580955250433987918252441600*x+232767014417092871571384610357248
"(12, 6)",21028598882357436875786924857500*x+47021250312349593561403007132700
"(12, 8)",1405943230087054488128076624000*x+3143657394567015958288613873280
"(12, 10)",6788028202227342766047026400*x+15149849205746519320429500000
"(12, 12)",4319242260415696187356446720
"(12, 14)",-8870642677954090274140252650*x+20147913993744661751569544118
"(12, 16)",2949166766573967798463440000*x-6596970886730773349622153600
"(12, 18)",-107884127641391952404008684500*x+241236225663113609508943743660
"(12, 20)",-8283690790565343164179660800*x+18522895713609386892441600000
"(12, 22)",-93087474916130458539788388750*x+208149921766275313741195873170
"(12, 24)",-660673215718023585341982960000*x+1477310221258883266827048451200
"(12, 26)",-1459617644123418873400717915050*x+3263804273418061037798679230262
"(13, -29)",(280571172992510140037611932413038677189525*x+627376215338105766356982006981782561278127)/2
"(13, -27)",47085601328504587336791933592436261617500*x+105286605331990663434616848697620460360290
"(13, -25)",26041791923078730185890182326848634465100*x+58231216995909015097678683424932298012500
"(13, -23)",-22798955607343847837845555865519070702000*x-50980014554020847279607745530097082297440
"(13, -21)",7324175910357906859572904141030881174675*x+16377355214726685792124768294736071974273
"(13, -19)",-1661522440423731139839346558878963981400*x-3715277122928807308728877652655123725367
"(13, -17)",3550273529308851119256005290504009676250*x+7938652950252683059811755288434059699270
"(13, -15)",190860333853578060826106661578050473600*x+426776680704904936996247564342357400000
"(13, -13)",-658871161502520482162555172355403357375*x-1473280705533878272734113747869550762685
"(13, -11)",-131460745791947562044029015176737762700*x-293955163963614174262121874242948447182
"(13, -9)",-23864650712654588070282125521486389600*x-53362981252784460415641236737830923808
"(13, -7)",-14992111958553374588952822528162965000*x-33523381465612851031081916579179286400
"(13, -5)",514161171326376000445761717472540350*x+1149699330476690792360120943161006250
"(13, -3)",2266489115161458874278734667621984000*x+5068023731764863084261220914262357680
"(13, -1)",-88749782326799374819389799590515450*x-198450546273846168519109045778595462
"(13, 1)",-17704543389671535150264877129457100*x-39588562544002736186792269810723288
"(13, 3)",3094989292383313743957003899415000*x+6920606807555718571453028307517320
"(13, 5)",-10405216379428035246294924803400*x-23266689443075515952168039137500
"(13, 7)",26537792100724246494666882967500*x+59337924813534298032130692098900
"(13, 9)",-5253721404914821410552385363200*x-11751470368588340403629782176192
"(13, 11)",-518709458588019779749248612725*x-1180759159615223302506180605943
"(13, 13)",-104696818444578016186580784190
"(13, 15)",-6788028202227342766047026400*x+15149849205746519320429500000
"(13, 17)",-126163206714599111030170158500*x+282040762722057654235118769480
"(13, 19)",(118074512101253178401485055025*x-264020245904332171821419896141)/2
"(13, 21)",-260241620989400629619291483100*x+581917951436826800180342347602
"(13, 23)",810089383165100961162696775000*x-1811414928605162392463493577560
"(13, 25)",-925313401139683889322873347400*x+2069063665439864547342850200000
"(13, 27)",-1673039168682327818501144717625*x+3741029310193422258963076499085
"(13, 29)",-4984608338594651693107202880100*x+11145923086309929722690704506249
"(14, -30)",159477723098006738194220619607462831632000*x+356603029744031422617498584906309070000000
"(14, -28)",2272282372813582419558686174433111029450625*x+5080977849685690356289773763862239016999725
"(14, -26)",-524452858445236653048181626784474011200000*x-1172712242477623822970966533374178153497600
"(14, -24)",-650039627939293240995633954773326294376775*x-1453532796140931224504592257839196811605523
"(14, -22)",-13871761423044678679210104951704980224000*x-31018201509587119265120358199102282885120
"(14, -20)",-5600698048736749959062616716819668926750*x-12523541558425803063973569798521721843750
"(14, -18)",39567718431487141777307197857066317952000*x+88476108127376604197972109829426992126720
"(14, -16)",-14729891690858168408747716816459374052875*x-32937039121968182123988572281067390162807
"(14, -14)",-4006227857424142509428126018797974800000*x-8958197822553718176647259340270065456000
"(14, -12)",-2305247276088456885565002531188087541000*x-5154689614280015097904915525391334232680
"(14, -10)",-45913902914406932238778683838252416000*x-102666608028939608460824652067968000000
"(14, -8)",-112413832443259491699741867386113375*x-251364970954448473483420164515209515
"(14, -6)",-4618985611342406771870933483632800000*x-10328365814055098463787940635355692800
"(14, -4)",-7830308509545546473589997935858373275*x-17509102112139809201586364674732414383
"(14, -2)",-1629594473803946203423073426682944000*x-3643884019186129865630897470321009920
"(14, 0)",-52058771376142355204463232480773750*x-116406951630446891685637723215468750
"(14, 2)",-15769692552730435592883615989808000*x-35262104791125421419494966732990080
"(14, 4)",-5704073248150569530570384118199375*x-12754696775764759588182395392416867
"(14, 6)",-335314960154302200145880410560000*x-749787778749825808053942864307200
"(14, 8)",-308233969451154578202757770726375*x-689232126530306954309567138509235
"(14, 10)",1660935860349589113285547584000*x+3706669618162529829948504000000
"(14, 12)",-2961043532923453711893143097000*x-6987406081543717638370485517320
"(14, 14)",-636602928074492275430784544000
"(14, 16)",518709458588019779749248612725*x-1180759159615223302506180605943
"(14, 18)",-1405943230087054488128076624000*x+3143657394567015958288613873280
"(14, 20)",199003201368062776694927948250*x-444984857415606152916892968750
"(14, 22)",492889554719477735039875072000*x-1102134466822981043340821114880
"(14, 24)",23097119460173196837512045546625*x-51646729197339161386203132913227
"(14, 26)",18634787483856836211899342880000*x-41668651560166072318068986502400
"(14, 28)",-80738427560913991448342558516875*x+180536612422646227328569768469025
"(14, 30)",-5666540720458363515983218368000*x+12670770248215534086283308000000
"(15, -33)",-10546184526977510472900222944421552310257000*x-23581985505578178130647529614289709606175930
"(15, -31)",-22442315395941440116050903771356417896381425*x-50182542797815168009221086139823665110741667
"(15, -29)",1501170581352248552879881150996487143873800*x+3356719465726505935151716416632784578763072
"(15, -27)",-3088185864989694108478166118923604395878500*x-6905393521270943906911892063922641411381340
"(15, -25)",339003617058665603674891755570897211875000*x+758035132361483601580161223504860117187500
"(15, -23)",-1615171076065352953576605577860683054716875*x-3611632321373612760450596452609294328700825
"(15, -21)",591822900895379344044214866878494014795000*x+1323356237043189366451032649211145422554800
"(15, -19)",-147883302847656107210291242846180975663200*x-330677117904547281875627121420275505323808
"(15, -17)",-85640125453141860609603590809667729472000*x-191497142114835180848014620883709686357680
"(15, -15)",19684656685057139608375391662058966015625*x+44016230461533432882161195187500784046875
"(15, -13)",6520157743963146086696683786956886002000*x+14579515939523263693402477671692457067680
"(15, -11)",-5068632532579432681113125864002925806050*x-11333806895814528952400591927906578181502
"(15, -9)",-652996488098167021721955980871127755000*x-1460144536456133846198562698233438319700
"(15, -7)",259774485866431582834737503301131294625*x+580873409217397815314933602390311098235
"(15, -5)",-76674966675525411913280335009105312500*x-171450437658993902487034578793435725000
"(15, -3)",22252784677750157381657090238454236000*x+49758739228111764248500202818217310240
"(15, -1)",1870527338315125422874776598690720200*x+4182626282304621567025274218793807718
"(15, 1)",379187682614240377403150301500075175*x+847889434853289662815137607757489157
"(15, 3)",-21016412376365438221490762525856000*x-46994123180679534047622937269810240
"(15, 5)",75385831905525207625966605923906250*x+168567832497219703440090519978693750
"(15, 7)",-9803134978690859799073353232096500*x-21920434925929107181034545545707610
"(15, 9)",-125750088106992808463587464213750*x-281289508497129898697606651524050
"(15, 11)",-66959735211275590812211235390700*x-150531942251468706318794605162248
"(15, 13)",8401839247282782315970314183000*x+19823158439328295403459491057320
"(15, 15)",3127957402778801577121921031250
"(15, 17)",2961043532923453711893143097000*x-6987406081543717638370485517320
"(15, 19)",5253721404914821410552385363200*x-11751470368588340403629782176192
"(15, 21)",-21028598882357436875786924857500*x+47021250312349593561403007132700
"(15, 23)",57390038702288371832934236302500*x-128328026992422138786556169971050
"(15, 25)",-12045430315034112352061284218750*x+26934401004567041183987871093750
"(15, 27)",109728999238059511335410299281000*x-245361501399306552987852150806160
"(15, 29)",-53339388488504137122141570216300*x+119270498538565009500904915924428
"(15, 31)",797417291782624486038391051987800*x-1783079270859732804417993081586458
"(15, 33)",374725591177774433923126111521375*x-837911894782299115276292788902195
