numerator,23184*x-51841
denominator,777600000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",2403763488*x+5374978561
"(1, 1)",1
"(2, -4)",25840354427429161536*x+57780789062419261441
"(2, -2)",85392688330535040*x+190943855888529380
"(2, 0)",14859231861600*x+33226252542150
"(2, 2)",35524580
"(2, 4)",-2403763488*x+5374978561
"(3, -5)",159736105392915470176800*x+357180790119629745150150
"(3, -3)",-1171942637048616726720*x-2620543402171070509590
"(3, -1)",-8532356394839282208*x-19078928907110678868
"(3, 1)",11999470837171104*x+26831628936358572
"(3, 3)",-487544903190
"(3, 5)",-14859231861600*x+33226252542150
"(4, -8)",917967738085561443318554880*x+2052638263511038046601719780
"(4, -6)",128993788453922416938120480*x+288438879658198022927828652
"(4, -4)",327142300802257537970688*x+731512422909531841176336
"(4, -2)",-49652650100629322984160*x-111026700888019313277580
"(4, 0)",527867971005958128000*x+1180348666533811047000
"(4, 2)",-898247675870405280*x-2008563520090211980
"(4, 4)",136095877333776
"(4, 6)",-11999470837171104*x+26831628936358572
"(4, 8)",-85392688330535040*x+190943855888529380
"(5, -11)",277782702112146347202007895904*x+621141004896333642072282954241
"(5, -9)",-91722465394132786346420314272*x-205097667685152950368247856468
"(5, -7)",-9656173653193111418085388320*x-21591860691082276337577443980
"(5, -5)",271055836700296827370380000*x+606099276559945996422469375
"(5, -3)",52488484302748526789087520*x+117367818936876325152914430
"(5, -1)",-157282136823823982635392*x-351693549583865359747168
"(5, 1)",1509395034640930028928*x+3375109836926150371232
"(5, 3)",-77691487865130326880*x-173701612179144813570
"(5, 5)",112763105876869375
"(5, 7)",898247675870405280*x-2008563520090211980
"(5, 9)",8532356394839282208*x-19078928907110678868
"(5, 11)",-25840354427429161536*x+57780789062419261441
"(6, -12)",-12598333097716238441651991699840*x-28170729209679009686443644896790
"(6, -10)",5674558054919057053533345744000*x+12688697553067996451966115687000
"(6, -8)",-835127674810231584375054951840*x-1867402250767016604831336659970
"(6, -6)",-41632769965244548797702777600*x-93093703733898368003570722200
"(6, -4)",9331220291884251299844822720*x+20865242885678615738810763402
"(6, -2)",-303108377336979667940672640*x-677770936274965880300575440
"(6, 0)",-7244542759441535478504000*x-16199290079029013144458500
"(6, 2)",426276161712751857736320*x+953182348679984999699760
"(6, 4)",1585133152860288560256*x+3548347404320949187722
"(6, 6)",-17319827916965410200
"(6, 8)",77691487865130326880*x-173701612179144813570
"(6, 10)",-527867971005958128000*x+1180348666533811047000
