numerator,23184*x-51841
denominator,19872000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",-2403763488*x-5374978561
"(1, 1)",1
"(2, -4)",25840354427429161536*x+57780789062419261441
"(2, -2)",161189096101911360*x+360429776115620170
"(2, 0)",250712531798400*x+560610263808000
"(2, 2)",-67056970
"(2, 4)",2403763488*x-5374978561
"(3, -5)",-2695148966530149016406400*x-6026536298649718704384000
"(3, -3)",-24678832292185937080320*x-55183546610644707335040
"(3, -1)",-90380130278290659072*x-202096115117493881292
"(3, 1)",-122634325444288896*x-274218650468834868
"(3, 3)",10266747296640
"(3, 5)",-250712531798400*x+560610263808000
"(4, -8)",-1732775871629484462244705920*x-3874604638734976541871293770
"(4, -6)",1318313649831368953490058240*x+2947838936688795145792411188
"(4, -4)",20636070163961366688190848*x+46143655675072846759741356
"(4, -2)",1185575356545798135173760*x+2651027089684950576461780
"(4, 0)",6311799270856337832000*x+14113612227342579840000
"(4, 2)",10372409361018270720*x+23192919205382475820
"(4, 4)",-8584900414279596
"(4, 6)",122634325444288896*x-274218650468834868
"(4, 8)",-161189096101911360*x+360429776115620170
"(5, -11)",-277782702112146347202007895904*x-621141004896333642072282954241
"(5, -9)",971582525172275878151676021888*x+2172524572036109434636826796492
"(5, -7)",-111501770307421282700452894080*x-249325538018961611625778251820
"(5, -5)",-1251247877782262816620500000*x-2797875311423488459860765625
"(5, -3)",-646437371678422594812773280*x-1445477906269250480561685570
"(5, -1)",16943457480538678654465152*x+37886722700279235031438088
"(5, 1)",198479925877110854675328*x+443814599381618731019512
"(5, 3)",568883987315948818080*x+1272332194144343061570
"(5, 5)",520537017900765625
"(5, 7)",-10372409361018270720*x+23192919205382475820
"(5, 9)",90380130278290659072*x-202096115117493881292
"(5, 11)",-25840354427429161536*x+57780789062419261441
"(6, -12)",265296388962027799264829870039040*x+593220759904319032617652140858240
"(6, -10)",-67851571518064696645090101672000*x-151720726294581261512204200320000
"(6, -8)",-6116124908410520083701391139040*x-13676071054085598140255144315970
"(6, -6)",-425438149126433048263981209600*x-951308621668397066866828651200
"(6, -4)",262650122779926895051085994240*x+587303528834582593333983085392
"(6, -2)",-4377402628262712020857268160*x-9788169841680979637128994760
"(6, 0)",240993559427521131606816000*x+538877980919315784337920000
"(6, 2)",-1650392022634450796594880*x-3690386931071885683370040
"(6, 4)",-47529696511467506278656*x-106388898558207180735312
"(6, 6)",176988356487771499200
"(6, 8)",-568883987315948818080*x+1272332194144343061570
"(6, 10)",-6311799270856337832000*x+14113612227342579840000
"(6, 12)",24678832292185937080320*x-55183546610644707335040
"(7, -15)",28972735827601715046388561994582400*x+64785006804661062568928783159040000
"(7, -13)",-12744884247767181609976119001248000*x-28498427543373690378572522854272980
"(7, -11)",-2133650675813222448461870576820864*x-4770987951356731773691040376802552
"(7, -9)",511204849642728600686868869782272*x+1143088794228700231503774448206672
"(7, -7)",112988064344640962201314959398400*x+252648992520737417521868637674800
"(7, -5)",-18463808156315726903964624979200*x-41286330161037027356252278176000
"(7, -3)",165114797603991763547724768000*x+369207911533694345104674820860
"(7, -1)",-14196363268212459990318144384*x-31744033301886853153040044832
"(7, 1)",2121833875465042335742142592*x+4744564788407548075621589792
"(7, 3)",-118651425086944167509911680*x-265312720811749040661662460
"(7, 5)",-2280924370369317033043200*x-5092620735339660412512000
"(7, 7)",-47004651209945061866800
"(7, 9)",47529696511467506278656*x-106388898558207180735312
"(7, 11)",-198479925877110854675328*x+443814599381618731019512
"(7, 13)",-1185575356545798135173760*x+2651027089684950576461780
"(7, 15)",2695148966530149016406400*x-6026536298649718704384000
"(8, -16)",-221836869429168201562570759752819456*x-496042319959365066885111312395857836
"(8, -14)",-182141441414022465072159926988537216*x-407280644521549648614301386728682248
"(8, -12)",17741639100408571280701682747467200*x+39671511060781782276893235588419640
"(8, -10)",24501375371838689682734692548691200*x+54786740873670496567901084588640000
"(8, -8)",-977381618434202989434437388645120*x-2185491738777639448582975763655640
"(8, -6)",-338968388777535868874132947341312*x-757956359530147035433602237599952
"(8, -4)",20454980460491167152394885012800*x+45738726788088067887593616753400
"(8, -2)",5643563291905964327688831292800*x+12619391156001309003293154766120
"(8, 0)",-882462516313760360660158646400*x-1973246173705968268508045568000
"(8, 2)",55084427036489690813478234240*x+123172521007415169172417278680
"(8, 4)",320057327102616172190721600*x+715661430533828659839374600
"(8, 6)",-14560236492365428581459456*x-32416662866282992203452208
"(8, 8)",406604735995641759841240
"(8, 10)",2280924370369317033043200*x-5092620735339660412512000
"(8, 12)",1650392022634450796594880*x-3690386931071885683370040
"(8, 14)",-16943457480538678654465152*x+37886722700279235031438088
"(8, 16)",-20636070163961366688190848*x+46143655675072846759741356
"(9, -19)",-14171815209034538780457504007838496384*x-31689142171966620474835940333524246068
"(9, -17)",6949174027601420635717279693856118240*x+15538825513192776380783820209203067970
"(9, -15)",-2590670430283017472094669831336736000*x-5792915189411456804129754943004160000
"(9, -13)",1275497897263642526731299617731752960*x+2852100003439547687243160849562219260
"(9, -11)",156182949590330501736968303234104320*x+349235692210401932740405138613825328
"(9, -9)",-27952184731598609350225009004628192*x-62502985179486204307831454974620399
"(9, -7)",-15567457812094231862553624443359680*x-34809893904702850139984505298605090
"(9, -5)",-613997897189491166078854768032000*x-1372941036157624511538310711200000
"(9, -3)",125202787207536090079835620081920*x+279961943168601120757256227941120
"(9, -1)",29791260232123732599105734911200*x+66615283014055548634125161303598
"(9, 1)",863627608971799356149883353376*x+1931130028512960157241349165522
"(9, 3)",-262860299290195441008606109440*x-587773549884967393454845643520
"(9, 5)",-11558523108812822755496352000*x-25845387958898393493494880000
"(9, 7)",-116958387373374386138866560*x-255050619542868352221343710
"(9, 9)",11628508741039089012997359
"(9, 11)",14560236492365428581459456*x-32416662866282992203452208
"(9, 13)",118651425086944167509911680*x-265312720811749040661662460
"(9, 15)",-240993559427521131606816000*x+538877980919315784337920000
"(9, 17)",646437371678422594812773280*x-1445477906269250480561685570
"(9, 19)",-1318313649831368953490058240*x+2947838936688795145792411188
"(10, -22)",18627266322053134239934627415397650880*x+41651833731103298146431815894050109770
"(10, -20)",13450861035152821730805323946201000000*x+30077039630504897726644511540940765625
"(10, -18)",47056890559552609183626967951259240640*x+105222406100927749889022884738646050760
"(10, -16)",-22809623195452656187355220902728084608*x-51003868006188111172198850608432853792
"(10, -14)",-3440582087954591853906873611354222400*x-7693375430834627751835887950912654600
"(10, -12)",1241730191509946623583333033236280640*x+2776593117930072877410222841023007710
"(10, -10)",-758948250986763274974979590435000000*x-1697059880610974526031515755347343750
"(10, -8)",-313315491336361893819878042908920960*x-700594737031851620799687642056340640
"(10, -6)",-28319769688694180149574154872798400*x-63324930131058239097529540619717100
"(10, -4)",14309311211036822824772874030271872*x+31996592579077240433292569339117303
"(10, -2)",668474076527431694628686697490560*x+1494753476310540072828510716526640
"(10, 0)",-441132740736357722650898580000000*x-986402795203768970692929600000000
"(10, 2)",2869510395054908794197088563840*x+6416420027390273206108378001360
"(10, 4)",2245979363679807986513900903328*x+5022156580371595593220845906697
"(10, 6)",-12445217274977896224205857600*x-27816570392263292325139002900
"(10, 8)",92707639509756633679013760*x+337644310762665328483476640
"(10, 10)",315733330161458578147343750
"(10, 12)",116958387373374386138866560*x-255050619542868352221343710
"(10, 14)",-320057327102616172190721600*x+715661430533828659839374600
"(10, 16)",-2121833875465042335742142592*x+4744564788407548075621589792
"(10, 18)",4377402628262712020857268160*x-9788169841680979637128994760
"(10, 20)",1251247877782262816620500000*x-2797875311423488459860765625
"(10, 22)",1732775871629484462244705920*x-3874604638734976541871293770
"(11, -23)",1198639249831871547409736571979789367040*x+2680238843123418147917939997739735986220
"(11, -21)",-2823477557972249611623464949082245255936*x-6313487752571053402718982635230083826512
"(11, -19)",152610296423741564357525629602347245440*x+341246996869879188302283437817336103712
"(11, -17)",-592155223088638413733963990071440964480*x-1324099332057748468657170974195079525080
"(11, -15)",124253013815486795454205594972650912000*x+277838185300648986034265284237246560000
"(11, -13)",-1309918640948078806524337074156919680*x-2929067126154043778833731523432289440
"(11, -11)",-4164774750293037559504129081280143872*x-9312719452629944161088137637465187984
"(11, -9)",-1736974815565451159338504654841043840*x-3883993762809508584397430737837415868
