numerator,1
denominator,15000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(1373985888181484342471115881445974195811320460188687829500262765378036747012946970405628988783709257828107531543372393665085976449024999126318340719171779454126794395763586990697389690729063151143649495807155016969794629*x+3072325846099223892430966234332650521427791437355512966464102416578500535315134436728317696268649715544413051092432760394465445846053817403347147378081872361267780009397492586812976217736231738212106019755246315323124421)/2
"(1, 1)",(-1373985888181484342471115881445974195811320460188687829500262765378036747012946970405628988783709257828107531543372393665085976449024999126318340719171779454126794395763586990697389690729063151143649495807155016969794629*x+3072325846099223892430966234332650521427791437355512966464102416578500535315134436728317696268649715544413051092432760394465445846053817403347147378081872361267780009397492586812976217736231738212106019755246315323124421)/2
"(2, -4)",-207845688991871706810518363543524727481107884952132998427930884601001659413440873591890422182068804778754027715432281154176007233711613143184510600031524135539253104342597278995786782453665834008527133217028377689887115417533037091923478629*x-464757089416104870692536009402733972805610814027737610166450146552257092613879387562842659857442833707803799150291753538589606186777568663939038797975015123532093752488846650897813057407788023966657302207461882424315237177962853548306364842
"(2, -2)",698093059171858949405783590497107778082019451797113745815168931154440734515823262341171831364356922718813708703287530812623113711028780093392328598569297533279606577374356849242251940680495971924827013272995506002213572174819116007560*x+1560983534929059654425671512926140337227812526306957544839653525301460418875091731651872969574954704391839634057419500503836310665539677517638673880375202265013169779219064735989787246130971434037157178919663537693981955158967582434440
"(2, 0)",45693548443005461690430755206710553226830377757678368894494477868405517448860692635116947960636625107476043430572663277420174923804512872160276943582561231645566739754431924976822719992224754272216517996606119212279301828119900
"(2, 2)",-698093059171858949405783590497107778082019451797113745815168931154440734515823262341171831364356922718813708703287530812623113711028780093392328598569297533279606577374356849242251940680495971924827013272995506002213572174819116007560*x+1560983534929059654425671512926140337227812526306957544839653525301460418875091731651872969574954704391839634057419500503836310665539677517638673880375202265013169779219064735989787246130971434037157178919663537693981955158967582434440
"(2, 4)",207845688991871706810518363543524727481107884952132998427930884601001659413440873591890422182068804778754027715432281154176007233711613143184510600031524135539253104342597278995786782453665834008527133217028377689887115417533037091923478629*x-464757089416104870692536009402733972805610814027737610166450146552257092613879387562842659857442833707803799150291753538589606186777568663939038797975015123532093752488846650897813057407788023966657302207461882424315237177962853548306364842
"(3, -5)",-3091210872270614906025547445234946633996792686141403525339535512851663827333239273664472208106630438077162650540038298090522626182986875445082427421762117981035011110108850597250504637934642202264530327688252364676657228899094682889773908211637550*x-6912157643183514612851458533228578374812983287226324867548736615149707665386885695434699867922539485710034329166868553176103839022571089802459432104090871036216292691277641561614519688452413931696354288031130880929359017371547756098600036082579850
"(3, -3)",-1129239784520861716745456735964906983044389158012605775760932940114181782306816312103821408681329049028313670849700594271610587512830747060565269696184079922481805174536377661086823273420366446496431913784569764810554170296974979146542686505830*x-2525056921085861582321910480534165860217544661009162029100731028211426370242831293622321363485990547769842273092086238003090741762419892323633817522539772589331225532725201798298854988424735652141717893177412181169414125395096563212465585837670
"(3, -1)",5617036268272184396379743057047709992381934058812949632730868404227408288753058977135804958783386012248972433094262805225704426580020390155174699921952118251188387108983235896564249222773618544216637184154604422745302481012328602165129402*x+12560089951598973988370438169439608522784497133703494941768915089238494647124959324282994705252873739301397865506731276574009596991484318862431450360406594593876043883176291328846623021545805616051663778524945342427326593117863307651136766
