numerator,(-28657*x+64079)/2
denominator,27840
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-1836311903*x-4106118243)/2
"(1, 1)",1
"(2, -4)",(7540113804746346429*x+16860207025497407047)/2
"(2, -2)",51646455903065300*x+115484986196199300
"(2, 0)",17008580013900*x+38032341093300
"(2, 2)",-56250200
"(2, 4)",(1836311903*x-4106118243)/2
"(3, -5)",-69839240665591403563800*x-156165289625230036165200
"(3, -3)",-12655932856465895474400*x-28299526185730831106400
"(3, -1)",99243624724103583384*x+221915491216651948812
"(3, 1)",-71179928454117462*x-159163266747139278
"(3, 3)",13784077569600
"(3, 5)",-17008580013900*x+38032341093300
"(4, -8)",-212066454769871467950267900*x-474195008612817122937579700
"(4, -6)",292273302004511223286642650*x+653542971290412640805699742
"(4, -4)",41744667324843170761708416*x+93343913836463625307456896
"(4, -2)",264075723884873719234050*x+590491269813990224304950
"(4, 0)",-13074866635180127610000*x-29236290578766353670000
"(4, 2)",47982740686552477150*x+107292382306549641450
"(4, 4)",-45465770010687744
"(4, 6)",71179928454117462*x-159163266747139278
"(4, 8)",-51646455903065300*x+115484986196199300
"(5, -11)",-15480299423982556528939246172*x-34615001824075834610388670089
"(5, -9)",-407506057981158745483168191774*x-911211246888841669131708238038
"(5, -7)",-197022542806467586328736413400*x-440555798815123715133178277300
"(5, -5)",(10662376061017138556337033125*x+23841797674100767271361620625)/2
"(5, -3)",818364560575182182251707900*x+1829918787822849101413510050
"(5, -1)",69415629415652253056528076*x+155218066073092578829388092
"(5, 1)",1138387747045641779615696*x+2545512311543579987140392
"(5, 3)",2435646902998136047275*x+5445380731045638413175
"(5, 5)",-5806407965660906875
"(5, 7)",-47982740686552477150*x+107292382306549641450
"(5, 9)",-99243624724103583384*x+221915491216651948812
"(5, 11)",(-7540113804746346429*x+16860207025497407047)/2
"(6, -12)",51966756784117713914764979479200*x+116201200739485571879756836485600
"(6, -10)",53686948402430280935308861620000*x+120047666132357843817743355480000
"(6, -8)",-10000235817346522636529536229925*x-22361207078614995203020852561575
"(6, -6)",-4418501297577274090148702922000*x-9880069260053811699205010082000
"(6, -4)",261397643674266431755420245600*x+584502900413927225038050842112
"(6, -2)",-109880714836851642622319296800*x-245700747791404360444339982400
"(6, 0)",-1928325437007029393902245000*x-4311866757789490753807515000
"(6, 2)",-60255142988872450740507600*x-134734476041651537605064400
"(6, 4)",377380156597650130610832*x+843562984988427360517392
"(6, 6)",4812364708150861548000
"(6, 8)",-2435646902998136047275*x+5445380731045638413175
