numerator,(-28657*x+64079)/2
denominator,24
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(1836311903*x+4106118243)/2
"(1, 1)",1
"(2, -4)",(7540113804746346429*x+16860207025497407047)/2
"(2, -2)",-11860150961668040*x-26520103773699240
"(2, 0)",-122469386775*x-273849874125
"(2, 2)",-12917360
"(2, 4)",(-1836311903*x+4106118243)/2
"(3, -5)",-502873783368319823100*x-1124459963714066288250
"(3, -3)",-287798759437001419395*x-643537589941244277495
"(3, -1)",5922213216318519996*x+13242471328930579368
"(3, 1)",-4864550095634862*x-10877458243675758
"(3, 3)",-313453023930
"(3, 5)",122469386775*x-273849874125
"(4, -8)",-48699182228439132754053720*x-108894681911439592946317960
"(4, -6)",-19974411969460485206467470*x-44664142974299098231232562
"(4, -4)",-1252077104319775674812544*x-2799729518330113990452864
"(4, -2)",-7224968753575966800390*x-16155521268306882308410
"(4, 0)",-427066354569387606000*x-954949400185313490000
"(4, 2)",832062845159255270*x+1860541214328443610
"(4, 4)",-1363686748720896
"(4, 6)",4864550095634862*x-10877458243675758
"(4, 8)",11860150961668040*x-26520103773699240
"(5, -11)",15480299423982556528939246172*x+34615001824075834610388670089
"(5, -9)",24317307726456315704240252166*x+54375153106137183081747886182
"(5, -7)",3416541202862148728474090220*x+7639618377528663607700085640
"(5, -5)",(-2183413922911577567185146875*x-4882261954649772982780959375)/2
"(5, -3)",-108248906915236033136059980*x-242051914352514772227034110
"(5, -1)",-976214071445366767687536*x-2182881024328950425256752
"(5, 1)",13520804615924482300096*x+30233437168466680789152
"(5, 3)",58043545915220101905*x+129671416151062720485
"(5, 5)",-1189021276475153125
"(5, 7)",-832062845159255270*x+1860541214328443610
"(5, 9)",-5922213216318519996*x+13242471328930579368
"(5, 11)",(-7540113804746346429*x+16860207025497407047)/2
"(6, -12)",-1181735736437039937394703522985*x-2642441438113996425628120817355
"(6, -10)",-1753584949895935212904083864000*x-3921135152287873901777684580000
"(6, -8)",238225413863978155759303492935*x+532688219367875995192895341965
"(6, -6)",118886183338069642756585957200*x+265837587529426582673145373200
"(6, -4)",-14487494375554797405998101845*x-32395022247386399069017684383
"(6, -2)",-1111609386589715024207530560*x-2485634152842180452781828480
"(6, 0)",-18046499208880841518034250*x-40353199006608894909588750
"(6, 2)",-674414423736624766195680*x-1508037707179236401841120
"(6, 4)",-4187903704370436826257*x-9380216269933876846947
"(6, 6)",129483649421260264800
"(6, 8)",-58043545915220101905*x+129671416151062720485
"(6, 10)",427066354569387606000*x-954949400185313490000
"(6, 12)",287798759437001419395*x-643537589941244277495
"(7, -15)",-2064859215815088013766973426525*x-4617165570529445621620771670625
"(7, -13)",-29666576004162416702598559259500*x-66336480604971247710230581767240
"(7, -11)",55518021517272053637388018563792*x+124142070088916326654945088956688
"(7, -9)",-17210515294818284279578887208296*x-38483882127013517725895377869738
"(7, -7)",-4914872620130865021120890349475*x-10989989279365115519046476589975
