numerator,(-28657*x+64079)/2
denominator,24
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(1836311903*x+4106118243)/2
"(1, 1)",1
"(2, -4)",(7540113804746346429*x+16860207025497407047)/2
"(2, -2)",10490702996886760*x+23457925032799560
"(2, 0)",-3632217190575*x-8121884551125
"(2, 2)",11425840
"(2, 4)",(-1836311903*x+4106118243)/2
"(3, -5)",-14914313272390432350300*x-33349418314792344122250
"(3, -3)",655194944501404870005*x+1465060434419343343905
"(3, -1)",-2553207867393860004*x-5709146352191812632
"(3, 1)",-10901123337452862*x-24375655594453758
"(3, 3)",713598755670
"(3, 5)",3632217190575*x-8121884551125
"(4, -8)",43076066957411497441162680*x+96321013920104646666947240
"(4, -6)",-44761303958316109204621470*x-100089318412325233151894562
"(4, -4)",-521363317955218624988544*x-1165803819922705501908864
"(4, -2)",13053626643007194742410*x+29188796526666235924790
"(4, 0)",-590128091016319698000*x-1319566527587405670000
"(4, 2)",-212387582648505130*x-474898855157293590
"(4, 4)",-567837432304896
"(4, 6)",10901123337452862*x-24375655594453758
"(4, 8)",-10490702996886760*x+23457925032799560
"(5, -11)",15480299423982556528939246172*x+34615001824075834610388670089
"(5, -9)",-10483773402487954551949905834*x-23442429988667329227898591818
"(5, -7)",-872075474073054163777344180*x-1950020041537704510641887160
"(5, -5)",(-1910826048328024403334546875*x-4272736937238760931062359375)/2
"(5, -3)",-87791760279185494930066380*x-196308343848624558021758910
"(5, -1)",-1590709121645471604331536*x-3556933728417517726572752
"(5, 1)",9859988932576948372096*x+22047603778133360725152
"(5, 3)",113919929776344832305*x+254637089489785905285
"(5, 5)",-1040578152984953125
"(5, 7)",212387582648505130*x-474898855157293590
"(5, 9)",2553207867393860004*x-5709146352191812632
"(5, 11)",(-7540113804746346429*x+16860207025497407047)/2
"(6, -12)",2690307914338591075856574001215*x+6015711376866770815775344603245
"(6, -10)",-2423135720819002813694370312000*x-5418296190459242671041232140000
"(6, -8)",467680910135649240291406173735*x+1045766306842282092413030373165
"(6, -6)",154890409732462485881013049200*x+346345485224581132930312225200
"(6, -4)",-7884855551247614107996180845*x-17631073005356245368269233383
"(6, -2)",-1354009755551411771012103360*x-3027657855611993341604810880
"(6, 0)",-25738791362287105557530250*x-57553687172791521712428750
"(6, 2)",-1068162693961580355154080*x-2388485869433032880706720
"(6, 4)",-3213037060713953101257*x-7193156990354245207947
"(6, 6)",168697277929110592800
"(6, 8)",-113919929776344832305*x+254637089489785905285
"(6, 10)",590128091016319698000*x-1319566527587405670000
"(6, 12)",-655194944501404870005*x+1465060434419343343905
"(7, -15)",-61239933809579382488591979332325*x-136936654935807160948982662655625
"(7, -13)",53599734496162478324480738280500*x+119852649909359742201777352237560
"(7, -11)",40486278841123183066460933415792*x+90530071644762845377964062720688
"(7, -9)",-13200994945983909047825790112296*x-29518322069851185035478236043738
"(7, -7)",-6971899381827722516438319138475*x-15589640950055549527137846798975
