numerator,1
denominator,24
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-690101937181018449542984298953*x-1543114842189429501631883689591)/2
"(1, 1)",(-690101937181018449542984298953*x+1543114842189429501631883689591)/2
"(2, -4)",-1416820076549258955903502196525247400313*x-3168106003050598690301252694957818999102
"(2, -2)",978913956378842152083794089007142860*x+2188918149520180977191521842114970420
"(2, 0)",2443699923072540763854416175852090*x
"(2, 2)",978913956378842152083794089007142860*x-2188918149520180977191521842114970420
"(2, 4)",-1416820076549258955903502196525247400313*x+3168106003050598690301252694957818999102
"(3, -5)",5017060417272928121411886627890281409338935*x+11218488140245727342796441457082335086068175
"(3, -3)",302462518864166180222357320610098307459805*x+676326752496664154045030350259081182388835
"(3, -1)",-119274663306496927220274379313151020214*x-266075018378694710675439985377903979086
"(3, 1)",-119274663306496927220274379313151020214*x+266075018378694710675439985377903979086
"(3, 3)",302462518864166180222357320610098307459805*x-676326752496664154045030350259081182388835
"(3, 5)",5017060417272928121411886627890281409338935*x-11218488140245727342796441457082335086068175
"(4, -8)",4019536453635556023509805221444000965746052120*x+8987956748367534956627855718032767587082342480
"(4, -6)",-579573795374437233080146725820091964041151672*x-1295966404434794702770876140758068325246985156
"(4, -4)",-1160269630819812041456603747880296498952244896*x-2594441765477989175576568083205552547592591712
"(4, -2)",-56776787724450467565412176119682301156211720*x-126960547329140578756588268537940932197874420
"(4, 0)",-476733454757986897157882540220337412895600*x
"(4, 2)",-56776787724450467565412176119682301156211720*x+126960547329140578756588268537940932197874420
"(4, 4)",-1160269630819812041456603747880296498952244896*x+2594441765477989175576568083205552547592591712
"(4, 6)",-579573795374437233080146725820091964041151672*x+1295966404434794702770876140758068325246985156
"(4, 8)",4019536453635556023509805221444000965746052120*x-8987956748367534956627855718032767587082342480
"(5, -11)",(-11635261526735137373242903896304760671484082121165*x-26017235709767753867092646870848999913777561945981)/2
"(5, -9)",-489176297135115296049531761637411121950726012330*x-1093831453375753428734801852152622845952562051054
"(5, -7)",3480208795590755406622503512446382065906241406650*x+7781983442833661298147667448694198103511332264130
"(5, -5)",(3383292160174686709223313100712537682188262429125*x+7565271254207828790184620866823418436575415018875)/2
"(5, -3)",132132393378183989863280017182384720182827533225*x+295458010229625815531995771595003015920081699905
"(5, -1)",2032627264292437917330692587749339354809252000*x+4465135654601389363460775328761443628330115424
"(5, 1)",2032627264292437917330692587749339354809252000*x-4465135654601389363460775328761443628330115424
"(5, 3)",132132393378183989863280017182384720182827533225*x-295458010229625815531995771595003015920081699905
"(5, 5)",(3383292160174686709223313100712537682188262429125*x-7565271254207828790184620866823418436575415018875)/2
"(5, 7)",3480208795590755406622503512446382065906241406650*x-7781983442833661298147667448694198103511332264130
"(5, 9)",-489176297135115296049531761637411121950726012330*x+1093831453375753428734801852152622845952562051054
"(5, 11)",(-11635261526735137373242903896304760671484082121165*x+26017235709767753867092646870848999913777561945981)/2
