numerator,(-28657*x+64079)/2
denominator,240
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-1836311903*x-4106118243)/2
"(1, 1)",1
"(2, -4)",(7540113804746346429*x+16860207025497407047)/2
"(2, -2)",11552091276820760*x+25831261377253560
"(2, 0)",37965653310*x+84893781570
"(2, 2)",-12581840
"(2, 4)",(1836311903*x-4106118243)/2
"(3, -5)",-155891461625638681020*x-348583905306727963080
"(3, -3)",-453990459501499965930*x-1015153528581719211330
"(3, -1)",-938590922675231556*x-2098753106171528328
"(3, 1)",5014786033606038*x+11213403486016182
"(3, 3)",494458984620
"(3, 5)",-37965653310*x+84893781570
"(4, -8)",-47434252736554885677124680*x-106066213580842147940113240
"(4, -6)",-20591305355922286381982790*x-46043558521297734131879898
"(4, -4)",-1464072418373833983521664*x-3273765451466404895155584
"(4, -2)",7210701405419782210710*x+16123618507972398081290
"(4, 0)",139028474118196509600*x+310877118784936111200
"(4, 2)",-454091821993806170*x-1015388035465283910
"(4, 4)",1594579238942976
"(4, 6)",-5014786033606038*x+11213403486016182
"(4, 8)",-11552091276820760*x+25831261377253560
"(5, -11)",-15480299423982556528939246172*x-34615001824075834610388670089
"(5, -9)",3853965310315985442374482146*x+8617728416792614951306071522
"(5, -7)",1864561924987281567425170020*x+4169287212529425283627288840
"(5, -5)",(-479311149409503126605200075*x-1071772312453207174859308575)/2
"(5, -3)",-14054291462034065171663220*x-31426351084703097415148190
"(5, -1)",-219561857463674526098844*x-490955238546435506872028
"(5, 1)",-7767870968949827730904*x-17369487287885460746928
"(5, 3)",21057793939755891555*x+47101965790770445935
"(5, 5)",261018375269717525
"(5, 7)",454091821993806170*x-1015388035465283910
"(5, 9)",938590922675231556*x-2098753106171528328
"(5, 11)",(-7540113804746346429*x+16860207025497407047)/2
"(6, -12)",1864138507907061695969051460990*x+4168340423155219169451226308570
"(6, -10)",-570867353734151552209288123200*x-1276498209084981278572732732800
"(6, -8)",-86479846144828543345886801085*x-193374814663559745981533544015
"(6, -6)",47710817103897220677352711200*x+106684630306373831864376247200
"(6, -4)",706996416212154946373346690*x+1580892046499112182284818102
"(6, -2)",-319480675885072321239456960*x-714380508776634571941636480
"(6, 0)",-2471830871371028813107800*x-5527181854575990344946600
"(6, 2)",32201561023147326850080*x+72005227388418640665120
"(6, 4)",602192184157940098782*x+1345772641506702210282
"(6, 6)",-51963739957195300800
"(6, 8)",-21057793939755891555*x+47101965790770445935
