numerator,1
denominator,-19080
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(3792567090582034212298171911271886882321129195279946351639984438631585442505515955886110056856257542012818469874418531536650383244981891225885116555184306154252960171697639*x+8480437823770030948454903881820496177085336885860253720431058193506161487898017157707436409004325843939644222535097814851354926896853706765491405894329723549551092749651867)/2
"(1, 1)",(3792567090582034212298171911271886882321129195279946351639984438631585442505515955886110056856257542012818469874418531536650383244981891225885116555184306154252960171697639*x-8480437823770030948454903881820496177085336885860253720431058193506161487898017157707436409004325843939644222535097814851354926896853706765491405894329723549551092749651867)/2
"(2, -4)",-10294798783099139693450121821445462459408211378771262992726643765678577809020013998836301925764488002696660199814435363858575232174511282727717283434801773260744378396112438547190339515099346056*x-23019869893691789443172063603865033128478337577917295421229010150926998102799792648591982034911090599442257669547009518488169192088515340206937613543168281718019854649140510044231726036400897101
"(2, -2)",9322096883812398300870275104883957030110481472981569828991948335400737111097088086760509435678108432963994250779884938957915145213413891976313929261608203269068626900218972803430884852805*x+20844842325043481487610415008690508469976599594485114113213979894616726008284906997906553616161354121918345520725350004717013741513655429578562873994667491912022151052405730260715111813665
"(2, 0)",-100480774519519921682452903306471693489828095614564823950619126154614553086300854216948156604919029429405951038488240214287020282437182789612511960696141456112079422113023846957350*x
"(2, 2)",9322096883812398300870275104883957030110481472981569828991948335400737111097088086760509435678108432963994250779884938957915145213413891976313929261608203269068626900218972803430884852805*x-20844842325043481487610415008690508469976599594485114113213979894616726008284906997906553616161354121918345520725350004717013741513655429578562873994667491912022151052405730260715111813665
"(2, 4)",-10294798783099139693450121821445462459408211378771262992726643765678577809020013998836301925764488002696660199814435363858575232174511282727717283434801773260744378396112438547190339515099346056*x+23019869893691789443172063603865033128478337577917295421229010150926998102799792648591982034911090599442257669547009518488169192088515340206937613543168281718019854649140510044231726036400897101
"(3, -5)",272751761680677842907012331892474689456781046808162236512289929002290321217334267490587648154148262073768085879860790566403632235709922957521584144286857071250697680206813868329958895534835448379425725*x+609891480100817944343260131249091589202351430397107425242379789913571671431417770552676505095886386820165644826651361458332350620520511890934655168778652576061161780334361240747999436244303298560948875
"(3, -3)",-26701411092251442962958618094605850959498221858368684076135751148753206475322317443474643770333864348583975640440655889814662216984269845184632900878118574472386263315473976488752584851916696361535*x-59706170297441134585028649608278058808698648979473901736305781392995662250815466211522114181359140136982806193352596613620101885979512680408320372650693068736208639476029795067256910469582781166355
"(3, -1)",-93438732941806359889081701283544971214825787612799856465839340969473347657989790067890147318917807132367186659301088796354039758227193403329904098485055967188252359628858223289220606366598208*x-208935435619170038131776474492534955636302161053652090262943420753160206310766494827963969585223898597344289286211694038499375617003652287382299501897650605223144340765717303192304220399128588
"(3, 1)",-93438732941806359889081701283544971214825787612799856465839340969473347657989790067890147318917807132367186659301088796354039758227193403329904098485055967188252359628858223289220606366598208*x+208935435619170038131776474492534955636302161053652090262943420753160206310766494827963969585223898597344289286211694038499375617003652287382299501897650605223144340765717303192304220399128588
