numerator,1
denominator,-19080
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-7571390886018381224017960040403026409296354983976536539*x-16930144705359462440729171912627239403349161587598813567)/2
"(1, 1)",(-7571390886018381224017960040403026409296354983976536539*x+16930144705359462440729171912627239403349161587598813567)/2
"(2, -4)",20552291842986965095013254429281935507848831885088418322046391879880911751656*x+45956321654333288378095092290900891833592455111180632830604251050803530032201
"(2, -2)",-35378336354209924794052640774182715064666510395668006047341204771493240*x-79108365018865469953520783639133749062510838593626981782586288090461720
"(2, 0)",393193532069180766845719214340871680127919389891591488541561080*x
"(2, 2)",-35378336354209924794052640774182715064666510395668006047341204771493240*x+79108365018865469953520783639133749062510838593626981782586288090461720
"(2, 4)",20552291842986965095013254429281935507848831885088418322046391879880911751656*x-45956321654333288378095092290900891833592455111180632830604251050803530032201
"(3, -5)",-1067310926554246728474155357974222876996811246658812672749036086174283161328429923780*x-2386579784903581066854813695517402868214085476886859571829306257602925344225839323100
"(3, -3)",35926246451987759849837458324043696784844724269418564378573178464211738435458580*x+80333529243055265603577578954199939230693686983319934448124764278192067462244740
"(3, -1)",12990062560975337997522953978944888017900740011781053921089925508658001698*x+29046948151448559001593646689163278803614972666813849613377644364327449558
"(3, 1)",12990062560975337997522953978944888017900740011781053921089925508658001698*x-29046948151448559001593646689163278803614972666813849613377644364327449558
"(3, 3)",35926246451987759849837458324043696784844724269418564378573178464211738435458580*x-80333529243055265603577578954199939230693686983319934448124764278192067462244740
"(3, 5)",-1067310926554246728474155357974222876996811246658812672749036086174283161328429923780*x+2386579784903581066854813695517402868214085476886859571829306257602925344225839323100
"(4, -8)",192066663739096941564297944263525884724039055736066594430648077268908872873754457175068705920*x+429474116332214693491053024836653991359121140182195859454351765052939256200188014752751050320
"(4, -6)",346257795694444345951715931484488324589695042420903436510378244596752427478515336426795944*x+774255968912011557380777603736417848513413308642047760819185756362764499859289935699031468
"(4, -4)",-656296804563529827034197987543086561522812022898620083953545828567108215073477001623808*x-1467524268419946889023176990760503986174630503375598508186069633458798978527220836205824
"(4, -2)",-3571731035852733604802181205877556067394310120362243109353435343492159592344030120*x-7986633357216711145216030529084383841319824959285410346293659363317955675956621780
"(4, 0)",4836784553679134801598121099953923533527874533093912621242391448843456206777600*x
"(4, 2)",-3571731035852733604802181205877556067394310120362243109353435343492159592344030120*x+7986633357216711145216030529084383841319824959285410346293659363317955675956621780
"(4, 4)",-656296804563529827034197987543086561522812022898620083953545828567108215073477001623808*x+1467524268419946889023176990760503986174630503375598508186069633458798978527220836205824
"(4, 6)",346257795694444345951715931484488324589695042420903436510378244596752427478515336426795944*x-774255968912011557380777603736417848513413308642047760819185756362764499859289935699031468
"(4, 8)",192066663739096941564297944263525884724039055736066594430648077268908872873754457175068705920*x-429474116332214693491053024836653991359121140182195859454351765052939256200188014752751050320
"(5, -11)",(-223154084293453862502153448993768984960134714669634530263324638363670897642092176599077097416674645*x-498987701936880964709518876927767755417188310868663805231717775594701078508816778701735840191735247)/2
