numerator,(-433494437*x+969323029)/2
denominator,36960
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-420196140727489673*x-939587134549734843)/2
"(1, 1)",1
"(2, -4)",(394810887814999156320699623170776339*x+882823983411381527490828321608234647)/2
"(2, -2)",16029832170240721736004736070270*x+35843794400571235209102654048570
"(2, 0)",-1111260962552574317174250*x-2484855053009404383362250
"(2, 2)",-76296903357980
"(2, 4)",(420196140727489673*x-939587134549734843)/2
"(3, -5)",1044126503541753496665367895044544210218500*x+2334737839028535744539110410512062699239000
"(3, -3)",-7741283097645571736669082202023184344060*x-17310035239405640585411759177691776921460
"(3, -1)",113199879661655972093544651028805244*x+253122625968258647478842023257518412
"(3, 1)",-1502088181049959329704524721292*x-3358771281027259285719049601628
"(3, 3)",36846045678777595984440
"(3, 5)",1111260962552574317174250*x-2484855053009404383362250
"(4, -8)",-15061424076149637097447827010440662937026315417610*x-33678368072222557540282960527281502716357039966530
"(4, -6)",1411342729873867807674952072954494735828105182400*x+3155858283548091608366109947905069286988923605992
"(4, -4)",7753039313638342340186069426818448586664139856*x+17336322937523645831065005378732218502273978096
"(4, -2)",1439031959333187693118612140622568670227820*x+3217773282863720619991264147323768789598580
"(4, 0)",636069190402630227444738616161186825000*x+1422293948133538012700478934936436025000
"(4, 2)",-10697692147477198808150793681766040*x-23920766850974056391846793686404320
"(4, 4)",-36902001528216940916125731744
"(4, 6)",1502088181049959329704524721292*x-3358771281027259285719049601628
"(4, 8)",-16029832170240721736004736070270*x+35843794400571235209102654048570
"(5, -11)",-185479615385565940463726659027500998744886089090395052*x-414745028442641308156470011207091076576950472312985289
"(5, -9)",-106361150562670142586778439588223470660270439812637984*x-237830762823220444601766534055185606901299721740827688
"(5, -7)",10051413912582332630987518501273037407722974632359540*x+22475644778521224479965816514551709253943981300123180
"(5, -5)",(-800641880966323560496929862850220313957586507978125*x-1790289671473994491668435687447678156951000821634375)/2
"(5, -3)",144457477434788265853367234370664878514012896060*x+323016739402328505841244933812918596175834216770
"(5, -1)",5592938010685700330788640978165759342514563616*x+12506189585835671111887645338745818448402174192
"(5, 1)",646218084094569249375432559829721614076536*x+1444987564325105857594797741183527704957992
"(5, 3)",-38393669287114937615341853952349498815*x-85850855119206543573837890183860987605
"(5, 5)",1905400367504957256881675976753125
"(5, 7)",10697692147477198808150793681766040*x-23920766850974056391846793686404320
"(5, 9)",-113199879661655972093544651028805244*x+253122625968258647478842023257518412
"(5, 11)",(-394810887814999156320699623170776339*x+882823983411381527490828321608234647)/2
"(6, -12)",7273610003455097944151047700912388026672314851781882082580*x+16264286409548079205740244256201374898058096905172240446340
"(6, -10)",-597642427985777037353627944206773057826978235773856650000*x-1336369095214220172332633213484266202926670158119355100000
"(6, -8)",36074197854787962555122164991626621002410905936205607105*x+80664358637082971588632710293352176052948939049025404245
"(6, -6)",-466487029306840135026164778404591668430771353289293800*x-1043096708152031143746446049118168582758533488528495800
"(6, -4)",-11452294750895520029971514727603995758406002256591400*x-25608109561366403328519829446770220806747932364669688
"(6, -2)",-163675033991684060843456952788271261096547535739120*x-365988502224994308301840975773851328092714328149760
"(6, 0)",-637259802442843387336434089930508802356827475000*x-1424956237590284351412732279446297004756447075000
"(6, 2)",486635643979607781318537901027155410787635160*x+1088150380213568322703074391012907028841774440
"(6, 4)",7104771674691765182944533085734540990912*x+15886806938506789541457921627901638238992
"(6, 6)",2220329908309993497569426517412261200
"(6, 8)",38393669287114937615341853952349498815*x-85850855119206543573837890183860987605
"(6, 10)",-636069190402630227444738616161186825000*x+1422293948133538012700478934936436025000
"(6, 12)",7741283097645571736669082202023184344060*x-17310035239405640585411759177691776921460
"(7, -15)",-981047829570229736762956379994553139023785955637451776021250*x-2193689636097661983812570271566688430403935275588903501114750
"(7, -13)",-1352095915195360383897400635128948845557789039203083083698300*x-3023378378476616660378977006726887093524083306541201722918620
