numerator,1
denominator,44
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-28280667009154344241684809033271609030239484353130183131919827103747997671*x-63237493881504780853412951999237300119944767753903736358114402730758241207)/2
"(1, 1)",(-28280667009154344241684809033271609030239484353130183131919827103747997671*x+63237493881504780853412951999237300119944767753903736358114402730758241207)/2
"(2, -4)",-13286075439143275039813054518112595039998488585159954425422593847821556549739894010741776491*x-29708567836114733241628167437574050520238482936302523573210405101880029410956193234822258354
"(2, -2)",145674066727522704938234908012488691447521013221563905905718147560570706921517087435980*x+325737115761581101943882889893237334028712029531939237756819710269272402685610953915660
"(2, 0)",-11052883591436649641793541114910802551009225706106320679008314021052340620410850*x
"(2, 2)",145674066727522704938234908012488691447521013221563905905718147560570706921517087435980*x-325737115761581101943882889893237334028712029531939237756819710269272402685610953915660
"(2, 4)",-13286075439143275039813054518112595039998488585159954425422593847821556549739894010741776491*x+29708567836114733241628167437574050520238482936302523573210405101880029410956193234822258354
"(3, -5)",-5192573611094871902665311325573792098881091094071310165586139036497436645790759809873990610123275*x-11610947572579689759138356253851915088586862295239794519599884783897421495296316944865765980380125
"(3, -3)",-4394667221267664827219798291798616581905414294509743160774132090712616637147261421903942115385*x-9826774645244608041134923558373739599297747794290800346795720709596225631000144439073334909545
"(3, -1)",-93572310108257218155477634565297804507232645368829732530575791538298710957711165410948738*x-209236506538229444181894516095158534420870067734752280003961169823798699773824136385968102
"(3, 1)",-93572310108257218155477634565297804507232645368829732530575791538298710957711165410948738*x+209236506538229444181894516095158534420870067734752280003961169823798699773824136385968102
"(3, 3)",-4394667221267664827219798291798616581905414294509743160774132090712616637147261421903942115385*x+9826774645244608041134923558373739599297747794290800346795720709596225631000144439073334909545
"(3, 5)",-5192573611094871902665311325573792098881091094071310165586139036497436645790759809873990610123275*x+11610947572579689759138356253851915088586862295239794519599884783897421495296316944865765980380125
"(4, -8)",136873478934719927308795935488841072719716585037315052842835733284208554666485226115328359143238650415160*x+306058403214919257402217481616892989891566212016488048941738830412340218465670761512500575913956539257040
"(4, -6)",516909424792026354171004292967932529245825157064938503944869125615698117479700394428723794894673466256*x+1155844612045286019989690521954607299911818235101687037182013990405194000514326519651952846894909532308
"(4, -4)",2065243979803832710209923214484124673699040854415118142183485021419037867401329305793991392897059808*x+4618025928963572717012656833981858920887584343778811493662024490381249492009413909315516745519175136
"(4, -2)",3002016724304737660911635153507761035865789696698669870129293272210789351251481097975811905091440*x+6712713311843025852709973471944910835183918401482677981883227384155668094550181628015210067243140
"(4, 0)",-3092634343428951589073307023496889094538236211391606566774597345011047033991998041991368894000*x
"(4, 2)",3002016724304737660911635153507761035865789696698669870129293272210789351251481097975811905091440*x-6712713311843025852709973471944910835183918401482677981883227384155668094550181628015210067243140
"(4, 4)",2065243979803832710209923214484124673699040854415118142183485021419037867401329305793991392897059808*x-4618025928963572717012656833981858920887584343778811493662024490381249492009413909315516745519175136
"(4, 6)",516909424792026354171004292967932529245825157064938503944869125615698117479700394428723794894673466256*x-1155844612045286019989690521954607299911818235101687037182013990405194000514326519651952846894909532308
"(4, 8)",136873478934719927308795935488841072719716585037315052842835733284208554666485226115328359143238650415160*x-306058403214919257402217481616892989891566212016488048941738830412340218465670761512500575913956539257040
"(5, -11)",(-24966851102552479611310536297953225047319059680242264463822453703263457568908485128676843492238248109893954155*x-55827576249422917553634643889831335400271642402986745987920349012116811681504141794344703830015784799525015637)/2
"(5, -9)",-87919855637241380574382262892918714953737611167522396927202510316805228223675079164107412838666721638944390*x-196594773776839817678921290372955969272978694891013767891413612479909533190595670084164581946503535046445678
"(5, -7)",32206692216326248522991638817950270951110466247634478788338668465392329632713409638970523006325656869475350*x+72016353126118853831946544183259778310687840595148558899096000432588877615883590957350256948620853296384290
"(5, -5)",(296640042650480587913908125277836718848079592126105547762103049821469555987301868464528026015086785521875*x+663307300214911481741598947490124665385825703393654344704926166476006655746072544588146318547415921371875)/2
"(5, -3)",235698950549860234654470533461339737657196323529793650141340961988518776050435239142761129730291457775*x+527038875825913358373716083477424950355835991369322647541307085549305751929569340232836893041206934665
"(5, -1)",-777167972697313334497238117186555292680613528615855505258804081439783264571762329182604303972222720*x-1735643374810879340747629825492895491142223238138772974212759097925597576855305141943582329578809792
"(5, 1)",-777167972697313334497238117186555292680613528615855505258804081439783264571762329182604303972222720*x+1735643374810879340747629825492895491142223238138772974212759097925597576855305141943582329578809792
"(5, 3)",235698950549860234654470533461339737657196323529793650141340961988518776050435239142761129730291457775*x-527038875825913358373716083477424950355835991369322647541307085549305751929569340232836893041206934665
"(5, 5)",(296640042650480587913908125277836718848079592126105547762103049821469555987301868464528026015086785521875*x-663307300214911481741598947490124665385825703393654344704926166476006655746072544588146318547415921371875)/2
"(5, 7)",32206692216326248522991638817950270951110466247634478788338668465392329632713409638970523006325656869475350*x-72016353126118853831946544183259778310687840595148558899096000432588877615883590957350256948620853296384290
"(5, 9)",-87919855637241380574382262892918714953737611167522396927202510316805228223675079164107412838666721638944390*x+196594773776839817678921290372955969272978694891013767891413612479909533190595670084164581946503535046445678
"(5, 11)",(-24966851102552479611310536297953225047319059680242264463822453703263457568908485128676843492238248109893954155*x+55827576249422917553634643889831335400271642402986745987920349012116811681504141794344703830015784799525015637)/2
"(6, -12)",-4129172781730530732406214228549790972571166858533394497644723116398843586312943269784210883999548414568318744170*x-9233111030791368424950016876855916476280991895009084553657794524274855362006217667341618330672983065088474685980
"(6, -10)",-1452899720476254605721728522791663817152948026325423603448801595453270584427803396852744329360321191149086821000*x-3248782539475348422962918696440131497713542755844661637948441976588486770676602890696974156899525963796079155000
"(6, -8)",-35940308520299930575324222388456837355767730915403757759672751528403216261528279530310141017035063895296230110*x-80364972983705525079018421220754303567574431668412118518157761336101378892179180450402654700143395155717372360
"(6, -6)",2086401636762516955765999886959036226426858653515639011513442283915384982134053403458041119861263670839762600*x+4665335888167812149402410960214445829026434489125037388912964871245946232484850847319425906982220768812444200
"(6, -4)",28518794351681897294988777771499064543397718018972734952285559743072632412596667281407772839043107930905014*x+63769962806684770234258559270776394101877124909909068527824844030342324720033484490797827100709056278961772
"(6, -2)",56743874414081167086448600090469996861828946556377979691199530486134412520969491569710769957556550716880*x+126881524985569217301739587723469112549285301663377641207755465188519946208013808697126549162470447761520
"(6, 0)",576924567250991190811103519992672736290309943716491781804480890624080458260520063474844959624261090500*x
"(6, 2)",56743874414081167086448600090469996861828946556377979691199530486134412520969491569710769957556550716880*x-126881524985569217301739587723469112549285301663377641207755465188519946208013808697126549162470447761520
"(6, 4)",28518794351681897294988777771499064543397718018972734952285559743072632412596667281407772839043107930905014*x-63769962806684770234258559270776394101877124909909068527824844030342324720033484490797827100709056278961772
"(6, 6)",2086401636762516955765999886959036226426858653515639011513442283915384982134053403458041119861263670839762600*x-4665335888167812149402410960214445829026434489125037388912964871245946232484850847319425906982220768812444200
"(6, 8)",-35940308520299930575324222388456837355767730915403757759672751528403216261528279530310141017035063895296230110*x+80364972983705525079018421220754303567574431668412118518157761336101378892179180450402654700143395155717372360
"(6, 10)",-1452899720476254605721728522791663817152948026325423603448801595453270584427803396852744329360321191149086821000*x+3248782539475348422962918696440131497713542755844661637948441976588486770676602890696974156899525963796079155000
"(6, 12)",-4129172781730530732406214228549790972571166858533394497644723116398843586312943269784210883999548414568318744170*x+9233111030791368424950016876855916476280991895009084553657794524274855362006217667341618330672983065088474685980
"(7, -15)",-4878875360187199931983609293130446415757075880827774156582594617200145491560977071711797014432113400731102172359975*x-10909496959127350128291285316756329448986036740510650211156030658416890697249398852803607106384083396610759097195375
"(7, -13)",2820656259653177577730617820323813408482607510990563505238116986107706371727523352305161485170623686650276799568570*x+6307179137744802443544559797451750751909583027055641609355015387235274477764640678447509545737612050309540307111310
"(7, -11)",-453190377863919370973655320290115496617708943975610167228498656073614826291926213164634101429931341654585014477472*x-1013364491652539650512340933668129578718008987258550895864000311133457583480999831326205585491908171115576573935072
"(7, -9)",2730427936192392273072543456618287131502113200239259080465404008985641702476114030538222917435058318711213711123*x+6105422472990647422136340428423295176216873751000126387818005248031247520073040872522229786647481892057105590157
"(7, -7)",-4278832661561660908398839162552158331903508725094129006729203024699081656707026361089291036094697470675311552425*x-9567760695598225224745050920062629280680472522733133571722195961322741599559656997199065155638572780839703531225
"(7, -5)",1359313150085125336465612227547941378237050254389697559515713509959814402128512344494792726248338513207439300*x+3039516606376525442745607076227808795891387257997947802911213461669051903771662322593683486455518031337603500
"(7, -3)",2520795110617310604390034565569809686449127102796842160123780096117804207178216724530015689749886650206968510*x+5636669465240852885902453985246622881418827772903010070605392983705001875587458742225636743757236986061181830
"(7, -1)",10475385125907201342281453509677301658014529042304907900102300304546201345417447838337652968641052086864053*x+23463456997786473805248600146259377674954467587980508348463106111408162027807934869385545013332423107325123
"(7, 1)",10475385125907201342281453509677301658014529042304907900102300304546201345417447838337652968641052086864053*x-23463456997786473805248600146259377674954467587980508348463106111408162027807934869385545013332423107325123
"(7, 3)",2520795110617310604390034565569809686449127102796842160123780096117804207178216724530015689749886650206968510*x-5636669465240852885902453985246622881418827772903010070605392983705001875587458742225636743757236986061181830
"(7, 5)",1359313150085125336465612227547941378237050254389697559515713509959814402128512344494792726248338513207439300*x-3039516606376525442745607076227808795891387257997947802911213461669051903771662322593683486455518031337603500
"(7, 7)",-4278832661561660908398839162552158331903508725094129006729203024699081656707026361089291036094697470675311552425*x+9567760695598225224745050920062629280680472522733133571722195961322741599559656997199065155638572780839703531225
"(7, 9)",2730427936192392273072543456618287131502113200239259080465404008985641702476114030538222917435058318711213711123*x-6105422472990647422136340428423295176216873751000126387818005248031247520073040872522229786647481892057105590157
"(7, 11)",-453190377863919370973655320290115496617708943975610167228498656073614826291926213164634101429931341654585014477472*x+1013364491652539650512340933668129578718008987258550895864000311133457583480999831326205585491908171115576573935072
"(7, 13)",2820656259653177577730617820323813408482607510990563505238116986107706371727523352305161485170623686650276799568570*x-6307179137744802443544559797451750751909583027055641609355015387235274477764640678447509545737612050309540307111310
"(7, 15)",-4878875360187199931983609293130446415757075880827774156582594617200145491560977071711797014432113400731102172359975*x+10909496959127350128291285316756329448986036740510650211156030658416890697249398852803607106384083396610759097195375
"(8, -16)",1940476673129973631330505457398889915806129363953055881139025167711614076128248428049072683783445924948935367815430336*x+4339037749871260643225260005636137682123649222458548742020248062528828799479996806088376682620364852955671666397638784
"(8, -14)",-729763838152631279544655470584227195570857709302419178274326489985569272391912444896068332790408925128124028325755488*x-1631801549630438089599036175039299726202016228136745726502256200554965201353251900439291522250937174576112961705917728
"(8, -12)",343617710898991931364057270425078081280391213879649094735185974809814622977963728770245535585252869498623446898733440*x+768352559843016330715572774683754814847621023657031585916700906474185363840347111356379634624746417736820077917629920
"(8, -10)",-16137873817015604346210665387677814905567783544936103817122152494365316460717552008160260163706689139487826400562800*x-36085382867160893643559478197826547441365645857195675403842038493200645079613946294439386673350657939987276223503000
"(8, -8)",495918110515106195600350748030766948897275751115988904249873125486186264930725673243618780179666303461881076611840*x+1108906606385030698273986063963258665988822230076277760855966857221669878040090015633969510259342279589400477633280
"(8, -6)",3694545523544099579309301677367133838248777216095428517987021653193802549793843662386931322410128642745220045712*x+8261254936609920702258654724301963023474169369944856724191678441603311569876645453693441698238047974744778364888
"(8, -4)",-2889414273566630887615171461203355932105897204994499724936359620691071520145448724815380667606696317958393174400*x-6460926737286269189314215909986619211624008854485045879418634484260435517800015416021875200019496811367885866400
"(8, -2)",29302272135315712381177171027293266317449225615302449176255801063138884482984759970887642021515399297845734720*x+65518922544992089609763966649948348042894543027665634951147345046460193211632511486212186451935093786521153360
"(8, 0)",1068924166211738088726638386424054032582201762478109528897692062511584895623537941359582604994374718467561600*x
"(8, 2)",29302272135315712381177171027293266317449225615302449176255801063138884482984759970887642021515399297845734720*x-65518922544992089609763966649948348042894543027665634951147345046460193211632511486212186451935093786521153360
"(8, 4)",-2889414273566630887615171461203355932105897204994499724936359620691071520145448724815380667606696317958393174400*x+6460926737286269189314215909986619211624008854485045879418634484260435517800015416021875200019496811367885866400
"(8, 6)",3694545523544099579309301677367133838248777216095428517987021653193802549793843662386931322410128642745220045712*x-8261254936609920702258654724301963023474169369944856724191678441603311569876645453693441698238047974744778364888
