numerator,1
denominator,44
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(36060500239882870508465567714305383902480287788975311582519261124674327785353031*x+80633729839025571270435044219575766679008231822825587562006830653310704532610327)/2
"(1, 1)",(36060500239882870508465567714305383902480287788975311582519261124674327785353031*x-80633729839025571270435044219575766679008231822825587562006830653310704532610327)/2
"(2, -4)",16940991045410786099277628711922452495782580227258927111181574657323682151773002731020206205503051*x+37881207583753744378447834832898976077981814171140638997544452659787858929724162462248724513066994
"(2, -2)",-151819682034654122647874009253467539232153021392332064620524548923530794073289688173920828380*x-339479129351890199994365175809499912640601892862392405399635131491700223792944333759029106460
"(2, 0)",-165605629152683367059044621892838159317045131788719644508608193740206813877503421950*x
"(2, 2)",-151819682034654122647874009253467539232153021392332064620524548923530794073289688173920828380*x+339479129351890199994365175809499912640601892862392405399635131491700223792944333759029106460
"(2, 4)",16940991045410786099277628711922452495782580227258927111181574657323682151773002731020206205503051*x-37881207583753744378447834832898976077981814171140638997544452659787858929724162462248724513066994
"(3, -5)",-77800459280437898903322179440660364092395790531290088530564057015116599176360521459836378098823001925*x-173967115631763516199146479953633579657392185367225891039767297635626716355522681800745248726966305875
"(3, -3)",8210518451727313263303328074892939156148724470240248692085006555313792937591964786661325228546190185*x+18359277388578598009591196934635547891819395084831730424086449994470452260372262339015655159811221145
"(3, -1)",61752494407628836039787905743203083078752525162171184681652946299581043256077841528025266046818*x+138089306474661173202364796759765413266000793416663183933022880783993651171880343879774895308422
"(3, 1)",61752494407628836039787905743203083078752525162171184681652946299581043256077841528025266046818*x-138089306474661173202364796759765413266000793416663183933022880783993651171880343879774895308422
"(3, 3)",8210518451727313263303328074892939156148724470240248692085006555313792937591964786661325228546190185*x-18359277388578598009591196934635547891819395084831730424086449994470452260372262339015655159811221145
"(3, 5)",-77800459280437898903322179440660364092395790531290088530564057015116599176360521459836378098823001925*x+173967115631763516199146479953633579657392185367225891039767297635626716355522681800745248726966305875
"(4, -8)",-142647820011192524695811254186032684862032733651378416708037746055400936823664915225102407828989698029988415960*x-318970222387181296710909571887285293693901512743045246211621300293152934728280485799764946381036085071247492240
"(4, -6)",-1372192312836795568360820699395927192000039205388050448182760658115100900149491440865914511469811360215523216*x-3068315289705732177154849464931758520006728475062119339582835804489340125345856024163624974907958488328597588
"(4, -4)",-1989395223171094744323956330627701338606502537012701469721057570159994120898106992629321455858610012821088*x-4448422953123932574973454405985304334702245967399430318647358579577032763378103674399712187788831194060896
"(4, -2)",617182860018923786840245513965921122765521146762740048689685458796574632885677565925714131576273545360*x+1380063010513138741301043801195623357822879523822789909166924277000882208247408374305827001845637017660
"(4, 0)",3180065279058148842512337104572726491483111469955686693201236849664523558963420741094782344585062000*x
"(4, 2)",617182860018923786840245513965921122765521146762740048689685458796574632885677565925714131576273545360*x-1380063010513138741301043801195623357822879523822789909166924277000882208247408374305827001845637017660
"(4, 4)",-1989395223171094744323956330627701338606502537012701469721057570159994120898106992629321455858610012821088*x+4448422953123932574973454405985304334702245967399430318647358579577032763378103674399712187788831194060896
"(4, 6)",-1372192312836795568360820699395927192000039205388050448182760658115100900149491440865914511469811360215523216*x+3068315289705732177154849464931758520006728475062119339582835804489340125345856024163624974907958488328597588
"(4, 8)",-142647820011192524695811254186032684862032733651378416708037746055400936823664915225102407828989698029988415960*x+318970222387181296710909571887285293693901512743045246211621300293152934728280485799764946381036085071247492240
"(5, -11)",(31835074465580474832641221997088596772188466347715687298888603689085890321615635936025252962867920886437031169658955*x+71185390573805730692039373031394141739764556421519842483282155025311290297442256698159857927751086225881958257533557)/2
"(5, -9)",58023221464075340403984805328423266854159526645006672738746902707029860349095972473820467327216553981252939402790*x+129743867467197332832937130089133358179863806578228630122389002679752234321853914580878377680549428031776476150158
"(5, -7)",-38019995598660154402517435817115332850566009593401486231663610842725148261856490157780336433779655612315317823350*x-85015294662846917423077284078140020030901519948197881804265789556731236475265303730858586980295396565107911495490
"(5, -5)",(-568161748495789441966527848649137524373318523867084425920608498110832221309831460016857042447349992931465421875*x-1270448291851724075603799480511985309198111897192929996312940788469524619230221351844088969116452279112999671875)/2
"(5, -3)",352842881074981009694012233490652450554852577152791491129978678987558873310621402776085179090999439492890225*x+788980667248237404743510622754133117678407474301577938217147090892869844653349823338168547991049597225722135
"(5, -1)",1252706413461131665618498474528641363474486556637588697455738485691755348308924180813974962004838601881920*x+2799204740939768612618830680743236476235773560348656416923142313075477774905696498635020780585517758176512
"(5, 1)",1252706413461131665618498474528641363474486556637588697455738485691755348308924180813974962004838601881920*x-2799204740939768612618830680743236476235773560348656416923142313075477774905696498635020780585517758176512
"(5, 3)",352842881074981009694012233490652450554852577152791491129978678987558873310621402776085179090999439492890225*x-788980667248237404743510622754133117678407474301577938217147090892869844653349823338168547991049597225722135
"(5, 5)",(-568161748495789441966527848649137524373318523867084425920608498110832221309831460016857042447349992931465421875*x+1270448291851724075603799480511985309198111897192929996312940788469524619230221351844088969116452279112999671875)/2
"(5, 7)",-38019995598660154402517435817115332850566009593401486231663610842725148261856490157780336433779655612315317823350*x+85015294662846917423077284078140020030901519948197881804265789556731236475265303730858586980295396565107911495490
"(5, 9)",58023221464075340403984805328423266854159526645006672738746902707029860349095972473820467327216553981252939402790*x-129743867467197332832937130089133358179863806578228630122389002679752234321853914580878377680549428031776476150158
"(5, 11)",(31835074465580474832641221997088596772188466347715687298888603689085890321615635936025252962867920886437031169658955*x-71185390573805730692039373031394141739764556421519842483282155025311290297442256698159857927751086225881958257533557)/2
"(6, -12)",7714497505226191682385760582436953515887592576669735935192456610462556906155867276295870622596437154568533541052925770*x+17250140833938303728732880197985126928829478590534596494562330209474026517231010680177048831605183559507365155596076380
"(6, -10)",1493974211615674488597183410768248871221927247667799944077238029037824829599030983158979954675581322055974479357633000*x+3340627893804304072874546007862161599170814787181478919582839510955530533433715500537655223088134559822600187661815000
"(6, -8)",44602602468831317442516074055455283202917481725611889398040791362238268305653132189702018965625985607497977138298910*x+99734451093706770694887993930753172743014799773240686627236773507375916712391794057686645262050009850940397302441160
"(6, -6)",-2685993195077844752493673384123557879355226302793606946791228379873830415006635549918958637493993558322136136862600*x-6006063371295914383969182949481143246766565834394710461991730989180061694094032921457134387681636627921250943144200
"(6, -4)",-37454957139681647204228698399885615218859919794269562462143746855417885279800361290562282143345852166304214471254*x-83751830258601429543602864486588554848621530670275749741071790919399563681127195909393778004725508384614184805292
"(6, -2)",-77965566868926748036484469028159673463780466782219787942354162587608857628741700537728947129439597189986811280*x-174334235907374671970287283165662571053475981699287630842982631550612433586377063773133721084304038442718899120
"(6, 0)",-606637306705501123822686939229077340660549371315216475097410173819724816353172778713036697999862366388306500*x
"(6, 2)",-77965566868926748036484469028159673463780466782219787942354162587608857628741700537728947129439597189986811280*x+174334235907374671970287283165662571053475981699287630842982631550612433586377063773133721084304038442718899120
"(6, 4)",-37454957139681647204228698399885615218859919794269562462143746855417885279800361290562282143345852166304214471254*x+83751830258601429543602864486588554848621530670275749741071790919399563681127195909393778004725508384614184805292
"(6, 6)",-2685993195077844752493673384123557879355226302793606946791228379873830415006635549918958637493993558322136136862600*x+6006063371295914383969182949481143246766565834394710461991730989180061694094032921457134387681636627921250943144200
"(6, 8)",44602602468831317442516074055455283202917481725611889398040791362238268305653132189702018965625985607497977138298910*x-99734451093706770694887993930753172743014799773240686627236773507375916712391794057686645262050009850940397302441160
"(6, 10)",1493974211615674488597183410768248871221927247667799944077238029037824829599030983158979954675581322055974479357633000*x-3340627893804304072874546007862161599170814787181478919582839510955530533433715500537655223088134559822600187661815000
"(6, 12)",7714497505226191682385760582436953515887592576669735935192456610462556906155867276295870622596437154568533541052925770*x-17250140833938303728732880197985126928829478590534596494562330209474026517231010680177048831605183559507365155596076380
"(7, -15)",-73100310601959970963413650984151484892594295936931861947573975247213573363546383395383994674326561531625520520525150825*x-163457263682331066550308976736688774887763228555672999304930057768665064836572005787464980978159066443573384276483102625
"(7, -13)",579897112958386307956601645828620452226160974643093387165643106171996082466222120419918549224180804449441090538850801830*x+1296689364530825958851045428682924375766635039414313443277025075294354850997505613688689849111266856376842197470396831890
"(7, -11)",405900103518400231184848907617396206924491897297891867290473378632776942331603474226759642750809057437144883986502288992*x+907620223541344476731750826351919049093027865178129919589261476777339908166806087843485061297234218121932193395518226592
"(7, -9)",-14248725544815019840591969745086263179125919726127408763994850705553955985031665920931195937267694299623485292849976803*x-31861118910944110468427906444936048844058565873419473643780564541300219394526987358111141521584158879305503117009305277
"(7, -7)",5185398007026220746116612870859216391075081569420896969331014059810802442054908991831148756145728684280967770733758425*x+11594902434102561680735928740884029994514893009556977604787252787969212601575464665723277479698684330888916036029833225
"(7, -5)",-7360038101676988019588183100374429808057697536502373213866845208534062966221187808433031242020170198945343360056900*x-16457545512437256346665559646523436957936000474406346077613397293602085251934370459437324584576038094546268552115500
"(7, -3)",-3130447173525932293140329689110987278107314129722766108686266740595104763011228345978423572003731356332559353297310*x-6999892982352822643063194255648813104295625815372999434410457018795929330599488203680947300633826476977239853312230
"(7, -1)",-12623043463837156507762348276698523115014513462746511081290295772704214467119538718286708029649692573070154830533*x-28256015871509322557362643989354348453452764700566988867996537872017489448166428639147330640091338832987021898803
"(7, 1)",-12623043463837156507762348276698523115014513462746511081290295772704214467119538718286708029649692573070154830533*x+28256015871509322557362643989354348453452764700566988867996537872017489448166428639147330640091338832987021898803
"(7, 3)",-3130447173525932293140329689110987278107314129722766108686266740595104763011228345978423572003731356332559353297310*x+6999892982352822643063194255648813104295625815372999434410457018795929330599488203680947300633826476977239853312230
"(7, 5)",-7360038101676988019588183100374429808057697536502373213866845208534062966221187808433031242020170198945343360056900*x+16457545512437256346665559646523436957936000474406346077613397293602085251934370459437324584576038094546268552115500
"(7, 7)",5185398007026220746116612870859216391075081569420896969331014059810802442054908991831148756145728684280967770733758425*x-11594902434102561680735928740884029994514893009556977604787252787969212601575464665723277479698684330888916036029833225
"(7, 9)",-14248725544815019840591969745086263179125919726127408763994850705553955985031665920931195937267694299623485292849976803*x+31861118910944110468427906444936048844058565873419473643780564541300219394526987358111141521584158879305503117009305277
"(7, 11)",405900103518400231184848907617396206924491897297891867290473378632776942331603474226759642750809057437144883986502288992*x-907620223541344476731750826351919049093027865178129919589261476777339908166806087843485061297234218121932193395518226592
"(7, 13)",579897112958386307956601645828620452226160974643093387165643106171996082466222120419918549224180804449441090538850801830*x-1296689364530825958851045428682924375766635039414313443277025075294354850997505613688689849111266856376842197470396831890
"(7, 15)",-73100310601959970963413650984151484892594295936931861947573975247213573363546383395383994674326561531625520520525150825*x+163457263682331066550308976736688774887763228555672999304930057768665064836572005787464980978159066443573384276483102625
"(8, -16)",-1869210157226259171147325404473598851981766428717527267890072856245906164916310138002793016767074086273912278419610785948096*x-4179680975790985253110152538168954807976103976601951139668533316365571106122374281942645481411330272036466915521464389060224
"(8, -14)",1176620929352501685393094772959234500204662772928295550764715372740388534085237086997090512093808524961023988379190293449568*x+2631004381781171380615794475291499172761688843281494462628933306311682410657711921251929976804859569646212961254880308834208
"(8, -12)",-435221483017268497123811286353245975226261423451567049812197564540436231279243492189326185373999838148136524157219676320640*x-973184821294882637297421977450028449269037233972465882086569532102478441973515371777047036758708891142994714228240566759520
"(8, -10)",20800177454176610926289832646343979520223715492435238612598899464667982272198153299117588292030818283520040486058080332400*x+46510610731597418969744904456967374652838265488156141931056789038935718320164972874043217595991940607891324738737249199000
"(8, -8)",-697969906165190563489118037378801081075722471389270483158062120250847638325003285309896545453803430638624424035527991040*x-1560708156434515655303527469559095366884244201570719355817399474890409891462318052657132767579014908920786983708163239680
"(8, -6)",-11432608382174212437159058710658504018054130078364519452914205064889048050763679375650243003081484570743438847342239632*x-25564089502672455151388914296412579686822296502513657112630436573837073467367329742305430852422452555713137252333770968
"(8, -4)",3756034422640429730854720893525844382917540595111149220195201387356823072009028694140899331533204522341934239379094400*x+8398748302024291851607282876319017465907430988256849732164984438626396225056437185471922276305734316879130996903386400
"(8, -2)",-41507413371682762375955849902198330644052640369610169129853690997295849385362055953056610267989854795383934469920320*x-92809771886605426453184180834823882810539545270366573714033421503006753102484266085540661786514522229890776454846160
"(8, 0)",-1323383516280963290981049611930106395800289871513453714874153449965622462504631222731178226481512150092043730652800*x
