numerator,1
denominator,440
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-1104521717259713*x-2469785642417521)/2
"(1, 1)",(1104521717259713*x-2469785642417521)/2
"(2, -4)",518897197684003071527939499510173*x+1160289407355577306311324844900862
"(2, -2)",-3198916774362404365792459640*x-7152995361838692623344485880
"(2, 0)",-246174027318238845260
"(2, 2)",3198916774362404365792459640*x-7152995361838692623344485880
"(2, 4)",-518897197684003071527939499510173*x+1160289407355577306311324844900862
"(3, -5)",51720688113233788505573970437047499990*x+115650974464256091401891313737753697090
"(3, -3)",-38262056289595191271526654186954730*x-85556558822458226810302937960734410
"(3, -1)",-1166974212958822359475702645474*x-2609436361141277877599309686326
"(3, 1)",1166974212958822359475702645474*x-2609436361141277877599309686326
"(3, 3)",38262056289595191271526654186954730*x-85556558822458226810302937960734410
"(3, 5)",-51720688113233788505573970437047499990*x+115650974464256091401891313737753697090
"(4, -8)",3005661045686252202929290806727299764986776880*x+6720862415477560961648304225150899623502002720
"(4, -6)",565789068508707370290143626561365350130408*x+1265142818111755243151267380930099613453404
"(4, -4)",-37992928315978532970480600013831449004544*x-84954770378804608922634508435790012328448
"(4, -2)",-93759004913986005445915673603720163320*x-209651513135118257345961071191324293020
"(4, 0)",13689129390136607477766667786254400
"(4, 2)",93759004913986005445915673603720163320*x-209651513135118257345961071191324293020
"(4, 4)",37992928315978532970480600013831449004544*x-84954770378804608922634508435790012328448
"(4, 6)",-565789068508707370290143626561365350130408*x+1265142818111755243151267380930099613453404
"(4, 8)",-3005661045686252202929290806727299764986776880*x+6720862415477560961648304225150899623502002720
"(5, -11)",(-975098262195599506252178134816174886477289344855965*x-2180385999011273830679358316845629024416379801851811)/2
"(5, -9)",1096474522636480455208230256692025249005684180990*x+2451791568211802226666386732147534126905189403414
"(5, -7)",975844340847829623791398129577654050043710711850*x+2182054281594221798566849645042409498939784362030
"(5, -5)",(10943471496065110085952426115531179165652775675*x+24470346175032908414771320426899472605670926475)/2
"(5, -3)",14751768373449027188366540339297324445464475*x+32985956878862930973459911251254955023989645
"(5, -1)",36767409121301328580451733080877653850860*x+82287322107872341077476659053376794041564
"(5, 1)",-36767409121301328580451733080877653850860*x+82287322107872341077476659053376794041564
"(5, 3)",-14751768373449027188366540339297324445464475*x+32985956878862930973459911251254955023989645
"(5, 5)",(-10943471496065110085952426115531179165652775675*x+24470346175032908414771320426899472605670926475)/2
"(5, 7)",-975844340847829623791398129577654050043710711850*x+2182054281594221798566849645042409498939784362030
"(5, 9)",-1096474522636480455208230256692025249005684180990*x+2451791568211802226666386732147534126905189403414
"(5, 11)",(975098262195599506252178134816174886477289344855965*x-2180385999011273830679358316845629024416379801851811)/2
"(6, -12)",35950535831121405255951263529742379286698016957702660*x+80387841945929361680855396162384752019666949006782040
"(6, -10)",-2876059669827328399268929811888135928068923675405600*x-6431064929079507142305592883179790698499660071029600
"(6, -8)",-1575609972887314654714326321139828775295054385116830*x-3523171005402636158938134586674622740325326236683680
"(6, -6)",39885304034743075474588432085261984516864147551200*x+89186251124932150296091738582672822374506866130400
"(6, -4)",638694009418471432247737876570372580702483730868*x+1428163221878185704166784079965710735864618744704
"(6, -2)",753598555979788070320241040202328060413494560*x+1685078210162666066104517161129329823452697440
"(6, 0)",-13589851980258998910189683661800725304209200
"(6, 2)",-753598555979788070320241040202328060413494560*x+1685078210162666066104517161129329823452697440
"(6, 4)",-638694009418471432247737876570372580702483730868*x+1428163221878185704166784079965710735864618744704
"(6, 6)",-39885304034743075474588432085261984516864147551200*x+89186251124932150296091738582672822374506866130400
"(6, 8)",1575609972887314654714326321139828775295054385116830*x-3523171005402636158938134586674622740325326236683680
"(6, 10)",2876059669827328399268929811888135928068923675405600*x-6431064929079507142305592883179790698499660071029600
"(6, 12)",-35950535831121405255951263529742379286698016957702660*x+80387841945929361680855396162384752019666949006782040
"(7, -15)",-48596093141253867173694932854353099200566077450545151570*x-108664167704754936652249933172963194861210984584201861610
"(7, -13)",88094755741210960067092248766404607389285123122365270610*x+196985862298587578234590883777892219256302988925651333830
"(7, -11)",-15315299713249416853283538431036920522985814447437626796*x-34246051254608732633651858179559839050821481505930085276
"(7, -9)",715876155189386582042984866632215464434535198195395966*x+1600747746474657232648468672833368315841276337098054674
"(7, -7)",-39886665255550511501953229832312217038666447104939150*x-89189294907189964404485873846150510793349744020885550
"(7, -5)",-729713352185729501116849175668959347866729141099080*x-1631688659576263010280586207052947136191364274883320
"(7, -3)",15655073581164398138011934716753614235996453135530*x+35005808932626181165563961858914624916957631022290
"(7, -1)",74037165857731807109348162568556422372616476194*x+165658740173581380924210118303284771468609262774
"(7, 1)",-74037165857731807109348162568556422372616476194*x+165658740173581380924210118303284771468609262774
"(7, 3)",-15655073581164398138011934716753614235996453135530*x+35005808932626181165563961858914624916957631022290
"(7, 5)",729713352185729501116849175668959347866729141099080*x-1631688659576263010280586207052947136191364274883320
"(7, 7)",39886665255550511501953229832312217038666447104939150*x-89189294907189964404485873846150510793349744020885550
"(7, 9)",-715876155189386582042984866632215464434535198195395966*x+1600747746474657232648468672833368315841276337098054674
"(7, 11)",15315299713249416853283538431036920522985814447437626796*x-34246051254608732633651858179559839050821481505930085276
"(7, 13)",-88094755741210960067092248766404607389285123122365270610*x+196985862298587578234590883777892219256302988925651333830
"(7, 15)",48596093141253867173694932854353099200566077450545151570*x-108664167704754936652249933172963194861210984584201861610
"(8, -16)",35697666649563752644160158467515194841915479370040053122048*x+79822409266551714284856958103248250273476829432169438042112
"(8, -14)",-34561499880814548968967569672091908261190779991598305141776*x-77281863137852211158084744659946977097443194648352590929176
"(8, -12)",4073539764484799697543127390432197454156116132897714708480*x+9108711822436495709138027581786382079878624977853051746240
"(8, -10)",-57335407414646581045496198369729639226420199399505645040*x-128205868496795226513628255734518768488969565516042742720
"(8, -8)",945933449424265227538407532098556327370641717941534720*x+2115171495103516349061945177511441388517809366279946240
"(8, -6)",743845174134794621492807192754857184356882569127301456*x+1663288374100745286487877519533225738334249103097911024
"(8, -4)",-10716890620462682990327875482285622530221368796659200*x-23963695743161015873340922411517600203668791401291200
"(8, -2)",320128562114565169576605912434996831562399156501040*x+715915878875530324185366574866802535504657145810920
"(8, 0)",27177303375727400527363592304402166110467532042240
"(8, 2)",-320128562114565169576605912434996831562399156501040*x+715915878875530324185366574866802535504657145810920
"(8, 4)",10716890620462682990327875482285622530221368796659200*x-23963695743161015873340922411517600203668791401291200
"(8, 6)",-743845174134794621492807192754857184356882569127301456*x+1663288374100745286487877519533225738334249103097911024
"(8, 8)",-945933449424265227538407532098556327370641717941534720*x+2115171495103516349061945177511441388517809366279946240
"(8, 10)",57335407414646581045496198369729639226420199399505645040*x-128205868496795226513628255734518768488969565516042742720
"(8, 12)",-4073539764484799697543127390432197454156116132897714708480*x+9108711822436495709138027581786382079878624977853051746240
"(8, 14)",34561499880814548968967569672091908261190779991598305141776*x-77281863137852211158084744659946977097443194648352590929176
"(8, 16)",-35697666649563752644160158467515194841915479370040053122048*x+79822409266551714284856958103248250273476829432169438042112
"(9, -19)",-531608129639659976843343288869721489664058211949727574051418*x-1188711915265800489109215771961377912684679934002704426069246
"(9, -17)",-13860571777125984194643076763509498450598715523707179611319255*x-30993180700668765312796875294737683986117285303987112491017055
"(9, -15)",2855201677581332257781466657495489778562941917604988215795800*x+6384425040543296254247584066694132807871443593414185900577800
"(9, -13)",-44620946617791474448849461002598692543689824861911482769690*x-99775469857771063842281949952180831247010752834958900371010
"(9, -11)",-37018889156327042639388989211964952719873877894560452511872*x-82776752605077106357900361895516209125986467292394208644896
"(9, -9)",(4341661669500093914707187977650960696736226261005304270937*x+9708250628307435348215181590828612011277803902583889723529)/2
"(9, -7)",-257771702687563961358564340263420906931734241800815257665*x-576395049885279323452243491857547118103623571475695271615
"(9, -5)",6179207136732838425435308824208251330695415580101490200*x+13817127198916813811223814563382689933870553989040080600
"(9, -3)",-35270261899171008461259318893126088964508906550439080*x-78865171455090301851670454219149988517573201816916920
"(9, -1)",-5610654780090091992899335105501638630831911674748617*x-12261871769759930342303606697924227787982501943718321
"(9, 1)",5610654780090091992899335105501638630831911674748617*x-12261871769759930342303606697924227787982501943718321
"(9, 3)",35270261899171008461259318893126088964508906550439080*x-78865171455090301851670454219149988517573201816916920
"(9, 5)",-6179207136732838425435308824208251330695415580101490200*x+13817127198916813811223814563382689933870553989040080600
"(9, 7)",257771702687563961358564340263420906931734241800815257665*x-576395049885279323452243491857547118103623571475695271615
"(9, 9)",(-4341661669500093914707187977650960696736226261005304270937*x+9708250628307435348215181590828612011277803902583889723529)/2
"(9, 11)",37018889156327042639388989211964952719873877894560452511872*x-82776752605077106357900361895516209125986467292394208644896
"(9, 13)",44620946617791474448849461002598692543689824861911482769690*x-99775469857771063842281949952180831247010752834958900371010
"(9, 15)",-2855201677581332257781466657495489778562941917604988215795800*x+6384425040543296254247584066694132807871443593414185900577800
"(9, 17)",13860571777125984194643076763509498450598715523707179611319255*x-30993180700668765312796875294737683986117285303987112491017055
"(9, 19)",531608129639659976843343288869721489664058211949727574051418*x-1188711915265800489109215771961377912684679934002704426069246
"(10, -22)",-2824080449344105373613066435781189324281457942333200239410370200*x-6314835858661570990062571828144284032044496872940944432120287080
"(10, -20)",-5141172512507258318437695314526178455017204630160992956278784175*x-11496011222019617355138590413783365551114726465165376465534797450
"(10, -18)",-708067434274102533976463704036264438172023556964765089308245600*x-1583286915690757724652401196218299361704963684034701158156648160
"(10, -16)",-22397390133579413607493157052931821647830034753540332253252680*x-50082086857266663969372972542402538919022224067832155741955836
"(10, -14)",-40259715399500329970176248389518104942409528860305398685364000*x-90023460388077840584280477938574950683620205561250328336463200
"(10, -12)",4427247466932488989844311656339730036603564898075820184605150*x+9899626289274797718523642234861547595323818898919853253206860
"(10, -10)",-184143807404181325083843484462149057472550553971681834311000*x-411758070991378533643108424297414363909790582460135736087000
"(10, -8)",26289631036899806005785280846679965103719850010614530362400*x+58785402101896621061507435018537387374641877619111359962340
"(10, -6)",134560426350887994568101391900867944057996916234421106000*x+300886260666261400490229702987273970424285759913556401200
"(10, -4)",-49996346107880791956895489979627951229343852556265874705*x-111795155080607515920446814809264746927478358402555110654
"(10, -2)",3217785779174371325309576879011710024889827886482081600*x+7192584743133708261526301967565972137555190663544715840
"(10, 0)",-362541043633667305313965343907912773985994406374499000
"(10, 2)",-3217785779174371325309576879011710024889827886482081600*x+7192584743133708261526301967565972137555190663544715840
"(10, 4)",49996346107880791956895489979627951229343852556265874705*x-111795155080607515920446814809264746927478358402555110654
"(10, 6)",-134560426350887994568101391900867944057996916234421106000*x+300886260666261400490229702987273970424285759913556401200
"(10, 8)",-26289631036899806005785280846679965103719850010614530362400*x+58785402101896621061507435018537387374641877619111359962340
"(10, 10)",184143807404181325083843484462149057472550553971681834311000*x-411758070991378533643108424297414363909790582460135736087000
"(10, 12)",-4427247466932488989844311656339730036603564898075820184605150*x+9899626289274797718523642234861547595323818898919853253206860
"(10, 14)",40259715399500329970176248389518104942409528860305398685364000*x-90023460388077840584280477938574950683620205561250328336463200
"(10, 16)",22397390133579413607493157052931821647830034753540332253252680*x-50082086857266663969372972542402538919022224067832155741955836
"(10, 18)",708067434274102533976463704036264438172023556964765089308245600*x-1583286915690757724652401196218299361704963684034701158156648160
"(10, 20)",5141172512507258318437695314526178455017204630160992956278784175*x-11496011222019617355138590413783365551114726465165376465534797450
"(10, 22)",2824080449344105373613066435781189324281457942333200239410370200*x-6314835858661570990062571828144284032044496872940944432120287080
"(11, -23)",-916890787983787001846878087642300919751914033427250462819998152870*x-2050230129875095078585428875326988051050084484193196073543092918270
"(11, -21)",-600108674162867054524041736954654456229365329007441640612578837758*x-1341883789315442435201893752129428929271750943418900969547808576146
"(11, -19)",-69586765908583269545085913150372735217991866572705234367975080222*x-155600738905957107075273036487935722955584206179194510059668678646
"(11, -17)",-18205512137849560866734132265149242064991638868542105053928446220*x-40708762705429140081965916042878450419810900481636652193572542980
"(11, -15)",1233202276350903297977749575267628238361383425834717809787697400*x+2757524119928101070940254502694190992675601272351929616352588600
"(11, -13)",-78320320295400246622562114549719716722552013515316647660905810*x-175129560200071360973846012570491284886918951662005009364168310
"(11, -11)",-2355812109375634904482264535115500976769737777837562998005976*x-5267756018781089281685232643383228171979749900110565052546392
"(11, -9)",17385311885022050942781008534199885256622089558484658790398*x+38874739184999978689694631399230267792538904543343960386954
"(11, -7)",-254658455946711363376454367345862695659354390702085045597110*x-569433618521247030206092400555705509914448619045555532727790
"(11, -5)",10530473598954300450215869743129859269029211728206583951700*x+23546856597006017252281626386766006888673294020973299567900
"(11, -3)",-378277013108086775381645534720907317499705335614729806150*x-845891190927001219884018567199708696085277512943614261150
"(11, -1)",18917345287692484379553166837776499574832664438324462132*x+45615409277077348578780413549479785040563330076175861404
"(11, 1)",-18917345287692484379553166837776499574832664438324462132*x+45615409277077348578780413549479785040563330076175861404
"(11, 3)",378277013108086775381645534720907317499705335614729806150*x-845891190927001219884018567199708696085277512943614261150
"(11, 5)",-10530473598954300450215869743129859269029211728206583951700*x+23546856597006017252281626386766006888673294020973299567900
"(11, 7)",254658455946711363376454367345862695659354390702085045597110*x-569433618521247030206092400555705509914448619045555532727790
"(11, 9)",-17385311885022050942781008534199885256622089558484658790398*x+38874739184999978689694631399230267792538904543343960386954
"(11, 11)",2355812109375634904482264535115500976769737777837562998005976*x-5267756018781089281685232643383228171979749900110565052546392
"(11, 13)",78320320295400246622562114549719716722552013515316647660905810*x-175129560200071360973846012570491284886918951662005009364168310
"(11, 15)",-1233202276350903297977749575267628238361383425834717809787697400*x+2757524119928101070940254502694190992675601272351929616352588600
"(11, 17)",18205512137849560866734132265149242064991638868542105053928446220*x-40708762705429140081965916042878450419810900481636652193572542980
"(11, 19)",69586765908583269545085913150372735217991866572705234367975080222*x-155600738905957107075273036487935722955584206179194510059668678646
"(11, 21)",600108674162867054524041736954654456229365329007441640612578837758*x-1341883789315442435201893752129428929271750943418900969547808576146
"(11, 23)",916890787983787001846878087642300919751914033427250462819998152870*x-2050230129875095078585428875326988051050084484193196073543092918270
"(12, -26)",-1030233354830799044311181969213809315672353135980884722528418589096*x-2303671814089328011947927571617623776431010566231018570447749267676
"(12, -24)",-37475718528649224023175681839161898398771986651969884750323618910400*x-83798254135708064890271488209577324953988406121873447902724327657600
"(12, -22)",-14709305771912459264415902814748574450380997171175846245948925041480*x-32891007607826275674611209855161816403196796763779789709591622279460
