numerator,5473*x-12238
"(6, 12)",-8423620851478893840*x+18835788840591466620
"(7, -15)",283615013750942395375521591300*x+634182450186644805490543835160
"(7, -13)",301782476376351185334021158300*x+674806131595745657881141944240
"(7, -11)",9705853095094445767301032776*x+21702947300257911342614302112
"(7, -9)",-13946639673289069645464053352*x-31185634367169817706458478748
"(7, -7)",-641754708983851215460162000*x-1435007154168486312192103500
"(7, -5)",256380057167080412542272480*x+573283235900873166814195920
"(7, -3)",-48272297200244811612882300*x-107940137969935641028511280
"(7, -1)",-695584478466176081669764*x-1555374179796236995682448
"(7, 1)",248105867373705345908508*x+554781590256741862438112
"(7, 3)",15467208892676136544740*x+34586090862475678717920
"(7, 5)",106681755965202070560*x+236633762241706774320
"(7, 7)",4790746283907531500
"(7, 9)",-23297414694508752024*x+52018091897471233692
"(7, 11)",16201413429689287688*x-36227448186618040128
"(7, 13)",503747759392256421180*x-1126414233514216123360
"(7, 15)",473421881291952262020*x-1058603508604641219240
"(8, -16)",6907638094840469494409924921184*x+15445948344030429106420174665876
"(8, -14)",1089297423134264286687994573576*x+2435743085843566971325341194112
"(8, -12)",1016247879384073621378742803800*x+2272399340292795727689270575520
"(8, -10)",-63653947877985332692915951200*x-142334554491403692992309432880
"(8, -8)",-63155088871547631718338648160*x-141219071841820989196347851880
"(8, -6)",14443334796143572710737402448*x+32296278425965123429274391792
"(8, -4)",2608135322867826862173820200*x+5831967876450438200879230400
"(8, -2)",-173277807815271087518151800*x-387460957235302328509635840
"(8, 0)",44696038377818031436449360*x+99943379804081320796504160
"(8, 2)",-4258249510359020817485880*x-9521734076786336904494240
"(8, 4)",51498876889952662538600*x+115135519568080861562400
"(8, 6)",-3657504914513715045744*x-8286250177510188040368
"(8, 8)",471457401224663514920
"(8, 10)",-106681755965202070560*x+236633762241706774320
"(8, 12)",1696361745181533081240*x-3793185273465872753280
"(8, 14)",1818300196925508162888*x-4065842843705745636128
"(8, 16)",11530514477682392148528*x-25783014187643310734004
"(9, -19)",-9818448400453399198146652540956*x-21954718056987877573044948697248
"(9, -17)",57263542571065743180011003247780*x+128045173821356083643435490848310
"(9, -15)",61151174769963630387948774591600*x+136738183689608742438500783599200
"(9, -13)",-9266059912515004036022106502020*x-20719539847969303327560476526480
"(9, -11)",2205561547991373488952074898480*x+4931785549868375867554832172912
"(9, -9)",-700206401572450130337384216708*x-1565709112196514135467834263119
"(9, -7)",-112123808407911938074274779560*x-250716457496254019921593199370
"(9, -5)",-38796441782022482486812716000*x-86751481109739100925104071600
"(9, -3)",5030299094108789446814543760*x+11248090721684059580235599040
"(9, -1)",-1022726002140122178448396140*x-2286884862626345932418639598
"(9, 1)",-69063304693005103585717956*x-154430236409614542190073778
"(9, 3)",-13555716459799891827671280*x-30311541039379482678620160
"(9, 5)",3181642861243833356872800*x+7114659336170422456052400
"(9, 7)",61110727660493325583920*x+137484753711309194833530
"(9, 9)",5227092484623889800471
"(9, 11)",3657504914513715045744*x-8286250177510188040368
"(9, 13)",-15467208892676136544740*x+34586090862475678717920
"(9, 15)",102076063845325939090800*x-228249016871752026784800
"(9, 17)",95586667626990508248540*x-213738286556630356974390
"(9, 19)",-16389359123253264179580*x+36647721107250652913232
"(10, -22)",187611019620164230828960593208760*x+419510993198733994576452352257510
"(10, -20)",-1441765263954300497914090365498600*x-3223885137799743158385864749622275
"(10, -18)",-409020626228449398187838247333480*x-914597924446346280260553757231680
"(10, -16)",-148633918491810976862659538379388*x-332355545509852363098809001834288
"(10, -14)",-30849059804999475923426029890600*x-68980594765935234848572079897600
"(10, -12)",-36722007192890878234077752365320*x-82112904353540235702495171800970
"(10, -10)",-39078277572864819129119844643000*x-87381685096531227175812217355250
"(10, -8)",-1947415402514338286460668638380*x-4354553220452169443770440023080
"(10, -6)",-176052617682553504438314389400*x-393665620754878685317700607900
"(10, -4)",-112198934951569762292451071792*x-250884445555330976687340264237
"(10, -2)",-1586021772513029733047497680*x-3546452503160173849586454080
"(10, 0)",-14480111809314508522414119000*x-32378514219329609957482914000
"(10, 2)",807270232661341204688774320*x+1805111128282599537499105920
"(10, 4)",72860941635370293034864188*x+162922855974665836096787413
"(10, 6)",-12383545753512578416067400*x-27689135861543852909172900
"(10, 8)",-784855099576870815575980*x-1740451755382001660071080
"(10, 10)",291722227266773544097250
"(10, 12)",-61110727660493325583920*x+137484753711309194833530
"(10, 14)",-51498876889952662538600*x+115135519568080861562400
"(10, 16)",-248105867373705345908508*x+554781590256741862438112
"(10, 18)",-682754103157341850087080*x+1526684586589383643540320
"(10, 20)",-2406654057609335741023700*x+5381442071140169757548475
"(10, 22)",313168053711276380270160*x-700265056479719284207990
"(11, -23)",-3720189645933028090289099326068380*x-8318596937497124853062339066601360
"(11, -21)",-6140037150625959347323112604604536*x-13729540453173760504905428726095908
"(11, -19)",416706978148580390773712749568100*x+931785129838745213919708495168832
"(11, -17)",2551008855159229209457481063806840*x+5704229211339951612528041641066560
"(11, -15)",-1906080150888144045853382872394400*x-4262124787948946229840389971815600
"(11, -13)",468239322167647524115235376798060*x+1047014954105284042746152141027320
"(11, -11)",-47714405413729782612264390533952*x-106692654011083771821097696793136
"(11, -9)",5070950977947706150588498293300*x+11338991097260135824456249010592
"(11, -7)",-9183549878281418110341063881580*x-20535041802597297836620649196320
"(11, -5)",2821406811435840819007002958200*x+6308857422548601284838732609600
"(11, -3)",414012805885296345560932085700*x+925760777491397700606810666000
"(11, -1)",-117709228393784063087998205016*x-263205836434413447557658459728
"(11, 1)",22352611778887542055876894120*x+49981960290963123349527525552
"(11, 3)",3154681803882555070353099300*x+7054079870226890280393444000
"(11, 5)",384436854765077797594899000*x+859605878300773464696693600
"(11, 7)",17050853206983783229058740*x+38195422723057374388907280
"(11, 9)",-3725020883234880517247916*x-8367254935962874982423088
"(11, 11)",356191559212127915803824
"(11, 13)",784855099576870815575980*x-1740451755382001660071080
"(11, 15)",-3181642861243833356872800*x+7114659336170422456052400
"(11, 17)",4258249510359020817485880*x-9521734076786336904494240
"(11, 19)",695584478466176081669764*x-1555374179796236995682448
"(11, 21)",-10249203314759890620392520*x+22917915327019115284196772
"(11, 23)",-6209894030811349335300540*x+13885745185964350629211840
"(12, -26)",9073902722335539823822381030220676*x+20289863308362666335899901882721552
"(12, -24)",115703130380641354646844246051652800*x+258720064740635186254240343968324200
"(12, -22)",28918706074342709222569639372714140*x+64664192603566384745452405355521920
"(12, -20)",-26776260284767103365763602723920720*x-59873538179967119737929674323748640
"(12, -18)",8120890147941368269897267603263600*x+18158862408605223283493101738693440
"(12, -16)",7418491393811557378793047760167800*x+16588251047059804988742145097144100
"(12, -14)",2236636264643071026901305497372748*x+5001270728683116217937412612046272
"(12, -12)",120458517719748667420354856274240*x+269353434090220983209165643526320
"(12, -10)",-202948041163158702972110893306560*x-453805615941248406657214262866080
"(12, -8)",-39543877844284830500514410122800*x-88422798953766765371470167085080
"(12, -6)",37118839524273318816021920864400*x+83000248422175531546834855708800
"(12, -4)",5124271230203347073804808694608*x+11458218805949517740046588157632
"(12, -2)",-2456854617995875023844216966380*x-5493693937834016200301667866640
"(12, 0)",1126143107205303495417459012000*x+2518132531697150406891807672000
"(12, 2)",155519089753101058621069398900*x+347751274827426069404375717760
"(12, 4)",-9157327218471025180447915824*x-20476444405773343360140649728
"(12, 6)",745451785870242552546109200*x+1666603772276912663468212800
"(12, 8)",-262525601295363816878937360*x-586729892362771721193323880
"(12, 10)",7550322296690047154424000*x+18398056018555643636802720
"(12, 12)",-899231728341578811608880
"(12, 14)",3725020883234880517247916*x-8367254935962874982423088
"(12, 16)",12383545753512578416067400*x-27689135861543852909172900
"(12, 18)",13555716459799891827671280*x-30311541039379482678620160
"(12, 20)",-44696038377818031436449360*x+99943379804081320796504160
"(12, 22)",48272297200244811612882300*x-107940137969935641028511280
"(12, 24)",193136438483025321509877600*x-431866205380250983870021800
"(12, 26)",15146532761628118776733668*x-33868676878428091789992288
"(13, -29)",28801066117712377943103099342682608*x+64401141663670836906325975923999361
"(13, -27)",51393302183237423265936931358523900*x+114918917269907231248581481184878710
"(13, -25)",-153590774554984466954071827914942880*x-343439412621790278874500266890096080
"(13, -23)",103806329589440379200178836107454520*x+232118009456736523231113796686169760
"(13, -21)",41374069091521449842338092869326428*x+92515230994414929631527576762855282
"(13, -19)",-43649250061827039743359895164484456*x-97602690305132159119723399258422477
"(13, -17)",-10223916239392038008902183066593300*x-22861371707544610133986015997931520
"(13, -15)",-4726154184816739498808769526378560*x-10568002029395333974578760490386080
"(13, -13)",3318465604207751400700709077488680*x+7420314672003444320506458509019990
"(13, -11)",-389133321373662035257821342212172*x-870128558901779447115498654579778
"(13, -9)",-217893987026647756363867416396864*x-487225766880052465698392850943008
"(13, -7)",-193137960618579547737085930976800*x-431869608978804274448481666786000
"(13, -5)",115878372003082698829703529885360*x+259111916921351643185659432158720
"(13, -3)",637645111669940660973314064960*x+1425817814702736872503761222480
"(13, -1)",4642551353415336997924357469708*x+10381060419160233359178934224912
"(13, 1)",-521078480430408986905568129364*x-1165166938511676991766556379648
"(13, 3)",68545189143771123727274006400*x+153271697695985002366656613680
"(13, 5)",-60315176011704015690399341520*x-134869698677637241224443743680
"(13, 7)",-2267704684927511892907567200*x-5069300039257087605127678000
"(13, 9)",1446696159191032963671559488*x+3236537549439475188021905952
"(13, 11)",-95182741194527231064328564*x-209930170621605398723685438
"(13, 13)",-24772590740792356975983910
"(13, 15)",-7550322296690047154424000*x+18398056018555643636802720
"(13, 17)",-17050853206983783229058740*x+38195422723057374388907280
"(13, 19)",-72860941635370293034864188*x+162922855974665836096787413
"(13, 21)",69063304693005103585717956*x-154430236409614542190073778
"(13, 23)",173277807815271087518151800*x-387460957235302328509635840
"(13, 25)",-256380057167080412542272480*x+573283235900873166814195920
"(13, 27)",85787820198969323330188020*x-191827397606424940918031190
"(13, 29)",48075927731509211234387284*x-107501042489021854447262409
"(14, -30)",-3325799651592118944639361829655207000*x-7436714100505094635870073489252432400
"(14, -28)",384458931464013475716583625961636000*x+859676305310466873584514375287291500
"(14, -26)",-1562467567913885628356955546300337000*x-3493783694494217538626372261706333600
"(14, -24)",612689148072657486229408508761610964*x+1370014584166896397555327578696013422
"(14, -22)",-483615075549576571625968830138734640*x-1081396183872549679510098204814847680
"(14, -20)",-230303525129224834890514526374663800*x-514974337646777769038054455147910400
"(14, -18)",157232869932372047122718161620311280*x+351583385466166658549595629995407720
"(14, -16)",56632427192620954824113303989433820*x+126633956933508031370029091029174942
"(14, -14)",38769353596571438986203542027180000*x+86690910085659695656974701947365000
"(14, -12)",-898784062569651688804717486575360*x-2009742260999165176190331742793520
"(14, -10)",-2528906176048139731725376170427200*x-5654806118362684191904463725048800
"(14, -8)",538223693012323851258223619593540*x+1203504764676709909066418184949710
"(14, -6)",541409751319206288248409080697000*x+1210629007631116358311541983159200
"(14, -4)",100746395635898774263231485258264*x+225275789123773083782568634347292
"(14, -2)",102494942782659469064882604335960*x+229185659436095063017524548250720
"(14, 0)",15639149108312077691260562190000*x+34970200399693624481207155140000
"(14, 2)",-3230649324833562097601736534120*x-7223952266923959515682183887680
"(14, 4)",828488618553385102285785563080*x+1852556117590980956185314183972
"(14, 6)",-15358201879244951308851528600*x-34346025077923107830562628800
"(14, 8)",-23471445949180662383421514020*x-52487766552185925199046616590
"(14, 10)",-904761999821517972051038400*x-2004230863743887989323424800
"(14, 12)",-43155462380901187736518080*x-89789058098989801295799120
"(14, 14)",-289416086975600876380285000
"(14, 16)",95182741194527231064328564*x-209930170621605398723685438
"(14, 18)",262525601295363816878937360*x-586729892362771721193323880
"(14, 20)",-384436854765077797594899000*x+859605878300773464696693600
"(14, 22)",-807270232661341204688774320*x+1805111128282599537499105920
"(14, 24)",1022726002140122178448396140*x-2286884862626345932418639598
"(14, 26)",-2608135322867826862173820200*x+5831967876450438200879230400
"(14, 28)",641754708983851215460162000*x-1435007154168486312192103500
"(14, 30)",-5551561981974336013147027800*x+12413669972998077472403583600
"(15, -33)",3023156235704072970375967610739708720*x+6759982849636683954769009728701156220
"(15, -31)",8355077276793707246571572681510133432*x+18682520748174555544815449133008834652
"(15, -29)",-8652634697912430506602239954066812688*x-19347879369005552274860291598811023408
"(15, -27)",-3013524307030561040401076139112204560*x-6738445202368281901317119152786584960
"(15, -25)",8674666857077793853028133358752663000*x+19397144774590399747513284604243206000
"(15, -23)",-1889889256372414555037197713207509700*x-4225920847195246550376704745077298000
"(15, -21)",-446544095200037646605387172611053200*x-998502951818421728541622434429907200
"(15, -19)",-866896785048615541851992698291892928*x-1938440140844727682339995570099145248
"(15, -17)",24954556351663602614148626478794880*x+55800084350668962613775042729564880
"(15, -15)",-402842172661219798829813096428446000*x-900782482274194834116710123455840500
"(15, -13)",12381559956842949064994263762571880*x+27686009730990197816375435323985280
"(15, -11)",-24838601800284350101533860741423988*x-55540802091484346561465679272901168
"(15, -9)",1359058600852091642802514388893200*x+3038947416911845568849251001236200
"(15, -7)",-2305607575156632870896279792361060*x-5155495267486880492338414415639760
"(15, -5)",772056589770349700241049830669300*x+1726371017220625209248819723497200
"(15, -3)",40788396550013113223729816963040*x+91205627324385335902458890682240
"(15, -1)",-126212197522663416796237872046608*x-282219053206378880159306729982228
"(15, 1)",-5884345733047642386344488399968*x-13157796120021986326431060470028
"(15, 3)",7322350398970680658538570147040*x+16373272942682756465748769002240
"(15, 5)",-2338158015708399733242320457900*x-5228286028719447214369091308800
"(15, 7)",-241922346068803228125976561860*x-540937599555299354346008273760
"(15, 9)",-109179154861783629184987822800*x-244142157469720765347253693800
"(15, 11)",-15506522778292909117213939668*x-34488217030615803307428677568
"(15, 13)",-153744014445267803499948120*x-436211326653171996498114720
"(15, 15)",3007246561125799713426364500
"(15, 17)",43155462380901187736518080*x-89789058098989801295799120
"(15, 19)",-1446696159191032963671559488*x+3236537549439475188021905952
"(15, 21)",-745451785870242552546109200*x+1666603772276912663468212800
"(15, 23)",-3154681803882555070353099300*x+7054079870226890280393444000
"(15, 25)",14480111809314508522414119000*x-32378514219329609957482914000
"(15, 27)",-5030299094108789446814543760*x+11248090721684059580235599040
"(15, 29)",-14443334796143572710737402448*x+32296278425965123429274391792
"(15, 31)",13946639673289069645464053352*x-31185634367169817706458478748
"(15, 33)",5046377106831719003104799520*x-11284042250974442072894634780
