numerator,5473*x-12238
denominator,88
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",133957148*x+299537289
"(1, 1)",1
"(2, -4)",80250321908183544*x+179445175002939041
"(2, -2)",114185072955200*x+255325585143600
"(2, 0)",-458548681500*x-1025346026250
"(2, 2)",852400
"(2, 4)",-133957148*x+299537289
"(3, -5)",-274704858320617588500*x-614258736954349646250
"(3, -3)",-5463122532165581400*x-12215913351333021450
"(3, -1)",-34500653550806508*x-77145806607454152
"(3, 1)",42691427198316*x+95460675721992
"(3, 3)",-40782613050
"(3, 5)",458548681500*x-1025346026250
"(4, -8)",68405374394535652905600*x+152959067172505238548400
"(4, -6)",25575314232395329204140*x+57188141169553810173528
"(4, -4)",-2259267713408356205568*x-5051876186551597588224
"(4, -2)",19929290320798220700*x+44563247900603029400
"(4, 0)",-390866896110600000*x-874004952775500000
"(4, 2)",-4070045917531100*x-9100750569521400
"(4, 4)",-16865600284416
"(4, 6)",-42691427198316*x+95460675721992
"(4, 8)",-114185072955200*x+255325585143600
"(5, -11)",48075927731509211234387284*x+107501042489021854447262409
"(5, -9)",-20668464466630918912555308*x-46216091537925668439469848
"(5, -7)",-2438241111195245736155100*x-5452072870167192969998600
"(5, -5)",620963407969826630312500*x+1388516391760467031171875
"(5, -3)",-19856812428773879048100*x-44401182407198289694350
"(5, -1)",-765529281942157167552*x-1711775513232208709792
"(5, 1)",-5752527724051146688*x-12863048748163125408
"(5, 3)",375766148856887100*x+840090419916476850
"(5, 5)",4635537686796875
"(5, 7)",4070045917531100*x-9100750569521400
"(5, 9)",34500653550806508*x-77145806607454152
"(5, 11)",-80250321908183544*x+179445175002939041
"(6, -12)",-3272817825519387103329649200*x-7318243135834395521841085050
"(6, -10)",-234158421232494432437400000*x-523594147379887638463500000
"(6, -8)",225092090240696047947095700*x+503321214975713362450213650
"(6, -6)",-4656765646417941585360000*x-10412844540676267483980000
"(6, -4)",-1849584484321772858744760*x-4135796637072346448616618
"(6, -2)",-29408357086707467419200*x-65759085552193919164800
"(6, 0)",18700813442202193575000*x+41816290230908892562500
"(6, 2)",36390172543844558400*x+81370679985425980800
"(6, 4)",4245857574660670176*x+9480218874991653798
"(6, 6)",-34763099363820000
"(6, 8)",-375766148856887100*x+840090419916476850
"(6, 10)",390866896110600000*x-874004952775500000
"(6, 12)",5463122532165581400*x-12215913351333021450
"(7, -15)",-164568697072973770071466471500*x-367986793623740018566322006250
"(7, -13)",11939131188767608643085833500*x+26696708930372246533896114600
"(7, -11)",-3446193884248523094686865216*x-7705923788823739396749968032
"(7, -9)",2541735750303622706025640968*x+5683493918520332099007563862
"(7, -7)",-48474017034668102007767000*x-108391197232000656584462250
"(7, -5)",-87546852220152973445343000*x-195760712780389551036060000
"(7, -3)",10091528940268801300801500*x+22565344707352734310891800
"(7, -1)",-1019218876739792838922436*x-2279042692698143672367642
"(7, 1)",-47821045852175569089012*x-106931116889143097139898
"(7, 3)",707245367056027452900*x+1581524051517673720200
"(7, 5)",118245315989138247000*x+263751020857167480000
"(7, 7)",-361862116045260250
"(7, 9)",-4245857574660670176*x+9480218874991653798
"(7, 11)",5752527724051146688*x-12863048748163125408
"(7, 13)",-19929290320798220700*x+44563247900603029400
"(7, 15)",274704858320617588500*x-614258736954349646250
"(8, -16)",-1353469851999135935524330850304*x-3026450594566647583525510285056
"(8, -14)",-458609131531893353284940839744*x-1025481193207455800078403742368
"(8, -12)",21800397851693778613608936000*x+48747171532927667791915267200
"(8, -10)",70750215924449494931739423000*x+158202292229857195907359500000
"(8, -8)",-3934564845832375097204326400*x-8797954457162170883540275200
"(8, -6)",-2127775762943050376711639448*x-4757851246817126969571425472
"(8, -4)",16987727069448403324680000*x+37985712510474022260560000
"(8, -2)",21190088876932404292994000*x+47382479177305383475509600
"(8, 0)",7733698773124981797504000*x+17293076231946815401920000
"(8, 2)",-104171522749790590645200*x-232934448002619628085600
"(8, 4)",-3469307140103509640000*x-7757479785460041360000
"(8, 6)",1564832962276475702616*x+3483188873916543446112
"(8, 8)",-29371817066696396800
"(8, 10)",-118245315989138247000*x+263751020857167480000
"(8, 12)",-36390172543844558400*x+81370679985425980800
"(8, 14)",765529281942157167552*x-1711775513232208709792
"(8, 16)",2259267713408356205568*x-5051876186551597588224
"(9, -19)",15321520580989625729449819154604*x+34259961537754875182537717649192
"(9, -17)",-11895711526192490882014692314700*x-26599619613294179651384391711150
"(9, -15)",11203181939844819948819629925000*x+25051076381790977137418133562500
"(9, -13)",423702811340485017503783177700*x+947428288415093290736194183800
"(9, -11)",935323870753326550495222056600*x+2091447755982665599167783566208
"(9, -9)",90883310784141551666974686612*x+203221260933580226555577522891
"(9, -7)",-6471252482488068025734492600*x-14470160450407559698148059950
"(9, -5)",8346342582509960651825475000*x+18662989377992910055560000000
"(9, -3)",1407026803734650331185729400*x+3146207579301935926631883600
"(9, -1)",-36500500998456430822279380*x-81617601490455309670044702
"(9, 1)",-6042510031734403026629076*x-13511463458161471525851678
"(9, 3)",-1741067955981167039623800*x-3893135799461529111195600
"(9, 5)",-68233881136539757275000*x-152513290526346886500000
"(9, 7)",3736472437154559538800*x+8306697987971583048450
"(9, 9)",678450625002419069619
"(9, 11)",-1564832962276475702616*x+3483188873916543446112
"(9, 13)",-707245367056027452900*x+1581524051517673720200
"(9, 15)",-18700813442202193575000*x+41816290230908892562500
"(9, 17)",19856812428773879048100*x-44401182407198289694350
"(9, 19)",-25575314232395329204140*x+57188141169553810173528
"(10, -22)",40979920798338451656191720881600*x+91633888617642228730846477431600
"(10, -20)",372003391582965725287622945625000*x+831824871439984459146666174296875
"(10, -18)",-17617799111356195281062144539200*x-39394596426927839777804098435200
"(10, -16)",-28648373882629606173702547259372*x-64059711446389381002553728945402
"(10, -14)",-2078356723182827465498607240000*x-4647346914530515287626806640000
"(10, -12)",2231954396014511208456750133800*x+4990801752167932750440285364050
"(10, -10)",529309208953480219678375000000*x+1183571372336622097370906250000
"(10, -8)",-319788910115686512401759129700*x-715069741469245238178225859450
"(10, -6)",-16925946914286854500600440000*x-37847567883895822135463940000
"(10, -4)",-11713762974909120606313657552*x-26192770284225216112268332167
"(10, -2)",-652537159927494769621324800*x-1459117447479134704226700800
"(10, 0)",-1032354443403017599921875000*x-2308414720029708826757812500
"(10, 2)",-4903454631981197436851200*x-10964462752934248097779200
"(10, 4)",-1106332293884321007523188*x-2473921658934062281766783
"(10, 6)",320303065285610564040000*x+716093073936804866940000
"(10, 8)",-7520248043290433465300*x-19203033656781477553050
"(10, 10)",3951332324225656250000
"(10, 12)",-3736472437154559538800*x+8306697987971583048450
"(10, 14)",3469307140103509640000*x-7757479785460041360000
"(10, 16)",47821045852175569089012*x-106931116889143097139898
"(10, 18)",29408357086707467419200*x-65759085552193919164800
"(10, 20)",-620963407969826630312500*x+1388516391760467031171875
"(10, 22)",-68405374394535652905600*x+152959067172505238548400
"(11, -23)",-1460688264751542910923369957516700*x-3266198253920659908845727386069400
"(11, -21)",-1108039044420409445706796046041104*x-2477650625047944584393674103791002
"(11, -19)",-610588118520346456637055890521020*x-1365316539265192985017872294865178
"(11, -17)",-62406489840859320746739644731600*x-139545153521311473895281243386400
"(11, -15)",-40868837204592205509091229475000*x-91385498150840651821656957000000
"(11, -13)",-4824978333105228672063434273100*x-10788979542786915265131675503450
"(11, -11)",-6586920287247826275645573931968*x-14728801524658580770544935313424
"(11, -9)",-2313048865980625525519661131380*x-5172134499611481874582266186888
"(11, -7)",-25685384578912193450885961300*x-57434265946705708383553290200
"(11, -5)",-770512681923156967622659650000*x-1722918734305344954544410562500
"(11, -3)",-71673278423963692882363366500*x-160266322727914174835556278250
"(11, -1)",834512057648471027971034136*x+1866025667263329527726880928
"(11, 1)",-2904442138195006843573423960*x-6494530051489179551747096448
"(11, 3)",-222685649332769313541012500*x-497940784568068013840954250
"(11, 5)",67973136193368237113100000*x+151986801238164449175937500
"(11, 7)",-4451695058553365247433900*x-9954484509317488606405800
"(11, 9)",-323534374458280113446604*x-740711934905666208345432
"(11, 11)",-49171846262715493731216
"(11, 13)",7520248043290433465300*x-19203033656781477553050
"(11, 15)",68233881136539757275000*x-152513290526346886500000
"(11, 17)",104171522749790590645200*x-232934448002619628085600
"(11, 19)",1019218876739792838922436*x-2279042692698143672367642
"(11, 21)",1849584484321772858744760*x-4135796637072346448616618
"(11, 23)",2438241111195245736155100*x-5452072870167192969998600
"(12, -26)",-12381951628254912794790636490953516*x-27686885534892190738597511126869992
"(12, -24)",-2789749914472725566878192978080000*x-6238070448985238742817340896620000
"(12, -22)",6045578441267026591210565701719900*x+13518324357980291280392108214940200
"(12, -20)",4633062336622664984722372050816000*x+10359842328682292323402308987840000
"(12, -18)",-1043028143971936485559806078027000*x-2332281832366687481460145777340400
"(12, -16)",191868497721169311270104374680000*x+429031003645298070152562115260000
"(12, -14)",-196134267713068763094336077964492*x-438569555323563971698817487440808
"(12, -12)",92138840932291287768245999462400*x+206028711692643418299852628723200
"(12, -10)",11796665486289226511054198112000*x+26378145935168343385600669320000
"(12, -8)",-1576585814435879184794033424000*x-3525353053440468112800805183200
"(12, -6)",-812768535514224201936600135000*x-1817405695381518209677973670000
"(12, -4)",581874232339020121630983779328*x+1301110337860180478036880095232
"(12, -2)",124891060834237207157075036700*x+279264901881504591284501730600
"(12, 0)",15940573378133149803330000000*x+35644205792826740020275000000
"(12, 2)",9924697582615854769546822500*x+22192299383177876408095685400
"(12, 4)",-720016546698043287636243456*x-1610001599607371821346076672
"(12, 6)",165987107750403062640855000*x+371152388941358379894270000
"(12, 8)",3619168996640755258022400*x+8080938569042885697415200
"(12, 10)",2600791626894460900992000*x+5903609851862145750600000
"(12, 12)",687823250255307673228800
"(12, 14)",323534374458280113446604*x-740711934905666208345432
"(12, 16)",-320303065285610564040000*x+716093073936804866940000
"(12, 18)",1741067955981167039623800*x-3893135799461529111195600
"(12, 20)",-7733698773124981797504000*x+17293076231946815401920000
"(12, 22)",-10091528940268801300801500*x+22565344707352734310891800
"(12, 24)",4656765646417941585360000*x-10412844540676267483980000
"(12, 26)",20668464466630918912555308*x-46216091537925668439469848
"(13, -29)",28801066117712377943103099342682608*x+64401141663670836906325975923999361
"(13, -27)",134846948972082902974407973946227500*x+301526944460022762018732368467112850
"(13, -25)",-52447093549016387416898074652007000*x-117275266397891340713557964450160000
"(13, -23)",12694443551626602513600978315886800*x+28385638717970944230721706583034400
"(13, -21)",-3619914183822555099716167289509308*x-8094374187742902719753300418397182
"(13, -19)",-662787265849496497519094989972216*x-1482037381060699066059040351810407
"(13, -17)",-2666923023972121488279780111355500*x-5963421172360964849193979178462200
"(13, -15)",1569864811834021841310336379488000*x+3510324434745789136329587577480000
"(13, -13)",-479858437506144322920474315753800*x-1072996085840573370002916448587150
"(13, -11)",99513997871257640229103773366372*x+222520063952901494020344070285058
"(13, -9)",37809253535315163577685875172736*x+84544061083487952795807709321152
"(13, -7)",-30756047051260826059806793817000*x-68772611925795940075389757284000
"(13, -5)",-8700615057660617029700855457000*x-19455166714940128319250884917500
"(13, -3)",-777053363895809454565619913600*x-1737544143854227386438882766800
"(13, -1)",477810388667877567166799848732*x+1068416508080545100910698062248
"(13, 1)",-179023591849689322386924818844*x-400308917385192811451531516008
"(13, 3)",-5132785949692150222718856000*x-11477264098228195766779141200
"(13, 5)",6331326742944684546120783000*x+14157212034252871860844522500
"(13, 7)",700107376962009549276081000*x+1565258090274138529406504000
"(13, 9)",-133809766540845759210158208*x-298925485169574760709147712
"(13, 11)",5889141262460264444049076*x+13911399533279423969392482
"(13, 13)",-3582178664375150200424350
"(13, 15)",-2600791626894460900992000*x+5903609851862145750600000
"(13, 17)",4451695058553365247433900*x-9954484509317488606405800
"(13, 19)",1106332293884321007523188*x-2473921658934062281766783
"(13, 21)",6042510031734403026629076*x-13511463458161471525851678
"(13, 23)",-21190088876932404292994000*x+47382479177305383475509600
"(13, 25)",87546852220152973445343000*x-195760712780389551036060000
"(13, 27)",-225092090240696047947095700*x+503321214975713362450213650
"(13, 29)",-48075927731509211234387284*x+107501042489021854447262409
"(14, -30)",-140278357385002841608918020306600000*x-313671942884875991825932878127500000
"(14, -28)",-29039551299008604580363968247326000*x-64934410740675561077197527730420250
"(14, -26)",10176915425305509607366364475400000*x+22756274692249302945493048085040000
"(14, -24)",-21866522238481374977977615598230716*x-48895030156755222210279877565934078
"(14, -22)",-2937535666933441085911083910118400*x-6568529437593355461789672750476800
"(14, -20)",40720207367696679890166698112150000*x+91053151732057550229631749977437500
"(14, -18)",2166575553558807994616256361123200*x+4844610216146731081194047435968800
"(14, -16)",3627548814462027803816208589356300*x+8111445740835866376526542000237538
"(14, -14)",-41319252120351090151420590800000*x-92392656520557359672595621900000
"(14, -12)",627968817688675369852809849398400*x+1404180964102050542236844944846800
"(14, -10)",-74624936832458394564810373200000*x-166866431574004053303137544000000
"(14, -8)",182155463380807412038856368870100*x+407311998592464579748707805687650
"(14, -6)",8602019268685126228803198600000*x+19234699828547470726604170320000
"(14, -4)",3986275892323822463847911076504*x+8913583872532327959231528542902
"(14, -2)",-868782170532999415897484446400*x-1942655991255897666326178040800
"(14, 0)",165931396197354081961860375000*x+371033882737423962484581562500
"(14, 2)",-40762659484394455091473828800*x-91148084036305576002049055200
"(14, 4)",30492500281012043118667805840*x+68183333190118215236557019718
"(14, 6)",602855950878557800851960000*x+1348091101513665079098480000
"(14, 8)",742560930454943522025663300*x+1661776521915591444569406850
"(14, 10)",100792307349141441742800000*x+224821370178649559952000000
"(14, 12)",5303118298008599607988800*x+16545966594634169093509200
"(14, 14)",-308451267716979837100000
"(14, 16)",-5889141262460264444049076*x+13911399533279423969392482
"(14, 18)",-3619168996640755258022400*x+8080938569042885697415200
"(14, 20)",-67973136193368237113100000*x+151986801238164449175937500
"(14, 22)",4903454631981197436851200*x-10964462752934248097779200
"(14, 24)",36500500998456430822279380*x-81617601490455309670044702
"(14, 26)",-16987727069448403324680000*x+37985712510474022260560000
"(14, 28)",48474017034668102007767000*x-108391197232000656584462250
"(14, 30)",234158421232494432437400000*x-523594147379887638463500000
"(15, -33)",-1960661957693904454282729457212456200*x-4384173418301387162916124458057837450
"(15, -31)",1522689272000656140237671345423441328*x+3404836720803134327152591664444046438
"(15, -29)",-1274696367263734377628304153523050328*x-2850307727873747665657294472040296928
"(15, -27)",842913988680283403176669912887569400*x+1884812977874601935629496158126316400
"(15, -25)",-618457303560442096002787698515625000*x-1382912571942371242823102804882812500
"(15, -23)",-133405383073963182044624631493591500*x-298303505117781529752892990879778250
"(15, -21)",99437843760477729857275838084055000*x+222349778184431519700133162841730000
"(15, -19)",-80124220169200377798337455895663488*x-179163202942491746164079454015386688
"(15, -17)",3804932174152255420379665638124800*x+8508086991180511371837821584270800
"(15, -15)",-25324510385442725539620088078125000*x-56627326718749335219564866167968750
"(15, -13)",6490276957952594139141984745861200*x+14512700470782543352352009658295200
"(15, -11)",-703195974864202575411598842370692*x-1572394001300588399366100077912232
"(15, -9)",809812697689115795166164637705000*x+1810796241075235383226478821267500
"(15, -7)",-28975934698206167158673776118100*x-64792159696315231718675908721850
"(15, -5)",-159929079753885991826359424062500*x-357612293907197094753487299375000
"(15, -3)",31220284483891348246557231753600*x+69810678384614322608286881985600
"(15, -1)",3045359109565174460498294618088*x+6809630005922620009059115555158
"(15, 1)",2818010958391596524146032485952*x+6301264087036771884615668821542
"(15, 3)",234603112229375093785493078400*x+524588739739623641793087374400
"(15, 5)",197897719680938944785434062500*x+442511559916389400956474375000
"(15, 7)",62773923797012665121266547100*x+140366544517020187701531829350
"(15, 9)",-15324725446119126426836655000*x-34261082522465688692832892500
"(15, 11)",269884640602079555021699652*x+598230992599379878542313032
"(15, 13)",-203288444590960938284197200*x-406116384471327795209575200
"(15, 15)",-189049339759329047074218750
"(15, 17)",-5303118298008599607988800*x+16545966594634169093509200
"(15, 19)",133809766540845759210158208*x-298925485169574760709147712
"(15, 21)",-165987107750403062640855000*x+371152388941358379894270000
"(15, 23)",222685649332769313541012500*x-497940784568068013840954250
"(15, 25)",1032354443403017599921875000*x-2308414720029708826757812500
"(15, 27)",-1407026803734650331185729400*x+3146207579301935926631883600
"(15, 29)",2127775762943050376711639448*x-4757851246817126969571425472
"(15, 31)",-2541735750303622706025640968*x+5683493918520332099007563862
"(15, 33)",3272817825519387103329649200*x-7318243135834395521841085050
